scenario,method,method_type,seed_index,seed_value,full_front_size,matched_output_cardinality,matched_single_hv_analytic_ref1p2,compromise_max_score,compromise_sum_tiebreak,objective_cost,objective_negative_reliability,objective_negative_renewable,objective_risk,objective_negative_quality,portfolio_size,selected_candidate_ids,selected_set_sha256
distribution_project_review,Weighted Sum,deterministic,unique,not_applicable,1,1,0.0178067496,0.9986902208,3.0525651222,1128.8435997976,-12.5059043615,-13.9663320842,0.2393853104,-0.8342857143,7,simbench-HV1-storage-flexibility;simbench-HV1-protection-automation;simbench-HV2-storage-flexibility;simbench-HV2-protection-automation;simbench-LV5.201-feeder-reinforcement;simbench-LV5.202-feeder-reinforcement;simbench-LV5.203-feeder-reinforcement,0094063f1937acda7dd00314f04967805a5cc7ae2f9c62e260331ea2de9e4ccf
distribution_project_review,Greedy BCR,deterministic,unique,not_applicable,1,1,0.0300310876,0.9993377995,2.9330863030,1101.7689516528,-38.4133682029,-7.0611232421,0.3472634106,-0.8014285714,14,simbench-HV2-storage-flexibility;simbench-LV5.201-feeder-reinforcement;simbench-LV5.202-feeder-reinforcement;simbench-LV5.203-feeder-reinforcement;simbench-LV5.204-feeder-reinforcement;simbench-LV5.205-feeder-reinforcement;simbench-LV5.206-feeder-reinforcement;simbench-LV5.207-feeder-reinforcement;simbench-LV5.208-feeder-reinforcement;simbench-LV5.209-feeder-reinforcement;simbench-LV5.210-feeder-reinforcement;simbench-LV5.211-feeder-reinforcement;simbench-LV5.212-feeder-reinforcement;simbench-LV5.213-feeder-reinforcement,14734c9db470d796a36210a129b8c9771ba83636b3a25aaefb19b055531249d1
reliability_driven_review,TRACE-MOEA,shared_custom_moea,0,100665,39,1,0.0121178520,0.9878283393,3.2000143390,1130.8800000000,-2.2477674257,-22.3260800000,0.2207272727,-0.7663636364,11,rts-zone-11.0-transmission-reinforcement;rts-zone-12.0-transmission-reinforcement;rts-zone-13.0-transmission-reinforcement;rts-zone-16.0-transmission-reinforcement;rts-zone-22.0-transmission-reinforcement;rts-zone-26.0-transmission-reinforcement;rts-zone-32.0-transmission-reinforcement;rts-zone-32.0-reliability-automation;rts-zone-36.0-transmission-reinforcement;rts-zone-36.0-reliability-automation;rts-zone-37.0-transmission-reinforcement,bacb3745a5db3c18228aef988f463f35a18d0d77f6f60936db42c6ba584ed06a
reliability_driven_review,TRACE-MOEA,shared_custom_moea,1,108584,39,1,0.0135273757,0.9888599447,3.1376634608,1122.7100000000,-3.2083074532,-20.4338400000,0.1999666667,-0.7875000000,12,rts-zone-12.0-transmission-reinforcement;rts-zone-12.0-reliability-automation;rts-zone-16.0-transmission-reinforcement;rts-zone-16.0-reliability-automation;rts-zone-21.0-transmission-reinforcement;rts-zone-21.0-reliability-automation;rts-zone-22.0-transmission-reinforcement;rts-zone-22.0-reliability-automation;rts-zone-26.0-transmission-reinforcement;rts-zone-27.0-transmission-reinforcement;rts-zone-35.0-reliability-automation;rts-zone-36.0-transmission-reinforcement,f9c02b1929366fcf29f706f9171f8cd342badda562c66df2bb2c1fc8496a7d20
reliability_driven_review,TRACE-MOEA,shared_custom_moea,2,116503,39,1,0.0131144349,0.9886550890,3.2081670241,1089.3500000000,-1.5555555556,-20.8096000000,0.2368000000,-0.7500000000,10,rts-zone-12.0-transmission-reinforcement;rts-zone-13.0-transmission-reinforcement;rts-zone-15.0-transmission-reinforcement;rts-zone-16.0-transmission-reinforcement;rts-zone-22.0-transmission-reinforcement;rts-zone-26.0-transmission-reinforcement;rts-zone-31.0-transmission-reinforcement;rts-zone-35.0-transmission-reinforcement;rts-zone-36.0-transmission-reinforcement;rts-zone-37.0-transmission-reinforcement,4d2976785ec24579f7d1d007f8425e10677d4e90f598d6a5506e7f0d995901d5
reliability_driven_review,TRACE-MOEA,shared_custom_moea,3,124422,39,1,0.0127855525,0.9890550307,3.1874565476,1114.8900000000,-2.2477674257,-20.0760000000,0.2207272727,-0.7663636364,11,rts-zone-11.0-transmission-reinforcement;rts-zone-12.0-transmission-reinforcement;rts-zone-13.0-transmission-reinforcement;rts-zone-16.0-transmission-reinforcement;rts-zone-23.0-transmission-reinforcement;rts-zone-26.0-reliability-automation;rts-zone-27.0-transmission-reinforcement;rts-zone-31.0-transmission-reinforcement;rts-zone-36.0-transmission-reinforcement;rts-zone-36.0-reliability-automation;rts-zone-37.0-transmission-reinforcement,6f8633d3858514748ccc62a884d7604428e7660a72a3e02af29be047598f0b8b
reliability_driven_review,TRACE-MOEA,shared_custom_moea,4,132341,39,1,0.0125245365,0.9886245591,3.1923795243,1121.1000000000,-2.2477674257,-20.8656000000,0.2207272727,-0.7663636364,11,rts-zone-12.0-transmission-reinforcement;rts-zone-13.0-transmission-reinforcement;rts-zone-15.0-transmission-reinforcement;rts-zone-16.0-transmission-reinforcement;rts-zone-22.0-transmission-reinforcement;rts-zone-25.0-transmission-reinforcement;rts-zone-26.0-transmission-reinforcement;rts-zone-31.0-transmission-reinforcement;rts-zone-32.0-transmission-reinforcement;rts-zone-32.0-reliability-automation;rts-zone-36.0-reliability-automation,72b79a4c5acadc7c52d1dad62082de3628764358c31d184a29c4604fad88bf1f
reliability_driven_review,TRACE-MOEA,shared_custom_moea,5,140260,39,1,0.0129994442,0.9884108498,3.2105089918,1092.3500000000,-1.5555555556,-21.2576000000,0.2368000000,-0.7500000000,10,rts-zone-11.0-transmission-reinforcement;rts-zone-12.0-transmission-reinforcement;rts-zone-13.0-transmission-reinforcement;rts-zone-16.0-transmission-reinforcement;rts-zone-21.0-transmission-reinforcement;rts-zone-25.0-transmission-reinforcement;rts-zone-26.0-transmission-reinforcement;rts-zone-32.0-transmission-reinforcement;rts-zone-35.0-transmission-reinforcement;rts-zone-36.0-transmission-reinforcement,d1cecf59dd201a874eacaac54a8125969674b8530b36c0c865b7094dc93c3dc2
reliability_driven_review,TRACE-MOEA,shared_custom_moea,6,148179,38,1,0.0123577840,0.9882972786,3.1955177610,1125.1200000000,-2.2477674257,-21.4659200000,0.2207272727,-0.7663636364,11,rts-zone-11.0-transmission-reinforcement;rts-zone-13.0-transmission-reinforcement;rts-zone-16.0-transmission-reinforcement;rts-zone-16.0-reliability-automation;rts-zone-17.0-transmission-reinforcement;rts-zone-21.0-transmission-reinforcement;rts-zone-22.0-transmission-reinforcement;rts-zone-26.0-transmission-reinforcement;rts-zone-31.0-transmission-reinforcement;rts-zone-32.0-reliability-automation;rts-zone-36.0-transmission-reinforcement,392b482399702eb229b7ed11764522d5b06cf2221414916889ff8e3c5b09d111
reliability_driven_review,TRACE-MOEA,shared_custom_moea,7,156098,39,1,0.0146814989,0.9891298290,3.1388894369,1082.6200000000,-2.5160955830,-19.9388000000,0.2126909091,-0.7745454545,11,rts-zone-16.0-transmission-reinforcement;rts-zone-17.0-transmission-reinforcement;rts-zone-21.0-transmission-reinforcement;rts-zone-26.0-transmission-reinforcement;rts-zone-26.0-reliability-automation;rts-zone-27.0-transmission-reinforcement;rts-zone-32.0-transmission-reinforcement;rts-zone-32.0-reliability-automation;rts-zone-36.0-transmission-reinforcement;rts-zone-36.0-reliability-automation;rts-zone-37.0-transmission-reinforcement,c4f5aae3a20f431c4f493e53be7c34cf1e1f6a2814ef7f5bf0242df0780c4520
reliability_driven_review,TRACE-MOEA,shared_custom_moea,8,164017,40,1,0.0133355591,0.9887454397,3.1981538299,1124.7559803970,-4.7227174016,-20.6438728000,0.2400271871,-0.7627272727,11,rts-zone-12.0-transmission-reinforcement;rts-zone-16.0-reliability-automation;rts-zone-21.0-transmission-reinforcement;rts-zone-22.0-transmission-reinforcement;rts-zone-23.0-transmission-reinforcement;rts-zone-26.0-transmission-reinforcement;rts-zone-31.0-transmission-reinforcement;rts-zone-32.0-transmission-reinforcement;rts-zone-36.0-transmission-reinforcement;rts-zone-37.0-transmission-reinforcement;simbench-LV5.212-feeder-reinforcement,a975fea927d13ceaba1aa7503590d77e52c15bca89093816402a7ba08bc0d14b
reliability_driven_review,TRACE-MOEA,shared_custom_moea,9,171936,39,1,0.0149294862,0.9904590651,3.1243461242,1144.3219607940,-8.7937629604,-17.5006256000,0.2218613935,-0.7923076923,13,rts-zone-11.0-transmission-reinforcement;rts-zone-12.0-transmission-reinforcement;rts-zone-15.0-reliability-automation;rts-zone-16.0-transmission-reinforcement;rts-zone-21.0-reliability-automation;rts-zone-22.0-transmission-reinforcement;rts-zone-25.0-reliability-automation;rts-zone-26.0-transmission-reinforcement;rts-zone-32.0-reliability-automation;rts-zone-33.0-transmission-reinforcement;rts-zone-36.0-reliability-automation;simbench-LV5.212-feeder-reinforcement;simbench-LV5.213-feeder-reinforcement,284015491d4d42ce3b3433d8bd625c3f9990886991378e511877770e4959c5c3
reliability_driven_review,TRACE-MOEA,shared_custom_moea,10,179855,38,1,0.0148579273,0.9894742063,3.1355872624,1078.3900000000,-2.5160955830,-19.3071200000,0.2126909091,-0.7745454545,11,rts-zone-11.0-transmission-reinforcement;rts-zone-12.0-transmission-reinforcement;rts-zone-16.0-reliability-automation;rts-zone-21.0-transmission-reinforcement;rts-zone-23.0-transmission-reinforcement;rts-zone-26.0-transmission-reinforcement;rts-zone-27.0-transmission-reinforcement;rts-zone-32.0-reliability-automation;rts-zone-36.0-transmission-reinforcement;rts-zone-36.0-reliability-automation;rts-zone-37.0-transmission-reinforcement,70d0d5f16bc7ba0d23f41689a51b36bf26a1418cc0f78ddb579173282640d966
reliability_driven_review,TRACE-MOEA,shared_custom_moea,11,187774,38,1,0.0122985262,0.9880976131,3.1966370610,1126.6500000000,-2.2477674257,-21.8321600000,0.2207272727,-0.7663636364,11,rts-zone-11.0-transmission-reinforcement;rts-zone-12.0-transmission-reinforcement;rts-zone-13.0-transmission-reinforcement;rts-zone-16.0-transmission-reinforcement;rts-zone-16.0-reliability-automation;rts-zone-21.0-transmission-reinforcement;rts-zone-22.0-transmission-reinforcement;rts-zone-32.0-transmission-reinforcement;rts-zone-33.0-transmission-reinforcement;rts-zone-36.0-transmission-reinforcement;rts-zone-36.0-reliability-automation,88dde2e087a9311d004e1a2af599e9d0158bfc74210d24a65b40bcbbb9093c13
reliability_driven_review,TRACE-MOEA,shared_custom_moea,12,195693,39,1,0.0121786612,0.9880466281,3.1988444883,1128.1800000000,-2.1491448959,-21.9256800000,0.2207272727,-0.7663636364,11,rts-zone-11.0-transmission-reinforcement;rts-zone-12.0-transmission-reinforcement;rts-zone-16.0-transmission-reinforcement;rts-zone-21.0-transmission-reinforcement;rts-zone-22.0-transmission-reinforcement;rts-zone-23.0-reliability-automation;rts-zone-24.0-reliability-automation;rts-zone-26.0-transmission-reinforcement;rts-zone-32.0-transmission-reinforcement;rts-zone-33.0-transmission-reinforcement;rts-zone-36.0-transmission-reinforcement,31bdb2f0edecb77399ddb17442638836d81cc09d63f998df021672a4b25e09e2
reliability_driven_review,TRACE-MOEA,shared_custom_moea,13,203612,39,1,0.0121178520,0.9878283393,3.2000143390,1130.8800000000,-2.2477674257,-22.3260800000,0.2207272727,-0.7663636364,11,rts-zone-11.0-transmission-reinforcement;rts-zone-12.0-transmission-reinforcement;rts-zone-16.0-transmission-reinforcement;rts-zone-16.0-reliability-automation;rts-zone-17.0-transmission-reinforcement;rts-zone-22.0-transmission-reinforcement;rts-zone-22.0-reliability-automation;rts-zone-23.0-transmission-reinforcement;rts-zone-26.0-transmission-reinforcement;rts-zone-32.0-transmission-reinforcement;rts-zone-36.0-transmission-reinforcement,f20b27fccb7aaefe54a4a6cf037ef56f655c9e8c7cd7cf9ddab5b677067daa40
reliability_driven_review,TRACE-MOEA,shared_custom_moea,14,211531,39,1,0.0129014659,0.9882032465,3.2124996643,1094.9000000000,-1.5555555556,-21.6384000000,0.2368000000,-0.7500000000,10,rts-zone-11.0-transmission-reinforcement;rts-zone-12.0-transmission-reinforcement;rts-zone-16.0-transmission-reinforcement;rts-zone-23.0-transmission-reinforcement;rts-zone-26.0-transmission-reinforcement;rts-zone-27.0-transmission-reinforcement;rts-zone-31.0-transmission-reinforcement;rts-zone-32.0-transmission-reinforcement;rts-zone-33.0-transmission-reinforcement;rts-zone-36.0-transmission-reinforcement,ce286331dd2860e83a72b640f85902fc33a4bdc4b5caf2beb51c49016d5ca7e5
reliability_driven_review,TRACE-MOEA,shared_custom_moea,15,219450,39,1,0.0171770377,0.9891893623,3.1021002992,1018.2400000000,-2.0922118702,-19.8296000000,0.2191200000,-0.7680000000,10,rts-zone-11.0-transmission-reinforcement;rts-zone-12.0-transmission-reinforcement;rts-zone-13.0-transmission-reinforcement;rts-zone-16.0-transmission-reinforcement;rts-zone-16.0-reliability-automation;rts-zone-21.0-transmission-reinforcement;rts-zone-23.0-transmission-reinforcement;rts-zone-26.0-transmission-reinforcement;rts-zone-36.0-transmission-reinforcement;rts-zone-36.0-reliability-automation,3ca21cf88d750bfac7c11746c5ce90080e0529466f0c0b9b48def87f513ed8bb
reliability_driven_review,TRACE-MOEA,shared_custom_moea,16,227369,39,1,0.0143485130,0.9887714080,3.1450223951,1090.1500000000,-2.5160955830,-20.5962400000,0.2126909091,-0.7745454545,11,rts-zone-12.0-transmission-reinforcement;rts-zone-12.0-reliability-automation;rts-zone-16.0-transmission-reinforcement;rts-zone-21.0-transmission-reinforcement;rts-zone-22.0-transmission-reinforcement;rts-zone-23.0-transmission-reinforcement;rts-zone-26.0-transmission-reinforcement;rts-zone-27.0-reliability-automation;rts-zone-31.0-transmission-reinforcement;rts-zone-32.0-transmission-reinforcement;rts-zone-36.0-reliability-automation,5201e6b18c77cdde96d423491b9dcf23d0098f4fee2e45e2b300897554985a52
reliability_driven_review,TRACE-MOEA,shared_custom_moea,17,235288,38,1,0.0132895545,0.9879416053,3.1418140869,1128.5900000000,-3.2083074532,-22.1183200000,0.1999666667,-0.7875000000,12,rts-zone-12.0-transmission-reinforcement;rts-zone-12.0-reliability-automation;rts-zone-16.0-transmission-reinforcement;rts-zone-16.0-reliability-automation;rts-zone-22.0-transmission-reinforcement;rts-zone-22.0-reliability-automation;rts-zone-26.0-transmission-reinforcement;rts-zone-26.0-reliability-automation;rts-zone-31.0-transmission-reinforcement;rts-zone-32.0-transmission-reinforcement;rts-zone-36.0-transmission-reinforcement;rts-zone-36.0-reliability-automation,8acc6bbadc1dcf7b1243ecdc707cda98ac92d5bb799218d05a004505b87c1dbc
reliability_driven_review,TRACE-MOEA,shared_custom_moea,18,243207,38,1,0.0129798660,0.9883693292,3.2109071263,1092.8600000000,-1.5555555556,-21.3337600000,0.2368000000,-0.7500000000,10,rts-zone-11.0-transmission-reinforcement;rts-zone-12.0-transmission-reinforcement;rts-zone-16.0-transmission-reinforcement;rts-zone-22.0-transmission-reinforcement;rts-zone-23.0-transmission-reinforcement;rts-zone-26.0-transmission-reinforcement;rts-zone-31.0-transmission-reinforcement;rts-zone-33.0-transmission-reinforcement;rts-zone-34.0-transmission-reinforcement;rts-zone-36.0-transmission-reinforcement,acb1425b9a859145d643a79eb512d1ac47ac96bae8f496ee82cd6ebf6a002395
reliability_driven_review,TRACE-MOEA,shared_custom_moea,19,251126,38,1,0.0138393781,0.9893991027,3.1322310845,1115.4700000000,-3.1799792959,-19.4448800000,0.1999666667,-0.7875000000,12,rts-zone-11.0-reliability-automation;rts-zone-12.0-transmission-reinforcement;rts-zone-16.0-transmission-reinforcement;rts-zone-16.0-reliability-automation;rts-zone-21.0-transmission-reinforcement;rts-zone-25.0-reliability-automation;rts-zone-26.0-transmission-reinforcement;rts-zone-26.0-reliability-automation;rts-zone-27.0-reliability-automation;rts-zone-31.0-transmission-reinforcement;rts-zone-32.0-transmission-reinforcement;rts-zone-37.0-transmission-reinforcement,5f3667eb84981b92d6898d3189025db031126eb2d3153046d827d7c5b82b47af
reliability_driven_review,TRACE-MOEA,shared_custom_moea,20,259045,36,1,0.0137878744,0.9900197398,3.1793259676,1146.5419607940,-7.8898792476,-18.3064656000,0.2427165096,-0.7733333333,12,rts-zone-12.0-transmission-reinforcement;rts-zone-12.0-reliability-automation;rts-zone-13.0-transmission-reinforcement;rts-zone-14.0-transmission-reinforcement;rts-zone-16.0-transmission-reinforcement;rts-zone-21.0-transmission-reinforcement;rts-zone-26.0-transmission-reinforcement;rts-zone-32.0-transmission-reinforcement;rts-zone-35.0-transmission-reinforcement;rts-zone-36.0-reliability-automation;simbench-LV5.212-feeder-reinforcement;simbench-LV5.213-feeder-reinforcement,c927038324bb3b2a4f4b30fbe232b6cf451fa589878a0aa5abdd78983ac6e923
reliability_driven_review,TRACE-MOEA,shared_custom_moea,21,266964,40,1,0.0122747952,0.9880512076,3.1970820348,1127.2200000000,-2.2477674257,-21.9172800000,0.2207272727,-0.7663636364,11,rts-zone-11.0-transmission-reinforcement;rts-zone-12.0-transmission-reinforcement;rts-zone-13.0-transmission-reinforcement;rts-zone-16.0-transmission-reinforcement;rts-zone-16.0-reliability-automation;rts-zone-23.0-transmission-reinforcement;rts-zone-26.0-transmission-reinforcement;rts-zone-26.0-reliability-automation;rts-zone-32.0-transmission-reinforcement;rts-zone-33.0-transmission-reinforcement;rts-zone-36.0-transmission-reinforcement,bb8f196900ca99fc1f822dd8ca4c17be9d5d90a1680981d2496c056fe470e693
reliability_driven_review,TRACE-MOEA,shared_custom_moea,22,274883,39,1,0.0137206579,0.9893316316,3.1342843031,1117.9300000000,-3.1799792959,-19.5686400000,0.1999666667,-0.7875000000,12,rts-zone-11.0-transmission-reinforcement;rts-zone-12.0-reliability-automation;rts-zone-15.0-reliability-automation;rts-zone-16.0-transmission-reinforcement;rts-zone-16.0-reliability-automation;rts-zone-23.0-reliability-automation;rts-zone-26.0-transmission-reinforcement;rts-zone-27.0-reliability-automation;rts-zone-31.0-transmission-reinforcement;rts-zone-32.0-transmission-reinforcement;rts-zone-36.0-transmission-reinforcement;rts-zone-37.0-transmission-reinforcement,9ded4521c44c746b948ebfdea5488d0d4d1df33cc6c5b4120b0fa08940d2b5c5
reliability_driven_review,TRACE-MOEA,shared_custom_moea,23,282802,39,1,0.0121292065,0.9895187799,3.1753557536,1143.2800000000,-2.9399792959,-19.2253600000,0.2073333333,-0.7800000000,12,rts-zone-12.0-transmission-reinforcement;rts-zone-14.0-transmission-reinforcement;rts-zone-15.0-transmission-reinforcement;rts-zone-16.0-reliability-automation;rts-zone-17.0-transmission-reinforcement;rts-zone-22.0-reliability-automation;rts-zone-23.0-reliability-automation;rts-zone-26.0-transmission-reinforcement;rts-zone-26.0-reliability-automation;rts-zone-32.0-transmission-reinforcement;rts-zone-35.0-transmission-reinforcement;rts-zone-36.0-transmission-reinforcement,9198b3fd6ac118d497b76df10daa77fdcddada369b703d92ae3ee327bbe0c2a9
reliability_driven_review,TRACE-MOEA,shared_custom_moea,24,290721,39,1,0.0122985262,0.9880976131,3.1966370610,1126.6500000000,-2.2477674257,-21.8321600000,0.2207272727,-0.7663636364,11,rts-zone-12.0-transmission-reinforcement;rts-zone-13.0-transmission-reinforcement;rts-zone-16.0-reliability-automation;rts-zone-21.0-transmission-reinforcement;rts-zone-22.0-transmission-reinforcement;rts-zone-23.0-transmission-reinforcement;rts-zone-26.0-transmission-reinforcement;rts-zone-31.0-transmission-reinforcement;rts-zone-32.0-transmission-reinforcement;rts-zone-36.0-transmission-reinforcement;rts-zone-36.0-reliability-automation,8116ccc96dd1b9f80d5141c222ca1718fbc63a0939dd95367ea57ecaf7663f42
reliability_driven_review,TRACE-MOEA,shared_custom_moea,25,298640,40,1,0.0129014659,0.9882032465,3.2124996643,1094.9000000000,-1.5555555556,-21.6384000000,0.2368000000,-0.7500000000,10,rts-zone-11.0-transmission-reinforcement;rts-zone-12.0-transmission-reinforcement;rts-zone-13.0-transmission-reinforcement;rts-zone-16.0-transmission-reinforcement;rts-zone-21.0-transmission-reinforcement;rts-zone-23.0-transmission-reinforcement;rts-zone-26.0-transmission-reinforcement;rts-zone-32.0-transmission-reinforcement;rts-zone-36.0-transmission-reinforcement;rts-zone-37.0-transmission-reinforcement,7ea68b4e9d09cafd6dee89a9804e5337aa2900f72dc2bcbac91caab0596bdcf3
reliability_driven_review,TRACE-MOEA,shared_custom_moea,26,306559,39,1,0.0128781922,0.9894403181,3.1287397757,1146.3200000000,-3.7735686362,-19.3692800000,0.1892000000,-0.7984615385,13,rts-zone-12.0-transmission-reinforcement;rts-zone-16.0-transmission-reinforcement;rts-zone-17.0-reliability-automation;rts-zone-25.0-reliability-automation;rts-zone-26.0-transmission-reinforcement;rts-zone-26.0-reliability-automation;rts-zone-31.0-reliability-automation;rts-zone-32.0-transmission-reinforcement;rts-zone-33.0-reliability-automation;rts-zone-34.0-reliability-automation;rts-zone-36.0-transmission-reinforcement;rts-zone-36.0-reliability-automation;rts-zone-37.0-transmission-reinforcement,c189da7153764664cfd45df90805961990c73b34f07e3912cee67358fdf4f53a
reliability_driven_review,TRACE-MOEA,shared_custom_moea,27,314478,38,1,0.0141306513,0.9882322499,3.1490866854,1095.4900000000,-2.5160955830,-21.5852000000,0.2126909091,-0.7745454545,11,rts-zone-12.0-transmission-reinforcement;rts-zone-12.0-reliability-automation;rts-zone-16.0-transmission-reinforcement;rts-zone-22.0-transmission-reinforcement;rts-zone-22.0-reliability-automation;rts-zone-23.0-transmission-reinforcement;rts-zone-26.0-transmission-reinforcement;rts-zone-31.0-transmission-reinforcement;rts-zone-32.0-transmission-reinforcement;rts-zone-32.0-reliability-automation;rts-zone-36.0-transmission-reinforcement,c78c8ea7ff4795b9566276f052b94f65b527d57932d62c43792035849ba28371
reliability_driven_review,TRACE-MOEA,shared_custom_moea,28,322397,39,1,0.0150670988,0.9903607946,3.1315083335,1072.6300000000,-2.5160955830,-17.6808800000,0.2126909091,-0.7745454545,11,rts-zone-11.0-transmission-reinforcement;rts-zone-12.0-transmission-reinforcement;rts-zone-14.0-transmission-reinforcement;rts-zone-15.0-transmission-reinforcement;rts-zone-16.0-transmission-reinforcement;rts-zone-17.0-reliability-automation;rts-zone-21.0-reliability-automation;rts-zone-23.0-transmission-reinforcement;rts-zone-26.0-transmission-reinforcement;rts-zone-27.0-transmission-reinforcement;rts-zone-32.0-reliability-automation,e611ad084cfa09a679a45c1e8b399d390cad0563f11eb94a003b7c6d9ce98e1b
reliability_driven_review,TRACE-MOEA,shared_custom_moea,29,330316,39,1,0.0121395679,0.9880325844,3.1995978944,1130.1600000000,-2.2477674257,-21.9514400000,0.2207272727,-0.7663636364,11,rts-zone-12.0-transmission-reinforcement;rts-zone-15.0-transmission-reinforcement;rts-zone-16.0-transmission-reinforcement;rts-zone-16.0-reliability-automation;rts-zone-21.0-transmission-reinforcement;rts-zone-22.0-transmission-reinforcement;rts-zone-23.0-transmission-reinforcement;rts-zone-26.0-transmission-reinforcement;rts-zone-32.0-transmission-reinforcement;rts-zone-33.0-reliability-automation;rts-zone-36.0-transmission-reinforcement,1a260b3822f894e5119cd964e56ef64a761d131a9761f9720e93405abeb2789e
reliability_driven_review,Ablation-NoPreferenceRanking,shared_custom_moea,0,101567,38,1,0.0119234680,0.9895689655,3.1789926084,1147.9000000000,-2.9399792959,-19.8598400000,0.2073333333,-0.7800000000,12,rts-zone-11.0-reliability-automation;rts-zone-15.0-transmission-reinforcement;rts-zone-16.0-transmission-reinforcement;rts-zone-16.0-reliability-automation;rts-zone-21.0-transmission-reinforcement;rts-zone-21.0-reliability-automation;rts-zone-25.0-transmission-reinforcement;rts-zone-26.0-transmission-reinforcement;rts-zone-31.0-transmission-reinforcement;rts-zone-36.0-transmission-reinforcement;rts-zone-36.0-reliability-automation;rts-zone-37.0-transmission-reinforcement,cc0505332a9b3955682f535919648b77459f7ce810f78677cfdaa04e92b134f4
reliability_driven_review,Ablation-NoPreferenceRanking,shared_custom_moea,1,109486,38,1,0.0119881793,0.9876592037,3.2024314102,1133.8800000000,-2.2477674257,-22.6363200000,0.2207272727,-0.7663636364,11,rts-zone-11.0-transmission-reinforcement;rts-zone-12.0-transmission-reinforcement;rts-zone-16.0-transmission-reinforcement;rts-zone-22.0-transmission-reinforcement;rts-zone-22.0-reliability-automation;rts-zone-23.0-transmission-reinforcement;rts-zone-26.0-transmission-reinforcement;rts-zone-31.0-transmission-reinforcement;rts-zone-32.0-transmission-reinforcement;rts-zone-32.0-reliability-automation;rts-zone-36.0-transmission-reinforcement,a08ab492dda41a41d1e1a17e94d3e01949bcd159bf5b3bf9f086b89c2baa6282
reliability_driven_review,Ablation-NoPreferenceRanking,shared_custom_moea,2,117405,39,1,0.0119357362,0.9894390969,3.1787959155,1147.0500000000,-2.9116511386,-19.3715200000,0.2073333333,-0.7800000000,12,rts-zone-11.0-transmission-reinforcement;rts-zone-12.0-transmission-reinforcement;rts-zone-13.0-transmission-reinforcement;rts-zone-14.0-transmission-reinforcement;rts-zone-15.0-reliability-automation;rts-zone-16.0-transmission-reinforcement;rts-zone-21.0-transmission-reinforcement;rts-zone-21.0-reliability-automation;rts-zone-22.0-reliability-automation;rts-zone-31.0-transmission-reinforcement;rts-zone-31.0-reliability-automation;rts-zone-36.0-transmission-reinforcement,7ea763a02d9817e560006da5fb176623e67d6d7859a5b3fb8b58eb935026f2d6
reliability_driven_review,Ablation-NoPreferenceRanking,shared_custom_moea,3,125324,39,1,0.0147328684,0.9892299671,3.1379292301,1081.3900000000,-2.5160955830,-19.7551200000,0.2126909091,-0.7745454545,11,rts-zone-11.0-transmission-reinforcement;rts-zone-12.0-transmission-reinforcement;rts-zone-12.0-reliability-automation;rts-zone-13.0-transmission-reinforcement;rts-zone-16.0-reliability-automation;rts-zone-21.0-transmission-reinforcement;rts-zone-26.0-transmission-reinforcement;rts-zone-31.0-transmission-reinforcement;rts-zone-36.0-transmission-reinforcement;rts-zone-36.0-reliability-automation;rts-zone-37.0-transmission-reinforcement,418b25f5a75eea67d0597c3ba53517a9deaf1f1b645c4a5d24e106cf4e7abd45
reliability_driven_review,Ablation-NoPreferenceRanking,shared_custom_moea,4,133243,38,1,0.0126733892,0.9892629394,3.1895265252,1117.0500000000,-2.2477674257,-19.6946400000,0.2207272727,-0.7663636364,11,rts-zone-11.0-transmission-reinforcement;rts-zone-11.0-reliability-automation;rts-zone-12.0-transmission-reinforcement;rts-zone-13.0-transmission-reinforcement;rts-zone-15.0-transmission-reinforcement;rts-zone-16.0-transmission-reinforcement;rts-zone-22.0-transmission-reinforcement;rts-zone-23.0-transmission-reinforcement;rts-zone-27.0-transmission-reinforcement;rts-zone-33.0-reliability-automation;rts-zone-36.0-transmission-reinforcement,4a4b74731d9d1d5b7561dfa85fe24882727ca066ab221b4b066f951c1afdacd6
reliability_driven_review,Ablation-NoPreferenceRanking,shared_custom_moea,5,141162,38,1,0.0121095647,0.9880951707,3.2001518600,1130.7300000000,-2.2477674257,-21.8366400000,0.2207272727,-0.7663636364,11,rts-zone-11.0-transmission-reinforcement;rts-zone-12.0-transmission-reinforcement;rts-zone-16.0-transmission-reinforcement;rts-zone-17.0-reliability-automation;rts-zone-21.0-transmission-reinforcement;rts-zone-22.0-transmission-reinforcement;rts-zone-22.0-reliability-automation;rts-zone-24.0-transmission-reinforcement;rts-zone-26.0-transmission-reinforcement;rts-zone-32.0-transmission-reinforcement;rts-zone-36.0-transmission-reinforcement,c3c62acab2d1263d835aa06ab043bac55fcb54a68a7bbd0305e4fde9b5db3cfb
