"mechanism","comparison","full_mean_hv","ablation_mean_hv","ablation_relative_to_full_pct","holm_significant_labels","labels_tested","full_mean_runtime_s","ablation_mean_runtime_s","full_optimization_loop_objective_rows","ablation_optimization_loop_objective_rows","optimization_loop_row_reduction_pct","supported_conclusion"
"repair","SHIELD-MOEA vs Ablation-NoRepair","0.27396193","0.25176243","-8.103133","8","8","0.08892595","0.05833137","","","","resolved quality loss in 8/8 labels; repair is load-bearing within SHIELD"
"screening","SHIELD-MOEA vs Ablation-NoScenarioScreen","0.27396193","0.27265741","-0.476169","0","8","0.08892595","0.07920512","17920","51200","65.00","no quality difference detected in 8/8 labels; equivalence not tested"
"survivability_selection","SHIELD-MOEA vs Ablation-NoResilienceObj","0.27396193","0.27466880","0.258017","0","8","0.08892595","0.08894898","","","","no quality difference detected; screening still uses survivability"
"outage_exposure","SHIELD-MOEA vs Ablation-NoOutage","0.27396193","0.27124763","-0.990758","2","8","0.08892595","0.08689467","","","","proxy difference is label-dependent; AC mapping remains descriptive and associational"
