dataset,horizon_positions,rolling_origin,rolling_origin_index,method,method_role,seed,epochs_completed,best_epoch,best_validation_mse,optimizer_steps,parameter_count,fit_unique_origins,validation_unique_origins,test_unique_origins,test_target_count,mape,wape,mae,rmse,smape,runtime_s
OPSD time_series_60min_singleindex,24,2017-10-01T00:00:00Z,24065,UniformCrossSeries-Matched,informative_cross_series_control,71,8,8,0.0618319102,160,29815,6764,1194,672,4032,0.0290202553,0.0303463988,995.8687092615,1664.4598853287,0.0291204878,1.2795
OPSD time_series_60min_singleindex,24,2017-10-01T00:00:00Z,24065,CSA-Euclidean-Shared,weight_form_control,11,8,8,0.0627808571,160,29815,6764,1194,672,4032,0.0290470395,0.0305884302,1003.8113812643,1670.0583545435,0.0291443742,1.1552
OPSD time_series_60min_singleindex,24,2017-10-01T00:00:00Z,24065,CSA-Euclidean-Shared,weight_form_control,23,8,8,0.0613113865,160,29815,6764,1194,672,4032,0.0283829021,0.0297108865,975.0132918585,1631.7214566640,0.0284266372,1.1446
OPSD time_series_60min_singleindex,24,2017-10-01T00:00:00Z,24065,CSA-Euclidean-Shared,weight_form_control,47,8,8,0.0603003614,160,29815,6764,1194,672,4032,0.0280771152,0.0292342711,959.3723478771,1608.1514658091,0.0280660544,1.1293
OPSD time_series_60min_singleindex,24,2017-10-01T00:00:00Z,24065,CSA-Euclidean-Shared,weight_form_control,59,8,7,0.0647789538,160,29815,6764,1194,672,4032,0.0289557354,0.0304065050,997.8411974226,1664.6035614207,0.0290508604,1.1647
OPSD time_series_60min_singleindex,24,2017-10-01T00:00:00Z,24065,CSA-Euclidean-Shared,weight_form_control,71,8,8,0.0614389740,160,29815,6764,1194,672,4032,0.0286870633,0.0300136279,984.9482659234,1653.6853876597,0.0287958662,1.1351
OPSD time_series_60min_singleindex,24,2017-10-01T00:00:00Z,24065,CSA-FixedScale-Shared,weight_form_control,11,8,8,0.0628533214,160,29815,6764,1194,672,4032,0.0291421648,0.0306570103,1006.0619569809,1669.8384957449,0.0292219391,1.2314
OPSD time_series_60min_singleindex,24,2017-10-01T00:00:00Z,24065,CSA-FixedScale-Shared,weight_form_control,23,8,8,0.0612870492,160,29815,6764,1194,672,4032,0.0284186282,0.0297043327,974.7982175312,1628.7994696111,0.0284609748,1.2659
OPSD time_series_60min_singleindex,24,2017-10-01T00:00:00Z,24065,CSA-FixedScale-Shared,weight_form_control,47,8,8,0.0605228059,160,29815,6764,1194,672,4032,0.0280803024,0.0292792143,960.8472365122,1602.8225130071,0.0280505974,1.3280
OPSD time_series_60min_singleindex,24,2017-10-01T00:00:00Z,24065,CSA-FixedScale-Shared,weight_form_control,59,8,7,0.0647244155,160,29815,6764,1194,672,4032,0.0288385964,0.0302918458,994.0784604512,1658.7171730978,0.0289319908,1.2573
OPSD time_series_60min_singleindex,24,2017-10-01T00:00:00Z,24065,CSA-FixedScale-Shared,weight_form_control,71,8,8,0.0612103976,160,29815,6764,1194,672,4032,0.0286444012,0.0299871772,984.0802416120,1648.7389777934,0.0287204584,1.2650
OPSD time_series_60min_singleindex,24,2017-10-01T00:00:00Z,24065,CSA-Poincare-IndependentEncoder,shared_encoder_control,11,8,8,0.0793120265,160,29815,6764,1194,672,4032,0.0345733998,0.0361073637,1184.9245750791,1882.1096685203,0.0346697706,1.8589
OPSD time_series_60min_singleindex,24,2017-10-01T00:00:00Z,24065,CSA-Poincare-IndependentEncoder,shared_encoder_control,23,8,8,0.0829473138,160,29815,6764,1194,672,4032,0.0353999052,0.0365998200,1201.0853661431,1909.2070535295,0.0358305134,1.8128
OPSD time_series_60min_singleindex,24,2017-10-01T00:00:00Z,24065,CSA-Poincare-IndependentEncoder,shared_encoder_control,47,8,8,0.0781203434,160,29815,6764,1194,672,4032,0.0336240223,0.0356312177,1169.2990332709,1905.1558366636,0.0338493224,1.7001
OPSD time_series_60min_singleindex,24,2017-10-01T00:00:00Z,24065,CSA-Poincare-IndependentEncoder,shared_encoder_control,59,8,8,0.0838986784,160,29815,6764,1194,672,4032,0.0359089950,0.0378226956,1241.2161124093,1985.3533840861,0.0363490458,1.6411
OPSD time_series_60min_singleindex,24,2017-10-01T00:00:00Z,24065,CSA-Poincare-IndependentEncoder,shared_encoder_control,71,8,8,0.0850747451,160,29815,6764,1194,672,4032,0.0360364138,0.0373536521,1225.8236502996,1969.3372940656,0.0364818030,1.6789
OPSD time_series_60min_singleindex,24,2018-01-01T00:00:00Z,26273,CSA-Poincare-Shared,proposed,11,8,8,0.0759041831,176,29815,7389,1305,672,4032,0.0370577517,0.0371947908,1389.3350161598,2310.7699375736,0.0378080900,1.3601
OPSD time_series_60min_singleindex,24,2018-01-01T00:00:00Z,26273,CSA-Poincare-Shared,proposed,23,8,8,0.0795267671,176,29815,7389,1305,672,4032,0.0393032932,0.0397594829,1485.1338200645,2513.5304065922,0.0404795270,1.3492
OPSD time_series_60min_singleindex,24,2018-01-01T00:00:00Z,26273,CSA-Poincare-Shared,proposed,47,8,8,0.0776149407,176,29815,7389,1305,672,4032,0.0399409266,0.0403596277,1507.5509972951,2568.5989599773,0.0411612782,1.3449
OPSD time_series_60min_singleindex,24,2018-01-01T00:00:00Z,26273,CSA-Poincare-Shared,proposed,59,8,8,0.0785722435,176,29815,7389,1305,672,4032,0.0387344548,0.0391892694,1463.8346649654,2493.9370290373,0.0399054761,1.3718
OPSD time_series_60min_singleindex,24,2018-01-01T00:00:00Z,26273,CSA-Poincare-Shared,proposed,71,8,8,0.0764215216,176,29815,7389,1305,672,4032,0.0382121994,0.0384737260,1437.1070123097,2404.4047601703,0.0390162604,1.3807
OPSD time_series_60min_singleindex,24,2018-01-01T00:00:00Z,26273,TargetSelfContext-Matched,capacity_compute_matched_control,11,8,8,0.0780705065,176,29815,7389,1305,672,4032,0.0372977745,0.0376868038,1407.7131507510,2337.2716836680,0.0381061953,1.4582
OPSD time_series_60min_singleindex,24,2018-01-01T00:00:00Z,26273,TargetSelfContext-Matched,capacity_compute_matched_control,23,8,7,0.0807900280,176,29815,7389,1305,672,4032,0.0372560905,0.0379518823,1417.6146126399,2360.5125462263,0.0381611865,1.4150
OPSD time_series_60min_singleindex,24,2018-01-01T00:00:00Z,26273,TargetSelfContext-Matched,capacity_compute_matched_control,47,8,8,0.0795375556,176,29815,7389,1305,672,4032,0.0391861227,0.0395524471,1477.4004242912,2503.9531572113,0.0403017294,1.5381
OPSD time_series_60min_singleindex,24,2018-01-01T00:00:00Z,26273,TargetSelfContext-Matched,capacity_compute_matched_control,59,8,8,0.0800563917,176,29815,7389,1305,672,4032,0.0393540910,0.0397689694,1485.4881695944,2486.2862636863,0.0405978271,1.4963
OPSD time_series_60min_singleindex,24,2018-01-01T00:00:00Z,26273,TargetSelfContext-Matched,capacity_compute_matched_control,71,8,8,0.0785318986,176,29815,7389,1305,672,4032,0.0382171896,0.0384371394,1435.7403944712,2403.1367275545,0.0390247799,1.3907
OPSD time_series_60min_singleindex,24,2018-01-01T00:00:00Z,26273,UniformCrossSeries-Matched,informative_cross_series_control,11,8,8,0.0762832239,176,29815,7389,1305,672,4032,0.0372469454,0.0374093356,1397.3488948761,2355.2772338109,0.0381130442,1.3597
OPSD time_series_60min_singleindex,24,2018-01-01T00:00:00Z,26273,UniformCrossSeries-Matched,informative_cross_series_control,23,8,8,0.0793378204,176,29815,7389,1305,672,4032,0.0393128129,0.0397551480,1484.9719003344,2505.4458310958,0.0404986734,1.3761
OPSD time_series_60min_singleindex,24,2018-01-01T00:00:00Z,26273,UniformCrossSeries-Matched,informative_cross_series_control,47,8,8,0.0776293054,176,29815,7389,1305,672,4032,0.0401161001,0.0404828527,1512.1538151332,2564.6913411251,0.0413473702,1.4462
OPSD time_series_60min_singleindex,24,2018-01-01T00:00:00Z,26273,UniformCrossSeries-Matched,informative_cross_series_control,59,8,8,0.0788485482,176,29815,7389,1305,672,4032,0.0388512744,0.0393221096,1468.7966400631,2508.2965386732,0.0400486922,1.3809
OPSD time_series_60min_singleindex,24,2018-01-01T00:00:00Z,26273,UniformCrossSeries-Matched,informative_cross_series_control,71,8,8,0.0767692700,176,29815,7389,1305,672,4032,0.0382002269,0.0384834493,1437.4702061244,2402.9954391531,0.0389547012,1.3954
OPSD time_series_60min_singleindex,24,2018-01-01T00:00:00Z,26273,CSA-Euclidean-Shared,weight_form_control,11,8,8,0.0761382803,176,29815,7389,1305,672,4032,0.0370763275,0.0372594305,1391.7494993664,2332.2877700699,0.0378871825,1.2440
OPSD time_series_60min_singleindex,24,2018-01-01T00:00:00Z,26273,CSA-Euclidean-Shared,weight_form_control,23,8,8,0.0793651491,176,29815,7389,1305,672,4032,0.0393244508,0.0397437445,1484.5459463937,2506.8441852908,0.0404934184,1.2668
OPSD time_series_60min_singleindex,24,2018-01-01T00:00:00Z,26273,CSA-Euclidean-Shared,weight_form_control,47,8,8,0.0777807981,176,29815,7389,1305,672,4032,0.0400829441,0.0405183517,1513.4798048716,2577.9035653803,0.0413204663,1.2414
OPSD time_series_60min_singleindex,24,2018-01-01T00:00:00Z,26273,CSA-Euclidean-Shared,weight_form_control,59,8,8,0.0789062828,176,29815,7389,1305,672,4032,0.0388615519,0.0393514970,1469.8943440271,2508.8310183827,0.0400658751,1.2721
OPSD time_series_60min_singleindex,24,2018-01-01T00:00:00Z,26273,CSA-Euclidean-Shared,weight_form_control,71,8,8,0.0763970762,176,29815,7389,1305,672,4032,0.0381518525,0.0384036294,1434.4886973548,2402.6033530791,0.0389540765,1.2953
OPSD time_series_60min_singleindex,24,2018-01-01T00:00:00Z,26273,CSA-FixedScale-Shared,weight_form_control,11,8,8,0.0757124424,176,29815,7389,1305,672,4032,0.0370585847,0.0372087084,1389.8548780169,2306.0752066760,0.0377824566,1.3234
OPSD time_series_60min_singleindex,24,2018-01-01T00:00:00Z,26273,CSA-FixedScale-Shared,weight_form_control,23,8,8,0.0795469210,176,29815,7389,1305,672,4032,0.0392287515,0.0396538901,1481.1896166120,2509.0182399923,0.0403995295,1.3491
OPSD time_series_60min_singleindex,24,2018-01-01T00:00:00Z,26273,CSA-FixedScale-Shared,weight_form_control,47,8,8,0.0774424374,176,29815,7389,1305,672,4032,0.0397233940,0.0402061068,1501.8165372818,2568.6826546195,0.0409399725,1.4465
OPSD time_series_60min_singleindex,24,2018-01-01T00:00:00Z,26273,CSA-FixedScale-Shared,weight_form_control,59,8,8,0.0782873407,176,29815,7389,1305,672,4032,0.0386636250,0.0390935493,1460.2592398023,2489.1688801188,0.0398221533,1.3729
OPSD time_series_60min_singleindex,24,2018-01-01T00:00:00Z,26273,CSA-FixedScale-Shared,weight_form_control,71,8,8,0.0762974992,176,29815,7389,1305,672,4032,0.0381848836,0.0384406886,1435.8729671902,2405.5021449117,0.0390111738,1.3777
OPSD time_series_60min_singleindex,24,2018-01-01T00:00:00Z,26273,CSA-Poincare-IndependentEncoder,shared_encoder_control,11,8,8,0.0918609649,176,29815,7389,1305,672,4032,0.0414251979,0.0419207208,1565.8624233670,2592.8280072454,0.0425025335,1.9272
OPSD time_series_60min_singleindex,24,2018-01-01T00:00:00Z,26273,CSA-Poincare-IndependentEncoder,shared_encoder_control,23,8,8,0.0945925787,176,29815,7389,1305,672,4032,0.0435803220,0.0440603643,1645.7844114758,2683.1369197795,0.0449594662,1.8337
OPSD time_series_60min_singleindex,24,2018-01-01T00:00:00Z,26273,CSA-Poincare-IndependentEncoder,shared_encoder_control,47,8,8,0.0941086262,176,29815,7389,1305,672,4032,0.0417347561,0.0427920124,1598.4077322824,2675.5000224057,0.0431782714,1.8290
OPSD time_series_60min_singleindex,24,2018-01-01T00:00:00Z,26273,CSA-Poincare-IndependentEncoder,shared_encoder_control,59,8,8,0.0937801003,176,29815,7389,1305,672,4032,0.0418747540,0.0426423453,1592.8172234429,2645.2747908723,0.0433514266,1.8158
OPSD time_series_60min_singleindex,24,2018-01-01T00:00:00Z,26273,CSA-Poincare-IndependentEncoder,shared_encoder_control,71,8,8,0.0992278308,176,29815,7389,1305,672,4032,0.0443030783,0.0448776374,1676.3119676378,2776.1406715871,0.0460136331,1.8204
OPSD time_series_60min_singleindex,24,2018-04-01T00:00:00Z,28433,CSA-Poincare-Shared,proposed,11,8,7,0.0889642239,192,29815,8001,1413,672,4032,0.0414468062,0.0408316884,1322.0884459965,2358.3544688646,0.0404628454,1.5446
OPSD time_series_60min_singleindex,24,2018-04-01T00:00:00Z,28433,CSA-Poincare-Shared,proposed,23,8,8,0.0889882743,192,29815,8001,1413,672,4032,0.0417334589,0.0409732947,1326.6735118079,2352.2568915166,0.0406027518,1.5107
OPSD time_series_60min_singleindex,24,2018-04-01T00:00:00Z,28433,CSA-Poincare-Shared,proposed,47,8,8,0.0893914923,192,29815,8001,1413,672,4032,0.0421449014,0.0412476542,1335.5569954524,2390.3522459016,0.0410134609,1.4595
OPSD time_series_60min_singleindex,24,2018-04-01T00:00:00Z,28433,CSA-Poincare-Shared,proposed,59,8,8,0.0913788006,192,29815,8001,1413,672,4032,0.0421060306,0.0415595055,1345.6544206407,2388.0888041469,0.0411453857,1.6207
OPSD time_series_60min_singleindex,24,2018-04-01T00:00:00Z,28433,CSA-Poincare-Shared,proposed,71,8,8,0.0953403488,192,29815,8001,1413,672,4032,0.0424468589,0.0419727230,1359.0339835031,2421.0748084312,0.0415086392,1.4915
OPSD time_series_60min_singleindex,24,2018-04-01T00:00:00Z,28433,TargetSelfContext-Matched,capacity_compute_matched_control,11,8,8,0.0889131576,192,29815,8001,1413,672,4032,0.0414984613,0.0406990509,1317.7937774658,2317.2460736640,0.0403589453,1.5216
OPSD time_series_60min_singleindex,24,2018-04-01T00:00:00Z,28433,TargetSelfContext-Matched,capacity_compute_matched_control,23,8,8,0.0886373222,192,29815,8001,1413,672,4032,0.0413832147,0.0407230394,1318.5705026294,2341.9531810385,0.0402266747,1.6478
OPSD time_series_60min_singleindex,24,2018-04-01T00:00:00Z,28433,TargetSelfContext-Matched,capacity_compute_matched_control,47,8,8,0.0901838169,192,29815,8001,1413,672,4032,0.0422668882,0.0413376308,1338.4703439379,2405.1728366441,0.0411210143,1.5592
OPSD time_series_60min_singleindex,24,2018-04-01T00:00:00Z,28433,TargetSelfContext-Matched,capacity_compute_matched_control,59,8,8,0.0905358717,192,29815,8001,1413,672,4032,0.0422826326,0.0415522132,1345.4183034745,2395.5655155167,0.0412538844,1.5160
OPSD time_series_60min_singleindex,24,2018-04-01T00:00:00Z,28433,TargetSelfContext-Matched,capacity_compute_matched_control,71,8,8,0.0921557099,192,29815,8001,1413,672,4032,0.0428456707,0.0421099453,1363.4771023705,2406.5535709161,0.0416400409,1.5452
OPSD time_series_60min_singleindex,24,2018-04-01T00:00:00Z,28433,UniformCrossSeries-Matched,informative_cross_series_control,11,8,8,0.0891980082,192,29815,8001,1413,672,4032,0.0414303148,0.0408070366,1321.2902444506,2312.0714734228,0.0404863330,1.4614
OPSD time_series_60min_singleindex,24,2018-04-01T00:00:00Z,28433,UniformCrossSeries-Matched,informative_cross_series_control,23,8,8,0.0895860195,192,29815,8001,1413,672,4032,0.0415650330,0.0408567355,1322.8994445801,2350.4377464624,0.0404670543,1.5662
OPSD time_series_60min_singleindex,24,2018-04-01T00:00:00Z,28433,UniformCrossSeries-Matched,informative_cross_series_control,47,8,8,0.0885682628,192,29815,8001,1413,672,4032,0.0419274708,0.0411144703,1331.2446364145,2386.9757877093,0.0408283984,1.5381
OPSD time_series_60min_singleindex,24,2018-04-01T00:00:00Z,28433,UniformCrossSeries-Matched,informative_cross_series_control,59,8,8,0.0899265856,192,29815,8001,1413,672,4032,0.0420345031,0.0413729917,1339.6152954102,2385.8096715529,0.0410440047,1.5082
OPSD time_series_60min_singleindex,24,2018-04-01T00:00:00Z,28433,UniformCrossSeries-Matched,informative_cross_series_control,71,8,7,0.0960261151,192,29815,8001,1413,672,4032,0.0436307234,0.0430880367,1395.1467030843,2486.4232187166,0.0424790943,1.5028
OPSD time_series_60min_singleindex,24,2018-04-01T00:00:00Z,28433,CSA-Euclidean-Shared,weight_form_control,11,8,8,0.0893041268,192,29815,8001,1413,672,4032,0.0415605263,0.0409264159,1325.1556263273,2319.3730597093,0.0406119485,1.3597
OPSD time_series_60min_singleindex,24,2018-04-01T00:00:00Z,28433,CSA-Euclidean-Shared,weight_form_control,23,8,8,0.0894068554,192,29815,8001,1413,672,4032,0.0417304366,0.0409750651,1326.7308356875,2355.3447266679,0.0406138279,1.3675
OPSD time_series_60min_singleindex,24,2018-04-01T00:00:00Z,28433,CSA-Euclidean-Shared,weight_form_control,47,8,8,0.0889279693,192,29815,8001,1413,672,4032,0.0420251398,0.0411741675,1333.1775706458,2386.4528412969,0.0409281609,1.3534
OPSD time_series_60min_singleindex,24,2018-04-01T00:00:00Z,28433,CSA-Euclidean-Shared,weight_form_control,59,8,8,0.0901959538,192,29815,8001,1413,672,4032,0.0420322546,0.0414226959,1341.2246650817,2386.6460322196,0.0410714072,1.3519
OPSD time_series_60min_singleindex,24,2018-04-01T00:00:00Z,28433,CSA-Euclidean-Shared,weight_form_control,71,8,8,0.0960185081,192,29815,8001,1413,672,4032,0.0425045767,0.0419916688,1359.6474289667,2421.5561706200,0.0415297722,1.3605
OPSD time_series_60min_singleindex,24,2018-04-01T00:00:00Z,28433,CSA-FixedScale-Shared,weight_form_control,11,8,7,0.0889683589,192,29815,8001,1413,672,4032,0.0414213923,0.0408026210,1321.1472729880,2361.0138534399,0.0404330183,1.4842
OPSD time_series_60min_singleindex,24,2018-04-01T00:00:00Z,28433,CSA-FixedScale-Shared,weight_form_control,23,8,8,0.0887119323,192,29815,8001,1413,672,4032,0.0417392153,0.0409701901,1326.5729895698,2354.3050146634,0.0406067317,1.4642
OPSD time_series_60min_singleindex,24,2018-04-01T00:00:00Z,28433,CSA-FixedScale-Shared,weight_form_control,47,8,8,0.0890184343,192,29815,8001,1413,672,4032,0.0419515685,0.0410201818,1328.1916692825,2380.2402965060,0.0408307670,1.4634
OPSD time_series_60min_singleindex,24,2018-04-01T00:00:00Z,28433,CSA-FixedScale-Shared,weight_form_control,59,8,8,0.0912620798,192,29815,8001,1413,672,4032,0.0420861889,0.0415572002,1345.5797775511,2390.2976125955,0.0411204564,1.5329
OPSD time_series_60min_singleindex,24,2018-04-01T00:00:00Z,28433,CSA-FixedScale-Shared,weight_form_control,71,8,8,0.0955185667,192,29815,8001,1413,672,4032,0.0424852132,0.0420153900,1360.4154960996,2423.0245399444,0.0415565832,1.4813
OPSD time_series_60min_singleindex,24,2018-04-01T00:00:00Z,28433,CSA-Poincare-IndependentEncoder,shared_encoder_control,11,8,8,0.1100155339,192,29815,8001,1413,672,4032,0.0437589085,0.0425941451,1379.1549963573,2400.9376212127,0.0427306578,2.0464
OPSD time_series_60min_singleindex,24,2018-04-01T00:00:00Z,28433,CSA-Poincare-IndependentEncoder,shared_encoder_control,23,8,8,0.1047798321,192,29815,8001,1413,672,4032,0.0432629293,0.0427695161,1384.8333309113,2417.1248416021,0.0423545211,2.0985
OPSD time_series_60min_singleindex,24,2018-04-01T00:00:00Z,28433,CSA-Poincare-IndependentEncoder,shared_encoder_control,47,8,8,0.1072039083,192,29815,8001,1413,672,4032,0.0441091421,0.0432228536,1399.5119357639,2427.6704927958,0.0434135926,2.0128
OPSD time_series_60min_singleindex,24,2018-04-01T00:00:00Z,28433,CSA-Poincare-IndependentEncoder,shared_encoder_control,59,8,8,0.1097921729,192,29815,8001,1413,672,4032,0.0425342522,0.0417444555,1351.6429147872,2281.3526044497,0.0416298843,2.1608
OPSD time_series_60min_singleindex,24,2018-04-01T00:00:00Z,28433,CSA-Poincare-IndependentEncoder,shared_encoder_control,71,8,8,0.1124849543,192,29815,8001,1413,672,4032,0.0442821972,0.0434741174,1407.6476040795,2495.1112677315,0.0435156756,2.0583
OPSD time_series_60min_singleindex,24,2018-07-01T00:00:00Z,30617,CSA-Poincare-Shared,proposed,11,8,8,0.0942358896,208,29815,8620,1522,672,4032,0.0193158320,0.0193623595,645.2598402235,938.1350020407,0.0193932661,1.6728
OPSD time_series_60min_singleindex,24,2018-07-01T00:00:00Z,30617,CSA-Poincare-Shared,proposed,23,8,8,0.0944479331,208,29815,8620,1522,672,4032,0.0206299674,0.0208234623,693.9517873128,999.6032681739,0.0207122439,1.6155
OPSD time_series_60min_singleindex,24,2018-07-01T00:00:00Z,30617,CSA-Poincare-Shared,proposed,47,8,8,0.1003672332,208,29815,8620,1522,672,4032,0.0207636879,0.0211614228,705.2144828675,1006.4554391187,0.0209269320,1.6532
OPSD time_series_60min_singleindex,24,2018-07-01T00:00:00Z,30617,CSA-Poincare-Shared,proposed,59,8,8,0.0964889377,208,29815,8620,1522,672,4032,0.0197412820,0.0197049696,656.6774846637,931.1451668410,0.0198530513,1.6137
OPSD time_series_60min_singleindex,24,2018-07-01T00:00:00Z,30617,CSA-Poincare-Shared,proposed,71,8,8,0.0942732692,208,29815,8620,1522,672,4032,0.0190873925,0.0193574665,645.0967811706,920.1864559843,0.0191411978,1.6171
OPSD time_series_60min_singleindex,24,2018-07-01T00:00:00Z,30617,TargetSelfContext-Matched,capacity_compute_matched_control,11,8,8,0.0970545635,208,29815,8620,1522,672,4032,0.0199923397,0.0200181729,667.1151341030,951.8373031210,0.0199775934,1.6871
OPSD time_series_60min_singleindex,24,2018-07-01T00:00:00Z,30617,TargetSelfContext-Matched,capacity_compute_matched_control,23,8,8,0.0968238637,208,29815,8620,1522,672,4032,0.0206233373,0.0206669845,688.7370915489,992.1435599995,0.0207652976,1.7018
OPSD time_series_60min_singleindex,24,2018-07-01T00:00:00Z,30617,TargetSelfContext-Matched,capacity_compute_matched_control,47,8,8,0.1003109068,208,29815,8620,1522,672,4032,0.0217912707,0.0223864077,746.0376879980,1071.6639040996,0.0219810207,1.7622
OPSD time_series_60min_singleindex,24,2018-07-01T00:00:00Z,30617,TargetSelfContext-Matched,capacity_compute_matched_control,59,8,8,0.0993416980,208,29815,8620,1522,672,4032,0.0194559482,0.0192151988,640.3556426518,913.7947649896,0.0195721644,1.7228
OPSD time_series_60min_singleindex,24,2018-07-01T00:00:00Z,30617,TargetSelfContext-Matched,capacity_compute_matched_control,71,8,8,0.0984493196,208,29815,8620,1522,672,4032,0.0205204788,0.0205717629,685.5637841603,980.7674757639,0.0205434022,1.7546
OPSD time_series_60min_singleindex,24,2018-07-01T00:00:00Z,30617,UniformCrossSeries-Matched,informative_cross_series_control,11,8,8,0.0942809582,208,29815,8620,1522,672,4032,0.0189963415,0.0189547260,631.6752600291,916.9050449673,0.0190655785,1.7196
OPSD time_series_60min_singleindex,24,2018-07-01T00:00:00Z,30617,UniformCrossSeries-Matched,informative_cross_series_control,23,8,8,0.0943847746,208,29815,8620,1522,672,4032,0.0207408584,0.0208983358,696.4469815209,1005.6111550710,0.0208541597,1.6037
OPSD time_series_60min_singleindex,24,2018-07-01T00:00:00Z,30617,UniformCrossSeries-Matched,informative_cross_series_control,47,8,8,0.1002127603,208,29815,8620,1522,672,4032,0.0202183254,0.0205050266,683.3397652762,969.6310971995,0.0203556295,1.6702
OPSD time_series_60min_singleindex,24,2018-07-01T00:00:00Z,30617,UniformCrossSeries-Matched,informative_cross_series_control,59,8,8,0.0968169495,208,29815,8620,1522,672,4032,0.0196422566,0.0195585399,651.7976466588,928.0270323996,0.0197480722,1.6941
OPSD time_series_60min_singleindex,24,2018-07-01T00:00:00Z,30617,UniformCrossSeries-Matched,informative_cross_series_control,71,8,8,0.0939420313,208,29815,8620,1522,672,4032,0.0189857715,0.0191748804,639.0120120578,909.6656496742,0.0190194380,1.6742
OPSD time_series_60min_singleindex,24,2018-07-01T00:00:00Z,30617,CSA-Euclidean-Shared,weight_form_control,11,8,8,0.0946665928,208,29815,8620,1522,672,4032,0.0190130434,0.0190259686,634.0494542198,921.4370416291,0.0190736325,1.4869
OPSD time_series_60min_singleindex,24,2018-07-01T00:00:00Z,30617,CSA-Euclidean-Shared,weight_form_control,23,8,8,0.0945654735,208,29815,8620,1522,672,4032,0.0206718153,0.0208393935,694.4827025883,1002.5021331675,0.0207633538,1.4655
OPSD time_series_60min_singleindex,24,2018-07-01T00:00:00Z,30617,CSA-Euclidean-Shared,weight_form_control,47,8,8,0.0996707678,208,29815,8620,1522,672,4032,0.0203564862,0.0206414106,687.8848264180,976.2522505592,0.0205045651,1.5030
OPSD time_series_60min_singleindex,24,2018-07-01T00:00:00Z,30617,CSA-Euclidean-Shared,weight_form_control,59,8,8,0.0965570137,208,29815,8620,1522,672,4032,0.0196466390,0.0195874052,652.7595972939,927.3169197748,0.0197561425,1.4798
OPSD time_series_60min_singleindex,24,2018-07-01T00:00:00Z,30617,CSA-Euclidean-Shared,weight_form_control,71,8,8,0.0938065052,208,29815,8620,1522,672,4032,0.0190157044,0.0192513189,641.5593617757,915.2536616536,0.0190516050,1.5730
OPSD time_series_60min_singleindex,24,2018-07-01T00:00:00Z,30617,CSA-FixedScale-Shared,weight_form_control,11,8,8,0.0941974148,208,29815,8620,1522,672,4032,0.0192801248,0.0192883142,642.7922472273,933.1455289531,0.0193592660,1.6330
OPSD time_series_60min_singleindex,24,2018-07-01T00:00:00Z,30617,CSA-FixedScale-Shared,weight_form_control,23,8,8,0.0942266658,208,29815,8620,1522,672,4032,0.0206813399,0.0208891942,696.1423339844,1003.2589472212,0.0207620726,1.5976
OPSD time_series_60min_singleindex,24,2018-07-01T00:00:00Z,30617,CSA-FixedScale-Shared,weight_form_control,47,8,8,0.0996068120,208,29815,8620,1522,672,4032,0.0203795631,0.0206874284,689.4183926053,983.8033611958,0.0205255943,1.6310
OPSD time_series_60min_singleindex,24,2018-07-01T00:00:00Z,30617,CSA-FixedScale-Shared,weight_form_control,59,8,8,0.0963686928,208,29815,8620,1522,672,4032,0.0197035225,0.0196164497,653.7275196863,926.9971240959,0.0198170164,1.6153
OPSD time_series_60min_singleindex,24,2018-07-01T00:00:00Z,30617,CSA-FixedScale-Shared,weight_form_control,71,8,8,0.0942365602,208,29815,8620,1522,672,4032,0.0191444878,0.0194175030,647.0975264292,922.4857029832,0.0192051420,1.6986
OPSD time_series_60min_singleindex,24,2018-07-01T00:00:00Z,30617,CSA-Poincare-IndependentEncoder,shared_encoder_control,11,8,8,0.1089725867,208,29815,8620,1522,672,4032,0.0244288223,0.0239534560,798.2603180900,1113.2671601084,0.0245879304,2.1947
OPSD time_series_60min_singleindex,24,2018-07-01T00:00:00Z,30617,CSA-Poincare-IndependentEncoder,shared_encoder_control,23,8,8,0.1107393280,208,29815,8620,1522,672,4032,0.0269918092,0.0271073307,903.3646923247,1251.6158138155,0.0273920379,2.2073
OPSD time_series_60min_singleindex,24,2018-07-01T00:00:00Z,30617,CSA-Poincare-IndependentEncoder,shared_encoder_control,47,8,8,0.1095935851,208,29815,8620,1522,672,4032,0.0257754401,0.0253907606,846.1591777499,1171.4475877835,0.0260554040,2.1766
OPSD time_series_60min_singleindex,24,2018-07-01T00:00:00Z,30617,CSA-Poincare-IndependentEncoder,shared_encoder_control,59,8,8,0.1083937064,208,29815,8620,1522,672,4032,0.0253620157,0.0251599466,838.4671899705,1156.2869980403,0.0255003915,2.1570
OPSD time_series_60min_singleindex,24,2018-07-01T00:00:00Z,30617,CSA-Poincare-IndependentEncoder,shared_encoder_control,71,8,8,0.1152738184,208,29815,8620,1522,672,4032,0.0263204441,0.0262306074,874.1474715944,1211.0630332712,0.0266487996,2.2708
OPSD time_series_60min_singleindex,24,2018-10-01T00:00:00Z,32820,CSA-Poincare-Shared,proposed,11,8,8,0.0718066245,224,29815,9244,1632,672,4032,0.0387206297,0.0409095940,1347.2648409889,2359.5980962206,0.0391811233,1.8104
