method,rolling_origin,seed,forecast_target_date_utc,target_count,mape,wape,mae,rmse,smape
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,59,2017-01-09,144,0.0653845494,0.0637318296,2618.5969306098,3585.9872719902,0.0685285350
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,59,2017-01-10,144,0.0505496583,0.0506968704,2129.3137681749,2993.0802004084,0.0516228687
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,59,2017-01-11,144,0.0416820587,0.0474111427,1982.4287245009,2868.3288458474,0.0416168722
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,59,2017-01-12,144,0.0353973626,0.0400455029,1648.0908203125,2489.3099588117,0.0349873946
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,59,2017-01-13,144,0.0658964068,0.0689338054,2856.4577162001,3719.4870312015,0.0690596230
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,59,2017-01-14,144,0.0424574830,0.0441009174,1628.9276869032,2180.5114275358,0.0420591408
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,59,2017-01-15,144,0.0378442316,0.0444970165,1546.8528306749,2429.0707653868,0.0383008577
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,59,2017-01-16,144,0.0273915944,0.0301792718,1252.9712999132,1823.3029744556,0.0274839379
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,59,2017-01-17,144,0.0346674512,0.0383337617,1659.4839477539,2429.4646565942,0.0346973622
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,59,2017-01-18,144,0.0361140378,0.0403497891,1783.6497667101,2646.3915506871,0.0361328752
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,59,2017-01-19,144,0.0393939069,0.0378099367,1673.9440307617,2281.8443195585,0.0386842383
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,59,2017-01-20,144,0.0401751127,0.0371976273,1621.6068386502,2159.9657450118,0.0390681317
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,59,2017-01-21,144,0.0422426699,0.0396935034,1529.9323730469,1909.2746884329,0.0412450005
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,59,2017-01-22,144,0.0485974525,0.0446956176,1602.5623101128,2052.3475148404,0.0475576688
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,59,2017-01-23,144,0.0286158450,0.0268130677,1142.3451944987,1602.9169930007,0.0282698485
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,59,2017-01-24,144,0.0422219533,0.0402865940,1747.8457777235,2396.7089281938,0.0410728241
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,59,2017-01-25,144,0.0354511411,0.0315485885,1377.0879652235,1887.3521322063,0.0344193973
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,59,2017-01-26,144,0.0440742156,0.0442134071,1921.6172960069,2611.2844771612,0.0428315771
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,59,2017-01-27,144,0.0476891285,0.0501060089,2115.3611585829,3089.2591662101,0.0461339686
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,59,2017-01-28,144,0.0527701314,0.0644118427,2339.8830159505,3542.3236441266,0.0510393482
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,59,2017-01-29,144,0.0398253005,0.0443024559,1491.4947509766,2120.8554744876,0.0390547038
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,71,2017-01-02,144,0.1020175942,0.1009775866,3767.0546264648,4906.7536999476,0.1083816635
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,71,2017-01-03,144,0.0414132213,0.0429268483,1723.3944430881,2355.5572000134,0.0421720322
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,71,2017-01-04,144,0.0363016196,0.0405021247,1640.1688096788,2380.1765195626,0.0367306017
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,71,2017-01-05,144,0.0379648541,0.0358303925,1430.5028483073,1841.3730158807,0.0378420315
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,71,2017-01-06,144,0.1022239518,0.0835780270,3184.1801961263,4146.4228977015,0.0940881016
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,71,2017-01-07,144,0.0666493071,0.0720422431,2696.7868109809,3516.1688057725,0.0693955906
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,71,2017-01-08,144,0.0654750864,0.0616917832,2140.1417439779,2697.2045652763,0.0685914799
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,71,2017-01-09,144,0.0707026857,0.0670338796,2754.2707044813,3635.4394562471,0.0741929245
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,71,2017-01-10,144,0.0483267725,0.0481449123,2022.1292521159,2753.5934980784,0.0495708681
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,71,2017-01-11,144,0.0389462017,0.0433042856,1810.7064005534,2519.4779433466,0.0390696851
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,71,2017-01-12,144,0.0323782767,0.0364996997,1502.1616821289,2076.3072173887,0.0325903529
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,71,2017-01-13,144,0.0670198252,0.0706839626,2928.9801907010,3895.0648159269,0.0704185471
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,71,2017-01-14,144,0.0440718799,0.0475124893,1754.9387613932,2416.3102259909,0.0437933843
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,71,2017-01-15,144,0.0417139448,0.0523949812,1821.4103190104,2955.3832217582,0.0426026842
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,71,2017-01-16,144,0.0298895912,0.0319505911,1326.5122477214,1995.2844224251,0.0303342064
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,71,2017-01-17,144,0.0345399166,0.0390578789,1690.8312717014,2749.2305785855,0.0351555678
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,71,2017-01-18,144,0.0388866708,0.0435308053,1924.2655910916,2997.3366510557,0.0395487310
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,71,2017-01-19,144,0.0347840927,0.0365188996,1616.7864651150,2416.0993437796,0.0349815753
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,71,2017-01-20,144,0.0302015662,0.0314160246,1369.5615573459,1994.3846821581,0.0300552493
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,71,2017-01-21,144,0.0316066701,0.0336437581,1296.7531263563,1808.8868734528,0.0314059439
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,71,2017-01-22,144,0.0373917890,0.0383282075,1374.2586873372,2040.8667069651,0.0372814998
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,71,2017-01-23,144,0.0282011986,0.0278297095,1185.6582505968,1664.3268891943,0.0283666888
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,71,2017-01-24,144,0.0358808117,0.0359504806,1559.7222154405,2124.2658960443,0.0354394894
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,71,2017-01-25,144,0.0301691547,0.0285876741,1247.8447943793,1701.5030646362,0.0295829715
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,71,2017-01-26,144,0.0341222771,0.0353097469,1534.6435546875,2159.5269202182,0.0336149546
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,71,2017-01-27,144,0.0317557521,0.0334766602,1413.3080715603,2166.8992715670,0.0311321923
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,71,2017-01-28,144,0.0411297120,0.0499813738,1815.6687147352,2860.7040935154,0.0401717270
CSA-Poincare-IndependentEncoder,2017-01-01T00:00:00Z,71,2017-01-29,144,0.0316586901,0.0339547512,1143.1269938151,1732.6877408308,0.0314885020
CSA-Poincare-Shared,2017-04-01T00:00:00Z,11,2017-04-02,144,0.0361564039,0.0383116131,1047.0935601128,1518.8314097399,0.0364783546
CSA-Poincare-Shared,2017-04-01T00:00:00Z,11,2017-04-03,144,0.0300967839,0.0310610421,1043.1927558051,1395.3552467411,0.0306530451
CSA-Poincare-Shared,2017-04-01T00:00:00Z,11,2017-04-04,144,0.0237791406,0.0231955410,793.5814208984,1028.8828953883,0.0240139243
CSA-Poincare-Shared,2017-04-01T00:00:00Z,11,2017-04-05,144,0.0198171887,0.0210205637,726.7722371419,1023.8798147146,0.0196979597
CSA-Poincare-Shared,2017-04-01T00:00:00Z,11,2017-04-06,144,0.0215346630,0.0199343276,693.0075751411,950.7730898180,0.0215714880
CSA-Poincare-Shared,2017-04-01T00:00:00Z,11,2017-04-07,144,0.0239080573,0.0241029635,829.0483805339,1097.1229587072,0.0239160371
CSA-Poincare-Shared,2017-04-01T00:00:00Z,11,2017-04-08,144,0.0306365787,0.0338949861,993.9505208333,1428.6161112367,0.0301554343
CSA-Poincare-Shared,2017-04-01T00:00:00Z,11,2017-04-09,144,0.0302805672,0.0316571140,842.0895792643,1220.6196997656,0.0300853563
CSA-Poincare-Shared,2017-04-01T00:00:00Z,11,2017-04-10,144,0.0281309445,0.0325235549,1073.0219455295,1659.3237998787,0.0281541383
CSA-Poincare-Shared,2017-04-01T00:00:00Z,11,2017-04-11,144,0.0180655967,0.0178797801,604.3037380642,861.6179017100,0.0181266377
CSA-Poincare-Shared,2017-04-01T00:00:00Z,11,2017-04-12,144,0.0263987975,0.0241927992,823.4744194878,1081.9259691478,0.0262178312
CSA-Poincare-Shared,2017-04-01T00:00:00Z,11,2017-04-13,144,0.0566901863,0.0494835199,1636.2583346897,2354.3672116051,0.0533280497
CSA-Poincare-Shared,2017-04-01T00:00:00Z,11,2017-04-14,144,0.1038774500,0.1150035552,3463.4670477973,5807.1042896307,0.0943145139
CSA-Poincare-Shared,2017-04-01T00:00:00Z,11,2017-04-15,144,0.0628100465,0.0665784407,1866.6867065430,2579.5885005076,0.0622977714
CSA-Poincare-Shared,2017-04-01T00:00:00Z,11,2017-04-16,144,0.0862324339,0.0800773152,2026.7204725477,2809.2407366718,0.0805088965
CSA-Poincare-Shared,2017-04-01T00:00:00Z,11,2017-04-17,144,0.2002368236,0.1806192948,4749.7429877387,6381.1040313810,0.1720264782
CSA-Poincare-Shared,2017-04-01T00:00:00Z,11,2017-04-18,144,0.1012443535,0.1066104923,3593.6675482856,4561.7796194609,0.1072143021
CSA-Poincare-Shared,2017-04-01T00:00:00Z,11,2017-04-19,144,0.0406027656,0.0407513221,1423.3255004883,1935.5041757297,0.0417792111
CSA-Poincare-Shared,2017-04-01T00:00:00Z,11,2017-04-20,144,0.0297363752,0.0294746601,1036.9087253147,1338.1166125833,0.0297348350
CSA-Poincare-Shared,2017-04-01T00:00:00Z,11,2017-04-21,144,0.0346260325,0.0359307594,1249.6066216363,1708.7455428341,0.0347995054
CSA-Poincare-Shared,2017-04-01T00:00:00Z,11,2017-04-22,144,0.0684650214,0.0753168954,2266.1621975369,3017.8010216731,0.0652582206
CSA-Poincare-Shared,2017-04-01T00:00:00Z,11,2017-04-23,144,0.0520913625,0.0524163692,1441.2347140842,1962.1949341518,0.0533827516
CSA-Poincare-Shared,2017-04-01T00:00:00Z,11,2017-04-24,144,0.0830651717,0.0890188210,2929.4557902018,4427.8040040586,0.0884395784
CSA-Poincare-Shared,2017-04-01T00:00:00Z,11,2017-04-25,144,0.0937982408,0.0777804199,2578.8624742296,4398.1645242179,0.0818942197
CSA-Poincare-Shared,2017-04-01T00:00:00Z,11,2017-04-26,144,0.0428296311,0.0439722206,1551.1675075955,2552.2164192195,0.0445590568
CSA-Poincare-Shared,2017-04-01T00:00:00Z,11,2017-04-27,144,0.0534610575,0.0359957669,1277.6557888455,1742.9678926035,0.0511861863
CSA-Poincare-Shared,2017-04-01T00:00:00Z,11,2017-04-28,144,0.0297626079,0.0245286515,861.6694742839,1085.3725992181,0.0298935312
CSA-Poincare-Shared,2017-04-01T00:00:00Z,11,2017-04-29,144,0.0476924214,0.0545945298,1626.9596082899,2264.2457858510,0.0460239342
CSA-Poincare-Shared,2017-04-01T00:00:00Z,23,2017-04-02,144,0.0405315193,0.0428899836,1172.2248670790,1666.5429283636,0.0409937434
CSA-Poincare-Shared,2017-04-01T00:00:00Z,23,2017-04-03,144,0.0325927620,0.0336950995,1131.6582234701,1498.8420149047,0.0332519621
CSA-Poincare-Shared,2017-04-01T00:00:00Z,23,2017-04-04,144,0.0245453847,0.0242761020,830.5502997504,1077.3024564367,0.0247483620
CSA-Poincare-Shared,2017-04-01T00:00:00Z,23,2017-04-05,144,0.0200963877,0.0204330303,706.4586520725,1022.5633248996,0.0199289325
CSA-Poincare-Shared,2017-04-01T00:00:00Z,23,2017-04-06,144,0.0278663684,0.0244300090,849.2978379991,1082.4977390225,0.0276927158
CSA-Poincare-Shared,2017-04-01T00:00:00Z,23,2017-04-07,144,0.0265857674,0.0249587209,858.4831136068,1098.6401126801,0.0264823853
CSA-Poincare-Shared,2017-04-01T00:00:00Z,23,2017-04-08,144,0.0303473997,0.0334559228,981.0752495660,1409.5472476975,0.0299153216
CSA-Poincare-Shared,2017-04-01T00:00:00Z,23,2017-04-09,144,0.0329039438,0.0333377260,886.7944064670,1283.7973103950,0.0327512476
CSA-Poincare-Shared,2017-04-01T00:00:00Z,23,2017-04-10,144,0.0279575400,0.0323423527,1067.0436943902,1587.4273553102,0.0279701389
CSA-Poincare-Shared,2017-04-01T00:00:00Z,23,2017-04-11,144,0.0193740126,0.0201592558,681.3458319770,964.6491587245,0.0194066420
CSA-Poincare-Shared,2017-04-01T00:00:00Z,23,2017-04-12,144,0.0288591333,0.0263967270,898.4917060004,1196.0781177669,0.0286462457
CSA-Poincare-Shared,2017-04-01T00:00:00Z,23,2017-04-13,144,0.0637389657,0.0561585917,1856.9811537001,2576.6779033369,0.0599326712
CSA-Poincare-Shared,2017-04-01T00:00:00Z,23,2017-04-14,144,0.1086795201,0.1187722631,3576.9661119249,5906.0972752334,0.0985243630
CSA-Poincare-Shared,2017-04-01T00:00:00Z,23,2017-04-15,144,0.0689242092,0.0724647822,2031.7244466146,2773.3812318541,0.0682450849
CSA-Poincare-Shared,2017-04-01T00:00:00Z,23,2017-04-16,144,0.0856780249,0.0803221252,2032.9165039062,2708.8054718543,0.0804999175
CSA-Poincare-Shared,2017-04-01T00:00:00Z,23,2017-04-17,144,0.1958218802,0.1742616199,4582.5553046332,6208.9491793575,0.1680884530
CSA-Poincare-Shared,2017-04-01T00:00:00Z,23,2017-04-18,144,0.0977953817,0.1044384871,3520.4527587891,4603.9993191312,0.1034169887
CSA-Poincare-Shared,2017-04-01T00:00:00Z,23,2017-04-19,144,0.0443373324,0.0449878909,1571.2965630425,2023.0554233865,0.0454638892
CSA-Poincare-Shared,2017-04-01T00:00:00Z,23,2017-04-20,144,0.0311861284,0.0296232110,1042.1346978082,1416.0851555720,0.0312057239
CSA-Poincare-Shared,2017-04-01T00:00:00Z,23,2017-04-21,144,0.0360043006,0.0365013929,1269.4522162543,1752.1977693082,0.0360847701
CSA-Poincare-Shared,2017-04-01T00:00:00Z,23,2017-04-22,144,0.0802747809,0.0885382710,2663.9717678494,3479.2667170117,0.0762207958
CSA-Poincare-Shared,2017-04-01T00:00:00Z,23,2017-04-23,144,0.0563688301,0.0574624142,1579.9802110460,2117.6494873274,0.0575358596
CSA-Poincare-Shared,2017-04-01T00:00:00Z,23,2017-04-24,144,0.0939573796,0.1012206302,3330.9962768555,4847.0221400777,0.1004131943
CSA-Poincare-Shared,2017-04-01T00:00:00Z,23,2017-04-25,144,0.0981713035,0.0812345168,2693.3853963216,4534.9194896811,0.0853145350
CSA-Poincare-Shared,2017-04-01T00:00:00Z,23,2017-04-26,144,0.0430958427,0.0446159574,1573.8760172526,2573.7390106237,0.0448284241
CSA-Poincare-Shared,2017-04-01T00:00:00Z,23,2017-04-27,144,0.0579800892,0.0401638132,1425.5989786784,1837.6183961533,0.0555189175
CSA-Poincare-Shared,2017-04-01T00:00:00Z,23,2017-04-28,144,0.0336142887,0.0269737517,947.5636461046,1177.2540709628,0.0335944564
CSA-Poincare-Shared,2017-04-01T00:00:00Z,23,2017-04-29,144,0.0439526911,0.0504402368,1503.1584337023,2133.7292457053,0.0424554547
CSA-Poincare-Shared,2017-04-01T00:00:00Z,47,2017-04-02,144,0.0422496058,0.0435242284,1189.5593939887,1642.5779612916,0.0424922164
CSA-Poincare-Shared,2017-04-01T00:00:00Z,47,2017-04-03,144,0.0298575662,0.0306300558,1028.7179768880,1402.4743733024,0.0304030341
CSA-Poincare-Shared,2017-04-01T00:00:00Z,47,2017-04-04,144,0.0224263397,0.0214924115,735.3128119575,944.3773511752,0.0226390216
CSA-Poincare-Shared,2017-04-01T00:00:00Z,47,2017-04-05,144,0.0166528628,0.0182536072,631.1065266927,942.4516388736,0.0166372094
CSA-Poincare-Shared,2017-04-01T00:00:00Z,47,2017-04-06,144,0.0214248550,0.0196930710,684.6204020182,922.1020485659,0.0214879832
CSA-Poincare-Shared,2017-04-01T00:00:00Z,47,2017-04-07,144,0.0193782855,0.0198139911,681.5243801541,902.6881231502,0.0194408293
CSA-Poincare-Shared,2017-04-01T00:00:00Z,47,2017-04-08,144,0.0290743620,0.0311327314,912.9490288628,1333.3933385866,0.0287406664
CSA-Poincare-Shared,2017-04-01T00:00:00Z,47,2017-04-09,144,0.0323439560,0.0317307869,844.0493028429,1136.3898520650,0.0322921765
CSA-Poincare-Shared,2017-04-01T00:00:00Z,47,2017-04-10,144,0.0283204962,0.0325313415,1073.2788425022,1633.3612249808,0.0282986241
CSA-Poincare-Shared,2017-04-01T00:00:00Z,47,2017-04-11,144,0.0177005278,0.0180538834,610.1881103516,839.9754373237,0.0177396176
CSA-Poincare-Shared,2017-04-01T00:00:00Z,47,2017-04-12,144,0.0232208246,0.0207541270,706.4289076063,918.8066293337,0.0231803460
CSA-Poincare-Shared,2017-04-01T00:00:00Z,47,2017-04-13,144,0.0565533788,0.0493124544,1630.6017591688,2341.7002333809,0.0531990998
CSA-Poincare-Shared,2017-04-01T00:00:00Z,47,2017-04-14,144,0.0967044420,0.1083235428,3262.2906358507,5693.1963430439,0.0877536639
CSA-Poincare-Shared,2017-04-01T00:00:00Z,47,2017-04-15,144,0.0631110045,0.0654631808,1835.4177110460,2479.3478662808,0.0626243703
CSA-Poincare-Shared,2017-04-01T00:00:00Z,47,2017-04-16,144,0.0856121407,0.0790991489,2001.9635281033,2732.4505726387,0.0803736523
CSA-Poincare-Shared,2017-04-01T00:00:00Z,47,2017-04-17,144,0.2026473616,0.1815362490,4773.8561197917,6439.5530213860,0.1735028105
CSA-Poincare-Shared,2017-04-01T00:00:00Z,47,2017-04-18,144,0.0975115082,0.1025845096,3457.9581705729,4369.5659276085,0.1030766333
CSA-Poincare-Shared,2017-04-01T00:00:00Z,47,2017-04-19,144,0.0449302857,0.0466579564,1629.6271091037,2164.8713463880,0.0463598943
CSA-Poincare-Shared,2017-04-01T00:00:00Z,47,2017-04-20,144,0.0274641203,0.0260575436,916.6957058377,1226.2744170022,0.0274406785
CSA-Poincare-Shared,2017-04-01T00:00:00Z,47,2017-04-21,144,0.0333909649,0.0362587837,1261.0147094727,1832.4979853289,0.0334111786
CSA-Poincare-Shared,2017-04-01T00:00:00Z,47,2017-04-22,144,0.0736084119,0.0824893961,2481.9710150825,3233.4821035016,0.0701100984
CSA-Poincare-Shared,2017-04-01T00:00:00Z,47,2017-04-23,144,0.0519238830,0.0520511352,1431.1922810872,1957.6812719717,0.0534055716
CSA-Poincare-Shared,2017-04-01T00:00:00Z,47,2017-04-24,144,0.0905106307,0.0972017953,3198.7433539497,4848.8798532847,0.0971428701
CSA-Poincare-Shared,2017-04-01T00:00:00Z,47,2017-04-25,144,0.0922787276,0.0760080843,2520.0994873047,4281.2005279246,0.0807900594
CSA-Poincare-Shared,2017-04-01T00:00:00Z,47,2017-04-26,144,0.0412173711,0.0428692484,1512.2589721680,2571.0258510753,0.0430886501
CSA-Poincare-Shared,2017-04-01T00:00:00Z,47,2017-04-27,144,0.0527535328,0.0354753432,1259.1835530599,1698.4917306406,0.0505323271
CSA-Poincare-Shared,2017-04-01T00:00:00Z,47,2017-04-28,144,0.0265793369,0.0209864724,737.2359076606,942.0826491648,0.0267922873
CSA-Poincare-Shared,2017-04-01T00:00:00Z,47,2017-04-29,144,0.0433338946,0.0493074201,1469.3996107313,2137.7640139848,0.0417921465
CSA-Poincare-Shared,2017-04-01T00:00:00Z,59,2017-04-02,144,0.0385697459,0.0388986119,1063.1368069119,1486.3175407123,0.0384047663
CSA-Poincare-Shared,2017-04-01T00:00:00Z,59,2017-04-03,144,0.0280877155,0.0284704588,956.1873779297,1351.7251671201,0.0284972489
CSA-Poincare-Shared,2017-04-01T00:00:00Z,59,2017-04-04,144,0.0224087556,0.0220077727,752.9446953668,989.2030123382,0.0225220432
CSA-Poincare-Shared,2017-04-01T00:00:00Z,59,2017-04-05,144,0.0183577749,0.0191369770,661.6484578451,935.1417083365,0.0182401472
CSA-Poincare-Shared,2017-04-01T00:00:00Z,59,2017-04-06,144,0.0210804303,0.0192692581,669.8867458767,911.2086243886,0.0210617964
CSA-Poincare-Shared,2017-04-01T00:00:00Z,59,2017-04-07,144,0.0231557355,0.0235060072,808.5154012044,1111.8696029152,0.0231869704
CSA-Poincare-Shared,2017-04-01T00:00:00Z,59,2017-04-08,144,0.0312245290,0.0351731497,1031.4319186740,1483.2711111788,0.0307004014
CSA-Poincare-Shared,2017-04-01T00:00:00Z,59,2017-04-09,144,0.0317784956,0.0336031550,893.8549058702,1311.3042584742,0.0312248815
CSA-Poincare-Shared,2017-04-01T00:00:00Z,59,2017-04-10,144,0.0273517746,0.0311959161,1029.2202894423,1585.7240731729,0.0271845334
CSA-Poincare-Shared,2017-04-01T00:00:00Z,59,2017-04-11,144,0.0195261169,0.0196336042,663.5797729492,921.1584753093,0.0194531218
CSA-Poincare-Shared,2017-04-01T00:00:00Z,59,2017-04-12,144,0.0269035395,0.0243875316,830.1027221680,1085.9753154884,0.0266828539
CSA-Poincare-Shared,2017-04-01T00:00:00Z,59,2017-04-13,144,0.0591308542,0.0522565810,1727.9544067383,2457.7958875786,0.0555157970
CSA-Poincare-Shared,2017-04-01T00:00:00Z,59,2017-04-14,144,0.1031204234,0.1143058607,3442.4551595052,5823.9540387023,0.0934516051
CSA-Poincare-Shared,2017-04-01T00:00:00Z,59,2017-04-15,144,0.0619191929,0.0641008340,1797.2210422092,2502.3251210845,0.0611870820
CSA-Poincare-Shared,2017-04-01T00:00:00Z,59,2017-04-16,144,0.1009687681,0.0953295872,2412.7485487196,3215.3776360973,0.0934452675
CSA-Poincare-Shared,2017-04-01T00:00:00Z,59,2017-04-17,144,0.2057620938,0.1842251532,4844.5661960178,6469.1720397736,0.1761175672
CSA-Poincare-Shared,2017-04-01T00:00:00Z,59,2017-04-18,144,0.0962406584,0.1008544672,3399.6412353516,4397.6015249106,0.1015780464
CSA-Poincare-Shared,2017-04-01T00:00:00Z,59,2017-04-19,144,0.0417215802,0.0431389055,1506.7168646918,1958.6778423435,0.0428505115
CSA-Poincare-Shared,2017-04-01T00:00:00Z,59,2017-04-20,144,0.0232875171,0.0217554441,765.3492770725,1060.7748781388,0.0232621775
CSA-Poincare-Shared,2017-04-01T00:00:00Z,59,2017-04-21,144,0.0333583625,0.0356735628,1240.6617906359,1777.7647531667,0.0335671462
CSA-Poincare-Shared,2017-04-01T00:00:00Z,59,2017-04-22,144,0.0811798828,0.0903471847,2718.3990207248,3486.2442826996,0.0770704137
CSA-Poincare-Shared,2017-04-01T00:00:00Z,59,2017-04-23,144,0.0517948090,0.0502220612,1380.9002617730,1860.4178683154,0.0520269565
CSA-Poincare-Shared,2017-04-01T00:00:00Z,59,2017-04-24,144,0.0829026781,0.0892641445,2937.5289645725,4413.9041384346,0.0879864928
CSA-Poincare-Shared,2017-04-01T00:00:00Z,59,2017-04-25,144,0.1036840835,0.0868820791,2880.6341484918,4767.0407945982,0.0899826591
CSA-Poincare-Shared,2017-04-01T00:00:00Z,59,2017-04-26,144,0.0398305346,0.0400502593,1412.8160942925,2397.1149613739,0.0413871781
CSA-Poincare-Shared,2017-04-01T00:00:00Z,59,2017-04-27,144,0.0525201246,0.0354371025,1257.8262125651,1685.9441618851,0.0500869134
CSA-Poincare-Shared,2017-04-01T00:00:00Z,59,2017-04-28,144,0.0267717655,0.0219258939,770.2369384766,957.7806242055,0.0269024226
CSA-Poincare-Shared,2017-04-01T00:00:00Z,59,2017-04-29,144,0.0501448606,0.0571371250,1702.7309299045,2395.5561547978,0.0481537480
CSA-Poincare-Shared,2017-04-01T00:00:00Z,71,2017-04-02,144,0.0351922355,0.0356746726,975.0234171549,1382.4252524611,0.0351998451
CSA-Poincare-Shared,2017-04-01T00:00:00Z,71,2017-04-03,144,0.0316076235,0.0336096462,1128.7882554796,1542.4838937876,0.0323031196
CSA-Poincare-Shared,2017-04-01T00:00:00Z,71,2017-04-04,144,0.0280592385,0.0277541748,949.5444607205,1247.8771851884,0.0284281953
CSA-Poincare-Shared,2017-04-01T00:00:00Z,71,2017-04-05,144,0.0195704378,0.0206651120,714.4827270508,1093.9014131271,0.0194273421
CSA-Poincare-Shared,2017-04-01T00:00:00Z,71,2017-04-06,144,0.0241463883,0.0214872246,746.9933132595,1003.4249540349,0.0240854891
CSA-Poincare-Shared,2017-04-01T00:00:00Z,71,2017-04-07,144,0.0255554984,0.0247900163,852.6803317600,1116.1514170308,0.0255639780
CSA-Poincare-Shared,2017-04-01T00:00:00Z,71,2017-04-08,144,0.0296578385,0.0324407201,951.3050265842,1350.3723454319,0.0291949659
CSA-Poincare-Shared,2017-04-01T00:00:00Z,71,2017-04-09,144,0.0324581407,0.0327102102,870.1022813585,1168.0860205750,0.0321160953
CSA-Poincare-Shared,2017-04-01T00:00:00Z,71,2017-04-10,144,0.0269696921,0.0310797478,1025.3876478407,1531.8986871404,0.0271373299
CSA-Poincare-Shared,2017-04-01T00:00:00Z,71,2017-04-11,144,0.0232884380,0.0233282082,788.4506022135,1110.9681998600,0.0234278407
CSA-Poincare-Shared,2017-04-01T00:00:00Z,71,2017-04-12,144,0.0303551465,0.0284775141,969.3175320095,1302.4505934150,0.0300991010
CSA-Poincare-Shared,2017-04-01T00:00:00Z,71,2017-04-13,144,0.0608322595,0.0530909371,1755.5438368056,2481.7297419668,0.0571171714
CSA-Poincare-Shared,2017-04-01T00:00:00Z,71,2017-04-14,144,0.1008670680,0.1105551546,3329.4982435438,5676.2990790377,0.0915806378
CSA-Poincare-Shared,2017-04-01T00:00:00Z,71,2017-04-15,144,0.0615378900,0.0647286820,1814.8242730035,2469.1196950058,0.0609535588
CSA-Poincare-Shared,2017-04-01T00:00:00Z,71,2017-04-16,144,0.0878406575,0.0840303461,2126.7698906793,2952.4737644087,0.0820462986
CSA-Poincare-Shared,2017-04-01T00:00:00Z,71,2017-04-17,144,0.1914710374,0.1703924194,4480.8069932726,6197.1429135256,0.1642005273
CSA-Poincare-Shared,2017-04-01T00:00:00Z,71,2017-04-18,144,0.1009259999,0.1082179127,3647.8510945638,4685.1623525832,0.1071427277
CSA-Poincare-Shared,2017-04-01T00:00:00Z,71,2017-04-19,144,0.0405926995,0.0420981839,1470.3674791124,1994.9140890534,0.0417953151
CSA-Poincare-Shared,2017-04-01T00:00:00Z,71,2017-04-20,144,0.0300396865,0.0300062994,1055.6116197374,1457.3246372114,0.0302263539
CSA-Poincare-Shared,2017-04-01T00:00:00Z,71,2017-04-21,144,0.0400571041,0.0416873173,1449.8092583550,2107.8924645418,0.0405725244
