method,rolling_origin,seed,forecast_target_date_utc,target_count,mape,wape,mae,rmse,smape
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,59,2018-01-13,144,0.0373985384,0.0380634797,1359.1185099284,1752.3932491742,0.0384337251
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,59,2018-01-14,144,0.0365954976,0.0343523040,1148.9451497396,1441.3786480661,0.0366891215
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,59,2018-01-15,144,0.0332826012,0.0352850916,1423.2516682943,2072.0538950802,0.0341222530
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,59,2018-01-16,144,0.0306837720,0.0345549641,1398.7452663845,1913.6082244664,0.0307878444
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,59,2018-01-17,144,0.0160816978,0.0164314778,669.2299872504,904.6217620335,0.0160868199
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,59,2018-01-18,144,0.0179337193,0.0208093819,840.6704237196,1399.2081687225,0.0176721186
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,59,2018-01-19,144,0.0255510427,0.0297876607,1182.1736789280,1723.9564504681,0.0251233273
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,59,2018-01-20,144,0.0255082485,0.0255709992,900.3501383464,1315.3909907992,0.0254738262
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,59,2018-01-21,144,0.0282375847,0.0260499960,838.5122545030,1153.5106057132,0.0280013266
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,59,2018-01-22,144,0.0235184209,0.0245809258,945.7511935764,1245.4199815345,0.0237304149
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,59,2018-01-23,144,0.0225012410,0.0231201875,906.9619479709,1242.1042311196,0.0227454810
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,59,2018-01-24,144,0.0168652225,0.0209179494,815.7993503147,1449.9488094200,0.0166466665
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,59,2018-01-25,144,0.0193882390,0.0209213422,819.2894422743,1205.2736780383,0.0195162208
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,59,2018-01-26,144,0.0211331797,0.0247873716,973.5301649306,1365.9885952361,0.0212997668
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,59,2018-01-27,144,0.0267987293,0.0291622946,1021.5631442600,1487.6070190213,0.0267773709
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,59,2018-01-28,144,0.0265867206,0.0248460927,801.8236355252,1013.4789305731,0.0267748609
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,59,2018-01-29,144,0.0261280813,0.0291044660,1127.9240790473,1713.8989566747,0.0265969299
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,71,2018-01-02,144,0.0940476868,0.0935066412,3296.2833116319,4405.8481662671,0.0997819676
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,71,2018-01-03,144,0.0434412285,0.0465112429,1721.4811265734,2563.0564427908,0.0447316202
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,71,2018-01-04,144,0.0206594746,0.0217180723,799.4680311415,1091.4733652454,0.0207141912
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,71,2018-01-05,144,0.0219468689,0.0221102867,803.4747585720,1099.8654883063,0.0219015090
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,71,2018-01-06,144,0.0919588160,0.0827505002,2651.7554592556,3509.6144832622,0.0858013876
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,71,2018-01-07,144,0.0699689488,0.0724162261,2280.1747775608,2907.5597080388,0.0728419994
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,71,2018-01-08,144,0.1577792552,0.1640420239,6393.8278266059,8012.9384525807,0.1752130850
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,71,2018-01-09,144,0.0469060934,0.0439563473,1752.3417833116,2218.2074010886,0.0478872659
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,71,2018-01-10,144,0.0308558632,0.0354439821,1390.7221204970,2004.0688145673,0.0301809243
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,71,2018-01-11,144,0.0196595300,0.0182439371,722.1449381510,976.9072734150,0.0194948849
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,71,2018-01-12,144,0.0297025977,0.0279344962,1114.5570000543,1377.1032513041,0.0300160713
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,71,2018-01-13,144,0.0393520332,0.0395755851,1413.1106974284,1798.9894686496,0.0404673695
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,71,2018-01-14,144,0.0307320849,0.0296067798,990.2266235352,1305.9565494746,0.0309533637
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,71,2018-01-15,144,0.0328880538,0.0342130093,1380.0083957248,1983.9127594390,0.0336221114
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,71,2018-01-16,144,0.0297102963,0.0339798729,1375.4662339952,1968.2202564673,0.0295831096
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,71,2018-01-17,144,0.0184879910,0.0180094637,733.4990370009,975.6627426793,0.0183893359
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,71,2018-01-18,144,0.0248201978,0.0259396979,1047.9281344944,1518.7230932235,0.0243945582
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,71,2018-01-19,144,0.0297753747,0.0326671979,1296.4529825846,1922.1011082992,0.0291927833
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,71,2018-01-20,144,0.0251161909,0.0245822085,865.5350002713,1263.5552083876,0.0252106411
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,71,2018-01-21,144,0.0239035319,0.0224660390,723.1497870551,1011.6565348434,0.0237744970
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,71,2018-01-22,144,0.0257257157,0.0261910462,1007.7005818685,1310.2406487484,0.0259941795
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,71,2018-01-23,144,0.0200354251,0.0204369782,801.7046373155,1134.8424277886,0.0201346639
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,71,2018-01-24,144,0.0206298912,0.0241846704,943.2013617622,1573.7879756116,0.0202625466
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,71,2018-01-25,144,0.0208680123,0.0216049264,846.0589124891,1157.8513116604,0.0208281312
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,71,2018-01-26,144,0.0229885599,0.0246826394,969.4167819553,1314.7746201938,0.0230061780
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,71,2018-01-27,144,0.0267425855,0.0303714550,1063.9203626845,1556.5658490893,0.0268167135
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,71,2018-01-28,144,0.0255925426,0.0242663462,783.1142781576,1062.5756569746,0.0258380147
CSA-FixedScale-Shared,2018-01-01T00:00:00Z,71,2018-01-29,144,0.0248818905,0.0267768309,1037.7181396484,1563.7596358953,0.0252797632
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,11,2018-01-02,144,0.0932394583,0.0914990868,3225.5132785373,4004.7509838542,0.0990828401
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,11,2018-01-03,144,0.0475857658,0.0455806515,1687.0379367405,2332.9978443699,0.0490537444
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,11,2018-01-04,144,0.0435147763,0.0414678066,1526.4792073568,1981.0011278045,0.0441904115
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,11,2018-01-05,144,0.0366360721,0.0376350644,1367.6360134549,1871.2645903075,0.0367593317
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,11,2018-01-06,144,0.0793588525,0.0696185160,2230.9385375977,2918.1397873154,0.0746563288
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,11,2018-01-07,144,0.0620496644,0.0669580274,2108.3120930990,2863.9584719914,0.0639031489
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,11,2018-01-08,144,0.1861096245,0.1901463186,7411.2888522678,9051.4126850782,0.2100662109
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,11,2018-01-09,144,0.0420068763,0.0384476500,1532.7348090278,2167.9984001383,0.0431830576
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,11,2018-01-10,144,0.0321335189,0.0373364813,1464.9784613715,2175.2255452386,0.0315665857
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,11,2018-01-11,144,0.0306665965,0.0300645117,1190.0356174045,1776.8122478591,0.0301780484
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,11,2018-01-12,144,0.0312388508,0.0309672833,1235.5620117188,1637.7257967142,0.0313035148
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,11,2018-01-13,144,0.0294720547,0.0302491386,1080.0947401259,1437.9446133305,0.0300371818
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,11,2018-01-14,144,0.0325406450,0.0314765997,1052.7645128038,1419.0340227718,0.0326199840
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,11,2018-01-15,144,0.0342604034,0.0344468193,1389.4393039280,1850.2792918210,0.0349914883
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,11,2018-01-16,144,0.0335172412,0.0385988946,1562.4389309353,2261.5786293600,0.0334661851
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,11,2018-01-17,144,0.0249014973,0.0270891412,1103.3009847005,1568.4776918805,0.0248771028
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,11,2018-01-18,144,0.0310774147,0.0326819245,1320.3048231337,1902.9763065435,0.0305005611
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,11,2018-01-19,144,0.0245915993,0.0258775286,1026.9934760200,1552.5938272260,0.0241317024
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,11,2018-01-20,144,0.0230242434,0.0248409605,874.6456095378,1411.6562585255,0.0231631918
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,11,2018-01-21,144,0.0287663716,0.0288443778,928.4594251845,1285.5580238544,0.0286874844
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,11,2018-01-22,144,0.0288689607,0.0279310018,1074.6453789605,1471.1092193830,0.0291206320
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,11,2018-01-23,144,0.0235293528,0.0226211266,887.3847181532,1374.7691024466,0.0237505785
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,11,2018-01-24,144,0.0267872780,0.0317739033,1239.1811998155,2047.7957388313,0.0263154103
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,11,2018-01-25,144,0.0291009596,0.0302798314,1185.7722100152,1715.4319210729,0.0287950099
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,11,2018-01-26,144,0.0274078682,0.0295791361,1161.7279052734,1667.1680676928,0.0276659163
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,11,2018-01-27,144,0.0271010716,0.0330181112,1156.6334499783,1813.3457456084,0.0272112555
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,11,2018-01-28,144,0.0234739287,0.0237250227,765.6448906793,1078.7741962980,0.0235835274
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,11,2018-01-29,144,0.0269445948,0.0272021082,1054.1994764540,1494.8592618396,0.0272105043
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,23,2018-01-02,144,0.0890502401,0.0895433905,3156.5713433160,3973.9572124256,0.0945840985
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,23,2018-01-03,144,0.0452409927,0.0436590804,1615.9164564345,2143.5145068159,0.0461876462
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,23,2018-01-04,144,0.0463485909,0.0448854746,1652.2876247830,2166.3349519288,0.0471182237
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,23,2018-01-05,144,0.0403797159,0.0406128618,1475.8474121094,1988.3429489360,0.0409363784
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,23,2018-01-06,144,0.0786835066,0.0716561887,2296.2361450195,2957.0590183421,0.0742775567
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,23,2018-01-07,144,0.0716090481,0.0782911049,2465.1574978299,3441.2780999488,0.0749948159
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,23,2018-01-08,144,0.1917091060,0.1962039388,7647.3953043620,9275.3345317160,0.2161412193
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,23,2018-01-09,144,0.0434415087,0.0397512157,1584.7021077474,2227.3526825580,0.0447483039
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,23,2018-01-10,144,0.0330606090,0.0382181662,1499.5732964410,2181.5091262901,0.0325574109
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,23,2018-01-11,144,0.0303561640,0.0310709823,1229.8744778103,1731.7347366950,0.0300191170
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,23,2018-01-12,144,0.0304884802,0.0292487053,1166.9925604926,1539.9776678643,0.0308345737
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,23,2018-01-13,144,0.0505988985,0.0505824617,1806.1291436089,2273.5482374345,0.0522769736
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,23,2018-01-14,144,0.0370117399,0.0358939733,1200.5077311198,1618.3508364353,0.0379164321
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,23,2018-01-15,144,0.0396847281,0.0405724209,1636.5202162001,2176.1450686039,0.0407687551
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,23,2018-01-16,144,0.0341002377,0.0372239375,1506.7822469076,2031.9853239621,0.0341888878
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,23,2018-01-17,144,0.0263231680,0.0291791485,1188.4239162869,1769.5177920435,0.0263568212
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,23,2018-01-18,144,0.0249616803,0.0273842101,1106.2844441732,1637.8310597293,0.0246466646
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,23,2018-01-19,144,0.0237412183,0.0236391793,938.1608005100,1404.7389081219,0.0234182807
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,23,2018-01-20,144,0.0306101856,0.0308739117,1087.0647040473,1685.3525145414,0.0312027978
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,23,2018-01-21,144,0.0299786144,0.0285788091,919.9111463759,1251.4573491479,0.0304734318
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,23,2018-01-22,144,0.0294685330,0.0279290672,1074.5709431966,1421.9491861468,0.0299082603
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,23,2018-01-23,144,0.0228484786,0.0219350883,860.4727105035,1155.3799900600,0.0230617223
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,23,2018-01-24,144,0.0256214541,0.0291150125,1135.4845445421,1827.4310854803,0.0252841891
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,23,2018-01-25,144,0.0249345965,0.0267886245,1049.0549316406,1577.3510596621,0.0247994777
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,23,2018-01-26,144,0.0269454627,0.0298823879,1173.6381971571,1763.2440177703,0.0272540092
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,23,2018-01-27,144,0.0308708361,0.0369216560,1293.3756917318,2060.8649785236,0.0314244922
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,23,2018-01-28,144,0.0342290237,0.0369492256,1192.4113294813,1694.7720702606,0.0350555080
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,23,2018-01-29,144,0.0279521986,0.0289675140,1122.6165974935,1605.2417807786,0.0284290050
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,47,2018-01-02,144,0.0886877583,0.0864650090,3048.0526597765,3774.1645470325,0.0939342722
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,47,2018-01-03,144,0.0452947688,0.0430433275,1593.1261189779,2184.6115015963,0.0466293233
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,47,2018-01-04,144,0.0406021226,0.0380927729,1402.2402072483,1802.5686075462,0.0413862070
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,47,2018-01-05,144,0.0386491649,0.0392041363,1424.6551581489,1828.2492880147,0.0392378566
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,47,2018-01-06,144,0.0725587729,0.0670307448,2148.0129191081,2851.1312516137,0.0685821976
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,47,2018-01-07,144,0.0594135749,0.0662380835,2085.6431681315,2995.4791741681,0.0615187395
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,47,2018-01-08,144,0.1939345165,0.2008492638,7828.4550577799,9462.9801349647,0.2192266701
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,47,2018-01-09,144,0.0453766374,0.0417151564,1662.9955851237,2492.4668524857,0.0470885314
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,47,2018-01-10,144,0.0252797771,0.0284882191,1117.7975531684,1676.1735638099,0.0249534791
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,47,2018-01-11,144,0.0228786768,0.0224013948,886.7084893121,1308.2921475809,0.0228089495
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,47,2018-01-12,144,0.0369688619,0.0390987656,1559.9995998806,2072.2165308144,0.0377404148
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,47,2018-01-13,144,0.0528264686,0.0556029384,1985.3934393989,2565.6136170198,0.0546331212
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,47,2018-01-14,144,0.0364529030,0.0394979870,1321.0473632812,1850.2112381522,0.0370306068
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,47,2018-01-15,144,0.0414829920,0.0429718377,1733.3025648329,2179.4733143340,0.0425008119
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,47,2018-01-16,144,0.0316542616,0.0340059414,1376.5214572483,1912.9916043243,0.0319860385
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,47,2018-01-17,144,0.0225148881,0.0247436808,1007.7738240560,1548.8694273111,0.0227420668
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,47,2018-01-18,144,0.0193262622,0.0214501237,866.5555080838,1389.0659421038,0.0191937928
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,47,2018-01-19,144,0.0201181180,0.0212107816,841.7857326931,1235.7240749909,0.0199816085
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,47,2018-01-20,144,0.0282921221,0.0300646424,1058.5704820421,1800.8386219874,0.0288309565
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,47,2018-01-21,144,0.0270482390,0.0265835966,855.6880967882,1287.4415853180,0.0273142916
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,47,2018-01-22,144,0.0269544662,0.0250481428,963.7273695204,1282.0324328300,0.0272635140
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,47,2018-01-23,144,0.0235354856,0.0223614055,877.1963433160,1289.4655924552,0.0237837796
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,47,2018-01-24,144,0.0237782650,0.0273744498,1067.6026543511,1779.5999681174,0.0234167331
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,47,2018-01-25,144,0.0228335101,0.0256298114,1003.6752726237,1454.0390816659,0.0228135300
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,47,2018-01-26,144,0.0309727076,0.0357891121,1405.6262546115,2177.9455123506,0.0316180966
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,47,2018-01-27,144,0.0339421009,0.0423016469,1481.8382432726,2416.2502259190,0.0346594871
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,47,2018-01-28,144,0.0305789323,0.0336947633,1087.3845621745,1603.2904629704,0.0311485165
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,47,2018-01-29,144,0.0266168163,0.0274560499,1064.0408189562,1495.0575259350,0.0269680074
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,59,2018-01-02,144,0.0917709359,0.0918405306,3237.5498114692,4046.8025656453,0.0973159394
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,59,2018-01-03,144,0.0515898109,0.0488879524,1809.4482557509,2517.9598956071,0.0533089932
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,59,2018-01-04,144,0.0403596585,0.0393294938,1447.7653740777,1873.9342901057,0.0409517361
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,59,2018-01-05,144,0.0366358230,0.0371615728,1350.4296061198,1808.9970773674,0.0370277656
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,59,2018-01-06,144,0.0707772570,0.0659228737,2112.5109795464,2749.8561471587,0.0674226472
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,59,2018-01-07,144,0.0653314597,0.0727365310,2290.2602403429,3237.3702811777,0.0679882616
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,59,2018-01-08,144,0.1935905944,0.1975614364,7700.3061726888,9299.6446966678,0.2193509189
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,59,2018-01-09,144,0.0493098653,0.0465935309,1857.4744262695,2490.7099693683,0.0507397398
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,59,2018-01-10,144,0.0257120813,0.0297839045,1168.6366034614,1668.0352461833,0.0255312636
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,59,2018-01-11,144,0.0220897298,0.0231467285,916.2108357747,1325.3121829882,0.0220823029
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,59,2018-01-12,144,0.0341712745,0.0356331815,1421.7264404297,1941.1252875109,0.0349643357
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,59,2018-01-13,144,0.0568734209,0.0578001253,2063.8475748698,2531.5622869403,0.0588641058
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,59,2018-01-14,144,0.0360285626,0.0357876905,1196.9530029297,1575.9119781481,0.0364115878
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,59,2018-01-15,144,0.0354673021,0.0351056036,1416.0118815104,1837.9011480065,0.0362162875
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,59,2018-01-16,144,0.0314131796,0.0347505988,1406.6643337674,2063.2894363751,0.0313784055
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,59,2018-01-17,144,0.0254359862,0.0276618590,1126.6269395616,1653.5652254234,0.0257622488
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,59,2018-01-18,144,0.0197658317,0.0235335210,950.7218967014,1473.3241352405,0.0196117907
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,59,2018-01-19,144,0.0217110349,0.0222257662,882.0671115451,1303.4925726186,0.0215958063
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,59,2018-01-20,144,0.0300668134,0.0296954484,1045.5712280273,1577.1428230538,0.0307200770
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,59,2018-01-21,144,0.0282900604,0.0254044844,817.7341579861,1087.4521630918,0.0286137582
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,59,2018-01-22,144,0.0308602184,0.0292238664,1124.3883463542,1502.2283898040,0.0312644971
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,59,2018-01-23,144,0.0237027088,0.0230020001,902.3256768121,1295.1991535137,0.0238470647
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,59,2018-01-24,144,0.0239983268,0.0286665218,1117.9934217665,1866.9348080735,0.0236655528
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,59,2018-01-25,144,0.0207537597,0.0227063643,889.1917317708,1344.0331924986,0.0207607512
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,59,2018-01-26,144,0.0265181296,0.0289968399,1138.8580796984,1710.6746041110,0.0269616742
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,59,2018-01-27,144,0.0310367971,0.0376393719,1318.5174763997,2110.2823939914,0.0316676568
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,59,2018-01-28,144,0.0238810304,0.0267664936,863.7980821398,1339.7566094141,0.0241978307
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,59,2018-01-29,144,0.0253514586,0.0264562068,1025.2925686306,1480.0071672008,0.0256169470
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,71,2018-01-02,144,0.0865119516,0.0855657385,3016.3516981337,3775.4497016099,0.0914550035
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,71,2018-01-03,144,0.0508697518,0.0484440416,1793.0181613498,2491.4721929362,0.0524758614
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,71,2018-01-04,144,0.0419943327,0.0421226047,1550.5831027561,2119.6705702527,0.0428129422
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,71,2018-01-05,144,0.0424261143,0.0439808964,1598.2398003472,2075.1413558641,0.0432655629
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,71,2018-01-06,144,0.0668745711,0.0606810955,1944.5372043186,2572.2776627761,0.0633841684
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,71,2018-01-07,144,0.0609437806,0.0667167840,2100.7160441081,2944.7463336484,0.0635434637
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,71,2018-01-08,144,0.2030917984,0.2091279705,8151.1322835286,9945.4212906181,0.2310906028
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,71,2018-01-09,144,0.0433808473,0.0393304661,1567.9287109375,2350.8286706175,0.0451833920
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,71,2018-01-10,144,0.0316028832,0.0346899982,1361.1379123264,1914.8079863179,0.0314397753
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,71,2018-01-11,144,0.0233669781,0.0234579699,928.5306193034,1384.7737065719,0.0233142585
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,71,2018-01-12,144,0.0408320932,0.0405463021,1617.7547810872,2051.4968138412,0.0418893398
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,71,2018-01-13,144,0.0624272672,0.0632035447,2256.7854614258,2759.2688115969,0.0648482120
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,71,2018-01-14,144,0.0441113457,0.0420744775,1407.2205132378,1834.0982320114,0.0449725170
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,71,2018-01-15,144,0.0444197181,0.0433548374,1748.7511528863,2238.3449016388,0.0457007299
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,71,2018-01-16,144,0.0363149752,0.0397633560,1609.5749918620,2176.1747182126,0.0366128029
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,71,2018-01-17,144,0.0247142282,0.0278033106,1132.3880547418,1751.0097913559,0.0250208935
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,71,2018-01-18,144,0.0228243819,0.0263744176,1065.4902140299,1668.2058955090,0.0226942435
CSA-Poincare-IndependentEncoder,2018-01-01T00:00:00Z,71,2018-01-19,144,0.0186164888,0.0189230727,750.9941338433,1199.1231229593,0.0185914122
