protocol,scenario,method,seed_index,scheme,reference_point,clip,hypervolume,below_zero_coordinates,above_one_coordinates,out_of_bounds_points,front_size,front_objectives_sha256
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,8,expanded_empirical_ref1p1_unclipped,1.1000000000,0,0.2356268366,0,0,0,39,3ef5b94d8fd043c4761af146996e56de2342655e19693f898dff86337825a62d
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,8,analytic_ref1p05_unclipped,1.0500000000,0,0.0100028556,0,0,0,39,3ef5b94d8fd043c4761af146996e56de2342655e19693f898dff86337825a62d
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,8,analytic_ref1p1_unclipped,1.1000000000,0,0.0278775957,0,0,0,39,3ef5b94d8fd043c4761af146996e56de2342655e19693f898dff86337825a62d
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,8,analytic_ref1p2_unclipped,1.2000000000,0,0.0961635224,0,0,0,39,3ef5b94d8fd043c4761af146996e56de2342655e19693f898dff86337825a62d
matched_evaluation,reliability_prioritized_review,NSGA-II,8,reported_empirical_ref1p1_clipped,1.1000000000,1,0.1703494884,4,0,4,37,532eb5aa3419a35b61cebf7def5f2659d26b3cdfa3be104034c7ba44097091a0
matched_evaluation,reliability_prioritized_review,NSGA-II,8,reported_empirical_ref1p1_unclipped,1.1000000000,0,0.1970587260,4,0,4,37,532eb5aa3419a35b61cebf7def5f2659d26b3cdfa3be104034c7ba44097091a0
matched_evaluation,reliability_prioritized_review,NSGA-II,8,expanded_empirical_ref1p1_unclipped,1.1000000000,0,0.2443350851,0,0,0,37,532eb5aa3419a35b61cebf7def5f2659d26b3cdfa3be104034c7ba44097091a0
matched_evaluation,reliability_prioritized_review,NSGA-II,8,analytic_ref1p05_unclipped,1.0500000000,0,0.0100699588,0,0,0,37,532eb5aa3419a35b61cebf7def5f2659d26b3cdfa3be104034c7ba44097091a0
matched_evaluation,reliability_prioritized_review,NSGA-II,8,analytic_ref1p1_unclipped,1.1000000000,0,0.0279822940,0,0,0,37,532eb5aa3419a35b61cebf7def5f2659d26b3cdfa3be104034c7ba44097091a0
matched_evaluation,reliability_prioritized_review,NSGA-II,8,analytic_ref1p2_unclipped,1.2000000000,0,0.0962136723,0,0,0,37,532eb5aa3419a35b61cebf7def5f2659d26b3cdfa3be104034c7ba44097091a0
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,9,reported_empirical_ref1p1_clipped,1.1000000000,1,0.1653663771,0,0,0,39,612ea38ccb42379648b1bddaaf0eb570b70adb96b7774c19a72f1fa424309ecd
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,9,reported_empirical_ref1p1_unclipped,1.1000000000,0,0.1653663771,0,0,0,39,612ea38ccb42379648b1bddaaf0eb570b70adb96b7774c19a72f1fa424309ecd
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,9,expanded_empirical_ref1p1_unclipped,1.1000000000,0,0.2111312522,0,0,0,39,612ea38ccb42379648b1bddaaf0eb570b70adb96b7774c19a72f1fa424309ecd
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,9,analytic_ref1p05_unclipped,1.0500000000,0,0.0087076339,0,0,0,39,612ea38ccb42379648b1bddaaf0eb570b70adb96b7774c19a72f1fa424309ecd
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,9,analytic_ref1p1_unclipped,1.1000000000,0,0.0249852539,0,0,0,39,612ea38ccb42379648b1bddaaf0eb570b70adb96b7774c19a72f1fa424309ecd
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,9,analytic_ref1p2_unclipped,1.2000000000,0,0.0890415709,0,0,0,39,612ea38ccb42379648b1bddaaf0eb570b70adb96b7774c19a72f1fa424309ecd
matched_evaluation,reliability_prioritized_review,NSGA-II,9,reported_empirical_ref1p1_clipped,1.1000000000,1,0.1710515313,6,0,6,39,4dd66ed177c52bf4e04f716eb4e0a2c0b157ae6e7471a70ab1bf87beb2b04f3f
matched_evaluation,reliability_prioritized_review,NSGA-II,9,reported_empirical_ref1p1_unclipped,1.1000000000,0,0.2310411886,6,0,6,39,4dd66ed177c52bf4e04f716eb4e0a2c0b157ae6e7471a70ab1bf87beb2b04f3f
matched_evaluation,reliability_prioritized_review,NSGA-II,9,expanded_empirical_ref1p1_unclipped,1.1000000000,0,0.2796396151,2,0,2,39,4dd66ed177c52bf4e04f716eb4e0a2c0b157ae6e7471a70ab1bf87beb2b04f3f
matched_evaluation,reliability_prioritized_review,NSGA-II,9,analytic_ref1p05_unclipped,1.0500000000,0,0.0104762377,0,0,0,39,4dd66ed177c52bf4e04f716eb4e0a2c0b157ae6e7471a70ab1bf87beb2b04f3f
matched_evaluation,reliability_prioritized_review,NSGA-II,9,analytic_ref1p1_unclipped,1.1000000000,0,0.0292331059,0,0,0,39,4dd66ed177c52bf4e04f716eb4e0a2c0b157ae6e7471a70ab1bf87beb2b04f3f
matched_evaluation,reliability_prioritized_review,NSGA-II,9,analytic_ref1p2_unclipped,1.2000000000,0,0.1006508880,0,0,0,39,4dd66ed177c52bf4e04f716eb4e0a2c0b157ae6e7471a70ab1bf87beb2b04f3f
matched_evaluation,reliability_prioritized_review,Pareto Local Search,9,reported_empirical_ref1p1_clipped,1.1000000000,1,0.1034441066,0,0,0,40,c1d5d4690485565f4caa8eb8e5b91c814ae3a9e7519646ad85d5e4c4bb3d0ee5
matched_evaluation,reliability_prioritized_review,Pareto Local Search,9,reported_empirical_ref1p1_unclipped,1.1000000000,0,0.1034441066,0,0,0,40,c1d5d4690485565f4caa8eb8e5b91c814ae3a9e7519646ad85d5e4c4bb3d0ee5
matched_evaluation,reliability_prioritized_review,Pareto Local Search,9,expanded_empirical_ref1p1_unclipped,1.1000000000,0,0.1496603017,0,0,0,40,c1d5d4690485565f4caa8eb8e5b91c814ae3a9e7519646ad85d5e4c4bb3d0ee5
matched_evaluation,reliability_prioritized_review,Pareto Local Search,9,analytic_ref1p05_unclipped,1.0500000000,0,0.0068943209,0,0,0,40,c1d5d4690485565f4caa8eb8e5b91c814ae3a9e7519646ad85d5e4c4bb3d0ee5
matched_evaluation,reliability_prioritized_review,Pareto Local Search,9,analytic_ref1p1_unclipped,1.1000000000,0,0.0207913387,0,0,0,40,c1d5d4690485565f4caa8eb8e5b91c814ae3a9e7519646ad85d5e4c4bb3d0ee5
matched_evaluation,reliability_prioritized_review,Pareto Local Search,9,analytic_ref1p2_unclipped,1.2000000000,0,0.0778907924,0,0,0,40,c1d5d4690485565f4caa8eb8e5b91c814ae3a9e7519646ad85d5e4c4bb3d0ee5
matched_evaluation,reliability_prioritized_review,NSGA-II,10,reported_empirical_ref1p1_clipped,1.1000000000,1,0.1694108444,8,0,8,38,aa288c5d1b86a940be1e694a99b5996f1c4aba1a81849230776a1822bc716931
matched_evaluation,reliability_prioritized_review,NSGA-II,10,reported_empirical_ref1p1_unclipped,1.1000000000,0,0.2255850012,8,0,8,38,aa288c5d1b86a940be1e694a99b5996f1c4aba1a81849230776a1822bc716931
matched_evaluation,reliability_prioritized_review,NSGA-II,10,expanded_empirical_ref1p1_unclipped,1.1000000000,0,0.2746571151,3,0,3,38,aa288c5d1b86a940be1e694a99b5996f1c4aba1a81849230776a1822bc716931
matched_evaluation,reliability_prioritized_review,NSGA-II,10,analytic_ref1p05_unclipped,1.0500000000,0,0.0105091118,0,0,0,38,aa288c5d1b86a940be1e694a99b5996f1c4aba1a81849230776a1822bc716931
matched_evaluation,reliability_prioritized_review,NSGA-II,10,analytic_ref1p1_unclipped,1.1000000000,0,0.0292997585,0,0,0,38,aa288c5d1b86a940be1e694a99b5996f1c4aba1a81849230776a1822bc716931
matched_evaluation,reliability_prioritized_review,NSGA-II,10,analytic_ref1p2_unclipped,1.2000000000,0,0.1007645106,0,0,0,38,aa288c5d1b86a940be1e694a99b5996f1c4aba1a81849230776a1822bc716931
matched_evaluation,reliability_prioritized_review,Pareto Local Search,10,reported_empirical_ref1p1_clipped,1.1000000000,1,0.1385540199,0,0,0,40,719cc1d79de544957681cbdb2c873e434a6dfe0825f6b0cb9112a78fd3fb461a
matched_evaluation,reliability_prioritized_review,Pareto Local Search,10,reported_empirical_ref1p1_unclipped,1.1000000000,0,0.1385540199,0,0,0,40,719cc1d79de544957681cbdb2c873e434a6dfe0825f6b0cb9112a78fd3fb461a
matched_evaluation,reliability_prioritized_review,Pareto Local Search,10,expanded_empirical_ref1p1_unclipped,1.1000000000,0,0.1840331243,0,0,0,40,719cc1d79de544957681cbdb2c873e434a6dfe0825f6b0cb9112a78fd3fb461a
matched_evaluation,reliability_prioritized_review,Pareto Local Search,10,analytic_ref1p05_unclipped,1.0500000000,0,0.0082188236,0,0,0,40,719cc1d79de544957681cbdb2c873e434a6dfe0825f6b0cb9112a78fd3fb461a
matched_evaluation,reliability_prioritized_review,Pareto Local Search,10,analytic_ref1p1_unclipped,1.1000000000,0,0.0236951203,0,0,0,40,719cc1d79de544957681cbdb2c873e434a6dfe0825f6b0cb9112a78fd3fb461a
matched_evaluation,reliability_prioritized_review,Pareto Local Search,10,analytic_ref1p2_unclipped,1.2000000000,0,0.0851092018,0,0,0,40,719cc1d79de544957681cbdb2c873e434a6dfe0825f6b0cb9112a78fd3fb461a
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,10,reported_empirical_ref1p1_clipped,1.1000000000,1,0.1744109887,1,0,1,39,950c6b1195707dd7d69ce632a11aeb3eb371a4acd0d1162467be02e87f949d5f
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,10,reported_empirical_ref1p1_unclipped,1.1000000000,0,0.1762438422,1,0,1,39,950c6b1195707dd7d69ce632a11aeb3eb371a4acd0d1162467be02e87f949d5f
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,10,expanded_empirical_ref1p1_unclipped,1.1000000000,0,0.2214414025,0,0,0,39,950c6b1195707dd7d69ce632a11aeb3eb371a4acd0d1162467be02e87f949d5f
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,10,analytic_ref1p05_unclipped,1.0500000000,0,0.0093766575,0,0,0,39,950c6b1195707dd7d69ce632a11aeb3eb371a4acd0d1162467be02e87f949d5f
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,10,analytic_ref1p1_unclipped,1.1000000000,0,0.0264540993,0,0,0,39,950c6b1195707dd7d69ce632a11aeb3eb371a4acd0d1162467be02e87f949d5f
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,10,analytic_ref1p2_unclipped,1.2000000000,0,0.0925333845,0,0,0,39,950c6b1195707dd7d69ce632a11aeb3eb371a4acd0d1162467be02e87f949d5f
matched_evaluation,reliability_prioritized_review,Pareto Local Search,11,reported_empirical_ref1p1_clipped,1.1000000000,1,0.1044172485,0,0,0,40,65fdf6d97a02cd1e5623490cba62dbc536b6e5fcf43cd1e7563d90b778de8f16
matched_evaluation,reliability_prioritized_review,Pareto Local Search,11,reported_empirical_ref1p1_unclipped,1.1000000000,0,0.1044172485,0,0,0,40,65fdf6d97a02cd1e5623490cba62dbc536b6e5fcf43cd1e7563d90b778de8f16
matched_evaluation,reliability_prioritized_review,Pareto Local Search,11,expanded_empirical_ref1p1_unclipped,1.1000000000,0,0.1502601648,0,0,0,40,65fdf6d97a02cd1e5623490cba62dbc536b6e5fcf43cd1e7563d90b778de8f16
matched_evaluation,reliability_prioritized_review,Pareto Local Search,11,analytic_ref1p05_unclipped,1.0500000000,0,0.0067982631,0,0,0,40,65fdf6d97a02cd1e5623490cba62dbc536b6e5fcf43cd1e7563d90b778de8f16
matched_evaluation,reliability_prioritized_review,Pareto Local Search,11,analytic_ref1p1_unclipped,1.1000000000,0,0.0205875035,0,0,0,40,65fdf6d97a02cd1e5623490cba62dbc536b6e5fcf43cd1e7563d90b778de8f16
matched_evaluation,reliability_prioritized_review,Pareto Local Search,11,analytic_ref1p2_unclipped,1.2000000000,0,0.0774499742,0,0,0,40,65fdf6d97a02cd1e5623490cba62dbc536b6e5fcf43cd1e7563d90b778de8f16
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,11,reported_empirical_ref1p1_clipped,1.1000000000,1,0.1697537354,0,0,0,38,4529e10b13d084106049fa5584a5e7882a979fe83e250626496a29b106bfa31e
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,11,reported_empirical_ref1p1_unclipped,1.1000000000,0,0.1697537354,0,0,0,38,4529e10b13d084106049fa5584a5e7882a979fe83e250626496a29b106bfa31e
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,11,expanded_empirical_ref1p1_unclipped,1.1000000000,0,0.2150126975,0,0,0,38,4529e10b13d084106049fa5584a5e7882a979fe83e250626496a29b106bfa31e
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,11,analytic_ref1p05_unclipped,1.0500000000,0,0.0089929224,0,0,0,38,4529e10b13d084106049fa5584a5e7882a979fe83e250626496a29b106bfa31e
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,11,analytic_ref1p1_unclipped,1.1000000000,0,0.0255138601,0,0,0,38,4529e10b13d084106049fa5584a5e7882a979fe83e250626496a29b106bfa31e
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,11,analytic_ref1p2_unclipped,1.2000000000,0,0.0899787376,0,0,0,38,4529e10b13d084106049fa5584a5e7882a979fe83e250626496a29b106bfa31e
matched_evaluation,reliability_prioritized_review,NSGA-II,11,reported_empirical_ref1p1_clipped,1.1000000000,1,0.1703155858,6,0,6,37,b367d9e006d66ae7e02ab5abcf22586f1026847da3b3b440d821a0fb87c9c4c3
matched_evaluation,reliability_prioritized_review,NSGA-II,11,reported_empirical_ref1p1_unclipped,1.1000000000,0,0.2089941180,6,0,6,37,b367d9e006d66ae7e02ab5abcf22586f1026847da3b3b440d821a0fb87c9c4c3
matched_evaluation,reliability_prioritized_review,NSGA-II,11,expanded_empirical_ref1p1_unclipped,1.1000000000,0,0.2578122099,1,0,1,37,b367d9e006d66ae7e02ab5abcf22586f1026847da3b3b440d821a0fb87c9c4c3
matched_evaluation,reliability_prioritized_review,NSGA-II,11,analytic_ref1p05_unclipped,1.0500000000,0,0.0102159921,0,0,0,37,b367d9e006d66ae7e02ab5abcf22586f1026847da3b3b440d821a0fb87c9c4c3
matched_evaluation,reliability_prioritized_review,NSGA-II,11,analytic_ref1p1_unclipped,1.1000000000,0,0.0282320312,0,0,0,37,b367d9e006d66ae7e02ab5abcf22586f1026847da3b3b440d821a0fb87c9c4c3
matched_evaluation,reliability_prioritized_review,NSGA-II,11,analytic_ref1p2_unclipped,1.2000000000,0,0.0965768760,0,0,0,37,b367d9e006d66ae7e02ab5abcf22586f1026847da3b3b440d821a0fb87c9c4c3
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,12,reported_empirical_ref1p1_clipped,1.1000000000,1,0.1719381803,4,0,4,38,a7ef6e33664dd587a4b6d1494555f525fbb3219cd7c7b9088b26ba1b82d20f9c
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,12,reported_empirical_ref1p1_unclipped,1.1000000000,0,0.2016608050,4,0,4,38,a7ef6e33664dd587a4b6d1494555f525fbb3219cd7c7b9088b26ba1b82d20f9c
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,12,expanded_empirical_ref1p1_unclipped,1.1000000000,0,0.2484287388,0,0,0,38,a7ef6e33664dd587a4b6d1494555f525fbb3219cd7c7b9088b26ba1b82d20f9c
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,12,analytic_ref1p05_unclipped,1.0500000000,0,0.0096205778,0,0,0,38,a7ef6e33664dd587a4b6d1494555f525fbb3219cd7c7b9088b26ba1b82d20f9c
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,12,analytic_ref1p1_unclipped,1.1000000000,0,0.0271209064,0,0,0,38,a7ef6e33664dd587a4b6d1494555f525fbb3219cd7c7b9088b26ba1b82d20f9c
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,12,analytic_ref1p2_unclipped,1.2000000000,0,0.0947125026,0,0,0,38,a7ef6e33664dd587a4b6d1494555f525fbb3219cd7c7b9088b26ba1b82d20f9c
matched_evaluation,reliability_prioritized_review,NSGA-II,12,reported_empirical_ref1p1_clipped,1.1000000000,1,0.1703418279,5,0,5,38,52dd2bf09deb630a22c78ff4fe5f57d5473090741e1b52d8c05fffa03173d249
matched_evaluation,reliability_prioritized_review,NSGA-II,12,reported_empirical_ref1p1_unclipped,1.1000000000,0,0.2011819305,5,0,5,38,52dd2bf09deb630a22c78ff4fe5f57d5473090741e1b52d8c05fffa03173d249
matched_evaluation,reliability_prioritized_review,NSGA-II,12,expanded_empirical_ref1p1_unclipped,1.1000000000,0,0.2494721177,0,0,0,38,52dd2bf09deb630a22c78ff4fe5f57d5473090741e1b52d8c05fffa03173d249
matched_evaluation,reliability_prioritized_review,NSGA-II,12,analytic_ref1p05_unclipped,1.0500000000,0,0.0103146930,0,0,0,38,52dd2bf09deb630a22c78ff4fe5f57d5473090741e1b52d8c05fffa03173d249
matched_evaluation,reliability_prioritized_review,NSGA-II,12,analytic_ref1p1_unclipped,1.1000000000,0,0.0286798646,0,0,0,38,52dd2bf09deb630a22c78ff4fe5f57d5473090741e1b52d8c05fffa03173d249
matched_evaluation,reliability_prioritized_review,NSGA-II,12,analytic_ref1p2_unclipped,1.2000000000,0,0.0984343989,0,0,0,38,52dd2bf09deb630a22c78ff4fe5f57d5473090741e1b52d8c05fffa03173d249
matched_evaluation,reliability_prioritized_review,Pareto Local Search,12,reported_empirical_ref1p1_clipped,1.1000000000,1,0.1243160560,0,0,0,40,0cc19434e8344d61a84eb5cb41c684bf5916f1930936d06c2c170f4437943549
matched_evaluation,reliability_prioritized_review,Pareto Local Search,12,reported_empirical_ref1p1_unclipped,1.1000000000,0,0.1243160560,0,0,0,40,0cc19434e8344d61a84eb5cb41c684bf5916f1930936d06c2c170f4437943549
matched_evaluation,reliability_prioritized_review,Pareto Local Search,12,expanded_empirical_ref1p1_unclipped,1.1000000000,0,0.1698889474,0,0,0,40,0cc19434e8344d61a84eb5cb41c684bf5916f1930936d06c2c170f4437943549
matched_evaluation,reliability_prioritized_review,Pareto Local Search,12,analytic_ref1p05_unclipped,1.0500000000,0,0.0077726898,0,0,0,40,0cc19434e8344d61a84eb5cb41c684bf5916f1930936d06c2c170f4437943549
matched_evaluation,reliability_prioritized_review,Pareto Local Search,12,analytic_ref1p1_unclipped,1.1000000000,0,0.0227014767,0,0,0,40,0cc19434e8344d61a84eb5cb41c684bf5916f1930936d06c2c170f4437943549
matched_evaluation,reliability_prioritized_review,Pareto Local Search,12,analytic_ref1p2_unclipped,1.2000000000,0,0.0825770214,0,0,0,40,0cc19434e8344d61a84eb5cb41c684bf5916f1930936d06c2c170f4437943549
matched_evaluation,reliability_prioritized_review,NSGA-II,13,reported_empirical_ref1p1_clipped,1.1000000000,1,0.1684556685,5,0,5,39,64c4eae755742b5678e5127e7c85a3cabf0330285bd36e39c9b92afb85475591
matched_evaluation,reliability_prioritized_review,NSGA-II,13,reported_empirical_ref1p1_unclipped,1.1000000000,0,0.2127293326,5,0,5,39,64c4eae755742b5678e5127e7c85a3cabf0330285bd36e39c9b92afb85475591
matched_evaluation,reliability_prioritized_review,NSGA-II,13,expanded_empirical_ref1p1_unclipped,1.1000000000,0,0.2620436077,1,0,1,39,64c4eae755742b5678e5127e7c85a3cabf0330285bd36e39c9b92afb85475591
matched_evaluation,reliability_prioritized_review,NSGA-II,13,analytic_ref1p05_unclipped,1.0500000000,0,0.0102219717,0,0,0,39,64c4eae755742b5678e5127e7c85a3cabf0330285bd36e39c9b92afb85475591
matched_evaluation,reliability_prioritized_review,NSGA-II,13,analytic_ref1p1_unclipped,1.1000000000,0,0.0286268111,0,0,0,39,64c4eae755742b5678e5127e7c85a3cabf0330285bd36e39c9b92afb85475591
matched_evaluation,reliability_prioritized_review,NSGA-II,13,analytic_ref1p2_unclipped,1.2000000000,0,0.0988907257,0,0,0,39,64c4eae755742b5678e5127e7c85a3cabf0330285bd36e39c9b92afb85475591
matched_evaluation,reliability_prioritized_review,Pareto Local Search,13,reported_empirical_ref1p1_clipped,1.1000000000,1,0.1087575935,0,0,0,40,017161a9f7a1e9805a5364d6f2d5294531387756e76c9c195f9a090a8ad1fcc1
matched_evaluation,reliability_prioritized_review,Pareto Local Search,13,reported_empirical_ref1p1_unclipped,1.1000000000,0,0.1087575935,0,0,0,40,017161a9f7a1e9805a5364d6f2d5294531387756e76c9c195f9a090a8ad1fcc1
matched_evaluation,reliability_prioritized_review,Pareto Local Search,13,expanded_empirical_ref1p1_unclipped,1.1000000000,0,0.1549283873,0,0,0,40,017161a9f7a1e9805a5364d6f2d5294531387756e76c9c195f9a090a8ad1fcc1
matched_evaluation,reliability_prioritized_review,Pareto Local Search,13,analytic_ref1p05_unclipped,1.0500000000,0,0.0071267765,0,0,0,40,017161a9f7a1e9805a5364d6f2d5294531387756e76c9c195f9a090a8ad1fcc1
matched_evaluation,reliability_prioritized_review,Pareto Local Search,13,analytic_ref1p1_unclipped,1.1000000000,0,0.0212823048,0,0,0,40,017161a9f7a1e9805a5364d6f2d5294531387756e76c9c195f9a090a8ad1fcc1
matched_evaluation,reliability_prioritized_review,Pareto Local Search,13,analytic_ref1p2_unclipped,1.2000000000,0,0.0790313476,0,0,0,40,017161a9f7a1e9805a5364d6f2d5294531387756e76c9c195f9a090a8ad1fcc1
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,13,reported_empirical_ref1p1_clipped,1.1000000000,1,0.1723039560,1,0,1,38,b382ab1a9cb12452c06936bb578b79aec8d65d7d23c7cfc4600bbae481b2b0ef
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,13,reported_empirical_ref1p1_unclipped,1.1000000000,0,0.1790259302,1,0,1,38,b382ab1a9cb12452c06936bb578b79aec8d65d7d23c7cfc4600bbae481b2b0ef
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,13,expanded_empirical_ref1p1_unclipped,1.1000000000,0,0.2252385337,0,0,0,38,b382ab1a9cb12452c06936bb578b79aec8d65d7d23c7cfc4600bbae481b2b0ef
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,13,analytic_ref1p05_unclipped,1.0500000000,0,0.0097406283,0,0,0,38,b382ab1a9cb12452c06936bb578b79aec8d65d7d23c7cfc4600bbae481b2b0ef
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,13,analytic_ref1p1_unclipped,1.1000000000,0,0.0272184260,0,0,0,38,b382ab1a9cb12452c06936bb578b79aec8d65d7d23c7cfc4600bbae481b2b0ef
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,13,analytic_ref1p2_unclipped,1.2000000000,0,0.0943470505,0,0,0,38,b382ab1a9cb12452c06936bb578b79aec8d65d7d23c7cfc4600bbae481b2b0ef
matched_evaluation,reliability_prioritized_review,Pareto Local Search,14,reported_empirical_ref1p1_clipped,1.1000000000,1,0.1113771998,0,0,0,40,b1a11c9e473bff30bb2ab830092f3701a61941d57725921f2e9e1a65df177f99
matched_evaluation,reliability_prioritized_review,Pareto Local Search,14,reported_empirical_ref1p1_unclipped,1.1000000000,0,0.1113771998,0,0,0,40,b1a11c9e473bff30bb2ab830092f3701a61941d57725921f2e9e1a65df177f99
matched_evaluation,reliability_prioritized_review,Pareto Local Search,14,expanded_empirical_ref1p1_unclipped,1.1000000000,0,0.1571892988,0,0,0,40,b1a11c9e473bff30bb2ab830092f3701a61941d57725921f2e9e1a65df177f99
matched_evaluation,reliability_prioritized_review,Pareto Local Search,14,analytic_ref1p05_unclipped,1.0500000000,0,0.0071945431,0,0,0,40,b1a11c9e473bff30bb2ab830092f3701a61941d57725921f2e9e1a65df177f99
matched_evaluation,reliability_prioritized_review,Pareto Local Search,14,analytic_ref1p1_unclipped,1.1000000000,0,0.0214384245,0,0,0,40,b1a11c9e473bff30bb2ab830092f3701a61941d57725921f2e9e1a65df177f99
matched_evaluation,reliability_prioritized_review,Pareto Local Search,14,analytic_ref1p2_unclipped,1.2000000000,0,0.0794660607,0,0,0,40,b1a11c9e473bff30bb2ab830092f3701a61941d57725921f2e9e1a65df177f99
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,14,reported_empirical_ref1p1_clipped,1.1000000000,1,0.1505596381,0,0,0,39,2abb73077d4f909f23f83271e9f67ec33c9888016eb10f5d59b7af241ba9fb3a
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,14,reported_empirical_ref1p1_unclipped,1.1000000000,0,0.1505596381,0,0,0,39,2abb73077d4f909f23f83271e9f67ec33c9888016eb10f5d59b7af241ba9fb3a
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,14,expanded_empirical_ref1p1_unclipped,1.1000000000,0,0.1959438016,0,0,0,39,2abb73077d4f909f23f83271e9f67ec33c9888016eb10f5d59b7af241ba9fb3a
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,14,analytic_ref1p05_unclipped,1.0500000000,0,0.0088253308,0,0,0,39,2abb73077d4f909f23f83271e9f67ec33c9888016eb10f5d59b7af241ba9fb3a
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,14,analytic_ref1p1_unclipped,1.1000000000,0,0.0251185916,0,0,0,39,2abb73077d4f909f23f83271e9f67ec33c9888016eb10f5d59b7af241ba9fb3a
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,14,analytic_ref1p2_unclipped,1.2000000000,0,0.0887833436,0,0,0,39,2abb73077d4f909f23f83271e9f67ec33c9888016eb10f5d59b7af241ba9fb3a
matched_evaluation,reliability_prioritized_review,NSGA-II,14,reported_empirical_ref1p1_clipped,1.1000000000,1,0.1705194889,6,0,6,39,6791693c8cd07ef06ea36a348c7abb34ea7c429eb680624d9dc67f4a2a7ba5c5
matched_evaluation,reliability_prioritized_review,NSGA-II,14,reported_empirical_ref1p1_unclipped,1.1000000000,0,0.2138147233,6,0,6,39,6791693c8cd07ef06ea36a348c7abb34ea7c429eb680624d9dc67f4a2a7ba5c5
matched_evaluation,reliability_prioritized_review,NSGA-II,14,expanded_empirical_ref1p1_unclipped,1.1000000000,0,0.2623162933,1,0,1,39,6791693c8cd07ef06ea36a348c7abb34ea7c429eb680624d9dc67f4a2a7ba5c5
matched_evaluation,reliability_prioritized_review,NSGA-II,14,analytic_ref1p05_unclipped,1.0500000000,0,0.0088825631,0,0,0,39,6791693c8cd07ef06ea36a348c7abb34ea7c429eb680624d9dc67f4a2a7ba5c5
matched_evaluation,reliability_prioritized_review,NSGA-II,14,analytic_ref1p1_unclipped,1.1000000000,0,0.0255356546,0,0,0,39,6791693c8cd07ef06ea36a348c7abb34ea7c429eb680624d9dc67f4a2a7ba5c5
matched_evaluation,reliability_prioritized_review,NSGA-II,14,analytic_ref1p2_unclipped,1.2000000000,0,0.0910103606,0,0,0,39,6791693c8cd07ef06ea36a348c7abb34ea7c429eb680624d9dc67f4a2a7ba5c5
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,15,reported_empirical_ref1p1_clipped,1.1000000000,1,0.1735576067,3,0,3,38,33d6be11858132972cc44dd620dc6448e585c5f1d3f0ea46f92fa99c39056b83
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,15,reported_empirical_ref1p1_unclipped,1.1000000000,0,0.2005086691,3,0,3,38,33d6be11858132972cc44dd620dc6448e585c5f1d3f0ea46f92fa99c39056b83
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,15,expanded_empirical_ref1p1_unclipped,1.1000000000,0,0.2463221691,0,0,0,38,33d6be11858132972cc44dd620dc6448e585c5f1d3f0ea46f92fa99c39056b83
matched_evaluation,reliability_prioritized_review,BiLo-NSGA,15,analytic_ref1p05_unclipped,1.0500000000,0,0.0091538246,0,0,0,38,33d6be11858132972cc44dd620dc6448e585c5f1d3f0ea46f92fa99c39056b83
