protocol,scenario,method,seed_index,seed_value,execution_order_within_seed,candidate_pool_size,budget,hypervolume,search_runtime_s,total_run_runtime_s,target_search_runtime_s,deadline_overshoot_s,population_objective_evaluations,local_proposal_evaluations,total_evaluation_units,accepted_local_moves,repair_drops,generations_or_steps,final_population_size,final_population_feasibility_rate,feasible_front_nonempty,feasible_front_size,front_objectives_sha256
matched_evaluation,local_move_explainability,Pareto Local Search,5,940832,0,120,1020.0000000000,0.1467162227,0.2677234000,0.2692687000,nan,nan,40,3160,3200,0,126,3160,40,1.0000000000,1,40,3224115300b8811c4be5cc8e47e8e600586f572e8062fa92e63decf243e87d72
matched_evaluation,local_move_explainability,BiLo-NSGA,5,940832,1,120,1020.0000000000,0.1739459214,0.1187195000,0.1204283000,nan,nan,850,2350,3200,1897,499,21,40,1.0000000000,1,39,c76987f2cd23a4cd7205f5ed81a578a004ed0470fd4e53ede51622eb2201b710
matched_evaluation,local_move_explainability,NSGA-II,5,940832,2,120,1020.0000000000,0.1714163988,0.2035671000,0.2058627000,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,37,fc52ec10753f8708ea9dbe0432eca59f6f9e500343621159f9eb118c946f5c7d
matched_evaluation,local_move_explainability,BiLo-NSGA,6,948751,0,120,1020.0000000000,0.1780882990,0.1185800000,0.1203213000,nan,nan,880,2320,3200,1812,603,21,40,1.0000000000,1,38,08ee0af02000d222f745a7a2e8fc6d2dd1ed797a3bd76b56ffc432e6225d7bb4
matched_evaluation,local_move_explainability,NSGA-II,6,948751,1,120,1020.0000000000,0.1754864583,0.2002546000,0.2016829000,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,37,81787b012712353bcd7b0f5e637334038e35e37545927e6c7a680593b20b839c
matched_evaluation,local_move_explainability,Pareto Local Search,6,948751,2,120,1020.0000000000,0.1432759750,0.2639349999,0.2658355000,nan,nan,40,3160,3200,0,112,3160,40,1.0000000000,1,40,75e3557934c8c3551c07c59f7c2b4666a3de754f7812f117cfda72dec0ef8552
matched_evaluation,local_move_explainability,NSGA-II,7,956670,0,120,1020.0000000000,0.1763408810,0.2008175000,0.2022885000,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,39,55b4a9cf43298cd0705ebb30d23b41b8a858daa21342d5832b885ef18bdb69a8
matched_evaluation,local_move_explainability,Pareto Local Search,7,956670,1,120,1020.0000000000,0.0892635752,0.2621982000,0.2638919000,nan,nan,40,3160,3200,0,149,3160,40,1.0000000000,1,40,6f6803ac0e20ab1889cf5b674422a56d0a53ea7b21f84f86960ef1bad0964e8c
matched_evaluation,local_move_explainability,BiLo-NSGA,7,956670,2,120,1020.0000000000,0.1634724890,0.1177243000,0.1193842000,nan,nan,840,2360,3200,1920,434,20,40,1.0000000000,1,38,16d7d83e2313b45efea984bd385becb69a19a4429af3be3131a13006e8c49c71
matched_evaluation,local_move_explainability,Pareto Local Search,8,964589,0,120,1020.0000000000,0.1134368130,0.2681140000,0.2697486000,nan,nan,40,3160,3200,0,149,3160,40,1.0000000000,1,40,1f62580548d781a7954cdcf678f9d36fa9510c09877337c9f3136fbbe7f9412f
matched_evaluation,local_move_explainability,BiLo-NSGA,8,964589,1,120,1020.0000000000,0.1756553342,0.1189551001,0.1207118001,nan,nan,880,2320,3200,1853,580,21,40,1.0000000000,1,39,d3940aadfbbfbecb1f5b0730d3510eed07da47cd9ca68f2d0e5c761d0e436cc6
matched_evaluation,local_move_explainability,NSGA-II,8,964589,2,120,1020.0000000000,0.1741694064,0.1978316000,0.1993278001,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,38,b34b5b09e23180edcbaede4f81c9f05e184cdd2a7cccc035858f5c41c31253a4
matched_evaluation,local_move_explainability,BiLo-NSGA,9,972508,0,120,1020.0000000000,0.1521529219,0.1200168000,0.1218618000,nan,nan,920,2280,3200,1791,587,22,40,1.0000000000,1,39,8533a9f9789b5347c48d00f54698a8645162a9f5ed1a3a37391d68c05a3f4abf
matched_evaluation,local_move_explainability,NSGA-II,9,972508,1,120,1020.0000000000,0.1751272697,0.1968491001,0.1984938000,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,38,5a57ecd91a15bf6ad3874e21bc847ca22f0818a819eb2fc951b311e33b9c7c83
matched_evaluation,local_move_explainability,Pareto Local Search,9,972508,2,120,1020.0000000000,0.1284981485,0.2658489001,0.2678386001,nan,nan,40,3160,3200,0,182,3160,40,1.0000000000,1,40,3957df4b698dd911ef10fdfaeb8ba06b7578c9e8911392f1dc505d34d3c80254
matched_evaluation,local_move_explainability,NSGA-II,10,980427,0,120,1020.0000000000,0.1736347892,0.2001313000,0.2014638999,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,37,9f39d5d876a62a3f2a42d76ffcc8406b53a15825198932315177dbcb52f53449
matched_evaluation,local_move_explainability,Pareto Local Search,10,980427,1,120,1020.0000000000,0.1139126336,0.2623616999,0.2640265999,nan,nan,40,3160,3200,0,155,3160,40,1.0000000000,1,40,20acb22d1f27b26ba9498902c913613eeeb136e51b704c4198ea3f9ade65be7c
matched_evaluation,local_move_explainability,BiLo-NSGA,10,980427,2,120,1020.0000000000,0.1557596791,0.1197920999,0.1227369000,nan,nan,866,2334,3200,1868,534,21,40,1.0000000000,1,39,b43f2036f8f00e3c60e333718e06ad07230dce3549dc0d9208147caeb6922f45
matched_evaluation,local_move_explainability,Pareto Local Search,11,988346,0,120,1020.0000000000,0.1135082753,0.2653270999,0.2671020000,nan,nan,40,3160,3200,0,203,3160,40,1.0000000000,1,40,48468b4b731378144e05907570d092311e3acbed3853b725fbe23a5502591df2
matched_evaluation,local_move_explainability,BiLo-NSGA,11,988346,1,120,1020.0000000000,0.1595217173,0.1208675000,0.1225163999,nan,nan,880,2320,3200,1824,638,21,40,1.0000000000,1,39,4cdda8ff1e05be7238eb6b1de36447f96fd7c14265156ff7c09f0bbc67a2b2fd
matched_evaluation,local_move_explainability,NSGA-II,11,988346,2,120,1020.0000000000,0.1742446225,0.2006597000,0.2022310001,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,39,643bc7066fdc937fad0c3bf635c9edc2e22c16b062a6b1c0a9baa8e6f9f1e93d
matched_evaluation,local_move_explainability,BiLo-NSGA,12,996265,0,120,1020.0000000000,0.1678949650,0.1194930000,0.1211972999,nan,nan,840,2360,3200,1921,656,20,40,1.0000000000,1,38,523d2e22b7ba0086b392fee29e47de8b4f37035882bfdfed7beddfc219334188
matched_evaluation,local_move_explainability,NSGA-II,12,996265,1,120,1020.0000000000,0.1738297209,0.2033163001,0.2049712001,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,39,68287dba7a96fdf476b144971d2c282ef4278da037a0ced526aa77f1a505b9ad
matched_evaluation,local_move_explainability,Pareto Local Search,12,996265,2,120,1020.0000000000,0.1343585272,0.2725482001,0.2741777000,nan,nan,40,3160,3200,0,165,3160,40,1.0000000000,1,40,a69ee168e37baab7c786a025229acd4b68f9a532b5f7f3a5a9bdcd645d6ab194
matched_evaluation,local_move_explainability,NSGA-II,13,1004184,0,120,1020.0000000000,0.1744352952,0.2082392999,0.2100098000,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,39,87c21a62ec2123f644ef33d932aa0269d836a699725b91a1f922dfaa0cfc1285
matched_evaluation,local_move_explainability,Pareto Local Search,13,1004184,1,120,1020.0000000000,0.1112784214,0.2628412000,0.2648763000,nan,nan,40,3160,3200,0,191,3160,40,1.0000000000,1,40,d10e0f92fedd4d6c9a0db51b4e4a78b007c370abdad2840993d7ada31cb3cf6b
matched_evaluation,local_move_explainability,BiLo-NSGA,13,1004184,2,120,1020.0000000000,0.1575725381,0.1206940000,0.1224029000,nan,nan,856,2344,3200,1888,546,21,40,1.0000000000,1,39,560761cad667ea87ff7af5becd8b7fdf1ce95c2b95781d9a195aa6f5761e376a
matched_evaluation,local_move_explainability,Pareto Local Search,14,1012103,0,120,1020.0000000000,0.1298512046,0.2759807000,0.2777928000,nan,nan,40,3160,3200,0,145,3160,40,1.0000000000,1,40,759feae4a9a577997ac33034341e096fd95ff7eb13121c188e0ff2687e7e7303
matched_evaluation,local_move_explainability,BiLo-NSGA,14,1012103,1,120,1020.0000000000,0.1774019898,0.1178124000,0.1195456000,nan,nan,880,2320,3200,1872,571,21,40,1.0000000000,1,39,e58413f9930a8bcd40274c601669f2071e58210b519008c745e039f7d54105da
matched_evaluation,local_move_explainability,NSGA-II,14,1012103,2,120,1020.0000000000,0.1747839819,0.1966410001,0.1985253000,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,39,ddd0d33b14f84cb31edd2573eed4f3826c6f7bb7e00f65bc14024b3acfd2801a
matched_evaluation,local_move_explainability,BiLo-NSGA,15,1020022,0,120,1020.0000000000,0.1789360181,0.1182161000,0.1200138000,nan,nan,878,2322,3200,1879,535,21,40,1.0000000000,1,39,c42eaec985a270c81296bf4d8ef353964426bbd39c2340fadf8f1b355a7d6cb3
matched_evaluation,local_move_explainability,NSGA-II,15,1020022,1,120,1020.0000000000,0.1736017103,0.1992478000,0.2006881000,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,38,597a10c65eb397cb1968d288ed27a5f33ce4cf92f23001f1854b5b6cddb06343
matched_evaluation,local_move_explainability,Pareto Local Search,15,1020022,2,120,1020.0000000000,0.1275514198,0.2644237000,0.2664543999,nan,nan,40,3160,3200,0,196,3160,40,1.0000000000,1,40,7fbf4f26d85cca3a17a543fdb0820fb264b810b36d2a6ceba1265218063c1f66
matched_evaluation,local_move_explainability,NSGA-II,16,1027941,0,120,1020.0000000000,0.1741796411,0.1999051000,0.2014648000,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,39,a8d5f5b8ed56c4df29cdc13b0d84dffa7a615717281def4cdd5de501ad732555
matched_evaluation,local_move_explainability,Pareto Local Search,16,1027941,1,120,1020.0000000000,0.1047632924,0.2696075999,0.2712013000,nan,nan,40,3160,3200,0,186,3160,40,1.0000000000,1,40,28531f5746542ec44dfd1d49b2364c86e2959e9f5d0e8e82c2078f78ac3101b5
matched_evaluation,local_move_explainability,BiLo-NSGA,16,1027941,2,120,1020.0000000000,0.1416378752,0.1201254999,0.1218068999,nan,nan,840,2360,3200,1920,633,20,40,1.0000000000,1,39,5947b1b6609157fe20834c0a67335ec4df69c7941ca4bff4b64023b5ec91cbb8
matched_evaluation,local_move_explainability,Pareto Local Search,17,1035860,0,120,1020.0000000000,0.1206300538,0.2712665000,0.2727704000,nan,nan,40,3160,3200,0,157,3160,40,1.0000000000,1,40,0add4b28570f77599ece2fa791c19a042fd1d79fd8529fd41c9f05ed8103ac85
matched_evaluation,local_move_explainability,BiLo-NSGA,17,1035860,1,120,1020.0000000000,0.1439331803,0.1200862000,0.1217880000,nan,nan,880,2320,3200,1859,589,21,40,1.0000000000,1,39,55d8cbaf487da1d6a82b06257b024ff3118cbec8e839bd2128dc5e91f827f8c8
matched_evaluation,local_move_explainability,NSGA-II,17,1035860,2,120,1020.0000000000,0.1756299948,0.2027755000,0.2044090000,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,38,b58d1430999868871a36604cacf700c7c54ff9cc8b5673ce904269c0fb123a15
matched_evaluation,local_move_explainability,BiLo-NSGA,18,1043779,0,120,1020.0000000000,0.1686216523,0.1199725000,0.1217783000,nan,nan,880,2320,3200,1856,554,21,40,1.0000000000,1,39,fada74042e4e79f0c13b961b4ee4742c02808c915888b3ac8a4a6063bc55efb1
matched_evaluation,local_move_explainability,NSGA-II,18,1043779,1,120,1020.0000000000,0.1726334608,0.2008902000,0.2024030001,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,39,673d70d37529e804389a788a84a766fffbbd5980d7ba4370960e639543b490ca
matched_evaluation,local_move_explainability,Pareto Local Search,18,1043779,2,120,1020.0000000000,0.1544428997,0.2625976000,0.2643227000,nan,nan,40,3160,3200,0,167,3160,40,1.0000000000,1,40,3753fdde0961e181c1f4aab070769c4d77f66dfc31f523214eab85e25da307e8
matched_evaluation,local_move_explainability,NSGA-II,19,1051698,0,120,1020.0000000000,0.1732346831,0.2037788000,0.2054082999,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,39,e0246eb22e48e8dec9a4105768d5a71dc48edb767ad60c66c665ae3e2e19880e
matched_evaluation,local_move_explainability,Pareto Local Search,19,1051698,1,120,1020.0000000000,0.0947484291,0.2614336000,0.2632734999,nan,nan,40,3160,3200,0,168,3160,40,1.0000000000,1,40,e7d67fa9b4a3e16b107fc36dc0c52b58af2a8187e7e411b1d887f914562b1b1f
matched_evaluation,local_move_explainability,BiLo-NSGA,19,1051698,2,120,1020.0000000000,0.1766885944,0.1202325999,0.1220893000,nan,nan,880,2320,3200,1858,547,21,40,1.0000000000,1,39,2f872b8fa4a417373d6c266aef6e4c45d41131b17e22592dfc1fd2c8703aa1d6
matched_evaluation,local_move_explainability,Pareto Local Search,20,1059617,0,120,1020.0000000000,0.1046497855,0.2611338999,0.2628405000,nan,nan,40,3160,3200,0,183,3160,40,1.0000000000,1,40,2ee5f6db00d3de020a88bb0814ee2c09d0b6aafc3726ca275e7281ce14930b92
matched_evaluation,local_move_explainability,BiLo-NSGA,20,1059617,1,120,1020.0000000000,0.1552350149,0.1199090000,0.1215268000,nan,nan,840,2360,3200,1932,524,20,40,1.0000000000,1,38,44d56be14a3091bb3bbcb96955fb4b328a2e2e316c751f40964627d87cbd1dfb
matched_evaluation,local_move_explainability,NSGA-II,20,1059617,2,120,1020.0000000000,0.1734563420,0.2005776000,0.2024015000,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,38,289866bbb8f6de98c4279cee71c66151d976fec1a778aab166d8622b1be7c1ff
matched_evaluation,local_move_explainability,BiLo-NSGA,21,1067536,0,120,1020.0000000000,0.1601774759,0.1187609000,0.1202887000,nan,nan,880,2320,3200,1835,597,21,40,1.0000000000,1,39,aa51caab77058dcddf365e0b399069d192b4d15924a925b09a8b931727b9627e
matched_evaluation,local_move_explainability,NSGA-II,21,1067536,1,120,1020.0000000000,0.1747222788,0.1984040000,0.1997583000,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,38,946046cf9a564a56653152459e897a20f06aeb79687d14685c219718e31c15b2
matched_evaluation,local_move_explainability,Pareto Local Search,21,1067536,2,120,1020.0000000000,0.1211531393,0.2618036000,0.2635160000,nan,nan,40,3160,3200,0,238,3160,40,1.0000000000,1,40,2da2e9c445335fed032cae028cf8c893a12acdec326c64c505d91072b22a33e5
matched_evaluation,local_move_explainability,NSGA-II,22,1075455,0,120,1020.0000000000,0.1727996662,0.1969766000,0.1986508999,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,39,291af76a6afe9b39146264cf818a94a115eab711740bce195610caa430c5fba0
matched_evaluation,local_move_explainability,Pareto Local Search,22,1075455,1,120,1020.0000000000,0.1284487395,0.2625586999,0.2641154999,nan,nan,40,3160,3200,0,173,3160,40,1.0000000000,1,40,042f12fbfc711f5d9c787b17769dc22bcf150798c06881dac3ffce029673394a
matched_evaluation,local_move_explainability,BiLo-NSGA,22,1075455,2,120,1020.0000000000,0.1681452792,0.1195959999,0.1212286000,nan,nan,880,2320,3200,1856,557,21,40,1.0000000000,1,39,7001fa299aa7e34aed36077bd7984257b3d57b6b5fd11fa142ed8d3883d08fe7
matched_evaluation,local_move_explainability,Pareto Local Search,23,1083374,0,120,1020.0000000000,0.1060794454,0.2599055000,0.2617630000,nan,nan,40,3160,3200,0,241,3160,40,1.0000000000,1,40,8c77e831dd1874b605acb48300085721ab3b174cfe24c9c207d246aa1af4f76e
matched_evaluation,local_move_explainability,BiLo-NSGA,23,1083374,1,120,1020.0000000000,0.1709186776,0.1194066000,0.1211622000,nan,nan,844,2356,3200,1898,608,21,40,1.0000000000,1,39,484c42ccf4dc447617243383dd9abfbec3ce5525e92ab9439998ed8744410435
matched_evaluation,local_move_explainability,NSGA-II,23,1083374,2,120,1020.0000000000,0.1730724809,0.1994720000,0.2026276999,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,38,07dc720118ddaf6f8c34b0584c4802184c34b3614ea0331da31819d796175250
matched_evaluation,local_move_explainability,BiLo-NSGA,24,1091293,0,120,1020.0000000000,0.1781117252,0.1203479000,0.1220714999,nan,nan,880,2320,3200,1844,654,21,40,1.0000000000,1,39,f595ef3bcae026cb815b27c5448acbc4a4b9545e67a35097fc72b74d43655499
matched_evaluation,local_move_explainability,NSGA-II,24,1091293,1,120,1020.0000000000,0.1735092642,0.1994777001,0.2015945000,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,37,f1695e04ac13f5e1f6525cba627471665bb373bef053f9c0dc0490f53efd7fc2
matched_evaluation,local_move_explainability,Pareto Local Search,24,1091293,2,120,1020.0000000000,0.1204574968,0.2622204999,0.2641181999,nan,nan,40,3160,3200,0,208,3160,40,1.0000000000,1,40,bdca0c28a430448cc420a795619e43fe0b4ce15706dceae9db7ad5cba31c80eb
matched_evaluation,local_move_explainability,NSGA-II,25,1099212,0,120,1020.0000000000,0.1743308419,0.1998028000,0.2012626000,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,39,bb8e9ae78babdb127ab3806f75134d2685b3a0c6427582080a7560285abed308
matched_evaluation,local_move_explainability,Pareto Local Search,25,1099212,1,120,1020.0000000000,0.1089664253,0.2668387000,0.2686102000,nan,nan,40,3160,3200,0,187,3160,40,1.0000000000,1,40,b98301762bd37509404846c9eb89645daac169ad3cc871f529e71bc016e521e5
matched_evaluation,local_move_explainability,BiLo-NSGA,25,1099212,2,120,1020.0000000000,0.1779188083,0.1267771000,0.1286368000,nan,nan,880,2320,3200,1863,605,21,40,1.0000000000,1,39,a4a01741e80f3213dafa71a3d552c44384ec1f1c37178464c3344c2ca664cb2f
matched_evaluation,local_move_explainability,Pareto Local Search,26,1107131,0,120,1020.0000000000,0.1197093248,0.2660111000,0.2694639000,nan,nan,40,3160,3200,0,159,3160,40,1.0000000000,1,40,96661efbd638d22b1215fa71dc0f8d5c4519f706a8605ad0b19f66e219b6f393
matched_evaluation,local_move_explainability,BiLo-NSGA,26,1107131,1,120,1020.0000000000,0.1554429495,0.1201844000,0.1218587001,nan,nan,840,2360,3200,1912,481,20,40,1.0000000000,1,38,1237af31f886c1d2542685b04ea493b3dbddc4366c34ec749e78e6c4751bd770
matched_evaluation,local_move_explainability,NSGA-II,26,1107131,2,120,1020.0000000000,0.1745034474,0.1984228001,0.1999357000,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,39,19f7d7ec2ad71a88d9201bc38a40e7c46f94085f2ff9642ae412e3974eb6089e
matched_evaluation,local_move_explainability,BiLo-NSGA,27,1115050,0,120,1020.0000000000,0.1324081400,0.1215774000,0.1232551001,nan,nan,851,2349,3200,1912,669,21,40,1.0000000000,1,39,64f7cdbea5b13a4f9452829c22fa696e632de486b90fece52ca6d93b46555540
matched_evaluation,local_move_explainability,NSGA-II,27,1115050,1,120,1020.0000000000,0.1738260568,0.2018544000,0.2035537000,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,40,f2c6fc891ef4d93ba4a9bb16fe51dffa660fc9c8b7587801029d2e71c67909f2
matched_evaluation,local_move_explainability,Pareto Local Search,27,1115050,2,120,1020.0000000000,0.1163251974,0.2591423000,0.2609899000,nan,nan,40,3160,3200,0,214,3160,40,1.0000000000,1,40,cd1f17d7d1655a71056ce1c343a58614626170afc484aa5fdfd67b43f454057f
matched_evaluation,local_move_explainability,NSGA-II,28,1122969,0,120,1020.0000000000,0.1754812402,0.1992721000,0.2008753000,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,38,5e5c1a8b07fcad2bd00ca70385d2156c058f6f5335bc8eab170e1405fe40f36d
matched_evaluation,local_move_explainability,Pareto Local Search,28,1122969,1,120,1020.0000000000,0.1194098129,0.2662517000,0.2678750000,nan,nan,40,3160,3200,0,163,3160,40,1.0000000000,1,40,4df331ed05ab75169f5e51ce7aff49c1920154a9c366bbfe68111fe86596441d
matched_evaluation,local_move_explainability,BiLo-NSGA,28,1122969,2,120,1020.0000000000,0.1777791692,0.1218341000,0.1233638000,nan,nan,880,2320,3200,1846,642,21,40,1.0000000000,1,39,abe1a4582f4c20dd6583d0b88fdbdd6569babe42d6930db755e8bd2e8674722b
matched_evaluation,local_move_explainability,Pareto Local Search,29,1130888,0,120,1020.0000000000,0.1514912995,0.2634248000,0.2649695000,nan,nan,40,3160,3200,0,221,3160,40,1.0000000000,1,40,bf9a1367e15daaba14e03249bac076ba89eee0a31882e58c9d8b789bbf28e8cf
matched_evaluation,local_move_explainability,BiLo-NSGA,29,1130888,1,120,1020.0000000000,0.1774306913,0.1244725001,0.1261488000,nan,nan,880,2320,3200,1874,610,21,40,1.0000000000,1,39,9931e01b8ed7d0f269289ce664fcfd4e9ce88527f5c0539797db20255f095571
matched_evaluation,local_move_explainability,NSGA-II,29,1130888,2,120,1020.0000000000,0.1751659987,0.2017492000,0.2048263999,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,39,7f934dcc2ed4b158c1d26e4b5811fd2a2b25ebec705cbb3781706dd0761166ed
matched_evaluation,ranking_robustness,BiLo-NSGA,0,900327,0,120,1020.0000000000,0.1710932879,0.1210742999,0.1226398000,nan,nan,867,2333,3200,1890,734,21,40,1.0000000000,1,38,c9f4e814b6fdec0af16e154bc5e1b92d5a48caa29c4ae9877dbbd2be176dd538
matched_evaluation,ranking_robustness,NSGA-II,0,900327,1,120,1020.0000000000,0.1755644383,0.2000836000,0.2025791000,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,39,ee34bb176335813330d8cf274b0f798c12ffbc1d8f6863a40a057156d96f4aec
matched_evaluation,ranking_robustness,Pareto Local Search,0,900327,2,120,1020.0000000000,0.1077442378,0.2607428000,0.2622345000,nan,nan,40,3160,3200,0,235,3160,40,1.0000000000,1,40,33536f3cd248352065e4298471c48905e4edff0bc671a5050b20a6b34bdc0bb5
matched_evaluation,ranking_robustness,NSGA-II,1,908246,0,120,1020.0000000000,0.1759168030,0.1974186000,0.1991418999,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,39,4c7cf991c11f5253df6bc39e428697dc712ac0e25ce952436550dc417ca5f0ee
matched_evaluation,ranking_robustness,Pareto Local Search,1,908246,1,120,1020.0000000000,0.1090369250,0.2713191999,0.2729973999,nan,nan,40,3160,3200,0,145,3160,40,1.0000000000,1,40,16cba1613a18fe5ee09e041159664e16ede2d41d7cdb67ef5ab082f15f597261
matched_evaluation,ranking_robustness,BiLo-NSGA,1,908246,2,120,1020.0000000000,0.1728467434,0.1223177999,0.1240886999,nan,nan,880,2320,3200,1839,498,21,40,1.0000000000,1,38,4463561289f2ea121f6b45a332e201059b63a96cf895862bfdce99a47c9d3aa0
matched_evaluation,ranking_robustness,Pareto Local Search,2,916165,0,120,1020.0000000000,0.1151095446,0.2703250000,0.2724871001,nan,nan,40,3160,3200,0,226,3160,40,1.0000000000,1,40,75287410d40e32c1ab2c0bce4ab31c9b611d3eab18c0df596f9a1e43dd49c1ee
matched_evaluation,ranking_robustness,BiLo-NSGA,2,916165,1,120,1020.0000000000,0.1625303502,0.1215321000,0.1231509000,nan,nan,880,2320,3200,1869,648,21,40,1.0000000000,1,39,9dcf6c0804c53e6eda14aa1a4ee2c2d82d7b7582539a694392ef72d91bbfbe42
matched_evaluation,ranking_robustness,NSGA-II,2,916165,2,120,1020.0000000000,0.1730981351,0.2032000000,0.2046929001,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,38,63047b9b30b820839532b4007c787d6e8a11d1fc7c19ba3a433c27db6a55c93b
matched_evaluation,ranking_robustness,BiLo-NSGA,3,924084,0,120,1020.0000000000,0.1735612592,0.1198160000,0.1219822001,nan,nan,866,2334,3200,1883,528,21,40,1.0000000000,1,39,820056c521ae391ab2c691a6ecdebf4ce05b6af439f7ff046c81f7f41efbdc4e
matched_evaluation,ranking_robustness,NSGA-II,3,924084,1,120,1020.0000000000,0.1749350336,0.2003941000,0.2020991000,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,38,96b7211c362e16526b348fe1fc4963e20aae00b34babdcf048793ac0ccb97707
matched_evaluation,ranking_robustness,Pareto Local Search,3,924084,2,120,1020.0000000000,0.1136977004,0.2615069001,0.2632087000,nan,nan,40,3160,3200,0,125,3160,40,1.0000000000,1,40,928fcb4fff320a1243e9f757d4ea405308be65091e9897df656ef5c321d6813a
matched_evaluation,ranking_robustness,NSGA-II,4,932003,0,120,1020.0000000000,0.1733486546,0.2036055999,0.2050253999,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,37,c488e16d48664f9a8f2b2d4bc0d0928bc57278a4d6a348a7b7604125f8b52c40
matched_evaluation,ranking_robustness,Pareto Local Search,4,932003,1,120,1020.0000000000,0.1192421591,0.2636654000,0.2653822000,nan,nan,40,3160,3200,0,226,3160,40,1.0000000000,1,40,053003be3c0881908e06ef35ebb42b958cbb59a1bcd92924fd9087d576e91ce0
matched_evaluation,ranking_robustness,BiLo-NSGA,4,932003,2,120,1020.0000000000,0.1729862987,0.1190618000,0.1207166000,nan,nan,880,2320,3200,1838,589,21,40,1.0000000000,1,39,423b0935f689d02d83d360815fe722a6de607ffb5a943c0428812ee8b2e04485
matched_evaluation,ranking_robustness,Pareto Local Search,5,939922,0,120,1020.0000000000,0.0976509176,0.2590946000,0.2606170001,nan,nan,40,3160,3200,0,185,3160,40,1.0000000000,1,40,e8039b44d194b0d022ccb22d37e6bc19aea437ae03b3ee84b556afcb531f517c
matched_evaluation,ranking_robustness,BiLo-NSGA,5,939922,1,120,1020.0000000000,0.1430542665,0.1202410000,0.1218449000,nan,nan,880,2320,3200,1828,592,21,40,1.0000000000,1,37,ba502330a2924b7797823fe55ebb7bf19fe07e9990440c96aab09acb6ee04b13
matched_evaluation,ranking_robustness,NSGA-II,5,939922,2,120,1020.0000000000,0.1749228210,0.2024545000,0.2040908000,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,39,4421bc66ab805207f0a3b5b4ed702dc92fe98f3ef75b71bfa7a9f5e1fbb9297b
matched_evaluation,ranking_robustness,BiLo-NSGA,6,947841,0,120,1020.0000000000,0.1578276224,0.1239029000,0.1254294000,nan,nan,840,2360,3200,1926,546,20,40,1.0000000000,1,38,46ce97124ddcae732b6ba4904eca71049212c2d8c428cd190314f0ad8c9bd9b1
matched_evaluation,ranking_robustness,NSGA-II,6,947841,1,120,1020.0000000000,0.1741355202,0.1978005001,0.1992996001,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,38,a4f620bf980a9dcd0544e19ce7a518205e078b4ea9ee9805293202fd76078033
matched_evaluation,ranking_robustness,Pareto Local Search,6,947841,2,120,1020.0000000000,0.1183037587,0.2655967000,0.2673781000,nan,nan,40,3160,3200,0,204,3160,40,1.0000000000,1,40,b4a3614ac759af27431e691a01d9c36fb33ef6339d306113c6f6bc3d3cc8a07a
matched_evaluation,ranking_robustness,NSGA-II,7,955760,0,120,1020.0000000000,0.1728267261,0.1963289999,0.1979617999,nan,nan,3200,0,3200,0,0,79,40,1.0000000000,1,39,a1ad65b403815c16776abb306465eaab064c6df91b340a30c6965faa94412b26
matched_evaluation,ranking_robustness,Pareto Local Search,7,955760,1,120,1020.0000000000,0.1118019731,0.2676996001,0.2694019000,nan,nan,40,3160,3200,0,169,3160,40,1.0000000000,1,40,2c1394ab768eee2a0bba5cc27cff4bf5f674a0e5b7029a2519f568540ac08a4f
matched_evaluation,ranking_robustness,BiLo-NSGA,7,955760,2,120,1020.0000000000,0.1728548047,0.1213774000,0.1233112001,nan,nan,880,2320,3200,1843,639,21,40,1.0000000000,1,37,31329e0ef2ed26d361e553dfb9249ac83144264e18e1078c4968ee74111a7e19
