cell,factor,scenario,seed_index,seed_value,local_depth,local_violation_penalty,dependency_group_order_bonus,hypervolume,search_runtime_s,population_objective_evaluations,local_proposal_evaluations,total_evaluation_units,final_population_feasibility_rate,feasible_front_size,source
bonus_1p00,dependency_group_order_bonus,budget_constrained_selection,6,949797,8,10.0000000000,1.0000000000,0.1384520913,0.1201230000,920,2280,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,budget_constrained_selection,7,957716,8,10.0000000000,1.0000000000,0.1509340175,0.1199532000,960,2240,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,budget_constrained_selection,8,965635,8,10.0000000000,1.0000000000,0.1369812471,0.1193859000,915,2285,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,budget_constrained_selection,9,973554,8,10.0000000000,1.0000000000,0.1585700519,0.1216932001,951,2249,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,reliability_prioritized_review,0,900374,8,10.0000000000,1.0000000000,0.1722528909,0.1120897999,1001,2199,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,reliability_prioritized_review,1,908293,8,10.0000000000,1.0000000000,0.1721213564,0.1104017000,985,2215,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,reliability_prioritized_review,2,916212,8,10.0000000000,1.0000000000,0.1733366438,0.1107323000,1003,2197,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,reliability_prioritized_review,3,924131,8,10.0000000000,1.0000000000,0.1762623283,0.1141338999,1060,2140,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,reliability_prioritized_review,4,932050,8,10.0000000000,1.0000000000,0.1737855455,0.1129686000,1040,2160,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,reliability_prioritized_review,5,939969,8,10.0000000000,1.0000000000,0.1490939077,0.1132075001,1000,2200,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,reliability_prioritized_review,6,947888,8,10.0000000000,1.0000000000,0.1714897822,0.1177569000,1040,2160,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,reliability_prioritized_review,7,955807,8,10.0000000000,1.0000000000,0.1553467533,0.1118865000,1000,2200,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,reliability_prioritized_review,8,963726,8,10.0000000000,1.0000000000,0.1711600704,0.1132462000,1040,2160,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,reliability_prioritized_review,9,971645,8,10.0000000000,1.0000000000,0.1665338793,0.1146009000,1000,2200,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,renewable_accommodation_review,0,903147,8,10.0000000000,1.0000000000,0.1661582943,0.1025314000,840,2360,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,renewable_accommodation_review,1,911066,8,10.0000000000,1.0000000000,0.1719798384,0.1011513000,840,2360,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,renewable_accommodation_review,2,918985,8,10.0000000000,1.0000000000,0.1748173968,0.1029065000,880,2320,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,renewable_accommodation_review,3,926904,8,10.0000000000,1.0000000000,0.1564980769,0.1010380000,840,2360,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,renewable_accommodation_review,4,934823,8,10.0000000000,1.0000000000,0.1559096343,0.1004991999,840,2360,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,renewable_accommodation_review,5,942742,8,10.0000000000,1.0000000000,0.1605639669,0.1135315001,840,2360,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,renewable_accommodation_review,6,950661,8,10.0000000000,1.0000000000,0.1665676067,0.1025134999,853,2347,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,renewable_accommodation_review,7,958580,8,10.0000000000,1.0000000000,0.1701401114,0.1045060001,880,2320,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,renewable_accommodation_review,8,966499,8,10.0000000000,1.0000000000,0.1633760276,0.1034875000,842,2358,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,renewable_accommodation_review,9,974418,8,10.0000000000,1.0000000000,0.1544470416,0.0997543000,840,2360,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,dependency_constrained_review,0,901173,8,10.0000000000,1.0000000000,0.1711652869,0.1122625000,1033,2167,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,dependency_constrained_review,1,909092,8,10.0000000000,1.0000000000,0.1722995127,0.1127366000,1040,2160,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,dependency_constrained_review,2,917011,8,10.0000000000,1.0000000000,0.1686688743,0.1120125999,1035,2165,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,dependency_constrained_review,3,924930,8,10.0000000000,1.0000000000,0.1526593386,0.1173832000,960,2240,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,dependency_constrained_review,4,932849,8,10.0000000000,1.0000000000,0.1487487041,0.1119422000,1000,2200,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,dependency_constrained_review,5,940768,8,10.0000000000,1.0000000000,0.1735560330,0.1145406000,1040,2160,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,dependency_constrained_review,6,948687,8,10.0000000000,1.0000000000,0.1526927976,0.1111333000,1000,2200,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,dependency_constrained_review,7,956606,8,10.0000000000,1.0000000000,0.1691980798,0.1111743000,1063,2137,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,dependency_constrained_review,8,964525,8,10.0000000000,1.0000000000,0.1730105851,0.1112674000,1020,2180,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,dependency_constrained_review,9,972444,8,10.0000000000,1.0000000000,0.1712928457,0.1113695999,1080,2120,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,local_move_explainability,0,901237,8,10.0000000000,1.0000000000,0.1609331507,0.1180906000,897,2303,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,local_move_explainability,1,909156,8,10.0000000000,1.0000000000,0.1458344648,0.1193031000,840,2360,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,local_move_explainability,2,917075,8,10.0000000000,1.0000000000,0.1574883386,0.1188827000,896,2304,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,local_move_explainability,3,924994,8,10.0000000000,1.0000000000,0.1412664717,0.1198971000,840,2360,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,local_move_explainability,4,932913,8,10.0000000000,1.0000000000,0.1766709602,0.1180703001,880,2320,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,local_move_explainability,5,940832,8,10.0000000000,1.0000000000,0.1739459214,0.1182421000,850,2350,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,local_move_explainability,6,948751,8,10.0000000000,1.0000000000,0.1780882990,0.1170318000,880,2320,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,local_move_explainability,7,956670,8,10.0000000000,1.0000000000,0.1634724890,0.1184359000,840,2360,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,local_move_explainability,8,964589,8,10.0000000000,1.0000000000,0.1756553342,0.1182808001,880,2320,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,local_move_explainability,9,972508,8,10.0000000000,1.0000000000,0.1521529219,0.1179788000,920,2280,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,ranking_robustness,0,900327,8,10.0000000000,1.0000000000,0.1710932879,0.1195650999,867,2333,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,ranking_robustness,1,908246,8,10.0000000000,1.0000000000,0.1728467434,0.1183380000,880,2320,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,ranking_robustness,2,916165,8,10.0000000000,1.0000000000,0.1564869232,0.1229427001,880,2320,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,ranking_robustness,3,924084,8,10.0000000000,1.0000000000,0.1735612592,0.1221824000,866,2334,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,ranking_robustness,4,932003,8,10.0000000000,1.0000000000,0.1729862987,0.1191537000,880,2320,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,ranking_robustness,5,939922,8,10.0000000000,1.0000000000,0.1430542665,0.1279493001,880,2320,3200,1.0000000000,37,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,ranking_robustness,6,947841,8,10.0000000000,1.0000000000,0.1578276224,0.1190409999,840,2360,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,ranking_robustness,7,955760,8,10.0000000000,1.0000000000,0.1728548047,0.1209780000,880,2320,3200,1.0000000000,37,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,ranking_robustness,8,963679,8,10.0000000000,1.0000000000,0.1725578955,0.1216125001,880,2320,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,ranking_robustness,9,971598,8,10.0000000000,1.0000000000,0.1530609037,0.1178133000,880,2320,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,budget_sensitivity,0,901412,8,10.0000000000,1.0000000000,0.1322079798,0.1192815000,1000,2200,3200,1.0000000000,37,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,budget_sensitivity,1,909331,8,10.0000000000,1.0000000000,0.1473606957,0.1213725000,1040,2160,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,budget_sensitivity,2,917250,8,10.0000000000,1.0000000000,0.1341451077,0.1186593000,1000,2200,3200,1.0000000000,37,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,budget_sensitivity,3,925169,8,10.0000000000,1.0000000000,0.1192790391,0.1204965999,1000,2200,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,budget_sensitivity,4,933088,8,10.0000000000,1.0000000000,0.1496527535,0.1187314000,1040,2160,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,budget_sensitivity,5,941007,8,10.0000000000,1.0000000000,0.1604417814,0.1219618000,1000,2200,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,budget_sensitivity,6,948926,8,10.0000000000,1.0000000000,0.1351687828,0.1205434999,1040,2160,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,budget_sensitivity,7,956845,8,10.0000000000,1.0000000000,0.1359441572,0.1171360000,1000,2200,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,budget_sensitivity,8,964764,8,10.0000000000,1.0000000000,0.1508433923,0.1184856000,1000,2200,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,budget_sensitivity,9,972683,8,10.0000000000,1.0000000000,0.1473487580,0.1181103999,1013,2187,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,project_pool_scalability,0,901247,8,10.0000000000,1.0000000000,0.1763476429,0.1187118000,775,2425,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,project_pool_scalability,1,909166,8,10.0000000000,1.0000000000,0.1670562640,0.1153285999,800,2400,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,project_pool_scalability,2,917085,8,10.0000000000,1.0000000000,0.1619648062,0.1193430000,768,2432,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,project_pool_scalability,3,925004,8,10.0000000000,1.0000000000,0.1808478641,0.1209990000,840,2360,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,project_pool_scalability,4,932923,8,10.0000000000,1.0000000000,0.1820998731,0.1177750000,800,2400,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,project_pool_scalability,5,940842,8,10.0000000000,1.0000000000,0.1838348491,0.1194415999,800,2400,3200,1.0000000000,38,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,project_pool_scalability,6,948761,8,10.0000000000,1.0000000000,0.1679299507,0.1182611000,777,2423,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,project_pool_scalability,7,956680,8,10.0000000000,1.0000000000,0.1843830366,0.1193871001,772,2428,3200,1.0000000000,39,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,project_pool_scalability,8,964599,8,10.0000000000,1.0000000000,0.1814033479,0.1167950000,800,2400,3200,1.0000000000,37,new_stage_local_run
bonus_1p00,dependency_group_order_bonus,project_pool_scalability,9,972518,8,10.0000000000,1.0000000000,0.1516272312,0.1194013000,778,2422,3200,1.0000000000,38,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,budget_constrained_selection,0,902283,8,10.0000000000,1.1200000000,0.1453356936,0.1172974000,960,2240,3200,1.0000000000,38,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,budget_constrained_selection,1,910202,8,10.0000000000,1.1200000000,0.1452033191,0.1169268000,920,2280,3200,1.0000000000,38,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,budget_constrained_selection,2,918121,8,10.0000000000,1.1200000000,0.1677518636,0.1195598000,920,2280,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,budget_constrained_selection,3,926040,8,10.0000000000,1.1200000000,0.1455414348,0.1192763000,960,2240,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,budget_constrained_selection,4,933959,8,10.0000000000,1.1200000000,0.1441629945,0.1202628000,896,2304,3200,1.0000000000,38,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,budget_constrained_selection,5,941878,8,10.0000000000,1.1200000000,0.1479754643,0.1179913001,960,2240,3200,1.0000000000,38,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,budget_constrained_selection,6,949797,8,10.0000000000,1.1200000000,0.1384520913,0.1188327000,920,2280,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,budget_constrained_selection,7,957716,8,10.0000000000,1.1200000000,0.1509340175,0.1204846000,960,2240,3200,1.0000000000,38,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,budget_constrained_selection,8,965635,8,10.0000000000,1.1200000000,0.1369812471,0.1180821001,915,2285,3200,1.0000000000,38,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,budget_constrained_selection,9,973554,8,10.0000000000,1.1200000000,0.1585700519,0.1234606999,951,2249,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,reliability_prioritized_review,0,900374,8,10.0000000000,1.1200000000,0.1705758712,0.1161787000,1024,2176,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,reliability_prioritized_review,1,908293,8,10.0000000000,1.1200000000,0.1497386186,0.1112219000,989,2211,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,reliability_prioritized_review,2,916212,8,10.0000000000,1.1200000000,0.1642470410,0.1149476001,1013,2187,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,reliability_prioritized_review,3,924131,8,10.0000000000,1.1200000000,0.1496759864,0.1103344001,1035,2165,3200,1.0000000000,38,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,reliability_prioritized_review,4,932050,8,10.0000000000,1.1200000000,0.1713248926,0.1117850000,1007,2193,3200,1.0000000000,38,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,reliability_prioritized_review,5,939969,8,10.0000000000,1.1200000000,0.1724685929,0.1149953000,1040,2160,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,reliability_prioritized_review,6,947888,8,10.0000000000,1.1200000000,0.1728433491,0.1107372999,1040,2160,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,reliability_prioritized_review,7,955807,8,10.0000000000,1.1200000000,0.1535627757,0.1144831999,1000,2200,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,reliability_prioritized_review,8,963726,8,10.0000000000,1.1200000000,0.1729207203,0.1115431000,1003,2197,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,reliability_prioritized_review,9,971645,8,10.0000000000,1.1200000000,0.1653663771,0.1115322000,1000,2200,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,renewable_accommodation_review,0,903147,8,10.0000000000,1.1200000000,0.1661582943,0.1008873000,840,2360,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,renewable_accommodation_review,1,911066,8,10.0000000000,1.1200000000,0.1719798384,0.1019622000,840,2360,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,renewable_accommodation_review,2,918985,8,10.0000000000,1.1200000000,0.1748173968,0.1035324000,880,2320,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,renewable_accommodation_review,3,926904,8,10.0000000000,1.1200000000,0.1564980769,0.1013436000,840,2360,3200,1.0000000000,38,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,renewable_accommodation_review,4,934823,8,10.0000000000,1.1200000000,0.1559096343,0.1010366000,840,2360,3200,1.0000000000,38,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,renewable_accommodation_review,5,942742,8,10.0000000000,1.1200000000,0.1605639669,0.1011751000,840,2360,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,renewable_accommodation_review,6,950661,8,10.0000000000,1.1200000000,0.1665676067,0.1014115000,853,2347,3200,1.0000000000,38,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,renewable_accommodation_review,7,958580,8,10.0000000000,1.1200000000,0.1701401114,0.1016752000,880,2320,3200,1.0000000000,38,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,renewable_accommodation_review,8,966499,8,10.0000000000,1.1200000000,0.1633760276,0.1042626000,842,2358,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,renewable_accommodation_review,9,974418,8,10.0000000000,1.1200000000,0.1544470416,0.1014203001,840,2360,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,dependency_constrained_review,0,901173,8,10.0000000000,1.1200000000,0.1581069340,0.1112988000,1015,2185,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,dependency_constrained_review,1,909092,8,10.0000000000,1.1200000000,0.1732744869,0.1176218999,1026,2174,3200,1.0000000000,38,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,dependency_constrained_review,2,917011,8,10.0000000000,1.1200000000,0.1725775703,0.1153231999,1040,2160,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,dependency_constrained_review,3,924930,8,10.0000000000,1.1200000000,0.1718571227,0.1155291999,960,2240,3200,1.0000000000,38,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,dependency_constrained_review,4,932849,8,10.0000000000,1.1200000000,0.1722716593,0.1131186000,1000,2200,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,dependency_constrained_review,5,940768,8,10.0000000000,1.1200000000,0.1704881815,0.1139075999,1000,2200,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,dependency_constrained_review,6,948687,8,10.0000000000,1.1200000000,0.1697881047,0.1183091000,1035,2165,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,dependency_constrained_review,7,956606,8,10.0000000000,1.1200000000,0.1745367874,0.1106398000,1040,2160,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,dependency_constrained_review,8,964525,8,10.0000000000,1.1200000000,0.1717985521,0.1130551000,1000,2200,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,dependency_constrained_review,9,972444,8,10.0000000000,1.1200000000,0.1732254203,0.1151258000,1047,2153,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,local_move_explainability,0,901237,8,10.0000000000,1.1200000000,0.1609331507,0.1183107001,897,2303,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,local_move_explainability,1,909156,8,10.0000000000,1.1200000000,0.1458344648,0.1197679001,840,2360,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,local_move_explainability,2,917075,8,10.0000000000,1.1200000000,0.1574883386,0.1192295999,896,2304,3200,1.0000000000,38,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,local_move_explainability,3,924994,8,10.0000000000,1.1200000000,0.1412664717,0.1167839000,840,2360,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,local_move_explainability,4,932913,8,10.0000000000,1.1200000000,0.1766709602,0.1177093000,880,2320,3200,1.0000000000,38,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,local_move_explainability,5,940832,8,10.0000000000,1.1200000000,0.1739459214,0.1177485000,850,2350,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,local_move_explainability,6,948751,8,10.0000000000,1.1200000000,0.1780882990,0.1213308000,880,2320,3200,1.0000000000,38,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,local_move_explainability,7,956670,8,10.0000000000,1.1200000000,0.1634724890,0.1162060000,840,2360,3200,1.0000000000,38,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,local_move_explainability,8,964589,8,10.0000000000,1.1200000000,0.1756553342,0.1188518000,880,2320,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,local_move_explainability,9,972508,8,10.0000000000,1.1200000000,0.1521529219,0.1186717000,920,2280,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,ranking_robustness,0,900327,8,10.0000000000,1.1200000000,0.1710932879,0.1195388000,867,2333,3200,1.0000000000,38,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,ranking_robustness,1,908246,8,10.0000000000,1.1200000000,0.1728467434,0.1182121000,880,2320,3200,1.0000000000,38,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,ranking_robustness,2,916165,8,10.0000000000,1.1200000000,0.1625303502,0.1191326000,880,2320,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,ranking_robustness,3,924084,8,10.0000000000,1.1200000000,0.1735612592,0.1178571000,866,2334,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,ranking_robustness,4,932003,8,10.0000000000,1.1200000000,0.1729862987,0.1184448000,880,2320,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,ranking_robustness,5,939922,8,10.0000000000,1.1200000000,0.1430542665,0.1191073001,880,2320,3200,1.0000000000,37,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,ranking_robustness,6,947841,8,10.0000000000,1.1200000000,0.1578276224,0.1176172999,840,2360,3200,1.0000000000,38,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,ranking_robustness,7,955760,8,10.0000000000,1.1200000000,0.1728548047,0.1181165000,880,2320,3200,1.0000000000,37,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,ranking_robustness,8,963679,8,10.0000000000,1.1200000000,0.1754940888,0.1182416000,920,2280,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,ranking_robustness,9,971598,8,10.0000000000,1.1200000000,0.1530609037,0.1183631000,880,2320,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,budget_sensitivity,0,901412,8,10.0000000000,1.1200000000,0.1353128197,0.1175720000,1000,2200,3200,1.0000000000,37,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,budget_sensitivity,1,909331,8,10.0000000000,1.1200000000,0.1473606957,0.1207047000,1040,2160,3200,1.0000000000,38,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,budget_sensitivity,2,917250,8,10.0000000000,1.1200000000,0.1341451077,0.1199423000,1000,2200,3200,1.0000000000,37,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,budget_sensitivity,3,925169,8,10.0000000000,1.1200000000,0.1192790391,0.1195215000,1000,2200,3200,1.0000000000,38,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,budget_sensitivity,4,933088,8,10.0000000000,1.1200000000,0.1496527535,0.1184144000,1040,2160,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,budget_sensitivity,5,941007,8,10.0000000000,1.1200000000,0.1604417814,0.1188552000,1000,2200,3200,1.0000000000,38,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,budget_sensitivity,6,948926,8,10.0000000000,1.1200000000,0.1351687828,0.1214629000,1040,2160,3200,1.0000000000,38,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,budget_sensitivity,7,956845,8,10.0000000000,1.1200000000,0.1359441572,0.1244723001,1000,2200,3200,1.0000000000,38,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,budget_sensitivity,8,964764,8,10.0000000000,1.1200000000,0.1508433923,0.1215040000,1000,2200,3200,1.0000000000,38,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,budget_sensitivity,9,972683,8,10.0000000000,1.1200000000,0.1357398442,0.1187090999,1000,2200,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,project_pool_scalability,0,901247,8,10.0000000000,1.1200000000,0.1763476429,0.1197140000,775,2425,3200,1.0000000000,38,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,project_pool_scalability,1,909166,8,10.0000000000,1.1200000000,0.1670562640,0.1187095999,800,2400,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,project_pool_scalability,2,917085,8,10.0000000000,1.1200000000,0.1619648062,0.1192473001,768,2432,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,project_pool_scalability,3,925004,8,10.0000000000,1.1200000000,0.1808478641,0.1219139000,840,2360,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,project_pool_scalability,4,932923,8,10.0000000000,1.1200000000,0.1820998731,0.1200910000,800,2400,3200,1.0000000000,38,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,project_pool_scalability,5,940842,8,10.0000000000,1.1200000000,0.1838348491,0.1219162000,800,2400,3200,1.0000000000,38,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,project_pool_scalability,6,948761,8,10.0000000000,1.1200000000,0.1679299507,0.1177480000,777,2423,3200,1.0000000000,39,new_stage_local_run
bonus_1p12,dependency_group_order_bonus,project_pool_scalability,7,956680,8,10.0000000000,1.1200000000,0.1843830366,0.1225529000,772,2428,3200,1.0000000000,39,new_stage_local_run
