paper,experiment_id,comparison,opponent,opponent_role,inference_status,n_proposed,n_opponent_effective,mean_proposed,mean_opponent,mean_difference,relative_difference_pct,rank_biserial,mean_diff_ci_low,mean_diff_ci_high,p_raw,p_holm_stochastic_family,significant_005_holm,multiplicity_family
p6,budget_constrained_selection,BiLo-NSGA vs NSGA-II,NSGA-II,baseline,inferential_stochastic,30,30,0.1643354503,0.1608447417,0.003490708667,2.170234868,0.2088888889,-0.0009807837417,0.008009914733,0.1668661705,1,False,14 stochastic opponents within scenario
p6,reliability_prioritized_review,BiLo-NSGA vs NSGA-II,NSGA-II,baseline,inferential_stochastic,30,30,0.1716926147,0.1704743137,0.001218301,0.7146537058,0.6066666667,-0.0003231946,0.002336833608,5.607279613e-05,0.0005046551652,True,14 stochastic opponents within scenario
p6,renewable_accommodation_review,BiLo-NSGA vs NSGA-II,NSGA-II,baseline,inferential_stochastic,30,30,0.1726172533,0.1749011463,-0.002283893,-1.305819343,-0.1911111111,-0.004387166925,-0.0003208170583,0.2062054871,1,False,14 stochastic opponents within scenario
p6,dependency_constrained_review,BiLo-NSGA vs NSGA-II,NSGA-II,baseline,inferential_stochastic,30,30,0.1720847857,0.1704252743,0.001659511333,0.9737471979,0.7511111111,0.000379846875,0.002635038583,6.045949421e-07,5.441354479e-06,True,14 stochastic opponents within scenario
p6,local_move_explainability,BiLo-NSGA vs NSGA-II,NSGA-II,baseline,inferential_stochastic,30,30,0.1766852243,0.1723907203,0.004294504,2.49114569,0.8444444444,0.002425675833,0.006263584775,2.015221238e-08,1.813699115e-07,True,14 stochastic opponents within scenario
p6,ranking_robustness,BiLo-NSGA vs NSGA-II,NSGA-II,baseline,inferential_stochastic,30,30,0.1752503123,0.1732844343,0.001965878,1.134480432,0.5177777778,-7.9234225e-05,0.0037761722,0.0005873732858,0.005286359572,True,14 stochastic opponents within scenario
p6,budget_sensitivity,BiLo-NSGA vs NSGA-II,NSGA-II,baseline,inferential_stochastic,30,30,0.1596473373,0.160669512,-0.001022174667,-0.636197032,-0.02222222222,-0.005058013308,0.002912300317,0.8883028422,1,False,14 stochastic opponents within scenario
p6,project_pool_scalability,BiLo-NSGA vs NSGA-II,NSGA-II,baseline,inferential_stochastic,30,30,0.1828764047,0.1770336147,0.00584279,3.300384512,1,0.005140460625,0.006573253133,3.019859359e-11,3.935322921e-10,True,14 stochastic opponents within scenario
