source_root,generator_count,branch_count,scenario_count,evaluated_scenario_count,total_dispatchable_capacity_mw,first_timestamp,last_timestamp,status,runtime_s
data/public_datasets/production_cost/rts-gmlc,154,120,720,480,14499.800000,2020-1-1:1,2020-1-30:24,public_rts_dispatch_v3_stress_rolling_retrieval,0.700363
