run_namespace,cap,horizon_hours,selection_objective,condition_id,method_role,architecture,retrieval_space,k_neighbors,alpha_head,checkpoint_epoch,ridge_lambda,seed_index,seed,execution_status,scientific_support_status,failure_code,sanitized_exception_class,parameter_count,rank_eligible,training_runtime_s,condition_runtime_s,selection_loss,detection_threshold,threshold_status,onset_targeted_claim_valid,curtailment_mae,curtailment_rmse,event_f1,event_precision,event_recall,onset_f1,onset_precision,onset_recall,onset_mae,stress_subset_mae,n_fit,n_selection,n_calibration,n_test,n_onsets_selection,n_onsets_calibration,n_onsets_test,n_events_test
p1_ieee_access_upgrade_v2,0.70,24,onset_f1,gru_learned_k16_retrieval,retrieval_only,GRU,learned,16,0.0,5,,8,127,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.5345261,0.0261447,,0.02,fallback_no_positive_onsets,false,0.020850058633,0.0499085323751,0,0,0,0.206395348837,0.137596899225,0.412790697674,0.109999740855,0.0529801334515,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,onset_f1,gru_learned_k32_retrieval,retrieval_only,GRU,learned,32,0.0,5,,8,127,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.5345261,0.0261386,,0.02,fallback_no_positive_onsets,false,0.0211329530175,0.0498999538695,0.0375,0.3,0.02,0.196452933151,0.128342245989,0.418604651163,0.111458764565,0.053548339135,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,onset_f1,gru_learned_k8_selected_blend,selected_blend,GRU,learned,8,1.0,5,,8,127,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.5345261,0.0261878,-0,0.02,fallback_no_positive_onsets,false,0.0215058040064,0.0486187095254,0,0,0,0.206896551724,0.13125,0.488372093023,0.110826417734,0.0528313573576,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,onset_f1,gru_learned_k8_fixed_0_5,mechanism_control,GRU,learned,8,0.5,5,,8,127,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.5345261,0.0261406,-0,0.02,fallback_no_positive_onsets,false,0.0210890520102,0.0489001303942,0,0,0,0.230769230769,0.151079136691,0.488372093023,0.109353117882,0.0525750516246,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,onset_f1,gru_learned_k8_fixed_1,mechanism_control,GRU,learned,8,1.0,5,,8,127,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.5345261,0.0261353001,-0,0.02,fallback_no_positive_onsets,false,0.0215058040064,0.0486187095254,0,0,0,0.206896551724,0.13125,0.488372093023,0.110826417734,0.0528313573576,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,mae,gru_head,architecture_head,GRU,,,,20,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.631947,0.00832230004,0.00466392198009,0.02,fallback_no_positive_onsets,false,0.0214995722632,0.0499162999687,0,0,0,0.209032258065,0.134328358209,0.470930232558,0.112160119158,0.0539998842274,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,mae,lstm_head,architecture_head,LSTM,,,,20,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,10993,True,0.6224853,0.0106908,0.00541675805678,0.02,fallback_no_positive_onsets,false,0.0217651635747,0.0505858750226,0,0,0,0.217741935484,0.141608391608,0.470930232558,0.111165078872,0.0538357848844,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,mae,dlinear_head,architecture_head,DLinear,,,,20,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,106,True,0.4476117,0.00637209998,0.0190179647764,0.02,fallback_no_positive_onsets,false,0.0255493119931,0.0521914288358,0,0,0,0.151277013752,0.0910165484634,0.447674418605,0.111727927515,0.0561308297341,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,mae,tcn_head,architecture_head,TCN,,,,15,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,28273,True,1.022832,0.0125526,0.00688019870592,0.02,fallback_no_positive_onsets,false,0.023450140481,0.0505003952894,0.0131578947368,0.5,0.00666666666667,0.190687361419,0.117808219178,0.5,0.108552411024,0.0536524378168,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,mae,raw_k4_retrieval,attribution_control,none,raw,4,0.0,,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,0,True,0,0.0277764,,0.02,fallback_no_positive_onsets,false,0.0199615332929,0.0527659736284,0.173469387755,0.369565217391,0.113333333333,0.199004975124,0.139211136891,0.348837209302,0.114801557949,0.053139929299,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,mae,raw_k8_retrieval,attribution_control,none,raw,8,0.0,,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,0,True,0,0.0277575999,,0.02,fallback_no_positive_onsets,false,0.0195031409947,0.0495381964163,0.129411764706,0.55,0.0733333333333,0.228571428571,0.15415821501,0.441860465116,0.107646336976,0.0506639227797,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,mae,raw_k16_retrieval,attribution_control,none,raw,16,0.0,,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,0,True,0,0.027753,,0.02,fallback_no_positive_onsets,false,0.0196700438407,0.0487217194134,0.0625,0.5,0.0333333333333,0.245856353591,0.161231884058,0.517441860465,0.106575139996,0.0507111697703,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,mae,raw_k32_retrieval,attribution_control,none,raw,32,0.0,,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,0,True,0,0.0277611,,0.02,fallback_no_positive_onsets,false,0.0197403923992,0.0478324052674,0.038961038961,0.75,0.02,0.241820768137,0.160075329567,0.494186046512,0.104902982276,0.0502696450056,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,mae,gru_randomized_k4_retrieval,attribution_control,GRU-untrained,randomized,4,0.0,,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,8208,True,0,0.0216203,,0.02,fallback_no_positive_onsets,false,0.0213105526062,0.0538317677737,0.0820512820513,0.177777777778,0.0533333333333,0.183908045977,0.128146453089,0.325581395349,0.115066597099,0.0547492971545,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,mae,gru_randomized_k8_retrieval,attribution_control,GRU-untrained,randomized,8,0.0,,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,8208,True,0,0.0216157999,,0.02,fallback_no_positive_onsets,false,0.0209389316439,0.0517633753394,0.0457142857143,0.16,0.0266666666667,0.219910846954,0.147704590818,0.43023255814,0.113060574021,0.053828847577,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,mae,gru_randomized_k16_retrieval,attribution_control,GRU-untrained,randomized,16,0.0,,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,8208,True,0,0.021616,,0.02,fallback_no_positive_onsets,false,0.0208003508376,0.0502735219713,0.0127388535032,0.142857142857,0.00666666666667,0.188449848024,0.127572016461,0.360465116279,0.112103971282,0.0536905118609,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,mae,gru_randomized_k32_retrieval,attribution_control,GRU-untrained,randomized,32,0.0,,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,8208,True,0,0.0216165,,0.02,fallback_no_positive_onsets,false,0.0208463387596,0.0496551206452,0.0130718954248,0.333333333333,0.00666666666667,0.209929078014,0.138836772983,0.43023255814,0.111291944798,0.0533772027381,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,mae,gru_learned_k4_retrieval,retrieval_only,GRU,learned,4,0.0,20,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.631947,0.0225225,,0.02,fallback_no_positive_onsets,false,0.0213462566845,0.0539795616529,0.0725388601036,0.162790697674,0.0466666666667,0.186579378069,0.129840546697,0.331395348837,0.114051025438,0.0547085175513,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,mae,gru_learned_k8_retrieval,retrieval_only,GRU,learned,8,0.0,20,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.631947,0.02246,,0.02,fallback_no_positive_onsets,false,0.0208418901082,0.051832939761,0.0231213872832,0.0869565217391,0.0133333333333,0.230538922156,0.155241935484,0.447674418605,0.112156128251,0.0534740061477,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,mae,gru_learned_k16_retrieval,retrieval_only,GRU,learned,16,0.0,20,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.631947,0.0224478,,0.02,fallback_no_positive_onsets,false,0.0208691777077,0.050385956543,0,0,0,0.207207207207,0.13967611336,0.401162790698,0.111413152435,0.0534323355174,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,mae,gru_learned_k32_retrieval,retrieval_only,GRU,learned,32,0.0,20,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.631947,0.0224440999,,0.02,fallback_no_positive_onsets,false,0.0208485485524,0.0497646091875,0,0,0,0.218390804598,0.145038167939,0.441860465116,0.11127334754,0.0534040547634,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,mae,gru_learned_k8_selected_blend,selected_blend,GRU,learned,8,0.0,20,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.631947,0.0224471,7.57065746756e-06,0.02,fallback_no_positive_onsets,false,0.0208418901082,0.051832939761,0.0231213872832,0.0869565217391,0.0133333333333,0.230538922156,0.155241935484,0.447674418605,0.112156128251,0.0534740061477,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,mae,gru_learned_k8_fixed_0_5,mechanism_control,GRU,learned,8,0.5,20,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.631947,0.0225647,0.00233445049587,0.02,fallback_no_positive_onsets,false,0.0210316992113,0.0500436536525,0,0,0,0.235807860262,0.157281553398,0.470930232558,0.111237371514,0.0532949886615,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,mae,gru_learned_k8_fixed_1,mechanism_control,GRU,learned,8,1.0,20,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.631947,0.0224563,0.00466392198009,0.02,fallback_no_positive_onsets,false,0.0214995722632,0.0499162999687,0,0,0,0.209032258065,0.134328358209,0.470930232558,0.112160119158,0.0539998842274,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,onset_f1,gru_head,architecture_head,GRU,,,,5,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.631947,0.00713160005,-0,0.02,fallback_no_positive_onsets,false,0.0227247513011,0.0482450861525,0,0,0,0.225234619395,0.137229987294,0.627906976744,0.108162093772,0.0540036004267,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,onset_f1,lstm_head,architecture_head,LSTM,,,,5,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,10993,True,0.6224853,0.00655709999,-0,0.02,fallback_no_positive_onsets,false,0.0220585651176,0.0487564012869,0,0,0,0.219369894982,0.137226277372,0.546511627907,0.110414058052,0.0538334466214,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,onset_f1,dlinear_head,architecture_head,DLinear,,,,5,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,106,True,0.4476117,0.00297949999,-0,0.02,fallback_no_positive_onsets,false,0.0169113196826,0.0551458571443,0,0,0,0.0836501901141,0.120879120879,0.0639534883721,0.129912218903,0.0553897226091,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,onset_f1,tcn_head,architecture_head,TCN,,,,5,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,28273,True,1.022832,0.0124258001,-0,0.02,fallback_no_positive_onsets,false,0.0242009857525,0.0494368551696,0.0130718954248,0.333333333333,0.00666666666667,0.210109018831,0.126642771804,0.616279069767,0.104790405231,0.0533915339317,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,onset_f1,raw_k4_retrieval,attribution_control,none,raw,4,0.0,,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,0,True,0,0.0277700999,,0.02,fallback_no_positive_onsets,false,0.0199615332929,0.0527659736284,0.173469387755,0.369565217391,0.113333333333,0.199004975124,0.139211136891,0.348837209302,0.114801557949,0.053139929299,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,onset_f1,raw_k8_retrieval,attribution_control,none,raw,8,0.0,,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,0,True,0,0.0277612,,0.02,fallback_no_positive_onsets,false,0.0195031409947,0.0495381964163,0.129411764706,0.55,0.0733333333333,0.228571428571,0.15415821501,0.441860465116,0.107646336976,0.0506639227797,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,onset_f1,raw_k16_retrieval,attribution_control,none,raw,16,0.0,,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,0,True,0,0.0277588,,0.02,fallback_no_positive_onsets,false,0.0196700438407,0.0487217194134,0.0625,0.5,0.0333333333333,0.245856353591,0.161231884058,0.517441860465,0.106575139996,0.0507111697703,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,onset_f1,raw_k32_retrieval,attribution_control,none,raw,32,0.0,,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,0,True,0,0.0277532999,,0.02,fallback_no_positive_onsets,false,0.0197403923992,0.0478324052674,0.038961038961,0.75,0.02,0.241820768137,0.160075329567,0.494186046512,0.104902982276,0.0502696450056,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,onset_f1,gru_randomized_k4_retrieval,attribution_control,GRU-untrained,randomized,4,0.0,,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,8208,True,0,0.0216193,,0.02,fallback_no_positive_onsets,false,0.0213105526062,0.0538317677737,0.0820512820513,0.177777777778,0.0533333333333,0.183908045977,0.128146453089,0.325581395349,0.115066597099,0.0547492971545,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,onset_f1,gru_randomized_k8_retrieval,attribution_control,GRU-untrained,randomized,8,0.0,,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,8208,True,0,0.0216198999,,0.02,fallback_no_positive_onsets,false,0.0209389316439,0.0517633753394,0.0457142857143,0.16,0.0266666666667,0.219910846954,0.147704590818,0.43023255814,0.113060574021,0.053828847577,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,onset_f1,gru_randomized_k16_retrieval,attribution_control,GRU-untrained,randomized,16,0.0,,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,8208,True,0,0.0216179,,0.02,fallback_no_positive_onsets,false,0.0208003508376,0.0502735219713,0.0127388535032,0.142857142857,0.00666666666667,0.188449848024,0.127572016461,0.360465116279,0.112103971282,0.0536905118609,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,onset_f1,gru_randomized_k32_retrieval,attribution_control,GRU-untrained,randomized,32,0.0,,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,8208,True,0,0.0216183999,,0.02,fallback_no_positive_onsets,false,0.0208463387596,0.0496551206452,0.0130718954248,0.333333333333,0.00666666666667,0.209929078014,0.138836772983,0.43023255814,0.111291944798,0.0533772027381,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,onset_f1,gru_learned_k4_retrieval,retrieval_only,GRU,learned,4,0.0,5,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.631947,0.0271779,,0.02,fallback_no_positive_onsets,false,0.0212190308395,0.0537543643251,0.0957446808511,0.236842105263,0.06,0.183606557377,0.127853881279,0.325581395349,0.114659456766,0.0546939781902,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,onset_f1,gru_learned_k8_retrieval,retrieval_only,GRU,learned,8,0.0,5,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.631947,0.0270747,,0.02,fallback_no_positive_onsets,false,0.0210989893824,0.0521108102791,0.0231213872832,0.0869565217391,0.0133333333333,0.221565731167,0.148514851485,0.436046511628,0.112843756418,0.0541159849751,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,onset_f1,gru_learned_k16_retrieval,retrieval_only,GRU,learned,16,0.0,5,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.631947,0.0269568,,0.02,fallback_no_positive_onsets,false,0.0208269612896,0.0503223370304,0.0128205128205,0.166666666667,0.00666666666667,0.199701937407,0.134268537074,0.389534883721,0.111488719772,0.0536113812561,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,onset_f1,gru_learned_k32_retrieval,retrieval_only,GRU,learned,32,0.0,5,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.631947,0.0269013999,,0.02,fallback_no_positive_onsets,false,0.0209066731151,0.0496836283985,0,0,0,0.208450704225,0.137546468401,0.43023255814,0.111019449974,0.0534471351902,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,onset_f1,gru_learned_k8_selected_blend,selected_blend,GRU,learned,8,1.0,5,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.631947,0.0268477999,-0,0.02,fallback_no_positive_onsets,false,0.0227247513011,0.0482450861525,0,0,0,0.225234619395,0.137229987294,0.627906976744,0.108162093772,0.0540036004267,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,onset_f1,gru_learned_k8_fixed_0_5,mechanism_control,GRU,learned,8,0.5,5,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.631947,0.0268351,-0,0.02,fallback_no_positive_onsets,false,0.0217872824927,0.0492976580097,0,0,0,0.21095890411,0.137992831541,0.447674418605,0.109709943721,0.053663001285,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.70,24,onset_f1,gru_learned_k8_fixed_1,mechanism_control,GRU,learned,8,1.0,5,,9,139,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.631947,0.0268323,-0,0.02,fallback_no_positive_onsets,false,0.0227247513011,0.0482450861525,0,0,0,0.225234619395,0.137229987294,0.627906976744,0.108162093772,0.0540036004267,4309,852,852,2604,0,0,172,150
p1_ieee_access_upgrade_v2,0.60,1,not_applicable,DirectPolicyTransform-Privileged,privileged_audit,,,,,,,deterministic,deterministic,completed,onset_diagnostic_only_no_pretest_support,,,0,False,0,0.000225099968,,0.02,fallback_no_positive_onsets,false,0,0,1,1,1,0.236111111111,0.133858267717,1,0,0,4332,875,875,2627,0,0,68,256
p1_ieee_access_upgrade_v2,0.60,1,not_applicable,Persistence,naive_baseline,,,,,,,deterministic,deterministic,completed,onset_diagnostic_only_no_pretest_support,,,0,True,0,0.000152399996,,0.02,fallback_no_positive_onsets,false,0.0133698805313,0.0376433398413,0.8046875,0.8046875,0.8046875,0,0,0,0.0996983990777,0.0464064733604,4332,875,875,2627,0,0,68,256
p1_ieee_access_upgrade_v2,0.60,1,not_applicable,Seasonal-24h,naive_baseline,,,,,,,deterministic,deterministic,completed,onset_diagnostic_only_no_pretest_support,,,0,True,0,0.000131600071,,0.02,fallback_no_positive_onsets,false,0.0426413499914,0.0950255570462,0.38747553816,0.388235294118,0.38671875,0.0845070422535,0.048,0.352941176471,0.0914930092093,0.105245003731,4332,875,875,2627,0,0,68,256
p1_ieee_access_upgrade_v2,0.60,1,mae,Ridge,trained_baseline,linear,,,,,1,deterministic,deterministic,completed,onset_diagnostic_only_no_pretest_support,,,336,True,0,0.104555,0.022839479347,0.02,fallback_no_positive_onsets,false,0.0261055405983,0.0494415448685,0.455621301775,0.939024390244,0.30078125,0.124074074074,0.0662055335968,0.985294117647,0.04250391486,0.073494041253,4332,875,875,2627,0,0,68,256
p1_ieee_access_upgrade_v2,0.60,1,onset_f1,Ridge,trained_baseline,linear,,,,,1e-06,deterministic,deterministic,completed,onset_diagnostic_only_no_pretest_support,,,336,True,0,0.061611,-0,0.02,fallback_no_positive_onsets,false,0.0318471110248,0.0640610101388,0.506738544474,0.817391304348,0.3671875,0.112531969309,0.0597285067873,0.970588235294,0.0501367129074,0.084439980344,4332,875,875,2627,0,0,68,256
p1_ieee_access_upgrade_v2,0.60,1,mae,gru_head,architecture_head,GRU,,,,20,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.6025188,0.00888740004,0.00580407249502,0.02,fallback_no_positive_onsets,false,0.0140230095746,0.0317612429532,0.815144766147,0.948186528497,0.71484375,0.149122807018,0.0827922077922,0.75,0.0633464483423,0.0429730188177,4332,875,875,2627,0,0,68,256
p1_ieee_access_upgrade_v2,0.60,1,mae,lstm_head,architecture_head,LSTM,,,,20,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,10993,True,0.6545739,0.013611,0.00450119410242,0.02,fallback_no_positive_onsets,false,0.0140257142756,0.0316455204644,0.824034334764,0.914285714286,0.75,0.145714285714,0.0806962025316,0.75,0.0623361965123,0.0428904251916,4332,875,875,2627,0,0,68,256
p1_ieee_access_upgrade_v2,0.60,1,mae,dlinear_head,architecture_head,DLinear,,,,20,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,106,True,0.5356039,0.00536960003,0.0373106094168,0.02,fallback_no_positive_onsets,false,0.0412990004952,0.0707240747676,0.015503875969,1,0.0078125,0.0851342501637,0.0445510623715,0.955882352941,0.0584562028823,0.0968179203713,4332,875,875,2627,0,0,68,256
p1_ieee_access_upgrade_v2,0.60,1,mae,tcn_head,architecture_head,TCN,,,,20,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,28273,True,1.0116043,0.0136578,0.00449280304568,0.02,fallback_no_positive_onsets,false,0.0134479404421,0.0307905492188,0.847457627119,0.925925925926,0.78125,0.135135135135,0.0752508361204,0.661764705882,0.0623308234597,0.0410818356139,4332,875,875,2627,0,0,68,256
p1_ieee_access_upgrade_v2,0.60,1,mae,raw_k4_retrieval,attribution_control,none,raw,4,0.0,,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,0,True,0,0.0286515,,0.02,fallback_no_positive_onsets,false,0.0238836608924,0.0563009522861,0.586797066015,0.78431372549,0.46875,0.128935532234,0.0717863105175,0.632352941176,0.0563971306621,0.0748527691105,4332,875,875,2627,0,0,68,256
p1_ieee_access_upgrade_v2,0.60,1,mae,raw_k8_retrieval,attribution_control,none,raw,8,0.0,,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,0,True,0,0.0286264,,0.02,fallback_no_positive_onsets,false,0.0238095585962,0.0549911799809,0.545454545455,0.771428571429,0.421875,0.118644067797,0.065625,0.617647058824,0.0533170148383,0.0730902463631,4332,875,875,2627,0,0,68,256
p1_ieee_access_upgrade_v2,0.60,1,mae,raw_k16_retrieval,attribution_control,none,raw,16,0.0,,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,0,True,0,0.0286154,,0.02,fallback_no_positive_onsets,false,0.0247276576437,0.0554642436629,0.517333333333,0.81512605042,0.37890625,0.120576671035,0.0661870503597,0.676470588235,0.0534988644112,0.0741919737255,4332,875,875,2627,0,0,68,256
p1_ieee_access_upgrade_v2,0.60,1,mae,raw_k32_retrieval,attribution_control,none,raw,32,0.0,,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,0,True,0,0.0286149,,0.02,fallback_no_positive_onsets,false,0.0261556336145,0.0571364359447,0.506963788301,0.883495145631,0.35546875,0.11013767209,0.0601915184679,0.647058823529,0.0501812627513,0.0767098857205,4332,875,875,2627,0,0,68,256
p1_ieee_access_upgrade_v2,0.60,1,mae,gru_randomized_k4_retrieval,attribution_control,GRU-untrained,randomized,4,0.0,,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8208,True,0,0.0249976,,0.02,fallback_no_positive_onsets,false,0.0141948623401,0.0377991302823,0.777546777547,0.831111111111,0.73046875,0.108626198083,0.0609318996416,0.5,0.0738791427512,0.0483389277002,4332,875,875,2627,0,0,68,256
p1_ieee_access_upgrade_v2,0.60,1,mae,gru_randomized_k8_retrieval,attribution_control,GRU-untrained,randomized,8,0.0,,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8208,True,0,0.0249959999,,0.02,fallback_no_positive_onsets,false,0.0137551989027,0.0356202605255,0.791489361702,0.869158878505,0.7265625,0.129032258065,0.0720411663808,0.617647058824,0.0728716715399,0.0469191752074,4332,875,875,2627,0,0,68,256
p1_ieee_access_upgrade_v2,0.60,1,mae,gru_randomized_k16_retrieval,attribution_control,GRU-untrained,randomized,16,0.0,,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8208,True,0,0.0249946999,,0.02,fallback_no_positive_onsets,false,0.0139316381178,0.0357196615823,0.792207792208,0.888349514563,0.71484375,0.122699386503,0.0684931506849,0.588235294118,0.0680666499062,0.0475367039108,4332,875,875,2627,0,0,68,256
p1_ieee_access_upgrade_v2,0.60,1,mae,gru_randomized_k32_retrieval,attribution_control,GRU-untrained,randomized,32,0.0,,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8208,True,0,0.0249933,,0.02,fallback_no_positive_onsets,false,0.0142985120516,0.0363662935021,0.807692307692,0.891509433962,0.73828125,0.130500758725,0.072758037225,0.632352941176,0.0692724086989,0.0485846035405,4332,875,875,2627,0,0,68,256
p1_ieee_access_upgrade_v2,0.60,1,mae,gru_learned_k4_retrieval,retrieval_only,GRU,learned,4,0.0,20,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.6025188,0.0253544,,0.02,fallback_no_positive_onsets,false,0.0135407144745,0.0358314498772,0.816666666667,0.875,0.765625,0.116169544741,0.0650263620387,0.544117647059,0.0734107294393,0.0460451845249,4332,875,875,2627,0,0,68,256
p1_ieee_access_upgrade_v2,0.60,1,mae,gru_learned_k8_retrieval,retrieval_only,GRU,learned,8,0.0,20,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.6025188,0.0252795001,,0.02,fallback_no_positive_onsets,false,0.0130619080557,0.0342198057707,0.820083682008,0.882882882883,0.765625,0.122887864823,0.0686106346484,0.588235294118,0.0713111423385,0.0443725660914,4332,875,875,2627,0,0,68,256
p1_ieee_access_upgrade_v2,0.60,1,mae,gru_learned_k16_retrieval,retrieval_only,GRU,learned,16,0.0,20,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.6025188,0.0252678,,0.02,fallback_no_positive_onsets,false,0.013382050675,0.0347420057823,0.805845511482,0.865470852018,0.75390625,0.132716049383,0.0741379310345,0.632352941176,0.068950806134,0.0457175651573,4332,875,875,2627,0,0,68,256
p1_ieee_access_upgrade_v2,0.60,1,mae,gru_learned_k32_retrieval,retrieval_only,GRU,learned,32,0.0,20,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.6025188,0.0252673,,0.02,fallback_no_positive_onsets,false,0.0138116084852,0.0353050876614,0.818763326226,0.901408450704,0.75,0.128637059724,0.0717948717949,0.617647058824,0.0685409659222,0.046958238609,4332,875,875,2627,0,0,68,256
p1_ieee_access_upgrade_v2,0.60,1,mae,gru_learned_k8_selected_blend,selected_blend,GRU,learned,8,0.0,20,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.6025188,0.0252689,5.44211966917e-06,0.02,fallback_no_positive_onsets,false,0.0130619080557,0.0342198057707,0.820083682008,0.882882882883,0.765625,0.122887864823,0.0686106346484,0.588235294118,0.0713111423385,0.0443725660914,4332,875,875,2627,0,0,68,256
