scenario,method,method_type,seed_index,matched_output_cardinality,compromise_rule,compromise_cost_index,compromise_reliability,compromise_renewable,compromise_risk,portfolio_size,full_front_hypervolume_context,full_front_size_context,source_status
distribution_project_review,R-NSGA-II,stochastic_moea,14,1,shared_minimum_normalized_objective_sum,0.95320028,22.23278384,14.61618185,0.26664953,12,0.13437340,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,R-NSGA-II,stochastic_moea,15,1,shared_minimum_normalized_objective_sum,0.95234751,24.25877542,14.46063681,0.28232445,12,0.14484566,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,R-NSGA-II,stochastic_moea,16,1,shared_minimum_normalized_objective_sum,0.95234751,24.25877542,14.46063681,0.28232445,12,0.14501523,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,R-NSGA-II,stochastic_moea,17,1,shared_minimum_normalized_objective_sum,0.95320028,22.23278384,14.61618185,0.26664953,12,0.13420258,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,R-NSGA-II,stochastic_moea,18,1,shared_minimum_normalized_objective_sum,0.95320028,22.23278384,14.61618185,0.26664953,12,0.13458828,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,R-NSGA-II,stochastic_moea,19,1,shared_minimum_normalized_objective_sum,0.95320028,22.23278384,14.61618185,0.26664953,12,0.13435084,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,R-NSGA-II,stochastic_moea,20,1,shared_minimum_normalized_objective_sum,0.95234751,24.25877542,14.46063681,0.28232445,12,0.14360793,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,R-NSGA-II,stochastic_moea,21,1,shared_minimum_normalized_objective_sum,0.95234751,24.25877542,14.46063681,0.28232445,12,0.14466407,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,R-NSGA-II,stochastic_moea,22,1,shared_minimum_normalized_objective_sum,0.95405305,20.20679227,14.77172689,0.25097461,12,0.12505658,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,R-NSGA-II,stochastic_moea,23,1,shared_minimum_normalized_objective_sum,0.95320028,22.23278384,14.61618185,0.26664953,12,0.13436273,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,R-NSGA-II,stochastic_moea,24,1,shared_minimum_normalized_objective_sum,0.95320028,22.23278384,14.61618185,0.26664953,12,0.13438088,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,R-NSGA-II,stochastic_moea,25,1,shared_minimum_normalized_objective_sum,0.95320028,22.23278384,14.61618185,0.26664953,12,0.13430041,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,R-NSGA-II,stochastic_moea,26,1,shared_minimum_normalized_objective_sum,0.95320028,22.23278384,14.61618185,0.26664953,12,0.13564148,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,R-NSGA-II,stochastic_moea,27,1,shared_minimum_normalized_objective_sum,0.95490582,18.18080069,14.92727194,0.23529969,12,0.11707325,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,R-NSGA-II,stochastic_moea,28,1,shared_minimum_normalized_objective_sum,0.95320028,22.23278384,14.61618185,0.26664953,12,0.13434821,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,R-NSGA-II,stochastic_moea,29,1,shared_minimum_normalized_objective_sum,0.95320028,22.23278384,14.61618185,0.26664953,12,0.13433965,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,MOEA/D,stochastic_moea,0,1,shared_minimum_normalized_objective_sum,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00047204,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,MOEA/D,stochastic_moea,1,1,shared_minimum_normalized_objective_sum,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00047204,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,MOEA/D,stochastic_moea,2,1,shared_minimum_normalized_objective_sum,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00047204,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,MOEA/D,stochastic_moea,3,1,shared_minimum_normalized_objective_sum,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00047204,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,MOEA/D,stochastic_moea,4,1,shared_minimum_normalized_objective_sum,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00047204,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,MOEA/D,stochastic_moea,5,1,shared_minimum_normalized_objective_sum,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00047204,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,MOEA/D,stochastic_moea,6,1,shared_minimum_normalized_objective_sum,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00047204,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,MOEA/D,stochastic_moea,7,1,shared_minimum_normalized_objective_sum,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00047204,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,MOEA/D,stochastic_moea,8,1,shared_minimum_normalized_objective_sum,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00047204,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,MOEA/D,stochastic_moea,9,1,shared_minimum_normalized_objective_sum,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00047204,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,MOEA/D,stochastic_moea,10,1,shared_minimum_normalized_objective_sum,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00047204,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,MOEA/D,stochastic_moea,11,1,shared_minimum_normalized_objective_sum,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00047204,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,MOEA/D,stochastic_moea,12,1,shared_minimum_normalized_objective_sum,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00047204,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,MOEA/D,stochastic_moea,13,1,shared_minimum_normalized_objective_sum,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00047204,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,MOEA/D,stochastic_moea,14,1,shared_minimum_normalized_objective_sum,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00047204,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,MOEA/D,stochastic_moea,15,1,shared_minimum_normalized_objective_sum,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00047204,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,MOEA/D,stochastic_moea,16,1,shared_minimum_normalized_objective_sum,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00047204,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,MOEA/D,stochastic_moea,17,1,shared_minimum_normalized_objective_sum,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00047204,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,MOEA/D,stochastic_moea,18,1,shared_minimum_normalized_objective_sum,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00047204,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,MOEA/D,stochastic_moea,19,1,shared_minimum_normalized_objective_sum,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00047204,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,MOEA/D,stochastic_moea,20,1,shared_minimum_normalized_objective_sum,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00047204,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,MOEA/D,stochastic_moea,21,1,shared_minimum_normalized_objective_sum,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00047204,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,MOEA/D,stochastic_moea,22,1,shared_minimum_normalized_objective_sum,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00047204,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,MOEA/D,stochastic_moea,23,1,shared_minimum_normalized_objective_sum,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00047204,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,MOEA/D,stochastic_moea,24,1,shared_minimum_normalized_objective_sum,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00047204,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,MOEA/D,stochastic_moea,25,1,shared_minimum_normalized_objective_sum,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00047204,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,MOEA/D,stochastic_moea,26,1,shared_minimum_normalized_objective_sum,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00047204,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,MOEA/D,stochastic_moea,27,1,shared_minimum_normalized_objective_sum,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00047204,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,MOEA/D,stochastic_moea,28,1,shared_minimum_normalized_objective_sum,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00047204,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,MOEA/D,stochastic_moea,29,1,shared_minimum_normalized_objective_sum,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00047204,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,AHP-TOPSIS,deterministic,unique,1,shared_minimum_normalized_objective_sum,0.99957564,38.94164280,0.05296752,0.34380627,14,0.13381786,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,Weighted Sum,deterministic,unique,1,shared_minimum_normalized_objective_sum,0.97314103,12.50590436,13.96633208,0.23938531,7,0.08192868,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
distribution_project_review,Greedy BCR,deterministic,unique,1,shared_minimum_normalized_objective_sum,0.94980082,38.41336820,7.06112324,0.34726341,14,0.13309973,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,TRACE-MOEA,stochastic_moea,0,1,shared_minimum_normalized_objective_sum,0.80997743,27.48838174,4.69981520,0.30217627,13,0.17136093,39,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,TRACE-MOEA,stochastic_moea,1,1,shared_minimum_normalized_objective_sum,0.81093949,29.99165987,4.22496800,0.31850697,13,0.17503540,39,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,TRACE-MOEA,stochastic_moea,2,1,shared_minimum_normalized_objective_sum,0.94160328,31.09290916,1.39014912,0.30984543,13,0.17226790,39,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,TRACE-MOEA,stochastic_moea,3,1,shared_minimum_normalized_objective_sum,0.95357742,30.54277098,5.62328800,0.30171937,15,0.16997141,39,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,TRACE-MOEA,stochastic_moea,4,1,shared_minimum_normalized_objective_sum,0.95249468,28.06782100,6.34117520,0.28756610,15,0.17223457,39,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,TRACE-MOEA,stochastic_moea,5,1,shared_minimum_normalized_objective_sum,0.95653431,30.47247661,5.79240800,0.30171937,15,0.17151217,39,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,TRACE-MOEA,stochastic_moea,6,1,shared_minimum_normalized_objective_sum,0.96415331,24.66065916,9.35562240,0.29497089,14,0.17639819,38,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,TRACE-MOEA,stochastic_moea,7,1,shared_minimum_normalized_objective_sum,0.99708088,27.82782100,9.06389520,0.29345943,15,0.17096352,39,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,TRACE-MOEA,stochastic_moea,8,1,shared_minimum_normalized_objective_sum,0.86018780,25.36702110,4.80114240,0.27602803,14,0.17171411,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,TRACE-MOEA,stochastic_moea,9,1,shared_minimum_normalized_objective_sum,0.97149121,30.82458100,2.31414912,0.31664543,13,0.17065435,39,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,TRACE-MOEA,stochastic_moea,10,1,shared_minimum_normalized_objective_sum,0.65391709,26.93727062,1.95077520,0.32209923,11,0.17274177,38,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,TRACE-MOEA,stochastic_moea,11,1,shared_minimum_normalized_objective_sum,0.93346019,27.40393729,7.14645520,0.30382082,14,0.17041769,38,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,TRACE-MOEA,stochastic_moea,12,1,shared_minimum_normalized_objective_sum,0.92691709,27.30531476,6.68445520,0.30382082,14,0.17107233,39,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,TRACE-MOEA,stochastic_moea,13,1,shared_minimum_normalized_objective_sum,0.88295504,25.71912549,2.64560352,0.28791604,12,0.17339058,39,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,TRACE-MOEA,stochastic_moea,14,1,shared_minimum_normalized_objective_sum,0.96197743,27.13560913,7.60621520,0.31013511,14,0.16996292,39,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,TRACE-MOEA,stochastic_moea,15,1,shared_minimum_normalized_objective_sum,0.89689985,27.67226545,5.59749520,0.29750654,14,0.17333442,39,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,TRACE-MOEA,stochastic_moea,16,1,shared_minimum_normalized_objective_sum,0.80718087,29.96333171,3.55016800,0.31850697,13,0.17357247,39,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,TRACE-MOEA,stochastic_moea,17,1,shared_minimum_normalized_objective_sum,0.96863776,30.57109914,7.98872800,0.30171937,15,0.17225334,38,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,TRACE-MOEA,stochastic_moea,18,1,shared_minimum_normalized_objective_sum,0.83576192,27.24838174,4.74853520,0.30897627,13,0.17141349,38,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,TRACE-MOEA,stochastic_moea,19,1,shared_minimum_normalized_objective_sum,0.91889123,28.26585479,4.55981520,0.28167277,15,0.17341594,38,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,TRACE-MOEA,stochastic_moea,20,1,shared_minimum_normalized_objective_sum,0.99315331,25.35287103,8.37674240,0.27930616,15,0.17476406,36,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,TRACE-MOEA,stochastic_moea,21,1,shared_minimum_normalized_objective_sum,0.99289123,27.72919847,8.68365520,0.29345943,15,0.17187420,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,TRACE-MOEA,stochastic_moea,22,1,shared_minimum_normalized_objective_sum,0.95658950,27.99752663,6.80989520,0.28756610,15,0.17221925,39,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,TRACE-MOEA,stochastic_moea,23,1,shared_minimum_normalized_objective_sum,0.71391709,27.36115434,2.37245520,0.30762429,12,0.17093554,39,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,TRACE-MOEA,stochastic_moea,24,1,shared_minimum_normalized_objective_sum,0.99386706,32.77772096,7.23892080,0.32176598,15,0.17081333,39,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,TRACE-MOEA,stochastic_moea,25,1,shared_minimum_normalized_objective_sum,0.65227916,26.90894247,1.58117520,0.32209923,11,0.17022696,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,TRACE-MOEA,stochastic_moea,26,1,shared_minimum_normalized_objective_sum,0.94601361,33.87963845,3.32116080,0.29435560,16,0.17462113,39,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,TRACE-MOEA,stochastic_moea,27,1,shared_minimum_normalized_objective_sum,0.97543949,31.13636032,4.99496800,0.28661191,16,0.17165527,38,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,TRACE-MOEA,stochastic_moea,28,1,shared_minimum_normalized_objective_sum,0.95521535,30.57109914,5.62328800,0.30171937,15,0.17316337,39,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,TRACE-MOEA,stochastic_moea,29,1,shared_minimum_normalized_objective_sum,0.84786883,24.77343176,7.04730240,0.29264557,13,0.17299296,39,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,NSGA-II,stochastic_moea,0,1,shared_minimum_normalized_objective_sum,0.99131711,26.12816291,0.92350464,0.29839931,11,0.16923155,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,NSGA-II,stochastic_moea,1,1,shared_minimum_normalized_objective_sum,0.95446881,27.99752663,7.17669520,0.28756610,15,0.17035451,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,NSGA-II,stochastic_moea,2,1,shared_minimum_normalized_objective_sum,0.88105502,27.74160154,3.33229520,0.31499096,12,0.16983713,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,NSGA-II,stochastic_moea,3,1,shared_minimum_normalized_objective_sum,0.97604986,25.87468105,4.75344352,0.28398404,13,0.17138035,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,NSGA-II,stochastic_moea,4,1,shared_minimum_normalized_objective_sum,0.98740331,25.32454287,8.17514240,0.27930616,15,0.17124579,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,NSGA-II,stochastic_moea,5,1,shared_minimum_normalized_objective_sum,0.92149468,27.58495556,3.63301520,0.32034096,12,0.17096767,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,NSGA-II,stochastic_moea,6,1,shared_minimum_normalized_objective_sum,0.82227916,27.77019176,0.76459632,0.31989923,11,0.17114425,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,NSGA-II,stochastic_moea,7,1,shared_minimum_normalized_objective_sum,0.97506364,28.25100850,4.24611632,0.30031473,13,0.17007469,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,NSGA-II,stochastic_moea,8,1,shared_minimum_normalized_objective_sum,0.97670157,28.29297471,3.81267632,0.30031473,13,0.17123312,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,NSGA-II,stochastic_moea,9,1,shared_minimum_normalized_objective_sum,0.93505156,30.96595847,1.00542912,0.30984543,13,0.17079948,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,NSGA-II,stochastic_moea,10,1,shared_minimum_normalized_objective_sum,0.94160328,31.09290916,1.48926912,0.30984543,13,0.17155035,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,NSGA-II,stochastic_moea,11,1,shared_minimum_normalized_objective_sum,0.99013776,31.29121965,1.45062912,0.29831361,14,0.17243773,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,NSGA-II,stochastic_moea,12,1,shared_minimum_normalized_objective_sum,0.84212399,27.24838174,5.61373520,0.30897627,13,0.17062674,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,NSGA-II,stochastic_moea,13,1,shared_minimum_normalized_objective_sum,0.98707919,23.55459041,1.36475184,0.27909940,11,0.17209973,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,NSGA-II,stochastic_moea,14,1,shared_minimum_normalized_objective_sum,0.89780156,30.14721542,5.55216800,0.31267076,14,0.17030139,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,NSGA-II,stochastic_moea,15,1,shared_minimum_normalized_objective_sum,0.98707919,23.55459041,1.50251184,0.27909940,11,0.17338826,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,NSGA-II,stochastic_moea,16,1,shared_minimum_normalized_objective_sum,0.90719295,27.67226545,7.21925520,0.29750654,14,0.17092310,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,NSGA-II,stochastic_moea,17,1,shared_minimum_normalized_objective_sum,0.99064123,28.60311289,0.03873744,0.31769923,11,0.17108476,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,NSGA-II,stochastic_moea,18,1,shared_minimum_normalized_objective_sum,0.72786883,23.92566433,5.86626240,0.31887204,11,0.17442543,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,NSGA-II,stochastic_moea,19,1,shared_minimum_normalized_objective_sum,0.99131711,26.12816291,0.76222464,0.29839931,11,0.17263862,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,NSGA-II,stochastic_moea,20,1,shared_minimum_normalized_objective_sum,0.98564638,31.03261518,3.26624800,0.30635647,14,0.17215251,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,NSGA-II,stochastic_moea,21,1,shared_minimum_normalized_objective_sum,0.89603778,27.54531476,5.93125520,0.29750654,14,0.17100885,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,NSGA-II,stochastic_moea,22,1,shared_minimum_normalized_objective_sum,0.97134466,31.34570674,1.83376800,0.29831361,14,0.17307930,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,NSGA-II,stochastic_moea,23,1,shared_minimum_normalized_objective_sum,0.99064123,28.60311289,0.03873744,0.31769923,11,0.17072089,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,NSGA-II,stochastic_moea,24,1,shared_minimum_normalized_objective_sum,0.97442055,25.87468105,3.72024352,0.28398404,13,0.16976550,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,NSGA-II,stochastic_moea,25,1,shared_minimum_normalized_objective_sum,0.99064123,28.60311289,0.03873744,0.31769923,11,0.17160889,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,NSGA-II,stochastic_moea,26,1,shared_minimum_normalized_objective_sum,0.95064123,29.00003287,5.36453520,0.26781822,16,0.17285705,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,NSGA-II,stochastic_moea,27,1,shared_minimum_normalized_objective_sum,0.99736537,28.94322037,3.09475632,0.28314939,14,0.17294234,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,NSGA-II,stochastic_moea,28,1,shared_minimum_normalized_objective_sum,0.94160328,31.09290916,1.39014912,0.30984543,13,0.17339364,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,NSGA-II,stochastic_moea,29,1,shared_minimum_normalized_objective_sum,0.86007049,35.26682100,2.43247360,0.33668491,14,0.16978839,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,R-NSGA-II,stochastic_moea,0,1,shared_minimum_normalized_objective_sum,0.99090340,13.66557963,4.55111952,0.19945810,12,0.11840123,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,R-NSGA-II,stochastic_moea,1,1,shared_minimum_normalized_objective_sum,0.97752062,15.01434112,8.51931232,0.23924969,12,0.12316491,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,R-NSGA-II,stochastic_moea,2,1,shared_minimum_normalized_objective_sum,0.99616371,17.41051249,9.55824400,0.25694127,12,0.14154146,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,R-NSGA-II,stochastic_moea,3,1,shared_minimum_normalized_objective_sum,0.97844304,15.87625862,7.43683232,0.21866125,13,0.13163482,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,R-NSGA-II,stochastic_moea,4,1,shared_minimum_normalized_objective_sum,0.99932750,18.08288044,5.93438512,0.24179195,13,0.14526336,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,R-NSGA-II,stochastic_moea,5,1,shared_minimum_normalized_objective_sum,0.98461714,19.71075921,13.31027680,0.26464245,14,0.15244992,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,R-NSGA-II,stochastic_moea,6,1,shared_minimum_normalized_objective_sum,0.96863616,13.03287301,5.37870064,0.21608972,10,0.11526069,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,R-NSGA-II,stochastic_moea,7,1,shared_minimum_normalized_objective_sum,0.97852231,19.96424107,6.55265792,0.27463286,12,0.15239693,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,R-NSGA-II,stochastic_moea,8,1,shared_minimum_normalized_objective_sum,0.96537923,17.13718670,11.60672400,0.24947823,14,0.13856699,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,R-NSGA-II,stochastic_moea,9,1,shared_minimum_normalized_objective_sum,0.98144304,14.98601296,8.67611232,0.23924969,12,0.12582642,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,R-NSGA-II,stochastic_moea,10,1,shared_minimum_normalized_objective_sum,0.95463785,18.09772673,9.45688400,0.23095302,15,0.14499347,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,R-NSGA-II,stochastic_moea,11,1,shared_minimum_normalized_objective_sum,0.96953440,17.10885854,11.94160400,0.24947823,14,0.13667041,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,R-NSGA-II,stochastic_moea,12,1,shared_minimum_normalized_objective_sum,0.99347236,13.30093911,6.83311952,0.21213611,11,0.12151464,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,R-NSGA-II,stochastic_moea,13,1,shared_minimum_normalized_objective_sum,0.98548614,14.91571859,9.54075232,0.23924969,12,0.12462781,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,R-NSGA-II,stochastic_moea,14,1,shared_minimum_normalized_objective_sum,0.98351716,18.50606793,2.20020624,0.24049957,11,0.14840281,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,R-NSGA-II,stochastic_moea,15,1,shared_minimum_normalized_objective_sum,0.97767579,14.91571859,7.84843232,0.23924969,12,0.12343916,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,R-NSGA-II,stochastic_moea,16,1,shared_minimum_normalized_objective_sum,0.98628786,15.01434112,9.19635232,0.23924969,12,0.12538554,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,R-NSGA-II,stochastic_moea,17,1,shared_minimum_normalized_objective_sum,0.99550507,20.73884868,2.96977792,0.26783585,11,0.15764882,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
reliability_driven_review,R-NSGA-II,stochastic_moea,18,1,shared_minimum_normalized_objective_sum,0.95680333,23.04762668,8.11854960,0.25925956,15,0.17333620,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
