metric,effect,qwen_effect,granite_effect,granite_minus_qwen,ci_low,ci_high,clusters,bootstrap_samples
execution,backbone_x_context_package_main,-0.05277777777777778,0.013888888888888888,0.06666666666666667,-0.036290322580645164,0.18163729128014802,70,20000
execution,backbone_x_structural_hint_main,0.23055555555555557,0.15833333333333333,-0.07222222222222222,-0.1228813559322034,-0.028204225352112755,70,20000
execution,backbone_x_interaction,-0.12777777777777777,0.06111111111111111,0.18888888888888888,0.008770972190301096,0.42857142857142855,70,20000
structural_common,backbone_x_context_package_main,0.030555555555555555,0.044444444444444446,0.013888888888888888,-0.11972192745514174,0.1310690399137,70,20000
structural_common,backbone_x_structural_hint_main,0.4083333333333333,0.35555555555555557,-0.05277777777777778,-0.17068395533352923,0.07843339815264931,70,20000
structural_common,backbone_x_interaction,-0.07222222222222222,0,0.07222222222222222,-0.18750598659003823,0.3015075376884422,70,20000
