front_points,reported_clipped_points,reported_point_clip_rate,expanded_clipped_points,expanded_point_clip_rate,analytic_clipped_points_beyond_1e_12,analytic_point_clip_rate_beyond_1e_12
16216,1587,0.09786630488,154,0.009496793291,0,0
