paper,experiment_id,method,method_role,seed,hypervolume,hypervolume_worst_case,feasible_front_size,compromise_cost_index,compromise_loss_index,compromise_voltage_risk,compromise_hosting_capacity,compromise_reliability,compromise_survivability,portfolio_size,hosting_shortfall,der_readiness_shortfall,runtime_s,source_status
p3,der_siting_sizing,Ablation-NoRepair,ablation,7,0.04364063,0.04364063,40,0.97733055,0.12289743,0.17812812,0.00188027,1.00000000,1.00000000,13,0.02311973,0.00000000,0.079884,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoRepair,ablation,8,0.04216576,0.04216576,39,0.88355105,0.12427599,0.17812812,0.00002899,1.00000000,1.00000000,13,0.02497101,0.00000000,0.080455,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoRepair,ablation,9,0.04259135,0.04259135,39,0.97683616,0.12290469,0.17812812,0.00186275,1.00000000,1.00000000,13,0.02313725,0.00000000,0.079257,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoRepair,ablation,10,0.04257992,0.04257992,39,0.91694400,0.12410484,0.17635922,0.00001740,1.00000000,1.00000000,13,0.02498260,0.00000000,0.080135,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoRepair,ablation,11,0.04362532,0.04362532,40,0.98223600,0.12401545,0.17661257,0.00004639,0.98383550,1.00000000,15,0.02495361,0.00000000,0.082583,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoRepair,ablation,12,0.04244101,0.04244101,36,0.82586034,0.12444904,0.17932812,0.00002320,1.00000000,1.00000000,12,0.02497680,0.00000000,0.078176,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoRepair,ablation,13,0.04360386,0.04360386,38,0.99921621,0.11835958,0.17977561,0.00000580,1.00000000,1.00000000,11,0.02499420,0.09812317,0.082650,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoRepair,ablation,14,0.04449671,0.04449671,39,0.95793824,0.12401736,0.17604367,0.00002899,1.00000000,1.00000000,14,0.02497101,0.00000000,0.081172,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoRepair,ablation,15,0.04407976,0.04407976,38,0.99921621,0.11835958,0.17977561,0.00000580,1.00000000,1.00000000,11,0.02499420,0.09812317,0.077469,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoRepair,ablation,16,0.04383001,0.04383001,39,0.97463471,0.12393179,0.17515922,0.00002320,1.00000000,1.00000000,14,0.02497680,0.00000000,0.082349,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoRepair,ablation,17,0.04616340,0.04616340,39,0.94124176,0.12410293,0.17692812,0.00003479,1.00000000,1.00000000,14,0.02496521,0.00000000,0.079251,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoRepair,ablation,18,0.04572425,0.04572425,38,0.95253840,0.12290661,0.17755922,0.00184535,1.00000000,1.00000000,12,0.02315465,0.02236559,0.080927,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoRepair,ablation,19,0.04348608,0.04348608,39,0.97463471,0.12393179,0.17515922,0.00002320,1.00000000,1.00000000,14,0.02497680,0.00000000,0.079331,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoRepair,ablation,20,0.04229067,0.04229067,39,0.99353263,0.12281912,0.17724367,0.00185695,1.00000000,1.00000000,13,0.02314305,0.00000000,0.080462,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoRepair,ablation,21,0.04383739,0.04383739,39,0.99353263,0.12281912,0.17724367,0.00185695,1.00000000,1.00000000,13,0.02314305,0.00000000,0.079418,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoRepair,ablation,22,0.04327727,0.04327727,40,0.99353263,0.12281912,0.17724367,0.00185695,1.00000000,1.00000000,13,0.02314305,0.00000000,0.079601,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoRepair,ablation,23,0.04203693,0.04203693,39,0.99779968,0.11905766,0.18034438,0.00002320,0.98508031,1.00000000,12,0.02497680,0.00000000,0.080565,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoRepair,ablation,24,0.04361451,0.04361451,39,0.93584192,0.12299218,0.17844367,0.00185115,1.00000000,1.00000000,12,0.02314885,0.00000000,0.078958,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoRepair,ablation,25,0.04178152,0.04178152,38,0.98143494,0.11987209,0.17948079,0.00001740,1.00000000,1.00000000,12,0.02498260,0.00000000,0.082469,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoRepair,ablation,26,0.04161309,0.04161309,39,0.96063407,0.12298300,0.17901257,0.00188607,0.96630637,1.00000000,13,0.02311393,0.00000000,0.080003,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoRepair,ablation,27,0.04585989,0.04585989,39,0.94124176,0.12410293,0.17692812,0.00003479,1.00000000,1.00000000,14,0.02496521,0.00000000,0.080293,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoRepair,ablation,28,0.04169867,0.04169867,39,0.91914545,0.12307775,0.17932812,0.00185695,1.00000000,1.00000000,12,0.02314305,0.00000000,0.079645,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoRepair,ablation,29,0.04438560,0.04438560,39,0.90024753,0.12419042,0.17724367,0.00002320,1.00000000,1.00000000,13,0.02497680,0.00000000,0.079960,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-FixedDE,ablation,0,0.04580608,0.04580608,39,0.89264624,0.12410676,0.17579032,0.00000000,1.00000000,1.00000000,12,0.02500000,0.23741935,0.109473,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-FixedDE,ablation,1,0.04564040,0.04564040,40,0.99893248,0.12392988,0.17572812,0.00004059,1.00000000,1.00000000,15,0.02495941,0.00000000,0.108039,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-FixedDE,ablation,2,0.04367424,0.04367424,39,0.97463471,0.12393179,0.17515922,0.00002320,1.00000000,1.00000000,14,0.02497680,0.00000000,0.110928,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-FixedDE,ablation,3,0.04655347,0.04655347,39,0.89264624,0.12410676,0.17579032,0.00000000,1.00000000,1.00000000,12,0.02500000,0.23741935,0.110514,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-FixedDE,ablation,4,0.04475603,0.04475603,39,0.99893248,0.12392988,0.17572812,0.00004059,1.00000000,1.00000000,15,0.02495941,0.00000000,0.110628,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-FixedDE,ablation,5,0.04556988,0.04556988,38,0.90024753,0.12419042,0.17724367,0.00002320,1.00000000,1.00000000,13,0.02497680,0.00000000,0.104004,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-FixedDE,ablation,6,0.04429008,0.04429008,39,0.99893248,0.12392988,0.17572812,0.00004059,1.00000000,1.00000000,15,0.02495941,0.00000000,0.112631,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-FixedDE,ablation,7,0.04465673,0.04465673,39,0.89534208,0.12307239,0.17875922,0.00185707,1.00000000,1.00000000,11,0.02314293,0.12011730,0.116084,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-FixedDE,ablation,8,0.04472603,0.04472603,39,0.90024753,0.12419042,0.17724367,0.00002320,1.00000000,1.00000000,13,0.02497680,0.00000000,0.106469,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-FixedDE,ablation,9,0.04446866,0.04446866,39,0.89264624,0.12410676,0.17579032,0.00000000,1.00000000,1.00000000,12,0.02500000,0.23741935,0.108838,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-FixedDE,ablation,10,0.04525230,0.04525230,39,0.99893248,0.12392988,0.17572812,0.00004059,1.00000000,1.00000000,15,0.02495941,0.00000000,0.114839,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-FixedDE,ablation,11,0.04566986,0.04566986,39,0.89264624,0.12410676,0.17579032,0.00000000,1.00000000,1.00000000,12,0.02500000,0.23741935,0.113742,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-FixedDE,ablation,12,0.04483692,0.04483692,39,0.98223600,0.12401545,0.17661257,0.00004639,0.98383550,1.00000000,15,0.02495361,0.00000000,0.110017,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-FixedDE,ablation,13,0.04644701,0.04644701,39,0.96703343,0.12384813,0.17370586,0.00000000,1.00000000,1.00000000,13,0.02500000,0.23741935,0.111804,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-FixedDE,ablation,14,0.04630328,0.04630328,39,0.97463471,0.12393179,0.17515922,0.00002320,1.00000000,1.00000000,14,0.02497680,0.00000000,0.113176,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-FixedDE,ablation,15,0.04622839,0.04622839,39,0.89264624,0.12410676,0.17579032,0.00000000,1.00000000,1.00000000,12,0.02500000,0.23741935,0.109929,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-FixedDE,ablation,16,0.04443030,0.04443030,39,0.96972926,0.12281377,0.17667477,0.00185707,1.00000000,1.00000000,12,0.02314293,0.12989247,0.108766,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-FixedDE,ablation,17,0.04571702,0.04571702,39,0.97463471,0.12393179,0.17515922,0.00002320,1.00000000,1.00000000,14,0.02497680,0.00000000,0.112142,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-FixedDE,ablation,18,0.04346979,0.04346979,39,0.97733055,0.12289743,0.17812812,0.00188027,1.00000000,1.00000000,13,0.02311973,0.00000000,0.109273,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-FixedDE,ablation,19,0.04607916,0.04607916,38,0.96972926,0.12281377,0.17667477,0.00185707,1.00000000,1.00000000,12,0.02314293,0.12989247,0.112877,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-FixedDE,ablation,20,0.04472744,0.04472744,39,0.99893248,0.12392988,0.17572812,0.00004059,1.00000000,1.00000000,15,0.02495941,0.00000000,0.105049,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-FixedDE,ablation,21,0.04452150,0.04452150,39,0.99893248,0.12392988,0.17572812,0.00004059,1.00000000,1.00000000,15,0.02495941,0.00000000,0.108968,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-FixedDE,ablation,22,0.04638913,0.04638913,39,0.96703343,0.12384813,0.17370586,0.00000000,1.00000000,1.00000000,13,0.02500000,0.23741935,0.109100,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-FixedDE,ablation,23,0.04409541,0.04409541,39,0.99893248,0.12392988,0.17572812,0.00004059,1.00000000,1.00000000,15,0.02495941,0.00000000,0.106377,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-FixedDE,ablation,24,0.04294247,0.04294247,39,0.98251973,0.11844515,0.18066006,0.00001160,1.00000000,1.00000000,11,0.02498840,0.00000000,0.108658,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-FixedDE,ablation,25,0.04734748,0.04734748,39,0.96972926,0.12281377,0.17667477,0.00185707,1.00000000,1.00000000,12,0.02314293,0.12989247,0.116835,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-FixedDE,ablation,26,0.04482067,0.04482067,39,0.96063407,0.12298300,0.17901257,0.00188607,0.96630637,1.00000000,13,0.02311393,0.00000000,0.111042,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-FixedDE,ablation,27,0.04504614,0.04504614,39,0.89264624,0.12410676,0.17579032,0.00000000,1.00000000,1.00000000,12,0.02500000,0.23741935,0.112386,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-FixedDE,ablation,28,0.04572768,0.04572768,39,0.89264624,0.12410676,0.17579032,0.00000000,1.00000000,1.00000000,12,0.02500000,0.23741935,0.114150,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-FixedDE,ablation,29,0.04582903,0.04582903,39,0.89264624,0.12410676,0.17579032,0.00000000,1.00000000,1.00000000,12,0.02500000,0.23741935,0.109214,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDiversity,ablation,0,0.02879516,0.02879516,4,0.99040475,0.11295850,0.18616090,0.00000000,0.90854752,1.00000000,8,0.02500000,0.17693548,0.174212,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDiversity,ablation,1,0.03640918,0.03640918,10,0.86713831,0.11879125,0.18306006,0.00000000,1.00000000,1.00000000,9,0.02500000,0.21053763,0.172660,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDiversity,ablation,2,0.04020950,0.04020950,10,0.74387187,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,10,0.02500000,0.23741935,0.190483,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDiversity,ablation,3,0.02314707,0.02314707,6,0.91601757,0.11321713,0.18824535,0.00000000,0.82690466,0.95175637,7,0.02500000,0.16829493,0.154026,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDiversity,ablation,4,0.02986859,0.02986859,4,0.99040475,0.11295850,0.18616090,0.00000000,0.90854752,1.00000000,8,0.02500000,0.17693548,0.155555,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDiversity,ablation,5,0.03678267,0.03678267,7,0.86713831,0.11879125,0.18306006,0.00000000,1.00000000,1.00000000,9,0.02500000,0.21053763,0.160529,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDiversity,ablation,6,0.00047204,0.00047204,1,0.00000000,0.12721025,0.20080373,0.00000000,0.35000000,0.42000000,0,0.02500000,0.56000000,0.173392,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDiversity,ablation,7,0.03047569,0.03047569,3,0.79275112,0.11904988,0.18514451,0.00000000,0.95584519,1.00000000,8,0.02500000,0.20717742,0.168310,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDiversity,ablation,8,0.00047204,0.00047204,1,0.00000000,0.12721025,0.20080373,0.00000000,0.35000000,0.42000000,0,0.02500000,0.56000000,0.159350,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDiversity,ablation,9,0.02389231,0.02389231,2,0.86983415,0.11775689,0.18602896,0.00185707,0.88004901,0.99176110,8,0.02314293,0.04588710,0.167554,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDiversity,ablation,10,0.03409038,0.03409038,9,0.94422133,0.11749826,0.18394451,0.00185707,0.96169187,1.00000000,9,0.02314293,0.06716846,0.173220,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDiversity,ablation,11,0.03287080,0.03287080,3,0.74656770,0.12358964,0.18292812,0.00185707,1.00000000,1.00000000,9,0.02314293,0.09405018,0.183885,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDiversity,ablation,12,0.04139797,0.04139797,14,0.94152550,0.11853263,0.18097561,0.00000000,1.00000000,1.00000000,10,0.02500000,0.21322581,0.185713,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDiversity,ablation,13,0.03512559,0.03512559,5,0.86713831,0.11879125,0.18306006,0.00000000,1.00000000,1.00000000,9,0.02500000,0.21053763,0.167162,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDiversity,ablation,14,0.01371329,0.01371329,2,0.91871340,0.11218276,0.19121426,0.00185707,0.66946563,0.79197262,6,0.02314293,0.00000000,0.170502,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDiversity,ablation,15,0.03666151,0.03666151,4,0.86713831,0.11879125,0.18306006,0.00000000,1.00000000,1.00000000,9,0.02500000,0.21053763,0.161585,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDiversity,ablation,16,0.00047204,0.00047204,1,0.00000000,0.12721025,0.20080373,0.00000000,0.35000000,0.42000000,0,0.02500000,0.56000000,0.163523,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDiversity,ablation,17,0.04324616,0.04324616,16,0.89534208,0.12307239,0.17875922,0.00185707,1.00000000,1.00000000,11,0.02314293,0.12011730,0.169981,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDiversity,ablation,18,0.03128486,0.03128486,6,0.94372694,0.11750553,0.18394451,0.00183955,0.96058322,1.00000000,9,0.02316045,0.06716846,0.163699,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDiversity,ablation,19,0.02879733,0.02879733,4,0.99040475,0.11295850,0.18616090,0.00000000,0.90854752,1.00000000,8,0.02500000,0.17693548,0.143344,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDiversity,ablation,20,0.03434323,0.03434323,14,0.94422133,0.11749826,0.18394451,0.00185707,0.96169187,1.00000000,9,0.02314293,0.06716846,0.152998,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDiversity,ablation,21,0.03687418,0.03687418,8,0.86713831,0.11879125,0.18306006,0.00000000,1.00000000,1.00000000,9,0.02500000,0.21053763,0.163077,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDiversity,ablation,22,0.02879516,0.02879516,3,0.99040475,0.11295850,0.18616090,0.00000000,0.90854752,1.00000000,8,0.02500000,0.17693548,0.160172,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDiversity,ablation,23,0.03569393,0.03569393,3,0.74656770,0.12358964,0.18292812,0.00185707,1.00000000,1.00000000,9,0.02314293,0.09405018,0.184602,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDiversity,ablation,24,0.02620989,0.02620989,3,0.86983415,0.11775689,0.18602896,0.00185707,0.88004901,0.99176110,8,0.02314293,0.04588710,0.176249,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDiversity,ablation,25,0.03034814,0.03034814,3,0.94422133,0.11749826,0.18394451,0.00185707,0.96169187,1.00000000,9,0.02314293,0.06716846,0.172755,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDiversity,ablation,26,0.03824911,0.03824911,8,0.86713831,0.11879125,0.18306006,0.00000000,1.00000000,1.00000000,9,0.02500000,0.21053763,0.170224,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDiversity,ablation,27,0.04025707,0.04025707,11,0.94152550,0.11853263,0.18097561,0.00000000,1.00000000,1.00000000,10,0.02500000,0.21322581,0.164212,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDiversity,ablation,28,0.04024272,0.04024272,6,0.74387187,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,10,0.02500000,0.23741935,0.163754,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDiversity,ablation,29,0.02328493,0.02328493,5,0.91601757,0.11321713,0.18824535,0.00000000,0.82690466,0.95175637,7,0.02500000,0.16829493,0.175423,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDER,ablation,0,0.04686520,0.04686520,37,0.96703343,0.12384813,0.17370586,0.00000000,1.00000000,1.00000000,13,0.02500000,0.23741935,0.120326,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDER,ablation,1,0.04563224,0.04563224,39,0.96703343,0.12384813,0.17370586,0.00000000,1.00000000,1.00000000,13,0.02500000,0.23741935,0.121904,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDER,ablation,2,0.04553460,0.04553460,38,0.96703343,0.12384813,0.17370586,0.00000000,1.00000000,1.00000000,13,0.02500000,0.23741935,0.123866,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDER,ablation,3,0.04587201,0.04587201,38,0.96703343,0.12384813,0.17370586,0.00000000,1.00000000,1.00000000,13,0.02500000,0.23741935,0.121868,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDER,ablation,4,0.04578378,0.04578378,39,0.81825906,0.12436538,0.17787477,0.00000000,1.00000000,1.00000000,11,0.02500000,0.23741935,0.131623,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDER,ablation,5,0.04625178,0.04625178,38,0.89264624,0.12410676,0.17579032,0.00000000,1.00000000,1.00000000,12,0.02500000,0.23741935,0.124025,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDER,ablation,6,0.04610230,0.04610230,36,0.81825906,0.12436538,0.17787477,0.00000000,1.00000000,1.00000000,11,0.02500000,0.23741935,0.126336,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDER,ablation,7,0.04544689,0.04544689,38,0.81825906,0.12436538,0.17787477,0.00000000,1.00000000,1.00000000,11,0.02500000,0.23741935,0.125341,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDER,ablation,8,0.04620720,0.04620720,36,0.81825906,0.12436538,0.17787477,0.00000000,1.00000000,1.00000000,11,0.02500000,0.23741935,0.117993,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDER,ablation,9,0.04607846,0.04607846,38,0.99019840,0.11897400,0.17889103,0.00000000,1.00000000,1.00000000,11,0.02500000,0.21542522,0.124519,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDER,ablation,10,0.04553470,0.04553470,37,0.96703343,0.12384813,0.17370586,0.00000000,1.00000000,1.00000000,13,0.02500000,0.23741935,0.126839,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDER,ablation,11,0.04639405,0.04639405,38,0.96703343,0.12384813,0.17370586,0.00000000,1.00000000,1.00000000,13,0.02500000,0.23741935,0.125270,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDER,ablation,12,0.04548958,0.04548958,36,0.89264624,0.12410676,0.17579032,0.00000000,1.00000000,1.00000000,12,0.02500000,0.23741935,0.116646,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDER,ablation,13,0.04685132,0.04685132,39,0.89264624,0.12410676,0.17579032,0.00000000,1.00000000,1.00000000,12,0.02500000,0.23741935,0.119262,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDER,ablation,14,0.04544684,0.04544684,39,0.81825906,0.12436538,0.17787477,0.00000000,1.00000000,1.00000000,11,0.02500000,0.23741935,0.124135,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDER,ablation,15,0.04549061,0.04549061,39,0.89264624,0.12410676,0.17579032,0.00000000,1.00000000,1.00000000,12,0.02500000,0.23741935,0.131840,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDER,ablation,16,0.04625112,0.04625112,37,0.89264624,0.12410676,0.17579032,0.00000000,1.00000000,1.00000000,12,0.02500000,0.23741935,0.120483,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDER,ablation,17,0.04608944,0.04608944,38,0.89264624,0.12410676,0.17579032,0.00000000,1.00000000,1.00000000,12,0.02500000,0.23741935,0.123414,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDER,ablation,18,0.04305273,0.04305273,38,0.94152550,0.11853263,0.18097561,0.00000000,1.00000000,1.00000000,10,0.02500000,0.21322581,0.123364,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDER,ablation,19,0.04598147,0.04598147,39,0.89264624,0.12410676,0.17579032,0.00000000,1.00000000,1.00000000,12,0.02500000,0.23741935,0.118159,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDER,ablation,20,0.04620693,0.04620693,37,0.81825906,0.12436538,0.17787477,0.00000000,1.00000000,1.00000000,11,0.02500000,0.23741935,0.116066,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDER,ablation,21,0.04553559,0.04553559,38,0.96703343,0.12384813,0.17370586,0.00000000,1.00000000,1.00000000,13,0.02500000,0.23741935,0.123356,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDER,ablation,22,0.04644264,0.04644264,39,0.96703343,0.12384813,0.17370586,0.00000000,1.00000000,1.00000000,13,0.02500000,0.23741935,0.123989,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDER,ablation,23,0.04511220,0.04511220,38,0.96703343,0.12384813,0.17370586,0.00000000,1.00000000,1.00000000,13,0.02500000,0.23741935,0.129616,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDER,ablation,24,0.04629441,0.04629441,37,0.96703343,0.12384813,0.17370586,0.00000000,1.00000000,1.00000000,13,0.02500000,0.23741935,0.121651,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDER,ablation,25,0.04630554,0.04630554,38,0.81825906,0.12436538,0.17787477,0.00000000,1.00000000,1.00000000,11,0.02500000,0.23741935,0.126240,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDER,ablation,26,0.04582660,0.04582660,37,0.89264624,0.12410676,0.17579032,0.00000000,1.00000000,1.00000000,12,0.02500000,0.23741935,0.129780,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDER,ablation,27,0.04587191,0.04587191,36,0.96703343,0.12384813,0.17370586,0.00000000,1.00000000,1.00000000,13,0.02500000,0.23741935,0.124294,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDER,ablation,28,0.04553454,0.04553454,38,0.96703343,0.12384813,0.17370586,0.00000000,1.00000000,1.00000000,13,0.02500000,0.23741935,0.122489,public_simbench_planning_v7_direct_moea_de_controls
p3,der_siting_sizing,Ablation-NoDER,ablation,29,0.04578429,0.04578429,36,0.81825906,0.12436538,0.17787477,0.00000000,1.00000000,1.00000000,11,0.02500000,0.23741935,0.118231,public_simbench_planning_v7_direct_moea_de_controls
p3,storage_allocation,CARS-MODE,proposed,0,0.04339789,0.04339789,39,0.94437829,0.12393949,0.17451558,0.00002320,1.00000000,1.00000000,13,0.02497680,0.00000000,0.132896,public_simbench_planning_v7_direct_moea_de_controls
