paper,experiment_id,method,method_role,repeat,hypervolume_proxy,constraint_violation_rate,investment_cost_index,loss_index,voltage_risk,hosting_capacity,reliability_proxy,survivability_rate,expected_loss_index,portfolio_size,runtime_s,source_status
p3,load_growth_expansion,Ablation-NoDiversity,ablation,2,0.45401196,0.02834244,0.96462327,0.11903848,0.18834244,0.00118292,0.63462126,0.73450929,0.12851956,7,0.00007060,public_simbench_planning_v1
p3,load_growth_expansion,Ablation-NoDiversity,ablation,3,0.45401196,0.02834244,0.96462327,0.11903848,0.18834244,0.00118292,0.63462126,0.73450929,0.12851956,7,0.00007060,public_simbench_planning_v1
p3,load_growth_expansion,Ablation-NoDER,ablation,1,0.59998676,0.01995922,0.74387187,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,0.12462400,10,0.00004930,public_simbench_planning_v1
p3,load_growth_expansion,Ablation-NoDER,ablation,2,0.59998676,0.01995922,0.74387187,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,0.12462400,10,0.00004550,public_simbench_planning_v1
p3,load_growth_expansion,Ablation-NoDER,ablation,3,0.60281229,0.02097561,0.94152550,0.11853263,0.18097561,0.00000000,1.00000000,1.00000000,0.11853263,10,0.00004720,public_simbench_planning_v1
p3,pareto_quality,CARS-MODE,proposed,1,0.51724387,0.02537353,0.96242183,0.12006557,0.18537353,0.00085589,0.79316894,0.89610384,0.12380788,8,0.00005370,public_simbench_planning_v1
p3,pareto_quality,CARS-MODE,proposed,2,0.51724387,0.02537353,0.96242183,0.12006557,0.18537353,0.00085589,0.79316894,0.89610384,0.12380788,8,0.00004900,public_simbench_planning_v1
p3,pareto_quality,CARS-MODE,proposed,3,0.51724387,0.02537353,0.96242183,0.12006557,0.18537353,0.00085589,0.79316894,0.89610384,0.12380788,8,0.00004860,public_simbench_planning_v1
p3,pareto_quality,NSGA-II,baseline,1,0.47804974,0.02818073,0.81910710,0.12093487,0.18818073,0.00091880,0.70018574,0.79530201,0.12836141,7,0.00010380,public_simbench_planning_v1
p3,pareto_quality,NSGA-II,baseline,2,0.45401196,0.02834244,0.96462327,0.11903848,0.18834244,0.00118292,0.63462126,0.73450929,0.12851956,7,0.00010890,public_simbench_planning_v1
p3,pareto_quality,NSGA-II,baseline,3,0.47804974,0.02818073,0.81910710,0.12093487,0.18818073,0.00091880,0.70018574,0.79530201,0.12836141,7,0.00009710,public_simbench_planning_v1
p3,pareto_quality,MOEA/D,baseline,1,0.47926288,0.02814318,0.81989813,0.12092478,0.18814318,0.00092129,0.70323452,0.79982898,0.12818647,7,0.00010400,public_simbench_planning_v1
p3,pareto_quality,MOEA/D,baseline,2,0.45401196,0.02834244,0.96462327,0.11903848,0.18834244,0.00118292,0.63462126,0.73450929,0.12851956,7,0.00010360,public_simbench_planning_v1
p3,pareto_quality,MOEA/D,baseline,3,0.43077214,0.02850438,0.96009224,0.11905675,0.18850438,0.00118374,0.57440623,0.68165970,0.13042692,7,0.00009860,public_simbench_planning_v1
p3,pareto_quality,Standard DE,baseline,1,0.54204770,0.02517428,0.81720229,0.12195914,0.18517428,0.00059115,0.86067355,0.95961274,0.12343682,8,0.00012990,public_simbench_planning_v1
p3,pareto_quality,Standard DE,baseline,2,0.51176391,0.02609628,0.89349429,0.12067625,0.18609628,0.00091880,0.78182860,0.87996868,0.12502172,8,0.00011690,public_simbench_planning_v1
p3,pareto_quality,Standard DE,baseline,3,0.54204770,0.02517428,0.81720229,0.12195914,0.18517428,0.00059115,0.86067355,0.95961274,0.12343682,8,0.00011510,public_simbench_planning_v1
p3,pareto_quality,PSO,baseline,1,0.55275443,0.02325177,0.79377335,0.12309008,0.18325177,0.00026597,0.88515528,0.99641785,0.12322236,9,0.00010530,public_simbench_planning_v1
p3,pareto_quality,PSO,baseline,2,0.53041278,0.02341395,0.73297462,0.12364446,0.18341395,0.00033262,0.82834445,0.94833414,0.12556092,9,0.00010300,public_simbench_planning_v1
p3,pareto_quality,PSO,baseline,3,0.49386980,0.02553548,0.95789080,0.12008385,0.18553548,0.00085671,0.73295391,0.84325425,0.12573064,8,0.00011280,public_simbench_planning_v1
p3,pareto_quality,GA,baseline,1,0.52319279,0.02413622,0.87036198,0.12180436,0.18413622,0.00059300,0.80825046,0.91948998,0.12474630,9,0.00013910,public_simbench_planning_v1
p3,pareto_quality,GA,baseline,2,0.53766568,0.02426840,0.93466489,0.11754208,0.18426840,0.00032868,0.84015316,0.96891780,0.11863812,9,0.00010510,public_simbench_planning_v1
p3,pareto_quality,GA,baseline,3,0.56114090,0.02410645,0.84591081,0.11889510,0.18410645,0.00000186,0.90342209,1.00000000,0.11889510,9,0.00010430,public_simbench_planning_v1
p3,pareto_quality,Weighted Sum,baseline,1,0.35893919,0.03240373,0.40383498,0.12599887,0.19240373,0.00000722,0.40454356,0.50908782,0.14455519,7,0.00007210,public_simbench_planning_v1
p3,pareto_quality,Weighted Sum,baseline,2,0.35893919,0.03240373,0.40383498,0.12599887,0.19240373,0.00000722,0.40454356,0.50908782,0.14455519,7,0.00006950,public_simbench_planning_v1
p3,pareto_quality,Weighted Sum,baseline,3,0.35893919,0.03240373,0.40383498,0.12599887,0.19240373,0.00000722,0.40454356,0.50908782,0.14455519,7,0.00006930,public_simbench_planning_v1
p3,pareto_quality,Ablation-NoRepair,ablation,1,0.46967798,0.20987391,1.18778483,0.11826260,0.18208908,0.00118292,0.87954983,0.98850929,0.11867028,10,0.00006950,public_simbench_planning_v1
p3,pareto_quality,Ablation-NoRepair,ablation,2,0.46967798,0.20987391,1.18778483,0.11826260,0.18208908,0.00118292,0.87954983,0.98850929,0.11867028,10,0.00006920,public_simbench_planning_v1
p3,pareto_quality,Ablation-NoRepair,ablation,3,0.46967798,0.20987391,1.18778483,0.11826260,0.18208908,0.00118292,0.87954983,0.98850929,0.11867028,10,0.00010630,public_simbench_planning_v1
p3,pareto_quality,Ablation-FixedDE,ablation,1,0.47804974,0.02818073,0.81910710,0.12093487,0.18818073,0.00091880,0.70018574,0.79530201,0.12836141,7,0.00019310,public_simbench_planning_v1
p3,pareto_quality,Ablation-FixedDE,ablation,2,0.51298607,0.02605873,0.89428531,0.12066615,0.18605873,0.00092129,0.78487737,0.88449565,0.12484739,8,0.00018320,public_simbench_planning_v1
p3,pareto_quality,Ablation-FixedDE,ablation,3,0.45401196,0.02834244,0.96462327,0.11903848,0.18834244,0.00118292,0.63462126,0.73450929,0.12851956,7,0.00021350,public_simbench_planning_v1
p3,pareto_quality,Ablation-NoDiversity,ablation,1,0.45401196,0.02834244,0.96462327,0.11903848,0.18834244,0.00118292,0.63462126,0.73450929,0.12851956,7,0.00016150,public_simbench_planning_v1
p3,pareto_quality,Ablation-NoDiversity,ablation,2,0.45401196,0.02834244,0.96462327,0.11903848,0.18834244,0.00118292,0.63462126,0.73450929,0.12851956,7,0.00015540,public_simbench_planning_v1
p3,pareto_quality,Ablation-NoDiversity,ablation,3,0.45401196,0.02834244,0.96462327,0.11903848,0.18834244,0.00118292,0.63462126,0.73450929,0.12851956,7,0.00016220,public_simbench_planning_v1
p3,pareto_quality,Ablation-NoDER,ablation,1,0.59998676,0.01995922,0.74387187,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,0.12462400,10,0.00010130,public_simbench_planning_v1
p3,pareto_quality,Ablation-NoDER,ablation,2,0.59998676,0.01995922,0.74387187,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,0.12462400,10,0.00009040,public_simbench_planning_v1
p3,pareto_quality,Ablation-NoDER,ablation,3,0.59998676,0.01995922,0.74387187,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,0.12462400,10,0.00008900,public_simbench_planning_v1
p3,constraint_repair,CARS-MODE,proposed,1,0.44994351,0.02954244,0.81364745,0.12058282,0.18954244,0.00085589,0.62988322,0.72677050,0.13046686,6,0.00025130,public_simbench_planning_v1
p3,constraint_repair,CARS-MODE,proposed,2,0.44994351,0.02954244,0.81364745,0.12058282,0.18954244,0.00085589,0.62988322,0.72677050,0.13046686,6,0.00025150,public_simbench_planning_v1
p3,constraint_repair,CARS-MODE,proposed,3,0.44994351,0.02954244,0.81364745,0.12058282,0.18954244,0.00085589,0.62988322,0.72677050,0.13046686,6,0.00027730,public_simbench_planning_v1
p3,constraint_repair,NSGA-II,baseline,1,0.41276100,0.03231208,0.67112375,0.12144202,0.19231208,0.00092129,0.53994880,0.63049565,0.13490403,5,0.00015720,public_simbench_planning_v1
p3,constraint_repair,NSGA-II,baseline,2,0.41156574,0.03234963,0.67033273,0.12145212,0.19234963,0.00091880,0.53690003,0.62596868,0.13508019,5,0.00015310,public_simbench_planning_v1
p3,constraint_repair,NSGA-II,baseline,3,0.38762133,0.03251134,0.81584890,0.11955573,0.19251134,0.00118292,0.47133554,0.56517596,0.13515144,5,0.00016680,public_simbench_planning_v1
p3,constraint_repair,MOEA/D,baseline,1,0.41156574,0.03234963,0.67033273,0.12145212,0.19234963,0.00091880,0.53690003,0.62596868,0.13508019,5,0.00016110,public_simbench_planning_v1
p3,constraint_repair,MOEA/D,baseline,2,0.41156574,0.03234963,0.67033273,0.12145212,0.19234963,0.00091880,0.53690003,0.62596868,0.13508019,5,0.00016940,public_simbench_planning_v1
p3,constraint_repair,MOEA/D,baseline,3,0.41156574,0.03234963,0.67033273,0.12145212,0.19234963,0.00091880,0.53690003,0.62596868,0.13508019,5,0.00016210,public_simbench_planning_v1
p3,constraint_repair,Standard DE,baseline,1,0.38347567,0.03371134,0.66437869,0.12110734,0.19371134,0.00085277,0.46548886,0.55562638,0.13725241,4,0.00022820,public_simbench_planning_v1
p3,constraint_repair,Standard DE,baseline,2,0.47343537,0.02938073,0.66763689,0.12248648,0.18938073,0.00058866,0.69433906,0.78575244,0.13035921,6,0.00023690,public_simbench_planning_v1
p3,constraint_repair,Standard DE,baseline,3,0.44547555,0.03074244,0.66217724,0.12213443,0.19074244,0.00052574,0.62403654,0.71722092,0.13249555,5,0.00024410,public_simbench_planning_v1
p3,constraint_repair,PSO,baseline,1,0.44994351,0.02954244,0.81364745,0.12058282,0.18954244,0.00085589,0.62988322,0.72677050,0.13046686,6,0.00024180,public_simbench_planning_v1
p3,constraint_repair,PSO,baseline,2,0.54248125,0.02517428,0.81769668,0.12195187,0.18517428,0.00059426,0.86178219,0.96142352,0.12336321,8,0.00022420,public_simbench_planning_v1
p3,constraint_repair,PSO,baseline,3,0.50263999,0.02849628,0.59104826,0.12377220,0.18849628,0.00026163,0.77124388,0.86268031,0.12887111,6,0.00023910,public_simbench_planning_v1
p3,constraint_repair,GA,baseline,1,0.47343537,0.02938073,0.66763689,0.12248648,0.18938073,0.00058866,0.69433906,0.78575244,0.13035921,6,0.00023050,public_simbench_planning_v1
p3,constraint_repair,GA,baseline,2,0.45581855,0.02830512,0.72158760,0.12232161,0.18830512,0.00059300,0.64496474,0.75015664,0.13148998,7,0.00023340,public_simbench_planning_v1
p3,constraint_repair,GA,baseline,3,0.38762133,0.03251134,0.81584890,0.11955573,0.19251134,0.00118292,0.47133554,0.56517596,0.13515144,5,0.00024200,public_simbench_planning_v1
p3,constraint_repair,Weighted Sum,baseline,1,0.35893919,0.03240373,0.40383498,0.12599887,0.19240373,0.00000722,0.40454356,0.50908782,0.14455519,7,0.00014220,public_simbench_planning_v1
p3,constraint_repair,Weighted Sum,baseline,2,0.35893919,0.03240373,0.40383498,0.12599887,0.19240373,0.00000722,0.40454356,0.50908782,0.14455519,7,0.00013750,public_simbench_planning_v1
p3,constraint_repair,Weighted Sum,baseline,3,0.35893919,0.03240373,0.40383498,0.12599887,0.19240373,0.00000722,0.40454356,0.50908782,0.14455519,7,0.00013770,public_simbench_planning_v1
p3,constraint_repair,Ablation-NoRepair,ablation,1,0.46982070,0.06526844,1.03901046,0.11877985,0.18625799,0.00118292,0.71626411,0.81917596,0.12522333,8,0.00016290,public_simbench_planning_v1
p3,constraint_repair,Ablation-NoRepair,ablation,2,0.46982070,0.06526844,1.03901046,0.11877985,0.18625799,0.00118292,0.71626411,0.81917596,0.12522333,8,0.00014120,public_simbench_planning_v1
p3,constraint_repair,Ablation-NoRepair,ablation,3,0.46982070,0.06526844,1.03901046,0.11877985,0.18625799,0.00118292,0.71626411,0.81917596,0.12522333,8,0.00014160,public_simbench_planning_v1
p3,constraint_repair,Ablation-FixedDE,ablation,1,0.41276100,0.03231208,0.67112375,0.12144202,0.19231208,0.00092129,0.53994880,0.63049565,0.13490403,5,0.00015440,public_simbench_planning_v1
p3,constraint_repair,Ablation-FixedDE,ablation,2,0.41276100,0.03231208,0.67112375,0.12144202,0.19231208,0.00092129,0.53994880,0.63049565,0.13490403,5,0.00015540,public_simbench_planning_v1
p3,constraint_repair,Ablation-FixedDE,ablation,3,0.38762133,0.03251134,0.81584890,0.11955573,0.19251134,0.00118292,0.47133554,0.56517596,0.13515144,5,0.00015490,public_simbench_planning_v1
p3,constraint_repair,Ablation-NoDiversity,ablation,1,0.38762133,0.03251134,0.81584890,0.11955573,0.19251134,0.00118292,0.47133554,0.56517596,0.13515144,5,0.00015340,public_simbench_planning_v1
p3,constraint_repair,Ablation-NoDiversity,ablation,2,0.38762133,0.03251134,0.81584890,0.11955573,0.19251134,0.00118292,0.47133554,0.56517596,0.13515144,5,0.00015330,public_simbench_planning_v1
p3,constraint_repair,Ablation-NoDiversity,ablation,3,0.38762133,0.03251134,0.81584890,0.11955573,0.19251134,0.00118292,0.47133554,0.56517596,0.13515144,5,0.00014860,public_simbench_planning_v1
p3,constraint_repair,Ablation-NoDER,ablation,1,0.59998676,0.01995922,0.74387187,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,0.12462400,10,0.00009080,public_simbench_planning_v1
p3,constraint_repair,Ablation-NoDER,ablation,2,0.59998676,0.01995922,0.74387187,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,0.12462400,10,0.00009060,public_simbench_planning_v1
p3,constraint_repair,Ablation-NoDER,ablation,3,0.59998676,0.01995922,0.74387187,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,0.12462400,10,0.00008970,public_simbench_planning_v1
p3,runtime_scalability,CARS-MODE,proposed,1,0.53222557,0.06009810,1.03680901,0.11980695,0.18328908,0.00085589,0.87481179,0.98077050,0.12049810,9,0.00009440,public_simbench_planning_v1
p3,runtime_scalability,CARS-MODE,proposed,2,0.53222557,0.06009810,1.03680901,0.11980695,0.18328908,0.00085589,0.87481179,0.98077050,0.12049810,9,0.00008880,public_simbench_planning_v1
p3,runtime_scalability,CARS-MODE,proposed,3,0.53222557,0.06009810,1.03680901,0.11980695,0.18328908,0.00085589,0.87481179,0.98077050,0.12049810,9,0.00009220,public_simbench_planning_v1
p3,runtime_scalability,NSGA-II,baseline,1,0.46967798,0.20987391,1.18778483,0.11826260,0.18208908,0.00118292,0.87954983,0.98850929,0.11867028,10,0.00015680,public_simbench_planning_v1
p3,runtime_scalability,NSGA-II,baseline,2,0.46967798,0.20987391,1.18778483,0.11826260,0.18208908,0.00118292,0.87954983,0.98850929,0.11867028,10,0.00013230,public_simbench_planning_v1
p3,runtime_scalability,NSGA-II,baseline,3,0.46967798,0.20987391,1.18778483,0.11826260,0.18208908,0.00118292,0.87954983,0.98850929,0.11867028,10,0.00013260,public_simbench_planning_v1
p3,runtime_scalability,MOEA/D,baseline,1,0.46967798,0.20987391,1.18778483,0.11826260,0.18208908,0.00118292,0.87954983,0.98850929,0.11867028,10,0.00013300,public_simbench_planning_v1
p3,runtime_scalability,MOEA/D,baseline,2,0.46967798,0.20987391,1.18778483,0.11826260,0.18208908,0.00118292,0.87954983,0.98850929,0.11867028,10,0.00013440,public_simbench_planning_v1
p3,runtime_scalability,MOEA/D,baseline,3,0.46967798,0.20987391,1.18778483,0.11826260,0.18208908,0.00118292,0.87954983,0.98850929,0.11867028,10,0.00013250,public_simbench_planning_v1
p3,runtime_scalability,Standard DE,baseline,1,0.59843280,0.02220538,0.81500085,0.12298624,0.18220538,0.00026412,1.00000000,1.00000000,0.12298624,9,0.00021350,public_simbench_planning_v1
p3,runtime_scalability,Standard DE,baseline,2,0.56152037,0.03075368,1.00733243,0.11692323,0.18342126,0.00026245,0.90865975,1.00000000,0.11692323,9,0.00020780,public_simbench_planning_v1
p3,runtime_scalability,Standard DE,baseline,3,0.51564299,0.11334933,1.08924311,0.11560914,0.18410622,0.00059115,0.89501874,1.00000000,0.11560914,9,0.00024280,public_simbench_planning_v1
p3,runtime_scalability,PSO,baseline,1,0.47620026,0.10461116,1.08018105,0.11564568,0.18443011,0.00059280,0.77458868,0.90812508,0.11883317,9,0.00020620,public_simbench_planning_v1
p3,runtime_scalability,PSO,baseline,2,0.58289604,0.02236756,0.66042263,0.12491917,0.18236756,0.00000165,0.96435565,1.00000000,0.12491917,9,0.00020240,public_simbench_planning_v1
p3,runtime_scalability,PSO,baseline,3,0.49386980,0.02553548,0.95789080,0.12008385,0.18553548,0.00085671,0.73295391,0.84325425,0.12573064,8,0.00024970,public_simbench_planning_v1
p3,runtime_scalability,GA,baseline,1,0.52358533,0.04126984,1.01627894,0.11623082,0.18499091,0.00065800,0.82457202,0.94665030,0.11809108,9,0.00022300,public_simbench_planning_v1
p3,runtime_scalability,GA,baseline,2,0.57104185,0.02381257,0.82315633,0.12230392,0.18381257,0.00065718,0.93208472,1.00000000,0.12230392,9,0.00020170,public_simbench_planning_v1
p3,runtime_scalability,GA,baseline,3,0.54164217,0.05459455,1.03046760,0.11720914,0.18412695,0.00059115,0.89041735,1.00000000,0.11720914,9,0.00020440,public_simbench_planning_v1
p3,runtime_scalability,Weighted Sum,baseline,1,0.35893919,0.03240373,0.40383498,0.12599887,0.19240373,0.00000722,0.40454356,0.50908782,0.14455519,7,0.00014020,public_simbench_planning_v1
p3,runtime_scalability,Weighted Sum,baseline,2,0.35893919,0.03240373,0.40383498,0.12599887,0.19240373,0.00000722,0.40454356,0.50908782,0.14455519,7,0.00015790,public_simbench_planning_v1
p3,runtime_scalability,Weighted Sum,baseline,3,0.35893919,0.03240373,0.40383498,0.12599887,0.19240373,0.00000722,0.40454356,0.50908782,0.14455519,7,0.00014490,public_simbench_planning_v1
p3,runtime_scalability,Ablation-NoRepair,ablation,1,0.46967798,0.20987391,1.18778483,0.11826260,0.18208908,0.00118292,0.87954983,0.98850929,0.11867028,10,0.00015480,public_simbench_planning_v1
p3,runtime_scalability,Ablation-NoRepair,ablation,2,0.46967798,0.20987391,1.18778483,0.11826260,0.18208908,0.00118292,0.87954983,0.98850929,0.11867028,10,0.00008230,public_simbench_planning_v1
p3,runtime_scalability,Ablation-NoRepair,ablation,3,0.46967798,0.20987391,1.18778483,0.11826260,0.18208908,0.00118292,0.87954983,0.98850929,0.11867028,10,0.00007370,public_simbench_planning_v1
p3,runtime_scalability,Ablation-FixedDE,ablation,1,0.46966342,0.13757118,1.11339764,0.11852123,0.18417353,0.00118292,0.79790697,0.90384263,0.12194024,9,0.00007470,public_simbench_planning_v1
p3,runtime_scalability,Ablation-FixedDE,ablation,2,0.46966342,0.13757118,1.11339764,0.11852123,0.18417353,0.00118292,0.79790697,0.90384263,0.12194024,9,0.00007260,public_simbench_planning_v1
p3,runtime_scalability,Ablation-FixedDE,ablation,3,0.46966342,0.13757118,1.11339764,0.11852123,0.18417353,0.00118292,0.79790697,0.90384263,0.12194024,9,0.00007420,public_simbench_planning_v1
p3,runtime_scalability,Ablation-NoDiversity,ablation,1,0.45401196,0.02834244,0.96462327,0.11903848,0.18834244,0.00118292,0.63462126,0.73450929,0.12851956,7,0.00007630,public_simbench_planning_v1
p3,runtime_scalability,Ablation-NoDiversity,ablation,2,0.45401196,0.02834244,0.96462327,0.11903848,0.18834244,0.00118292,0.63462126,0.73450929,0.12851956,7,0.00007760,public_simbench_planning_v1
p3,runtime_scalability,Ablation-NoDiversity,ablation,3,0.45401196,0.02834244,0.96462327,0.11903848,0.18834244,0.00118292,0.63462126,0.73450929,0.12851956,7,0.00009580,public_simbench_planning_v1
p3,runtime_scalability,Ablation-NoDER,ablation,1,0.59998676,0.01995922,0.74387187,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,0.12462400,10,0.00005950,public_simbench_planning_v1
p3,runtime_scalability,Ablation-NoDER,ablation,2,0.59998676,0.01995922,0.74387187,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,0.12462400,10,0.00005250,public_simbench_planning_v1
p3,runtime_scalability,Ablation-NoDER,ablation,3,0.59998676,0.01995922,0.74387187,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,0.12462400,10,0.00005600,public_simbench_planning_v1
