actual_words,budget_utilization,condition,doc_id,estimated_total_seconds,preprocess_seconds_shared,python_peak_memory_mb,redundancy,report_series_id,role_coverage,rouge1_f1,rouge2_f1,rougeL_f1,selected_units,selection_and_scoring_seconds,status,typed_edge_coverage,word_budget
260,1.0,RP-11,nerc_019_1200_mw_fault_induced_solar_photovoltaic_r,0.47764910000842065,0.10724199999822304,1.9329891204833984,0.05340904682186671,series_solar_pv,1.0,0.31652173913043474,0.09233449477351917,0.13391304347826086,6,0.3704071000101976,PASS,1.0,260
260,1.0,G-U,nerc_019_1200_mw_fault_induced_solar_photovoltaic_r,0.48873560002539307,0.12215000001015142,1.939438819885254,0.09666278987698979,series_solar_pv,1.0,0.2710686359687229,0.06788511749347259,0.11815812337098175,6,0.36658560001524165,PASS,0.8333333333333334,260
260,1.0,G-T,nerc_019_1200_mw_fault_induced_solar_photovoltaic_r,0.483927900029812,0.10724199999822304,1.939605712890625,0.07614882872313743,series_solar_pv,1.0,0.29887054735013036,0.0835509138381201,0.1268462206776716,7,0.37668590003158897,PASS,0.8571428571428571,260
109,0.990909090909091,AB-0,nerc_021_hurricane_sandy_event_analysis_report,0.1628284000325948,0.03115950000938028,0.6276216506958008,0.09557371162148715,series_hurricane,0.3333333333333333,0.20027063599458728,0.029850746268656716,0.08119079837618402,4,0.13166890002321452,PASS,0.25,110
110,1.0,AB-1,nerc_021_hurricane_sandy_event_analysis_report,0.1697775000357069,0.03115950000938028,0.6376457214355469,0.05599008783219309,series_hurricane,0.3333333333333333,0.1889338731443994,0.04059539918809202,0.08636977058029689,5,0.13861800002632663,PASS,0.8,110
109,0.990909090909091,AB-2,nerc_021_hurricane_sandy_event_analysis_report,0.15466470003593713,0.03115950000938028,0.6309089660644531,0.011864578197494343,series_hurricane,1.0,0.17837837837837842,0.018970189701897018,0.08378378378378379,4,0.12350520002655685,PASS,0.75,110
110,1.0,AB-3,nerc_021_hurricane_sandy_event_analysis_report,0.15810860000783578,0.03115950000938028,0.632171630859375,0.046700396377815735,series_hurricane,1.0,0.1891891891891892,0.02981029810298103,0.0945945945945946,5,0.1269490999984555,PASS,1.0,110
109,0.990909090909091,AB-4,nerc_021_hurricane_sandy_event_analysis_report,0.1565470999921672,0.03115950000938028,0.627223014831543,0.049941137118556474,series_hurricane,1.0,0.19485791610284167,0.032564450474898234,0.09201623815967523,5,0.12538759998278692,PASS,1.0,110
109,0.990909090909091,AB-5,nerc_021_hurricane_sandy_event_analysis_report,0.16049179999390617,0.03115950000938028,0.6267194747924805,0.049941137118556474,series_hurricane,1.0,0.19485791610284167,0.032564450474898234,0.09201623815967523,5,0.1293322999845259,PASS,1.0,110
110,1.0,AB-6,nerc_021_hurricane_sandy_event_analysis_report,0.16447090002475306,0.03115950000938028,0.6324005126953125,0.034748309194312,series_hurricane,1.0,0.1864864864864865,0.03252032520325203,0.0918918918918919,6,0.13331140001537278,PASS,0.8333333333333334,110
