paper,experiment_id,comparison,opponent_role,n_per_group,mean_proposed,mean_opponent,mean_diff,u_statistic,p_value,p_holm,significant_005_holm
p3,der_siting_sizing,CARS-MODE vs NSGA-II,baseline,30,0.04495650,0.04307827,0.00187823,720.00,6.76501e-05,0.0002706,True
p3,der_siting_sizing,CARS-MODE vs NSGA-II+Repair,baseline,30,0.04495650,0.04353116,0.00142533,687.00,0.000471375,0.00141413,True
p3,der_siting_sizing,CARS-MODE vs PSO,baseline,30,0.04495650,0.02426570,0.02069079,900.00,3.00663e-11,2.10464e-10,True
p3,der_siting_sizing,CARS-MODE vs Standard DE,baseline,30,0.04495650,0.03163684,0.01331966,900.00,2.57737e-11,2.06189e-10,True
p3,der_siting_sizing,CARS-MODE vs Weighted Sum,baseline,30,0.04495650,0.00482464,0.04013186,900.00,1.21178e-12,1.33296e-11,True
p3,load_growth_expansion,CARS-MODE vs Ablation-FixedDE,ablation,30,0.03699518,0.03722969,-0.00023451,403.00,0.491783,0.491783,False
p3,load_growth_expansion,CARS-MODE vs Ablation-NoDER,ablation,30,0.03699518,0.03625341,0.00074177,532.00,0.22823,0.45646,False
p3,load_growth_expansion,CARS-MODE vs Ablation-NoDiversity,ablation,30,0.03699518,0.02705842,0.00993675,898.00,3.68973e-11,2.28016e-10,True
p3,load_growth_expansion,CARS-MODE vs Ablation-NoRepair,ablation,30,0.03699518,0.03443793,0.00255725,797.00,3.01026e-07,1.50513e-06,True
p3,load_growth_expansion,CARS-MODE vs GA,baseline,30,0.03699518,0.02952997,0.00746520,900.00,6.31878e-12,5.6869e-11,True
p3,load_growth_expansion,CARS-MODE vs MOEA/D,baseline,30,0.03699518,0.00047204,0.03652314,900.00,1.21178e-12,1.33296e-11,True
p3,load_growth_expansion,CARS-MODE vs NSGA-II,baseline,30,0.03699518,0.03495152,0.00204366,761.00,4.4205e-06,1.32615e-05,True
p3,load_growth_expansion,CARS-MODE vs NSGA-II+Repair,baseline,30,0.03699518,0.03464298,0.00235220,794.00,3.80526e-07,1.52211e-06,True
p3,load_growth_expansion,CARS-MODE vs PSO,baseline,30,0.03699518,0.01497605,0.02201913,900.00,3.01797e-11,2.28016e-10,True
p3,load_growth_expansion,CARS-MODE vs Standard DE,baseline,30,0.03699518,0.02899947,0.00799571,900.00,2.8502e-11,2.28016e-10,True
p3,load_growth_expansion,CARS-MODE vs Weighted Sum,baseline,30,0.03699518,0.00375150,0.03324368,900.00,1.21178e-12,1.33296e-11,True
p3,pareto_quality,CARS-MODE vs Ablation-FixedDE,ablation,30,0.04061615,0.04081048,-0.00019433,400.00,0.464273,0.464273,False
p3,pareto_quality,CARS-MODE vs Ablation-NoDER,ablation,30,0.04061615,0.04093460,-0.00031845,345.00,0.122353,0.244706,False
p3,pareto_quality,CARS-MODE vs Ablation-NoDiversity,ablation,30,0.04061615,0.02649943,0.01411672,900.00,3.0123e-11,2.29024e-10,True
p3,pareto_quality,CARS-MODE vs Ablation-NoRepair,ablation,30,0.04061615,0.03766777,0.00294838,817.00,6.01039e-08,3.00519e-07,True
p3,pareto_quality,CARS-MODE vs GA,baseline,30,0.04061615,0.03078225,0.00983390,900.00,4.08059e-12,3.67254e-11,True
p3,pareto_quality,CARS-MODE vs MOEA/D,baseline,30,0.04061615,0.00047204,0.04014411,900.00,1.21178e-12,1.33296e-11,True
p3,pareto_quality,CARS-MODE vs NSGA-II,baseline,30,0.04061615,0.03812074,0.00249541,811.00,9.83289e-08,3.93316e-07,True
p3,pareto_quality,CARS-MODE vs NSGA-II+Repair,baseline,30,0.04061615,0.03823547,0.00238068,797.00,3.01026e-07,9.03078e-07,True
p3,pareto_quality,CARS-MODE vs PSO,baseline,30,0.04061615,0.01555666,0.02505949,900.00,3.01797e-11,2.29024e-10,True
p3,pareto_quality,CARS-MODE vs Standard DE,baseline,30,0.04061615,0.03018077,0.01043538,900.00,2.8628e-11,2.29024e-10,True
p3,pareto_quality,CARS-MODE vs Weighted Sum,baseline,30,0.04061615,0.00434006,0.03627609,900.00,1.21178e-12,1.33296e-11,True
p3,runtime_scalability,CARS-MODE vs Ablation-FixedDE,ablation,30,0.04873464,0.04898837,-0.00025373,371.00,0.245814,0.245814,False
p3,runtime_scalability,CARS-MODE vs Ablation-NoDER,ablation,30,0.04873464,0.04713951,0.00159513,682.00,0.000620265,0.00124053,True
p3,runtime_scalability,CARS-MODE vs Ablation-NoDiversity,ablation,30,0.04873464,0.02955075,0.01918389,900.00,3.00098e-11,2.36935e-10,True
p3,runtime_scalability,CARS-MODE vs Ablation-NoRepair,ablation,30,0.04873464,0.04504742,0.00368722,862.00,1.17374e-09,3.52121e-09,True
p3,runtime_scalability,CARS-MODE vs GA,baseline,30,0.04873464,0.03174156,0.01699308,900.00,5.20387e-12,4.68348e-11,True
p3,runtime_scalability,CARS-MODE vs MOEA/D,baseline,30,0.04873464,0.00047204,0.04826260,900.00,1.21178e-12,1.33296e-11,True
p3,runtime_scalability,CARS-MODE vs NSGA-II,baseline,30,0.04873464,0.04481119,0.00392345,883.00,1.61323e-10,6.4529e-10,True
p3,runtime_scalability,CARS-MODE vs NSGA-II+Repair,baseline,30,0.04873464,0.04457433,0.00416031,890.00,8.15274e-11,4.07637e-10,True
p3,runtime_scalability,CARS-MODE vs PSO,baseline,30,0.04873464,0.02482656,0.02390808,900.00,3.01797e-11,2.36935e-10,True
p3,runtime_scalability,CARS-MODE vs Standard DE,baseline,30,0.04873464,0.03173216,0.01700248,900.00,2.96169e-11,2.36935e-10,True
p3,runtime_scalability,CARS-MODE vs Weighted Sum,baseline,30,0.04873464,0.00883427,0.03990037,900.00,1.21178e-12,1.33296e-11,True
p3,storage_allocation,CARS-MODE vs Ablation-FixedDE,ablation,30,0.04362091,0.04407588,-0.00045496,366.00,0.217017,0.217017,False
p3,storage_allocation,CARS-MODE vs Ablation-NoDER,ablation,30,0.04362091,0.04442875,-0.00080784,294.00,0.0215062,0.0576487,False
p3,storage_allocation,CARS-MODE vs Ablation-NoDiversity,ablation,30,0.04362091,0.02844607,0.01517484,900.00,3.0123e-11,2.09674e-10,True
p3,storage_allocation,CARS-MODE vs Ablation-NoRepair,ablation,30,0.04362091,0.04277092,0.00084999,611.00,0.017649,0.0576487,False
p3,storage_allocation,CARS-MODE vs GA,baseline,30,0.04362091,0.03062227,0.01299864,900.00,2.41667e-11,1.93333e-10,True
p3,storage_allocation,CARS-MODE vs MOEA/D,baseline,30,0.04362091,0.00047204,0.04314887,900.00,1.21178e-12,1.33296e-11,True
p3,storage_allocation,CARS-MODE vs NSGA-II,baseline,30,0.04362091,0.04281990,0.00080101,629.00,0.00831461,0.041573,True
p3,storage_allocation,CARS-MODE vs NSGA-II+Repair,baseline,30,0.04362091,0.04277583,0.00084508,616.00,0.0144122,0.0576487,False
p3,storage_allocation,CARS-MODE vs PSO,baseline,30,0.04362091,0.02598945,0.01763146,900.00,2.99534e-11,2.09674e-10,True
p3,storage_allocation,CARS-MODE vs Standard DE,baseline,30,0.04362091,0.03037508,0.01324583,900.00,1.73622e-11,1.5626e-10,True
p3,storage_allocation,CARS-MODE vs Weighted Sum,baseline,30,0.04362091,0.01084504,0.03277587,900.00,1.21178e-12,1.33296e-11,True
