paper,ref_id,doi,status,crossref_title,crossref_year,title_token_coverage,year_in_reference,url,reference
mintou_p4_shield_resilience_planning,25,10.3390/electronics14010151,VERIFIED,Multi-Objective Site Selection and Capacity Determination of Distribution Network Considering New Energy Uncertainties and Shared Energy Storage of Electric Vehicles,2025,1.000,True,https://api.crossref.org/works/10.3390%2Felectronics14010151,"25. Wang, G.; Li, H.; Yang, X.; Lu, H.; Song, X.; Li, Z. Multi-objective site selection and capacity determination of distribution network considering new energy uncertainties and shared energy storage of electric vehicles. *Electronics* **2025**, *14*(1), 151. https://doi.org/10.3390/electronics14010151"
mintou_p4_shield_resilience_planning,26,10.1049/gtd2.13350,VERIFIED,Innovative distribution network design using GAN‐based distributionally robust optimization for DG planning,2025,1.000,True,https://api.crossref.org/works/10.1049%2Fgtd2.13350,"26. Li, P.; Shen, Y.; Shang, Y.; Alhazmi, M. Innovative distribution network design using GAN-based distributionally robust optimization for DG planning. *IET Generation, Transmission and Distribution* **2025**, *19*(1), e13350. https://doi.org/10.1049/gtd2.13350"
mintou_p4_shield_resilience_planning,27,10.1016/j.apenergy.2023.122053,VERIFIED,Resilience-oriented planning of integrated electricity and heat systems: A stochastic distributionally robust optimization approach,2024,1.000,True,https://api.crossref.org/works/10.1016%2Fj.apenergy.2023.122053,"27. Zhou, Y.; Li, X.; Han, H.; Wei, Z.; Zang, H.; Sun, G.; Chen, S. Resilience-oriented planning of integrated electricity and heat systems: A stochastic distributionally robust optimization approach. *Applied Energy* **2024**, *353*, 122053. https://doi.org/10.1016/j.apenergy.2023.122053"
mintou_p4_shield_resilience_planning,28,10.1049/rpg2.13082,VERIFIED,Models and applications of stochastic programming with decision‐dependent uncertainty in power systems: A review,2024,1.000,True,https://api.crossref.org/works/10.1049%2Frpg2.13082,"28. Yin, W.; Hou, Y. Models and applications of stochastic programming with decision-dependent uncertainty in power systems: A review. *IET Renewable Power Generation* **2024**, *18*(14), 2819-2834. https://doi.org/10.1049/rpg2.13082"
mintou_p4_shield_resilience_planning,29,10.1049/rpg2.70185,VERIFIED,A Scenario Generation Method for Wind/PV Power Outputs and Load Sequences Preserving Extreme Scenario Characteristics,2026,1.000,True,https://api.crossref.org/works/10.1049%2Frpg2.70185,"29. Wu, X.; Hao, Y.; Zhou, J.; Zhang, X.; Zhang, Y. A scenario generation method for wind/PV power outputs and load sequences preserving extreme scenario characteristics. *IET Renewable Power Generation* **2026**, *20*(1), e70185. https://doi.org/10.1049/rpg2.70185"
mintou_p4_shield_resilience_planning,30,10.1109/4235.996017,VERIFIED,A fast and elitist multiobjective genetic algorithm: NSGA-II,2002,1.000,True,https://api.crossref.org/works/10.1109%2F4235.996017,"30. Deb, K.; Pratap, A.; Agarwal, S.; Meyarivan, T. A fast and elitist multiobjective genetic algorithm: NSGA-II. *IEEE Transactions on Evolutionary Computation* **2002**, *6*(2), 182-197. https://doi.org/10.1109/4235.996017"
mintou_p4_shield_resilience_planning,31,10.1109/TEVC.2007.892759,VERIFIED,MOEA/D: A Multiobjective Evolutionary Algorithm Based on Decomposition,2007,1.000,True,https://api.crossref.org/works/10.1109%2FTEVC.2007.892759,"31. Zhang, Q.; Li, H. MOEA/D: A multiobjective evolutionary algorithm based on decomposition. *IEEE Transactions on Evolutionary Computation* **2007**, *11*(6), 712-731. https://doi.org/10.1109/TEVC.2007.892759"
mintou_p4_shield_resilience_planning,32,10.1109/4235.797969,VERIFIED,Multiobjective evolutionary algorithms: a comparative case study and the strength Pareto approach,1999,1.000,True,https://api.crossref.org/works/10.1109%2F4235.797969,"32. Zitzler, E.; Thiele, L. Multiobjective evolutionary algorithms: A comparative case study and the strength Pareto approach. *IEEE Transactions on Evolutionary Computation* **1999**, *3*(4), 257-271. https://doi.org/10.1109/4235.797969"
mintou_p4_shield_resilience_planning,33,10.1023/A:1008202821328,VERIFIED,Differential Evolution – A Simple and Efficient Heuristic for global Optimization over Continuous Spaces,1997,1.000,True,https://api.crossref.org/works/10.1023%2FA%3A1008202821328,"33. Storn, R.; Price, K. Differential evolution -- A simple and efficient heuristic for global optimization over continuous spaces. *Journal of Global Optimization* **1997**, *11*(4), 341-359. https://doi.org/10.1023/A:1008202821328"
mintou_p4_shield_resilience_planning,34,10.1109/TEVC.2010.2059031,VERIFIED,Differential Evolution: A Survey of the State-of-the-Art,2011,1.000,True,https://api.crossref.org/works/10.1109%2FTEVC.2010.2059031,"34. Das, S.; Suganthan, P.N. Differential evolution: A survey of the state-of-the-art. *IEEE Transactions on Evolutionary Computation* **2011**, *15*(1), 4-31. https://doi.org/10.1109/TEVC.2010.2059031"
mintou_p4_shield_resilience_planning,35,10.1109/TEVC.2005.846356,VERIFIED,Evolutionary Optimization in Uncertain Environments—A Survey,2005,1.000,True,https://api.crossref.org/works/10.1109%2FTEVC.2005.846356,"35. Jin, Y.; Branke, J. Evolutionary optimization in uncertain environments -- A survey. *IEEE Transactions on Evolutionary Computation* **2005**, *9*(3), 303-317. https://doi.org/10.1109/TEVC.2005.846356"
mintou_p4_shield_resilience_planning,36,10.1162/evco.2006.14.4.463,VERIFIED,Introducing Robustness in Multi-Objective Optimization,2006,1.000,True,https://api.crossref.org/works/10.1162%2Fevco.2006.14.4.463,"36. Deb, K.; Gupta, H. Introducing robustness in multi-objective optimization. *Evolutionary Computation* **2006**, *14*(4), 463-494. https://doi.org/10.1162/evco.2006.14.4.463"
mintou_p4_shield_resilience_planning,37,10.1016/j.ins.2022.03.093,VERIFIED,An integrated framework with evolutionary algorithm for multi-scenario multi-objective optimization problems,2022,1.000,True,https://api.crossref.org/works/10.1016%2Fj.ins.2022.03.093,"37. Zhao, C.; Zhou, Y.; Lai, X. An integrated framework with evolutionary algorithm for multi-scenario multi-objective optimization problems. *Information Sciences* **2022**, *600*, 342-361. https://doi.org/10.1016/j.ins.2022.03.093"
mintou_p4_shield_resilience_planning,38,10.1016/j.swevo.2025.101860,VERIFIED,Handling objective preference and variable uncertainty in evolutionary multi-objective optimization,2025,1.000,True,https://api.crossref.org/works/10.1016%2Fj.swevo.2025.101860,"38. Yadav, D.; Ramu, P.; Deb, K. Handling objective preference and variable uncertainty in evolutionary multi-objective optimization. *Swarm and Evolutionary Computation* **2025**, *94*, 101860. https://doi.org/10.1016/j.swevo.2025.101860"
mintou_p4_shield_resilience_planning,39,10.3390/en18195232,VERIFIED,Multi-Objective Collaborative Optimization of Distribution Networks with Energy Storage and Electric Vehicles Using an Improved NSGA-II Algorithm,2025,1.000,True,https://api.crossref.org/works/10.3390%2Fen18195232,"39. He, R.; Hao, J.; Zhou, H.; Chen, F. Multi-objective collaborative optimization of distribution networks with energy storage and electric vehicles using an improved NSGA-II algorithm. *Energies* **2025**, *18*(19), 5232. https://doi.org/10.3390/en18195232"
mintou_p4_shield_resilience_planning,40,10.3390/en19122798,VERIFIED,Bi-Objective Resilient Backbone-Grid Planning via a Three-Stage TER-NSGA-II Approach Considering Pumped-Storage Hub Effects,2026,1.000,True,https://api.crossref.org/works/10.3390%2Fen19122798,"40. Ding, J.; Liao, Q.; Tang, F.; Li, B.; Yu, Y.; Zhou, T. Bi-objective resilient backbone-grid planning via a three-stage TER-NSGA-II approach considering pumped-storage hub effects. *Energies* **2026**, *19*(12), 2798. https://doi.org/10.3390/en19122798"
mintou_p4_shield_resilience_planning,41,10.3390/en19010210,VERIFIED,Vulnerability-Driven Multi-Objective Energy Storage Planning Using Enhanced Beluga Whale Optimization for Resilient Distribution Networks,2025;2026,1.000,True,https://api.crossref.org/works/10.3390%2Fen19010210,"41. Qi, H.; Zhao, C.; Yan, X.; Zhang, W.; Guo, F.; Zhang, L.; Yang, B.; Lu, H. Vulnerability-driven multi-objective energy storage planning using enhanced beluga whale optimization for resilient distribution networks. *Energies* **2026**, *19*(1), 210. https://doi.org/10.3390/en19010210"
mintou_p4_shield_resilience_planning,42,,MANUAL_NO_DOI,,,,,,"42. Zhang, L.; Zheng, J.; Zhang, Z.; Ni, S.; Wu, G. CARS-MODE: Constraint-Aware Repair and Strategy-Pool Multi-Objective Differential Evolution for Distribution Network Expansion Planning. Unpublished manuscript, 2026; available to editors and reviewers on request."
mintou_p4_shield_resilience_planning,43,10.1109/ACCESS.2020.2990567,VERIFIED,Pymoo: Multi-Objective Optimization in Python,2020,1.000,True,https://api.crossref.org/works/10.1109%2FACCESS.2020.2990567,"43. Blank, J.; Deb, K. pymoo: Multi-objective optimization in Python. *IEEE Access* **2020**, *8*, 89497-89509. https://doi.org/10.1109/ACCESS.2020.2990567"
mintou_p4_shield_resilience_planning,44,,MANUAL_NO_DOI,,,,,,"44. Holm, S. A simple sequentially rejective multiple test procedure. *Scandinavian Journal of Statistics* **1979**, *6*(2), 65-70."
mintou_p4_shield_resilience_planning,45,10.1109/TPWRS.2018.2829021,VERIFIED,"Pandapower—An Open-Source Python Tool for Convenient Modeling, Analysis, and Optimization of Electric Power Systems",2018,1.000,True,https://api.crossref.org/works/10.1109%2FTPWRS.2018.2829021,"45. Thurner, L.; Scheidler, A.; Schafer, F.; Menke, J.-H.; Dollichon, J.; Meier, F.; Meinecke, S.; Braun, M. pandapower -- An open-source Python tool for convenient modeling, analysis, and optimization of electric power systems. *IEEE Transactions on Power Systems* **2018**, *33*(6), 6510-6521. https://doi.org/10.1109/TPWRS.2018.2829021"
mintou_p5_trace_moea_feasibility_review,1,10.1016/j.rser.2013.03.015,VERIFIED,State-of-the-art of transmission expansion planning: Comprehensive review,2013,1.000,True,https://api.crossref.org/works/10.1016%2Fj.rser.2013.03.015,"1. Hemmati, R.; Hooshmand, R.-A.; Khodabakhshian, A. State-of-the-art of transmission expansion planning: Comprehensive review. *Renewable and Sustainable Energy Reviews* **2013**, *23*, 312–319. https://doi.org/10.1016/j.rser.2013.03.015"
mintou_p5_trace_moea_feasibility_review,2,10.1016/j.epsr.2015.10.013,VERIFIED,The new challenges to transmission expansion planning. Survey of recent practice and literature review,2016,1.000,True,https://api.crossref.org/works/10.1016%2Fj.epsr.2015.10.013,"2. Lumbreras, S.; Ramos, A. The new challenges to transmission expansion planning. Survey of recent practice and literature review. *Electric Power Systems Research* **2016**, *134*, 19–29. https://doi.org/10.1016/j.epsr.2015.10.013"
mintou_p5_trace_moea_feasibility_review,3,10.1016/j.rser.2009.06.021,VERIFIED,Review on multi-criteria decision analysis aid in sustainable energy decision-making,2009,1.000,True,https://api.crossref.org/works/10.1016%2Fj.rser.2009.06.021,"3. Wang, J.-J.; Jing, Y.-Y.; Zhang, C.-F.; Zhao, J.-H. Review on multi-criteria decision analysis aid in sustainable energy decision-making. *Renewable and Sustainable Energy Reviews* **2009**, *13*(9), 2263–2278. https://doi.org/10.1016/j.rser.2009.06.021"
mintou_p5_trace_moea_feasibility_review,4,10.1016/j.rser.2016.11.191,VERIFIED,A review of multi criteria decision making (MCDM) towards sustainable renewable energy development,2017,1.000,True,https://api.crossref.org/works/10.1016%2Fj.rser.2016.11.191,"4. Kumar, A.; Sah, B.; Singh, A.R.; Deng, Y.; He, X.; Kumar, P.; Bansal, R.C. A review of multi criteria decision making (MCDM) towards sustainable renewable energy development. *Renewable and Sustainable Energy Reviews* **2017**, *69*, 596–609. https://doi.org/10.1016/j.rser.2016.11.191"
mintou_p5_trace_moea_feasibility_review,5,10.3390/en19020460,VERIFIED,Fuzzy Analytical Hierarchy Process-Based Multi-Criteria Decision Framework for Risk-Informed Maintenance Prioritization of Distribution Transformers,2026,1.000,True,https://api.crossref.org/works/10.3390%2Fen19020460,"5. Rodkumnerd, P.; Pothinun, T.; Phumpho, S.; Watson, N.; Siritaratiwat, A.; Srirattanawichaikul, W.; Khunkitti, S. Fuzzy Analytical Hierarchy Process-Based Multi-Criteria Decision Framework for Risk-Informed Maintenance Prioritization of Distribution Transformers. *Energies* **2026**, *19*(2), 460. https://doi.org/10.3390/en19020460"
mintou_p5_trace_moea_feasibility_review,6,10.1016/j.ejor.2005.12.041,VERIFIED,Preference programming for robust portfolio modeling and project selection,2007,1.000,True,https://api.crossref.org/works/10.1016%2Fj.ejor.2005.12.041,"6. Liesio, J.; Mild, P.; Salo, A. Preference programming for robust portfolio modeling and project selection. *European Journal of Operational Research* **2007**, *181*(3), 1488–1505. https://doi.org/10.1016/j.ejor.2005.12.041"
mintou_p5_trace_moea_feasibility_review,7,10.1016/j.dss.2015.05.001,VERIFIED,Selecting infrastructure maintenance projects with Robust Portfolio Modeling,2015,1.000,True,https://api.crossref.org/works/10.1016%2Fj.dss.2015.05.001,"7. Mild, P.; Liesio, J.; Salo, A. Selecting infrastructure maintenance projects with Robust Portfolio Modeling. *Decision Support Systems* **2015**, *77*, 21–30. https://doi.org/10.1016/j.dss.2015.05.001"
mintou_p5_trace_moea_feasibility_review,8,10.1109/4235.996017,VERIFIED,A fast and elitist multiobjective genetic algorithm: NSGA-II,2002,1.000,True,https://api.crossref.org/works/10.1109%2F4235.996017,"8. Deb, K.; Pratap, A.; Agarwal, S.; Meyarivan, T. A fast and elitist multiobjective genetic algorithm: NSGA-II. *IEEE Transactions on Evolutionary Computation* **2002**, *6*(2), 182–197. https://doi.org/10.1109/4235.996017"
mintou_p5_trace_moea_feasibility_review,9,10.1109/TEVC.2007.892759,VERIFIED,MOEA/D: A Multiobjective Evolutionary Algorithm Based on Decomposition,2007,1.000,True,https://api.crossref.org/works/10.1109%2FTEVC.2007.892759,"9. Zhang, Q.; Li, H. MOEA/D: A Multiobjective Evolutionary Algorithm Based on Decomposition. *IEEE Transactions on Evolutionary Computation* **2007**, *11*(6), 712–731. https://doi.org/10.1109/TEVC.2007.892759"
mintou_p5_trace_moea_feasibility_review,10,10.1109/TPWRS.2013.2279654,VERIFIED,An Engineering-Economic Approach to Transmission Planning Under Market and Regulatory Uncertainties: WECC Case Study,2014,1.000,True,https://api.crossref.org/works/10.1109%2FTPWRS.2013.2279654,"10. Munoz, F.D.; Hobbs, B.F.; Ho, J.L.; Kasina, S. An Engineering-Economic Approach to Transmission Planning Under Market and Regulatory Uncertainties: WECC Case Study. *IEEE Transactions on Power Systems* **2014**, *29*(1), 307–317. https://doi.org/10.1109/TPWRS.2013.2279654"
mintou_p5_trace_moea_feasibility_review,11,10.3390/en16207215,VERIFIED,A Novel Hybrid Power-Grid Investment Optimization Model with Collaborative Consideration of Risk and Benefit,2023,1.000,True,https://api.crossref.org/works/10.3390%2Fen16207215,"11. Gao, C.; Wang, X.; Li, D.; Han, C.; You, W.; Zhao, Y. A Novel Hybrid Power-Grid Investment Optimization Model with Collaborative Consideration of Risk and Benefit. *Energies* **2023**, *16*(20), 7215. https://doi.org/10.3390/en16207215"
mintou_p5_trace_moea_feasibility_review,12,10.1109/TEVC.2013.2281535,VERIFIED,"An Evolutionary Many-Objective Optimization Algorithm Using Reference-Point-Based Nondominated Sorting Approach, Part I: Solving Problems With Box Constraints",2014,1.000,True,https://api.crossref.org/works/10.1109%2FTEVC.2013.2281535,"12. Deb, K.; Jain, H. An Evolutionary Many-Objective Optimization Algorithm Using Reference-Point-Based Nondominated Sorting Approach, Part I: Solving Problems With Box Constraints. *IEEE Transactions on Evolutionary Computation* **2014**, *18*(4), 577–601. https://doi.org/10.1109/TEVC.2013.2281535"
mintou_p5_trace_moea_feasibility_review,13,10.1145/1143997.1144112,VERIFIED,Reference point based multi-objective optimization using evolutionary algorithms,2006,1.000,True,https://api.crossref.org/works/10.1145%2F1143997.1144112,"13. Deb, K.; Sundar, J. Reference point based multi-objective optimization using evolutionary algorithms. In *Proceedings of the 8th Annual Conference on Genetic and Evolutionary Computation (GECCO '06)*, Seattle, WA, USA, 8–12 July 2006; pp. 635–642. https://doi.org/10.1145/1143997.1144112"
mintou_p5_trace_moea_feasibility_review,14,10.1162/evco.2009.17.3.411,VERIFIED,A Preference-Based Evolutionary Algorithm for Multi-Objective Optimization,2009,1.000,True,https://api.crossref.org/works/10.1162%2Fevco.2009.17.3.411,"14. Thiele, L.; Miettinen, K.; Korhonen, P.J.; Molina, J. A Preference-Based Evolutionary Algorithm for Multi-Objective Optimization. *Evolutionary Computation* **2009**, *17*(3), 411–436. https://doi.org/10.1162/evco.2009.17.3.411"
mintou_p5_trace_moea_feasibility_review,15,10.1109/TEVC.2010.2041060,VERIFIED,The r-Dominance: A New Dominance Relation for Interactive Evolutionary Multicriteria Decision Making,2010,1.000,True,https://api.crossref.org/works/10.1109%2FTEVC.2010.2041060,"15. Ben Said, L.; Bechikh, S.; Ghedira, K. The r-Dominance: A New Dominance Relation for Interactive Evolutionary Multicriteria Decision Making. *IEEE Transactions on Evolutionary Computation* **2010**, *14*(5), 801–818. https://doi.org/10.1109/TEVC.2010.2041060"
mintou_p5_trace_moea_feasibility_review,16,10.1016/bs.adcom.2015.03.001,VERIFIED,Preference Incorporation in Evolutionary Multiobjective Optimization,2015,1.000,True,https://api.crossref.org/works/10.1016%2Fbs.adcom.2015.03.001,"16. Bechikh, S.; Kessentini, M.; Ben Said, L.; Ghedira, K. Preference Incorporation in Evolutionary Multiobjective Optimization: A Survey of the State-of-the-Art. *Advances in Computers* **2015**, *98*, 141–207. https://doi.org/10.1016/bs.adcom.2015.03.001"
mintou_p5_trace_moea_feasibility_review,17,10.1007/s40747-017-0053-9,VERIFIED,A mini-review on preference modeling and articulation in multi-objective optimization: current status and challenges,2017,1.000,True,https://api.crossref.org/works/10.1007%2Fs40747-017-0053-9,"17. Wang, H.; Olhofer, M.; Jin, Y. A mini-review on preference modeling and articulation in multi-objective optimization: current status and challenges. *Complex & Intelligent Systems* **2017**, *3*(4), 233–245. https://doi.org/10.1007/s40747-017-0053-9"
mintou_p5_trace_moea_feasibility_review,18,10.1109/TEVC.2016.2519378,VERIFIED,A Reference Vector Guided Evolutionary Algorithm for Many-Objective Optimization,2016,1.000,True,https://api.crossref.org/works/10.1109%2FTEVC.2016.2519378,"18. Cheng, R.; Jin, Y.; Olhofer, M.; Sendhoff, B. A Reference Vector Guided Evolutionary Algorithm for Many-Objective Optimization. *IEEE Transactions on Evolutionary Computation* **2016**, *20*(5), 773–791. https://doi.org/10.1109/TEVC.2016.2519378"
mintou_p5_trace_moea_feasibility_review,19,10.1109/TEVC.2017.2737781,VERIFIED,R-Metric: Evaluating the Performance of Preference-Based Evolutionary Multiobjective Optimization Using Reference Points,2018,1.000,True,https://api.crossref.org/works/10.1109%2FTEVC.2017.2737781,"19. Li, K.; Deb, K.; Yao, X. R-Metric: Evaluating the Performance of Preference-Based Evolutionary Multiobjective Optimization Using Reference Points. *IEEE Transactions on Evolutionary Computation* **2018**, *22*(6), 821–835. https://doi.org/10.1109/TEVC.2017.2737781"
mintou_p5_trace_moea_feasibility_review,20,10.1109/TEVC.2020.2987559,VERIFIED,Does Preference Always Help? A Holistic Study on Preference-Based Evolutionary Multiobjective Optimization Using Reference Points,2020,1.000,True,https://api.crossref.org/works/10.1109%2FTEVC.2020.2987559,"20. Li, K.; Liao, M.; Deb, K.; Min, G.; Yao, X. Does Preference Always Help? A Holistic Study on Preference-Based Evolutionary Multiobjective Optimization Using Reference Points. *IEEE Transactions on Evolutionary Computation* **2020**, *24*(6), 1078–1096. https://doi.org/10.1109/TEVC.2020.2987559"
mintou_p5_trace_moea_feasibility_review,21,10.1016/j.inffus.2019.12.012,VERIFIED,"Explainable Artificial Intelligence (XAI): Concepts, taxonomies, opportunities and challenges toward responsible AI",2020,1.000,True,https://api.crossref.org/works/10.1016%2Fj.inffus.2019.12.012,"21. Barredo Arrieta, A.; Diaz-Rodriguez, N.; Del Ser, J.; Bennetot, A.; Tabik, S.; Barbado, A.; Garcia, S.; Gil-Lopez, S.; Molina, D.; Benjamins, R.; Chatila, R.; Herrera, F. Explainable Artificial Intelligence (XAI): Concepts, taxonomies, opportunities and challenges toward responsible AI. *Information Fusion* **2020**, *58*, 82–115. https://doi.org/10.1016/j.inffus.2019.12.012"
mintou_p5_trace_moea_feasibility_review,22,10.1016/j.artint.2018.07.007,VERIFIED,Explanation in artificial intelligence: Insights from the social sciences,2019,1.000,True,https://api.crossref.org/works/10.1016%2Fj.artint.2018.07.007,"22. Miller, T. Explanation in artificial intelligence: Insights from the social sciences. *Artificial Intelligence* **2019**, *267*, 1–38. https://doi.org/10.1016/j.artint.2018.07.007"
mintou_p5_trace_moea_feasibility_review,23,10.1016/j.egyai.2022.100169,VERIFIED,"Explainable Artificial Intelligence (XAI) techniques for energy and power systems: Review, challenges and opportunities",2022,1.000,True,https://api.crossref.org/works/10.1016%2Fj.egyai.2022.100169,"23. Machlev, R.; Heistrene, L.; Perl, M.; Levy, K.Y.; Belikov, J.; Mannor, S.; Levron, Y. Explainable Artificial Intelligence (XAI) techniques for energy and power systems: Review, challenges and opportunities. *Energy and AI* **2022**, *9*, 100169. https://doi.org/10.1016/j.egyai.2022.100169"
mintou_p5_trace_moea_feasibility_review,24,10.1145/3520304.3533974,VERIFIED,The intersection of evolutionary computation and explainable AI,2022,1.000,True,https://api.crossref.org/works/10.1145%2F3520304.3533974,"24. Bacardit, J.; Brownlee, A.E.I.; Cagnoni, S.; Iacca, G.; McCall, J.; Walker, D. The intersection of evolutionary computation and explainable AI. In *Proceedings of the Genetic and Evolutionary Computation Conference Companion (GECCO '22 Companion)*, Boston, MA, USA, 9–13 July 2022; pp. 1757–1762. https://doi.org/10.1145/3520304.3533974"
mintou_p5_trace_moea_feasibility_review,25,10.1007/s00778-017-0486-1,VERIFIED,A survey on provenance: What for? What form? What from?,2017,1.000,True,https://api.crossref.org/works/10.1007%2Fs00778-017-0486-1,"25. Herschel, M.; Diestelkamper, R.; Ben Lahmar, H. A survey on provenance: What for? What form? What from? *The VLDB Journal* **2017**, *26*(6), 881–906. https://doi.org/10.1007/s00778-017-0486-1"
mintou_p5_trace_moea_feasibility_review,26,10.1016/j.websem.2015.04.001,VERIFIED,The rationale of PROV,2015,1.000,True,https://api.crossref.org/works/10.1016%2Fj.websem.2015.04.001,"26. Moreau, L.; Groth, P.; Cheney, J.; Lebo, T.; Miles, S. The rationale of PROV. *Journal of Web Semantics* **2015**, *35*, 235–257. https://doi.org/10.1016/j.websem.2015.04.001"
mintou_p5_trace_moea_feasibility_review,27,10.1145/3351095.3372873,VERIFIED,Closing the AI accountability gap,2020,1.000,True,https://api.crossref.org/works/10.1145%2F3351095.3372873,"27. Raji, I.D.; Smart, A.; White, R.N.; Mitchell, M.; Gebru, T.; Hutchinson, B.; Smith-Loud, J.; Theron, D.; Barnes, P. Closing the AI accountability gap: defining an end-to-end framework for internal algorithmic auditing. In *Proceedings of the 2020 Conference on Fairness, Accountability, and Transparency (FAT* '20)*, Barcelona, Spain, 27–30 January 2020; pp. 33–44. https://doi.org/10.1145/3351095.3372873"
mintou_p5_trace_moea_feasibility_review,28,,MANUAL_NO_DOI,,,,,,"28. Lin, Y.; Zhang, J.; Huang, X.; Yang, D.; Li, J. BiLo-NSGA: Project-Level Local Search for Budget-Constrained Power-Grid Portfolio Optimization. Unpublished manuscript, 2026; available to editors and reviewers on request."
mintou_p5_trace_moea_feasibility_review,29,10.3390/app14156486,VERIFIED,Multi-Stage Coordinated Planning for Transmission and Energy Storage Considering Large-Scale Renewable Energy Integration,2024,1.000,True,https://api.crossref.org/works/10.3390%2Fapp14156486,"29. Liang, Y.; Liu, H.; Zhou, H.; Meng, Z.; Liu, J.; Zhou, M. Multi-Stage Coordinated Planning for Transmission and Energy Storage Considering Large-Scale Renewable Energy Integration. *Applied Sciences* **2024**, *14*(15), 6486. https://doi.org/10.3390/app14156486"
mintou_p5_trace_moea_feasibility_review,30,10.3390/app14198651,VERIFIED,Interruption Cost Estimation for Value-Based Reliability Investment in Emerging Smart Grid Resources,2024,1.000,True,https://api.crossref.org/works/10.3390%2Fapp14198651,"30. Bhattarai, S.; Karki, R. Interruption Cost Estimation for Value-Based Reliability Investment in Emerging Smart Grid Resources. *Applied Sciences* **2024**, *14*(19), 8651. https://doi.org/10.3390/app14198651"
mintou_p5_trace_moea_feasibility_review,31,10.3390/app152211944,VERIFIED,Optimal Planning and Investment Return Analysis of Grid-Side Energy Storage System Addressing Multi-Dimensional Grid Security Requirements,2025,1.000,True,https://api.crossref.org/works/10.3390%2Fapp152211944,"31. Zhang, T.; Wu, J.; Hong, J.; Zhou, H.; Zheng, J.; Zheng, Z.; Niu, C.; Gao, Z.; Peng, L.; Lin, Z. Optimal Planning and Investment Return Analysis of Grid-Side Energy Storage System Addressing Multi-Dimensional Grid Security Requirements. *Applied Sciences* **2025**, *15*(22), 11944. https://doi.org/10.3390/app152211944"
mintou_p5_trace_moea_feasibility_review,32,10.3390/en19092172,VERIFIED,A Hybrid Heuristic–Benders Method for Wind–Hydrogen Investment Planning with Non-Analytical Cost Functions,2026,1.000,True,https://api.crossref.org/works/10.3390%2Fen19092172,"32. Xiong, H.; Feng, B.; Yan, F.; Kang, Y.; Hu, Y.; Li, Q.; Tan, Q. A Hybrid Heuristic--Benders Method for Wind--Hydrogen Investment Planning with Non-Analytical Cost Functions. *Energies* **2026**, *19*(9), 2172. https://doi.org/10.3390/en19092172"
mintou_p5_trace_moea_feasibility_review,33,10.3390/en19143243,VERIFIED,A Secondary-Data-Driven Decision Support Framework for Strategic Energy Investment Prioritization: An Explainable Multi-Criteria Application Across Countries,2026,1.000,True,https://api.crossref.org/works/10.3390%2Fen19143243,"33. Mizrak, F.; Yasar, O. A Secondary-Data-Driven Decision Support Framework for Strategic Energy Investment Prioritization: An Explainable Multi-Criteria Application Across Countries. *Energies* **2026**, *19*(14), 3243. https://doi.org/10.3390/en19143243"
mintou_p6_bilonsga_project_review,1,10.1109/4235.797969,VERIFIED,Multiobjective evolutionary algorithms: a comparative case study and the strength Pareto approach,1999,1.000,True,https://api.crossref.org/works/10.1109%2F4235.797969,"1. Zitzler, E.; Thiele, L. Multiobjective evolutionary algorithms: a comparative case study and the strength Pareto approach. *IEEE Transactions on Evolutionary Computation* 1999, 3(4), 257--271. https://doi.org/10.1109/4235.797969"
mintou_p6_bilonsga_project_review,2,10.1016/S0377-2217(01)00104-7,VERIFIED,Genetic local search for multi-objective combinatorial optimization,2002,1.000,True,https://api.crossref.org/works/10.1016%2FS0377-2217%2801%2900104-7,"2. Jaszkiewicz, A. Genetic local search for multi-objective combinatorial optimization. *European Journal of Operational Research* 2002, 137(1), 50--71. https://doi.org/10.1016/S0377-2217(01)00104-7"
mintou_p6_bilonsga_project_review,3,10.1111/j.1475-3995.2011.00840.x,VERIFIED,The multiobjective multidimensional knapsack problem: a survey and a new approach,2012,1.000,True,https://api.crossref.org/works/10.1111%2Fj.1475-3995.2011.00840.x,"3. Lust, T.; Teghem, J. The multiobjective multidimensional knapsack problem: a survey and a new approach. *International Transactions in Operational Research* 2012, 19(4), 495--520. https://doi.org/10.1111/j.1475-3995.2011.00840.x"
mintou_p6_bilonsga_project_review,4,10.1016/j.neucom.2025.132135,VERIFIED,"Recent Advances in Knapsack Problem: A Comprehensive Review of Models, Algorithms, and Applications",2026,1.000,True,https://api.crossref.org/works/10.1016%2Fj.neucom.2025.132135,"4. Feng, Y.; Hu, T.; Chen, X.-A.; Wang, G.-G. Recent Advances in Knapsack Problem: A Comprehensive Review of Models, Algorithms, and Applications. *Neurocomputing* 2026, 666, 132135. https://doi.org/10.1016/j.neucom.2025.132135"
mintou_p6_bilonsga_project_review,5,10.1109/TEVC.2014.2315442,VERIFIED,Behavior of Multiobjective Evolutionary Algorithms on Many-Objective Knapsack Problems,2015,1.000,True,https://api.crossref.org/works/10.1109%2FTEVC.2014.2315442,"5. Ishibuchi, H.; Akedo, N.; Nojima, Y. Behavior of Multiobjective Evolutionary Algorithms on Many-Objective Knapsack Problems. *IEEE Transactions on Evolutionary Computation* 2015, 19(2), 264--283. https://doi.org/10.1109/TEVC.2014.2315442"
