doc_id,report_series_id,condition,word_budget,selected_sentence_count,used_words,unused_words,selected_sentence_ids,rouge1_f1,rouge2_f1,rougeL_f1
nerc_030_winter_storm_elliott_recommendation_3_blac,series_winter_storm_elliott,graph_no_cf_strict,110,3,99,11,s00009|s00012|s00016,0.1102257636122178,0.050531914893617025,0.07171314741035857
nerc_030_winter_storm_elliott_recommendation_3_blac,series_winter_storm_elliott,graph_no_cf_strict,260,5,243,17,s00009|s00012|s00016|s00350|s00364,0.22424242424242424,0.07766990291262137,0.11030303030303029
nerc_030_winter_storm_elliott_recommendation_3_blac,series_winter_storm_elliott,c2ges_full,110,3,107,3,s00009|s00016|s00328,0.11624834874504623,0.05291005291005291,0.07397622192866578
nerc_030_winter_storm_elliott_recommendation_3_blac,series_winter_storm_elliott,c2ges_full,260,4,244,16,s00009|s00016|s00318|s00350,0.22168382798304057,0.06913280776228019,0.11508176862507571
nerc_032_winter_storm_elliott_recommendation_11_eip,series_winter_storm_elliott,lead,110,5,99,11,s00001|s00002|s00003|s00004|s00007,0.26763990267639903,0.08312958435207825,0.1411192214111922
nerc_032_winter_storm_elliott_recommendation_11_eip,series_winter_storm_elliott,lead,260,10,253,7,s00001|s00002|s00003|s00004|s00005|s00006|s00007|s00008|s00009|s00010,0.431858407079646,0.1207815275310835,0.19469026548672566
nerc_032_winter_storm_elliott_recommendation_11_eip,series_winter_storm_elliott,centroid,110,4,107,3,s00001|s00005|s00016|s00029,0.2863961813842482,0.09592326139088729,0.17183770883054894
nerc_032_winter_storm_elliott_recommendation_11_eip,series_winter_storm_elliott,centroid,260,7,259,1,s00001|s00005|s00006|s00013|s00016|s00029|s00045,0.3929203539823009,0.11722912966252219,0.1911504424778761
nerc_032_winter_storm_elliott_recommendation_11_eip,series_winter_storm_elliott,textrank,110,4,107,3,s00001|s00005|s00016|s00029,0.2863961813842482,0.09592326139088729,0.17183770883054894
nerc_032_winter_storm_elliott_recommendation_11_eip,series_winter_storm_elliott,textrank,260,9,232,28,s00001|s00005|s00006|s00008|s00013|s00016|s00026|s00029|s00033,0.40808823529411764,0.12915129151291513,0.1948529411764706
nerc_032_winter_storm_elliott_recommendation_11_eip,series_winter_storm_elliott,semantic_mmr,110,5,102,8,s00014|s00017|s00026|s00028|s00031,0.2463768115942029,0.05339805825242719,0.13526570048309178
nerc_032_winter_storm_elliott_recommendation_11_eip,series_winter_storm_elliott,semantic_mmr,260,6,252,8,s00014|s00026|s00028|s00031|s00038|s00045,0.3620071684587814,0.09352517985611511,0.17204301075268819
nerc_032_winter_storm_elliott_recommendation_11_eip,series_winter_storm_elliott,role,110,4,104,6,s00009|s00013|s00017|s00019,0.22596153846153846,0.06280193236714976,0.13942307692307693
nerc_032_winter_storm_elliott_recommendation_11_eip,series_winter_storm_elliott,role,260,8,218,42,s00009|s00013|s00017|s00019|s00020|s00024|s00030|s00032,0.3811320754716982,0.10606060606060606,0.1547169811320755
nerc_032_winter_storm_elliott_recommendation_11_eip,series_winter_storm_elliott,graph_no_cf_strict,110,4,107,3,s00009|s00013|s00017|s00030,0.233890214797136,0.0671462829736211,0.13842482100238665
nerc_032_winter_storm_elliott_recommendation_11_eip,series_winter_storm_elliott,graph_no_cf_strict,260,5,252,8,s00009|s00013|s00030|s00045|s00046,0.35971223021582743,0.09747292418772563,0.1906474820143885
nerc_032_winter_storm_elliott_recommendation_11_eip,series_winter_storm_elliott,c2ges_full,110,3,103,7,s00013|s00030|s00046,0.20338983050847456,0.05352798053527981,0.13559322033898305
nerc_032_winter_storm_elliott_recommendation_11_eip,series_winter_storm_elliott,c2ges_full,260,5,252,8,s00009|s00013|s00030|s00045|s00046,0.35971223021582743,0.09747292418772563,0.1906474820143885
nerc_036_2022_state_of_reliability_report,series_state_of_reliability,lead,110,1,110,0,s00002,0.055696202531645575,0.007962359753890699,0.031103074141048823
nerc_036_2022_state_of_reliability_report,series_state_of_reliability,lead,260,4,253,7,s00001|s00002|s00003|s00005,0.12998624484181567,0.026152787336545084,0.06258596973865199
nerc_036_2022_state_of_reliability_report,series_state_of_reliability,centroid,110,1,105,5,s00124,0.04710144927536231,0.007251631617113851,0.026811594202898553
nerc_036_2022_state_of_reliability_report,series_state_of_reliability,centroid,260,2,257,3,s00124|s00577,0.09546703296703296,0.010996563573883162,0.042582417582417584
nerc_036_2022_state_of_reliability_report,series_state_of_reliability,textrank,110,2,105,5,s00610|s00646,0.049999999999999996,0.013778100072516316,0.034782608695652174
nerc_036_2022_state_of_reliability_report,series_state_of_reliability,textrank,260,4,255,5,s00124|s00610|s00625|s00646,0.10721649484536083,0.0233837689133425,0.057044673539518906
nerc_036_2022_state_of_reliability_report,series_state_of_reliability,semantic_mmr,110,3,100,10,s00447|s00463|s00542,0.06315789473684211,0.015982564475118054,0.035571687840290384
nerc_036_2022_state_of_reliability_report,series_state_of_reliability,semantic_mmr,260,5,245,15,s00310|s00447|s00463|s00474|s00575,0.09172413793103448,0.011042097998619738,0.039310344827586205
nerc_036_2022_state_of_reliability_report,series_state_of_reliability,role,110,1,71,39,s00139,0.04035216434336024,0.011747430249632892,0.02641232575201761
nerc_036_2022_state_of_reliability_report,series_state_of_reliability,role,260,3,254,6,s00139|s00191|s00262,0.13337916809900308,0.04059167526659786,0.06050189068408388
nerc_036_2022_state_of_reliability_report,series_state_of_reliability,graph_no_cf_strict,110,1,105,5,s00124,0.04710144927536231,0.007251631617113851,0.026811594202898553
nerc_036_2022_state_of_reliability_report,series_state_of_reliability,graph_no_cf_strict,260,2,257,3,s00124|s00577,0.09546703296703296,0.010996563573883162,0.042582417582417584
nerc_036_2022_state_of_reliability_report,series_state_of_reliability,c2ges_full,110,2,104,6,s00020|s00646,0.05219282348677057,0.01088139281828074,0.03334541500543675
nerc_036_2022_state_of_reliability_report,series_state_of_reliability,c2ges_full,260,3,256,4,s00124|s00197|s00646,0.11130195809000343,0.02062564455139223,0.056338028169014086
nerc_040_2018_state_of_reliability_report,series_state_of_reliability,lead,110,4,102,8,s00001|s00002|s00004|s00005,0.051112447384245335,0.013838748495788209,0.03187011425135298
nerc_040_2018_state_of_reliability_report,series_state_of_reliability,lead,260,8,227,33,s00001|s00002|s00003|s00004|s00005|s00006|s00007|s00008,0.10721529991306868,0.0272542766019136,0.055056505360765
nerc_040_2018_state_of_reliability_report,series_state_of_reliability,centroid,110,2,102,8,s00794|s00898,0.039085989176187615,0.006016847172081829,0.023451593505712565
nerc_040_2018_state_of_reliability_report,series_state_of_reliability,centroid,260,3,245,15,s00794|s00827|s01325,0.10262323436148747,0.01961349870204788,0.04727587200922456
nerc_040_2018_state_of_reliability_report,series_state_of_reliability,textrank,110,3,110,0,s00794|s00833|s01154,0.049190161967606484,0.013205282112845138,0.02939412117576485
nerc_040_2018_state_of_reliability_report,series_state_of_reliability,textrank,260,6,259,1,s00794|s00833|s00882|s00898|s01065|s01219,0.09646856158484064,0.02010916403332376,0.04536319265001435
nerc_040_2018_state_of_reliability_report,series_state_of_reliability,semantic_mmr,110,3,101,9,s00794|s01006|s01214,0.04571428571428572,0.00842612097502257,0.02827067669172932
nerc_040_2018_state_of_reliability_report,series_state_of_reliability,semantic_mmr,260,8,254,6,s00067|s00098|s00224|s00495|s00794|s01006|s01067|s01214,0.11385853939045427,0.02991944764096663,0.05635422656699253
nerc_040_2018_state_of_reliability_report,series_state_of_reliability,role,110,2,105,5,s00079|s00532,0.05407029137879243,0.01743312293357379,0.03364373685791529
nerc_040_2018_state_of_reliability_report,series_state_of_reliability,role,260,5,254,6,s00079|s00161|s00532|s00538|s00549,0.12248418631397355,0.04200230149597238,0.058654399079930995
nerc_040_2018_state_of_reliability_report,series_state_of_reliability,graph_no_cf_strict,110,1,106,4,s01325,0.04984984984984985,0.010216346153846154,0.027627627627627625
nerc_040_2018_state_of_reliability_report,series_state_of_reliability,graph_no_cf_strict,260,3,240,20,s00123|s00930|s01325,0.10681293302540415,0.026574234546504913,0.04214780600461893
nerc_040_2018_state_of_reliability_report,series_state_of_reliability,c2ges_full,110,1,106,4,s01325,0.04984984984984985,0.010216346153846154,0.027627627627627625
nerc_040_2018_state_of_reliability_report,series_state_of_reliability,c2ges_full,260,3,246,14,s00144|s00930|s01325,0.10951008645533142,0.026528258362168395,0.04495677233429395
nerc_041_2017_state_of_reliability_report,series_state_of_reliability,lead,110,4,108,2,s00001|s00002|s00003|s00004,0.14884516680923868,0.05141388174807198,0.08383233532934131
nerc_041_2017_state_of_reliability_report,series_state_of_reliability,lead,260,8,237,23,s00001|s00002|s00003|s00004|s00005|s00006|s00007|s00008,0.2542372881355932,0.07407407407407407,0.12172573189522341
nerc_041_2017_state_of_reliability_report,series_state_of_reliability,centroid,110,2,104,6,s00914|s00989,0.08412017167381976,0.006878761822871883,0.0497854077253219
nerc_041_2017_state_of_reliability_report,series_state_of_reliability,centroid,260,4,249,11,s00892|s00914|s00989|s01023,0.16183206106870227,0.01529051987767584,0.08549618320610687
nerc_041_2017_state_of_reliability_report,series_state_of_reliability,textrank,110,2,104,6,s00914|s00989,0.08412017167381976,0.006878761822871883,0.0497854077253219
nerc_041_2017_state_of_reliability_report,series_state_of_reliability,textrank,260,4,249,11,s00892|s00914|s00989|s01023,0.16183206106870227,0.01529051987767584,0.08549618320610687
nerc_041_2017_state_of_reliability_report,series_state_of_reliability,semantic_mmr,110,4,109,1,s00338|s00351|s00508|s01212,0.11623931623931623,0.018835616438356163,0.061538461538461535
nerc_041_2017_state_of_reliability_report,series_state_of_reliability,semantic_mmr,260,5,258,2,s00338|s00351|s00392|s00508|s01212,0.22373393801965233,0.04693414080242241,0.11035525321239606
nerc_041_2017_state_of_reliability_report,series_state_of_reliability,role,110,3,94,16,s00996|s01000|s01046,0.08311688311688312,0.0017346053772766695,0.04329004329004329
nerc_041_2017_state_of_reliability_report,series_state_of_reliability,role,260,6,222,38,s00996|s01000|s01046|s01139|s01441|s01803,0.16199376947040497,0.0187207488299532,0.07476635514018691
nerc_041_2017_state_of_reliability_report,series_state_of_reliability,graph_no_cf_strict,110,2,90,20,s00914|s01021,0.08688097306689835,0.008703220191470845,0.05039096437880105
nerc_041_2017_state_of_reliability_report,series_state_of_reliability,graph_no_cf_strict,260,4,257,3,s00712|s00914|s01021|s01088,0.18209408194233687,0.021276595744680854,0.07435508345978756
nerc_041_2017_state_of_reliability_report,series_state_of_reliability,c2ges_full,110,2,107,3,s00914|s01152,0.10445205479452054,0.012006861063464838,0.058219178082191785
nerc_041_2017_state_of_reliability_report,series_state_of_reliability,c2ges_full,260,4,252,8,s00914|s01021|s01088|s01152,0.18583396801218582,0.01983218916857361,0.07920792079207921
nerc_042_2016_state_of_reliability_report,series_state_of_reliability,lead,110,5,106,4,s00001|s00002|s00003|s00004|s00006,0.1386861313868613,0.03839122486288848,0.06569343065693431
nerc_042_2016_state_of_reliability_report,series_state_of_reliability,lead,260,10,213,47,s00001|s00002|s00003|s00004|s00005|s00006|s00007|s00008|s00009|s00010,0.24272651704073153,0.061615320566194835,0.10307564422277639
nerc_042_2016_state_of_reliability_report,series_state_of_reliability,centroid,110,2,87,23,s00890|s00921,0.08542246982358404,0.005581395348837209,0.050139275766016705
nerc_042_2016_state_of_reliability_report,series_state_of_reliability,centroid,260,5,259,1,s00866|s00877|s00890|s00921|s01055,0.18734987990392316,0.022453889334402566,0.08807045636509207
nerc_042_2016_state_of_reliability_report,series_state_of_reliability,textrank,110,3,104,6,s00890|s00921|s00951,0.09323583180987201,0.005494505494505494,0.051188299817184646
nerc_042_2016_state_of_reliability_report,series_state_of_reliability,textrank,260,7,243,17,s00843|s00866|s00890|s00921|s00951|s01042|s01055,0.1735604217356042,0.024370430544272948,0.0875912408759124
nerc_042_2016_state_of_reliability_report,series_state_of_reliability,semantic_mmr,110,3,109,1,s00394|s01025|s01055,0.1292083712465878,0.027347310847766638,0.07097361237488625
nerc_042_2016_state_of_reliability_report,series_state_of_reliability,semantic_mmr,260,6,240,20,s00394|s00518|s01025|s01055|s01175|s01225,0.22348178137651825,0.05190592051905921,0.10040485829959514
nerc_042_2016_state_of_reliability_report,series_state_of_reliability,role,110,4,92,18,s00002|s00003|s00005|s00010,0.13863216266173753,0.03888888888888889,0.06839186691312384
nerc_042_2016_state_of_reliability_report,series_state_of_reliability,role,260,8,248,12,s00002|s00003|s00005|s00010|s00116|s00417|s00418|s00423,0.2649434571890145,0.06310679611650485,0.09693053311793215
nerc_042_2016_state_of_reliability_report,series_state_of_reliability,graph_no_cf_strict,110,3,108,2,s00002|s00003|s00994,0.1384335154826958,0.03102189781021897,0.06739526411657558
nerc_042_2016_state_of_reliability_report,series_state_of_reliability,graph_no_cf_strict,260,4,248,12,s00002|s00417|s00994|s01060,0.23263327948303716,0.05501618122977346,0.10339256865912763
nerc_042_2016_state_of_reliability_report,series_state_of_reliability,c2ges_full,110,3,108,2,s00002|s00003|s00994,0.1384335154826958,0.03102189781021897,0.06739526411657558
nerc_042_2016_state_of_reliability_report,series_state_of_reliability,c2ges_full,260,4,248,12,s00002|s00417|s00994|s01060,0.23263327948303716,0.05501618122977346,0.10339256865912763
