word_budget,contrast,n_reports,n_series,equal_series_mean_difference,equal_report_mean_difference,cluster_bootstrap_95_low,cluster_bootstrap_95_high,exact_series_signflip_p,holm_adjusted_p_six,bootstrap_samples,bootstrap_seed
110,c2ges_full_minus_graph_no_cf_strict,15,10,0.0019516757516764038,0.0020002680215775027,-0.00016775050176406575,0.00414615494281025,0.1328125,0.796875,10000,20271823
110,c2ges_full_minus_semantic_mmr,15,10,0.0019120018248256893,0.0009553090581835762,-0.003368065062138001,0.007877031000820885,0.560546875,1.0,10000,20271824
110,c2ges_full_minus_textrank,15,10,-0.0007855397918185181,-0.0012099461040105664,-0.006646518506757782,0.0045881575544464495,0.75,1.0,10000,20271825
260,c2ges_full_minus_graph_no_cf_strict,15,10,-0.0014662950794939833,0.00021109377451532658,-0.007172066594515053,0.002081276465943776,0.96484375,1.0,10000,20286823
260,c2ges_full_minus_semantic_mmr,15,10,0.006201359183901173,0.003621803204074506,-0.000633318759321639,0.014215856068360136,0.15625,0.796875,10000,20286824
260,c2ges_full_minus_textrank,15,10,8.304910596177318e-05,-0.0012696523625938788,-0.006508999867663886,0.005852797428047994,0.978515625,1.0,10000,20286825
