paper,experiment_id,method,method_role,seed,hypervolume,feasible_front_size,compromise_cost_index,compromise_reliability,compromise_renewable,compromise_risk,portfolio_size,local_move_count,trace_event_count,decision_coverage,preference_achievement_distance,runtime_s,source_status
p6,reliability_prioritized_review,Ablation-RandomMutationOnly,ablation,28,0.16934605,39,0.97471549,30.31692105,2.85296800,0.30635647,14,2594,2594,1.00000000,nan,0.050585,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-RandomMutationOnly,ablation,29,0.17096954,38,0.94676451,29.72333171,3.23768800,0.32530697,13,2577,2577,1.00000000,nan,0.049625,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoDependencyMoves,ablation,0,0.17241132,39,0.99124885,27.94059361,6.74101520,0.29119225,14,3072,3072,1.00000000,nan,0.165932,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoDependencyMoves,ablation,1,0.17394850,39,0.95541551,27.24838174,5.53141520,0.30897627,13,2731,2731,0.97872340,nan,0.153867,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoDependencyMoves,ablation,2,0.17214502,38,0.93823712,22.36489105,4.15150960,0.29153576,11,2823,2823,0.97222222,nan,0.157145,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoDependencyMoves,ablation,3,0.17527946,39,0.98401749,25.36702110,6.04882240,0.27602803,14,2912,2912,1.00000000,nan,0.158373,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoDependencyMoves,ablation,4,0.17287134,38,0.90813514,24.60302991,2.40312352,0.32465925,10,2871,2871,1.00000000,nan,0.155482,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoDependencyMoves,ablation,5,0.17232407,39,0.93811159,26.55616987,7.88005520,0.32972429,12,2558,2558,0.97826087,nan,0.149893,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoDependencyMoves,ablation,6,0.17385136,39,0.98642926,25.36702110,6.44810240,0.27602803,14,2960,2960,1.00000000,nan,0.160774,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoDependencyMoves,ablation,7,0.17233439,39,0.95679200,24.64648107,6.66258240,0.29264557,13,2747,2747,1.00000000,nan,0.153832,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoDependencyMoves,ablation,8,0.17289554,39,0.99479200,24.50510360,7.75290240,0.29944557,13,2515,2515,0.95555556,nan,0.147645,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoDependencyMoves,ablation,9,0.17421565,39,0.98678220,25.46564363,6.49906240,0.27602803,14,2792,2792,1.00000000,nan,0.155021,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoDependencyMoves,ablation,10,0.17409118,39,0.98566061,27.84197108,5.89261520,0.29119225,14,2834,2834,1.00000000,nan,0.158662,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoDependencyMoves,ablation,11,0.17281657,39,0.91819396,24.94313739,6.15578240,0.28584557,13,2745,2745,1.00000000,nan,0.157635,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoDependencyMoves,ablation,12,0.17311500,39,0.95865475,24.67480923,6.99186240,0.29264557,13,2661,2661,1.00000000,nan,0.151869,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoDependencyMoves,ablation,13,0.17219574,39,0.99685083,24.40648107,8.63546240,0.29944557,13,2919,2919,1.00000000,nan,0.162519,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoDependencyMoves,ablation,14,0.17367914,38,0.99015475,25.43731547,7.25618240,0.27602803,14,2955,2955,1.00000000,nan,0.159896,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoDependencyMoves,ablation,15,0.17268176,38,0.95015869,22.29848178,6.29798960,0.27631488,13,2874,2874,1.00000000,nan,0.156210,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoDependencyMoves,ablation,16,0.17333893,38,0.96141945,24.77343176,7.48914240,0.29264557,13,2816,2816,1.00000000,nan,0.163149,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoDependencyMoves,ablation,17,0.17330390,39,0.96347434,27.24838174,6.72869520,0.30897627,13,3029,3029,1.00000000,nan,0.164636,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoDependencyMoves,ablation,18,0.17411504,39,0.98755085,22.99069365,6.84790960,0.26086381,14,2992,2992,1.00000000,nan,0.163889,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoDependencyMoves,ablation,19,0.17278452,39,0.99015475,25.43731547,6.49010240,0.27602803,14,2927,2927,1.00000000,nan,0.160543,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoDependencyMoves,ablation,20,0.17304449,39,0.97933122,25.33869294,5.41042240,0.27602803,14,3120,3120,1.00000000,nan,0.163297,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoDependencyMoves,ablation,21,0.17085109,39,0.99124885,27.94059361,6.37141520,0.29119225,14,3046,3046,1.00000000,nan,0.163768,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoDependencyMoves,ablation,22,0.17220904,38,0.96141945,24.77343176,7.78818240,0.29264557,13,2883,2883,0.97500000,nan,0.158298,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoDependencyMoves,ablation,23,0.17193411,39,0.96029787,27.14975921,6.84405520,0.30897627,13,2996,2996,1.00000000,nan,0.160988,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoDependencyMoves,ablation,24,0.17603025,39,0.95777240,24.77343176,6.72530240,0.29264557,13,3019,3019,1.00000000,nan,0.165701,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoDependencyMoves,ablation,25,0.17197043,38,0.99124885,27.94059361,6.27397520,0.29119225,14,2976,2976,1.00000000,nan,0.159132,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoDependencyMoves,ablation,26,0.17289365,39,0.87159592,25.15480923,2.96994240,0.27904557,13,2507,2507,1.00000000,nan,0.151617,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoDependencyMoves,ablation,27,0.17258135,39,0.82700375,26.40061431,5.14277520,0.33817196,11,3115,3115,1.00000000,nan,0.165814,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoDependencyMoves,ablation,28,0.17416070,39,0.85477826,27.09282618,4.22101520,0.31499096,12,2753,2753,1.00000000,nan,0.150648,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoDependencyMoves,ablation,29,0.17127175,39,0.67620377,24.03843694,1.94682240,0.31823925,10,3053,3053,1.00000000,nan,0.165243,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoFeasibilityRecovery,ablation,0,0.15737473,38,0.96632930,19.79520365,9.51851680,0.25998418,13,1637,1637,0.80000000,nan,0.157261,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoFeasibilityRecovery,ablation,1,0.17476433,40,0.95647828,24.77343176,6.56850240,0.29264557,13,2041,2041,1.00000000,nan,0.171973,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoFeasibilityRecovery,ablation,2,0.17231685,40,0.99617830,22.03015363,8.70150960,0.28311488,13,1878,1878,1.00000000,nan,0.166087,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoFeasibilityRecovery,ablation,3,0.17146337,39,0.99124885,27.94059361,6.28069520,0.29119225,14,1491,1491,0.84782609,nan,0.151082,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoFeasibilityRecovery,ablation,4,0.17251943,39,0.92813514,24.05289173,7.04226240,0.31203271,12,2076,2076,1.00000000,nan,0.175101,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoFeasibilityRecovery,ablation,5,0.17202024,40,0.96511745,29.72333171,6.54056800,0.32530697,13,1766,1766,0.89361702,nan,0.160176,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoFeasibilityRecovery,ablation,6,0.17320029,40,0.96424298,24.77343176,7.75122240,0.29264557,13,1634,1634,0.90697674,nan,0.156279,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoFeasibilityRecovery,ablation,7,0.17180117,39,0.96588610,27.24838174,7.12629520,0.30897627,13,1986,1986,0.87500000,nan,0.169256,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoFeasibilityRecovery,ablation,8,0.16453397,40,0.97784496,21.33794176,10.62454960,0.30170778,12,1979,1979,1.00000000,nan,0.171519,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoFeasibilityRecovery,ablation,9,0.16740067,40,0.94019790,21.57794176,9.64734960,0.29434112,12,1883,1883,1.00000000,nan,0.164415,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoFeasibilityRecovery,ablation,10,0.17364087,39,0.84995867,24.51925367,4.99154240,0.29729937,12,1823,1823,1.00000000,nan,0.165786,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoFeasibilityRecovery,ablation,11,0.16448951,39,0.97675673,21.33794176,10.75782960,0.30170778,12,1872,1872,0.97872340,nan,0.163676,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoFeasibilityRecovery,ablation,12,0.17464812,39,0.99092339,22.96236550,7.73606960,0.26086381,14,1729,1729,0.87179487,nan,0.161710,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoFeasibilityRecovery,ablation,13,0.16786060,39,0.89491359,21.84626991,7.30206960,0.28697445,12,1592,1592,0.82051282,nan,0.154418,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoFeasibilityRecovery,ablation,14,0.17345800,39,0.81641945,23.82704180,4.70594240,0.31887204,11,2188,2188,1.00000000,nan,0.178555,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoFeasibilityRecovery,ablation,15,0.15812017,40,0.97604498,20.04868552,4.50025792,0.27003585,11,1993,1993,1.00000000,nan,0.170758,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoFeasibilityRecovery,ablation,16,0.17329043,39,0.95777240,24.77343176,6.36074240,0.29264557,13,2032,2032,0.95555556,nan,0.172406,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoFeasibilityRecovery,ablation,17,0.17264264,39,0.93942926,24.05289173,8.76258240,0.31203271,12,2183,2183,1.00000000,nan,0.177335,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoFeasibilityRecovery,ablation,18,0.17051345,39,0.97815869,22.09948972,6.52870960,0.29957213,11,1800,1800,0.97674419,nan,0.163208,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoFeasibilityRecovery,ablation,19,0.17101815,39,0.80753710,23.82704180,3.35298240,0.31887204,11,1817,1817,0.95555556,nan,0.165214,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoFeasibilityRecovery,ablation,20,0.15329926,39,0.94282930,19.13131994,11.31499680,0.27664953,12,2101,2101,0.97777778,nan,0.174932,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoFeasibilityRecovery,ablation,21,0.17373910,40,0.75953710,23.50178062,5.13882240,0.33591925,10,1497,1497,0.97872340,nan,0.153852,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoFeasibilityRecovery,ablation,22,0.15147864,40,0.84384890,19.22924625,3.78905792,0.29706604,9,1652,1652,0.95454545,nan,0.158877,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoFeasibilityRecovery,ablation,23,0.17150393,38,0.99828806,26.98005358,7.67901520,0.31577627,13,1900,1900,0.95348837,nan,0.166403,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoFeasibilityRecovery,ablation,24,0.16648474,40,0.97363908,21.33794176,10.28294960,0.30170778,12,1622,1622,0.79245283,nan,0.155521,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoFeasibilityRecovery,ablation,25,0.17323908,40,0.99664494,24.50510360,8.19642240,0.29944557,13,2116,2116,0.97560976,nan,0.176640,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoFeasibilityRecovery,ablation,26,0.16781781,39,0.99411947,21.93153110,8.58222960,0.28311488,13,1745,1745,0.93023256,nan,0.160347,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoFeasibilityRecovery,ablation,27,0.17093289,40,0.96742339,22.29848178,9.20326960,0.27631488,13,1980,1980,1.00000000,nan,0.170748,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoFeasibilityRecovery,ablation,28,0.17207467,39,0.96110573,23.81289173,7.46842240,0.31939937,12,2060,2060,1.00000000,nan,0.173250,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-NoFeasibilityRecovery,ablation,29,0.17147382,39,0.96742339,22.29848178,8.70430960,0.27631488,13,1754,1754,0.86363636,nan,0.160790,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-WeightedRankingOnly,ablation,0,0.03231690,1,0.97490784,2.47758808,5.47456000,0.34840000,4,0,0,0.00000000,nan,0.000381,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-WeightedRankingOnly,ablation,1,0.03231690,1,0.97490784,2.47758808,5.47456000,0.34840000,4,0,0,0.00000000,nan,0.000284,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-WeightedRankingOnly,ablation,2,0.03231690,1,0.97490784,2.47758808,5.47456000,0.34840000,4,0,0,0.00000000,nan,0.000267,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-WeightedRankingOnly,ablation,3,0.03231690,1,0.97490784,2.47758808,5.47456000,0.34840000,4,0,0,0.00000000,nan,0.000256,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-WeightedRankingOnly,ablation,4,0.03231690,1,0.97490784,2.47758808,5.47456000,0.34840000,4,0,0,0.00000000,nan,0.000250,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-WeightedRankingOnly,ablation,5,0.03231690,1,0.97490784,2.47758808,5.47456000,0.34840000,4,0,0,0.00000000,nan,0.000249,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-WeightedRankingOnly,ablation,6,0.03231690,1,0.97490784,2.47758808,5.47456000,0.34840000,4,0,0,0.00000000,nan,0.000260,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-WeightedRankingOnly,ablation,7,0.03231690,1,0.97490784,2.47758808,5.47456000,0.34840000,4,0,0,0.00000000,nan,0.000253,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-WeightedRankingOnly,ablation,8,0.03231690,1,0.97490784,2.47758808,5.47456000,0.34840000,4,0,0,0.00000000,nan,0.000249,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-WeightedRankingOnly,ablation,9,0.03231690,1,0.97490784,2.47758808,5.47456000,0.34840000,4,0,0,0.00000000,nan,0.000253,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-WeightedRankingOnly,ablation,10,0.03231690,1,0.97490784,2.47758808,5.47456000,0.34840000,4,0,0,0.00000000,nan,0.000258,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-WeightedRankingOnly,ablation,11,0.03231690,1,0.97490784,2.47758808,5.47456000,0.34840000,4,0,0,0.00000000,nan,0.000250,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-WeightedRankingOnly,ablation,12,0.03231690,1,0.97490784,2.47758808,5.47456000,0.34840000,4,0,0,0.00000000,nan,0.000246,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-WeightedRankingOnly,ablation,13,0.03231690,1,0.97490784,2.47758808,5.47456000,0.34840000,4,0,0,0.00000000,nan,0.000281,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-WeightedRankingOnly,ablation,14,0.03231690,1,0.97490784,2.47758808,5.47456000,0.34840000,4,0,0,0.00000000,nan,0.000369,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-WeightedRankingOnly,ablation,15,0.03231690,1,0.97490784,2.47758808,5.47456000,0.34840000,4,0,0,0.00000000,nan,0.000279,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-WeightedRankingOnly,ablation,16,0.03231690,1,0.97490784,2.47758808,5.47456000,0.34840000,4,0,0,0.00000000,nan,0.000262,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-WeightedRankingOnly,ablation,17,0.03231690,1,0.97490784,2.47758808,5.47456000,0.34840000,4,0,0,0.00000000,nan,0.000256,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-WeightedRankingOnly,ablation,18,0.03231690,1,0.97490784,2.47758808,5.47456000,0.34840000,4,0,0,0.00000000,nan,0.000252,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-WeightedRankingOnly,ablation,19,0.03231690,1,0.97490784,2.47758808,5.47456000,0.34840000,4,0,0,0.00000000,nan,0.000252,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-WeightedRankingOnly,ablation,20,0.03231690,1,0.97490784,2.47758808,5.47456000,0.34840000,4,0,0,0.00000000,nan,0.000247,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-WeightedRankingOnly,ablation,21,0.03231690,1,0.97490784,2.47758808,5.47456000,0.34840000,4,0,0,0.00000000,nan,0.000254,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-WeightedRankingOnly,ablation,22,0.03231690,1,0.97490784,2.47758808,5.47456000,0.34840000,4,0,0,0.00000000,nan,0.000249,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-WeightedRankingOnly,ablation,23,0.03231690,1,0.97490784,2.47758808,5.47456000,0.34840000,4,0,0,0.00000000,nan,0.000250,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-WeightedRankingOnly,ablation,24,0.03231690,1,0.97490784,2.47758808,5.47456000,0.34840000,4,0,0,0.00000000,nan,0.000257,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-WeightedRankingOnly,ablation,25,0.03231690,1,0.97490784,2.47758808,5.47456000,0.34840000,4,0,0,0.00000000,nan,0.000252,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-WeightedRankingOnly,ablation,26,0.03231690,1,0.97490784,2.47758808,5.47456000,0.34840000,4,0,0,0.00000000,nan,0.000248,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-WeightedRankingOnly,ablation,27,0.03231690,1,0.97490784,2.47758808,5.47456000,0.34840000,4,0,0,0.00000000,nan,0.000255,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-WeightedRankingOnly,ablation,28,0.03231690,1,0.97490784,2.47758808,5.47456000,0.34840000,4,0,0,0.00000000,nan,0.000247,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-WeightedRankingOnly,ablation,29,0.03231690,1,0.97490784,2.47758808,5.47456000,0.34840000,4,0,0,0.00000000,nan,0.000245,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-ShallowLocalSearch,ablation,0,0.17201648,39,0.98697434,27.91226545,5.10021520,0.29119225,14,2096,2096,0.95652174,nan,0.145813,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-ShallowLocalSearch,ablation,1,0.17253587,39,0.95047828,24.67480923,5.98666240,0.29264557,13,1996,1996,1.00000000,nan,0.140750,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-ShallowLocalSearch,ablation,2,0.17335804,38,0.95030181,24.77343176,5.18250240,0.29264557,13,1876,1876,1.00000000,nan,0.140984,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-ShallowLocalSearch,ablation,3,0.17342580,39,0.98719790,22.89207112,7.50086960,0.26086381,14,2100,2100,0.97674419,nan,0.141065,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-ShallowLocalSearch,ablation,4,0.17294533,39,0.92301355,27.51670989,5.85229520,0.30217627,13,2011,2011,1.00000000,nan,0.140625,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-ShallowLocalSearch,ablation,5,0.17038630,39,0.99816455,24.47677544,7.93714240,0.29944557,13,2121,2121,0.97826087,nan,0.144047,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-ShallowLocalSearch,ablation,6,0.17288764,38,0.99689004,25.80533160,3.58650240,0.26162616,15,1851,1851,1.00000000,nan,0.135857,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-ShallowLocalSearch,ablation,7,0.17186736,39,0.98601355,27.94059361,4.74237520,0.29119225,14,2284,2284,1.00000000,nan,0.146831,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-ShallowLocalSearch,ablation,8,0.17147286,39,0.96665475,24.77343176,8.58562240,0.29264557,13,1998,1998,1.00000000,nan,0.139882,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-ShallowLocalSearch,ablation,9,0.17176195,39,0.95769396,24.71677544,6.30642240,0.29264557,13,1981,1981,1.00000000,nan,0.142578,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-ShallowLocalSearch,ablation,10,0.17102591,38,0.98159785,30.41554358,3.89848800,0.30635647,14,2012,2012,1.00000000,nan,0.139696,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-ShallowLocalSearch,ablation,11,0.17274862,39,0.98861745,30.38721542,5.21112800,0.30635647,14,2132,2132,1.00000000,nan,0.143064,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-ShallowLocalSearch,ablation,12,0.17208034,38,0.93111553,24.08121989,7.42082240,0.31203271,12,2117,2117,1.00000000,nan,0.146849,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-ShallowLocalSearch,ablation,13,0.17330234,39,0.98007238,27.74334855,5.27941520,0.29119225,14,2356,2356,1.00000000,nan,0.149395,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-ShallowLocalSearch,ablation,14,0.17243462,39,0.85313514,24.61787620,5.07610240,0.29729937,12,2060,2060,1.00000000,nan,0.145066,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-ShallowLocalSearch,ablation,15,0.17213620,39,0.98566061,27.84197108,5.18533520,0.29119225,14,2229,2229,0.95348837,nan,0.145061,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-ShallowLocalSearch,ablation,16,0.17430064,39,0.99201749,25.46564363,7.19738240,0.27602803,14,2142,2142,1.00000000,nan,0.144708,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-ShallowLocalSearch,ablation,17,0.17094438,38,0.94759198,27.97822594,2.08853520,0.30762429,12,2116,2116,1.00000000,nan,0.144359,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-ShallowLocalSearch,ablation,18,0.17329891,39,0.98175279,23.81289173,10.61338240,0.31939937,12,2018,2018,1.00000000,nan,0.140862,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-ShallowLocalSearch,ablation,19,0.17234678,39,0.98379787,27.81364292,5.79013520,0.29119225,14,2063,2063,1.00000000,nan,0.142894,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-ShallowLocalSearch,ablation,20,0.16899102,39,0.99761947,21.93153110,9.65798960,0.28311488,13,2066,2066,1.00000000,nan,0.147239,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-ShallowLocalSearch,ablation,21,0.17324596,39,0.95711745,29.62470918,5.59192800,0.32530697,13,2119,2119,1.00000000,nan,0.139851,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-ShallowLocalSearch,ablation,22,0.16896139,39,0.99760967,21.90320294,9.13382960,0.28311488,13,2001,2001,1.00000000,nan,0.141187,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-ShallowLocalSearch,ablation,23,0.17192072,39,0.95452336,27.22005358,5.47093520,0.30897627,13,2184,2184,1.00000000,nan,0.144082,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p6,reliability_prioritized_review,Ablation-ShallowLocalSearch,ablation,24,0.17136508,39,0.97319396,24.92829109,3.21568352,0.30863568,11,2138,2138,1.00000000,nan,0.144821,public_rts_simbench_nerc_project_review_v3_direct_family_controls
