paper,experiment_id,method,method_role,seed,hypervolume,feasible_front_size,compromise_cost_index,compromise_reliability,compromise_renewable,compromise_risk,portfolio_size,local_move_count,trace_event_count,decision_coverage,runtime_s,source_status
p6,renewable_accommodation_review,AHP-TOPSIS,baseline,23,0.14098635,1,0.95830152,11.79533398,2.19320879,0.17372857,14,0,0,0.00000000,0.000273,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,AHP-TOPSIS,baseline,24,0.14098635,1,0.95830152,11.79533398,2.19320879,0.17372857,14,0,0,0.00000000,0.000258,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,AHP-TOPSIS,baseline,25,0.14098635,1,0.95830152,11.79533398,2.19320879,0.17372857,14,0,0,0.00000000,0.000249,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,AHP-TOPSIS,baseline,26,0.14098635,1,0.95830152,11.79533398,2.19320879,0.17372857,14,0,0,0.00000000,0.000243,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,AHP-TOPSIS,baseline,27,0.14098635,1,0.95830152,11.79533398,2.19320879,0.17372857,14,0,0,0.00000000,0.000360,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,AHP-TOPSIS,baseline,28,0.14098635,1,0.95830152,11.79533398,2.19320879,0.17372857,14,0,0,0.00000000,0.000300,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,AHP-TOPSIS,baseline,29,0.14098635,1,0.95830152,11.79533398,2.19320879,0.17372857,14,0,0,0.00000000,0.000271,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Random Feasible,baseline,0,0.09191003,1,0.94600200,4.83012925,82.89498826,0.18265455,11,0,0,0.00000000,0.000235,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Random Feasible,baseline,1,0.11059917,1,0.94195999,6.04551857,83.37151026,0.17978182,11,0,0,0.00000000,0.000208,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Random Feasible,baseline,2,0.09129657,1,0.98213293,4.70483637,122.52386195,0.18475385,13,0,0,0.00000000,0.000198,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Random Feasible,baseline,3,0.11033390,1,0.95726272,6.06940948,85.18698395,0.18232308,13,0,0,0.00000000,0.000203,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Random Feasible,baseline,4,0.10380128,1,0.94036666,5.62106303,79.01574926,0.18121818,11,0,0,0.00000000,0.000199,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Random Feasible,baseline,5,0.10239108,1,0.93851372,5.54398651,74.53374926,0.18121818,11,0,0,0.00000000,0.000187,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Random Feasible,baseline,6,0.12206535,1,0.95644625,6.79074539,94.62234495,0.18110769,13,0,0,0.00000000,0.000184,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Random Feasible,baseline,7,0.10116312,1,0.95496470,5.36323202,103.41774926,0.18121818,11,0,0,0.00000000,0.000184,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Random Feasible,baseline,8,0.11797533,1,0.95694821,6.57094154,84.92794495,0.18110769,13,0,0,0.00000000,0.000190,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Random Feasible,baseline,9,0.12170550,1,0.95422272,6.79074539,89.24394495,0.18110769,13,0,0,0.00000000,0.000183,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Random Feasible,baseline,10,0.09754709,1,0.96339567,5.18247123,99.01826195,0.18475385,13,0,0,0.00000000,0.000181,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Random Feasible,baseline,11,0.11927968,1,0.96525213,6.57094154,105.01394495,0.18110769,13,0,0,0.00000000,0.000184,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Random Feasible,baseline,12,0.13221052,1,0.98862826,7.74983102,54.85416911,0.17786667,12,0,0,0.00000000,0.000187,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Random Feasible,baseline,13,0.11246899,1,0.96387841,6.14648600,101.18938395,0.18232308,13,0,0,0.00000000,0.000182,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Random Feasible,baseline,14,0.08300006,1,0.96128392,4.17941340,106.79102726,0.18409091,11,0,0,0.00000000,0.000182,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Random Feasible,baseline,15,0.09228945,1,0.94909024,4.83012925,90.36498826,0.18265455,11,0,0,0.00000000,0.000179,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Random Feasible,baseline,16,0.10733473,1,0.99209141,6.10352970,50.81728611,0.18181667,12,0,0,0.00000000,0.000176,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Random Feasible,baseline,17,0.12217186,1,0.95710507,6.79074539,96.21594495,0.18110769,13,0,0,0.00000000,0.000185,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Random Feasible,baseline,18,0.09625549,1,0.98029960,5.00171674,128.99786195,0.18475385,13,0,0,0.00000000,0.000181,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Random Feasible,baseline,19,0.09162961,1,0.94372357,4.83012925,77.38378826,0.18265455,11,0,0,0.00000000,0.000179,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Random Feasible,baseline,20,0.09847211,1,0.97746743,5.20636844,111.74042295,0.18353846,13,0,0,0.00000000,0.000178,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Random Feasible,baseline,21,0.07887635,1,0.96837534,3.89001169,114.69402726,0.18409091,11,0,0,0.00000000,0.000186,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Random Feasible,baseline,22,0.09195639,1,0.98269567,4.74388573,123.88506195,0.18475385,13,0,0,0.00000000,0.000182,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Random Feasible,baseline,23,0.12179187,1,0.95124429,6.82877255,82.03954495,0.18110769,13,0,0,0.00000000,0.000179,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Random Feasible,baseline,24,0.08662712,1,0.96428078,4.50018467,89.74890095,0.18596923,13,0,0,0.00000000,0.000176,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Random Feasible,baseline,25,0.09931711,1,0.98405567,5.20636844,127.67642295,0.18353846,13,0,0,0.00000000,0.000189,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Random Feasible,baseline,26,0.08426587,1,0.94619298,4.32859719,82.85522726,0.18409091,11,0,0,0.00000000,0.000184,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Random Feasible,baseline,27,0.07620294,1,0.95893569,3.75495786,100.60926626,0.18552727,11,0,0,0.00000000,0.000179,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Random Feasible,baseline,28,0.11609042,1,0.99822665,6.63663247,64.50084711,0.18050000,12,0,0,0.00000000,0.000178,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Random Feasible,baseline,29,0.09297391,1,0.94687921,4.90074931,83.35838826,0.18265455,11,0,0,0.00000000,0.000179,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoForwardSearch,ablation,0,0.16908351,39,0.98455296,8.17428657,45.49833011,0.17655000,12,750,750,1.00000000,0.067947,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoForwardSearch,ablation,1,0.17639782,39,0.92141251,8.87563221,44.11162795,0.17746154,13,592,592,1.00000000,0.067610,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoForwardSearch,ablation,2,0.17774081,39,0.91584819,9.98237431,42.56434995,0.17503077,13,703,703,1.00000000,0.067971,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoForwardSearch,ablation,3,0.17561394,39,0.98931369,9.74847432,42.97632579,0.17711429,14,637,637,1.00000000,0.071131,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoForwardSearch,ablation,4,0.17726341,38,0.97876664,8.96522034,41.25389111,0.17523333,12,660,660,1.00000000,0.067280,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoForwardSearch,ablation,5,0.17647625,38,0.92540075,8.61780120,42.85002795,0.17746154,13,602,602,0.97058824,0.066871,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoForwardSearch,ablation,6,0.17706286,39,0.97963134,8.96522034,43.34549111,0.17523333,12,632,632,1.00000000,0.069454,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoForwardSearch,ablation,7,0.16861189,39,0.76382703,7.99298904,16.01079326,0.17690909,11,634,634,1.00000000,0.066098,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoForwardSearch,ablation,8,0.17704415,38,0.91715878,9.30008776,34.32418895,0.17624615,13,745,745,1.00000000,0.070481,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoForwardSearch,ablation,9,0.16642415,37,0.94348389,7.93551465,75.18026695,0.17867692,13,594,594,1.00000000,0.068663,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoForwardSearch,ablation,10,0.17686128,39,0.96827491,9.53885967,28.94465211,0.17391667,12,728,728,1.00000000,0.068266,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoForwardSearch,ablation,11,0.17181970,39,0.97824512,8.43211758,41.14913011,0.17655000,12,625,625,1.00000000,0.067907,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoForwardSearch,ablation,12,0.17582964,38,0.99825682,9.49064331,53.69992579,0.17711429,14,689,689,1.00000000,0.068212,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoForwardSearch,ablation,13,0.17549605,38,0.92337643,9.30008776,49.36378895,0.17624615,13,690,690,1.00000000,0.068317,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoForwardSearch,ablation,14,0.17176782,39,0.77566741,8.23669009,34.24415426,0.17547273,11,661,661,1.00000000,0.069910,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoForwardSearch,ablation,15,0.17662521,37,0.84515957,8.64704950,36.45549111,0.17655000,12,572,572,1.00000000,0.067126,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoForwardSearch,ablation,16,0.17602101,38,0.93675173,8.61780120,70.30642795,0.17746154,13,644,644,1.00000000,0.069451,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoForwardSearch,ablation,17,0.17673207,38,0.99863996,9.06618777,54.12496479,0.17824286,14,483,483,1.00000000,0.068437,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoForwardSearch,ablation,18,0.17726805,39,0.99912153,9.49064331,55.79152579,0.17711429,14,613,613,1.00000000,0.067851,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoForwardSearch,ablation,19,0.17680254,39,0.98610309,10.17292987,35.71208679,0.17598571,14,552,552,1.00000000,0.068140,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoForwardSearch,ablation,20,0.17646801,38,0.90295211,10.24020532,22.27914995,0.17503077,13,673,673,0.97222222,0.073761,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoForwardSearch,ablation,21,0.17710475,39,0.98879329,10.17292987,42.21928679,0.17598571,14,490,490,1.00000000,0.069409,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoForwardSearch,ablation,22,0.17657018,38,0.93463800,8.61780120,65.19362795,0.17746154,13,703,703,1.00000000,0.069252,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoForwardSearch,ablation,23,0.16939139,38,0.98658311,8.28293379,48.75053011,0.17655000,12,718,718,1.00000000,0.070580,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoForwardSearch,ablation,24,0.17708716,39,0.92399408,9.30008776,50.85778895,0.17624615,13,656,656,0.96875000,0.071220,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoForwardSearch,ablation,25,0.17709390,39,0.93270271,8.61780120,60.51242795,0.17746154,13,646,646,1.00000000,0.069718,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoForwardSearch,ablation,26,0.17520460,39,0.92119408,9.30008776,44.08498895,0.17624615,13,671,671,1.00000000,0.067701,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoForwardSearch,ablation,27,0.17706967,39,0.93181055,8.61780120,58.35442795,0.17746154,13,607,607,1.00000000,0.067378,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoForwardSearch,ablation,28,0.17516660,39,0.97692864,8.85657312,38.46649111,0.17523333,12,555,555,1.00000000,0.068271,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoForwardSearch,ablation,29,0.17726572,39,0.99530584,9.49064331,46.56192579,0.17711429,14,561,561,1.00000000,0.068189,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoBackwardSearch,ablation,0,0.17642401,38,0.92418506,8.83760505,50.81802795,0.17746154,13,4132,4132,0.96666667,0.190210,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoBackwardSearch,ablation,1,0.17616064,38,0.93489879,8.61780120,65.82442795,0.17746154,13,4197,4197,1.00000000,0.191260,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoBackwardSearch,ablation,2,0.17593081,38,0.93845369,8.61780120,74.42322795,0.17746154,13,4009,4009,1.00000000,0.187607,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoBackwardSearch,ablation,3,0.17824544,37,0.93614781,8.61780120,68.84562795,0.17746154,13,4181,4181,0.97142857,0.191167,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoBackwardSearch,ablation,4,0.17609834,39,0.98136198,8.85657312,49.19009111,0.17523333,12,3971,3971,0.97297297,0.186914,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoBackwardSearch,ablation,5,0.17512420,38,0.93845369,8.61780120,74.42322795,0.17746154,13,4132,4132,1.00000000,0.191137,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoBackwardSearch,ablation,6,0.17000799,37,0.93375840,8.19334566,62.56426695,0.17867692,13,4253,4253,1.00000000,0.193085,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoBackwardSearch,ablation,7,0.17600430,37,0.93708114,8.61780120,71.10322795,0.17746154,13,4254,4254,1.00000000,0.194617,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoBackwardSearch,ablation,8,0.17369271,39,0.93713604,8.61780120,71.23602795,0.17746154,13,4129,4129,1.00000000,0.193064,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoBackwardSearch,ablation,9,0.17694464,39,0.93646349,8.61780120,69.60922795,0.17746154,13,4103,4103,1.00000000,0.191472,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoBackwardSearch,ablation,10,0.16896998,39,0.98488237,8.17428657,46.29513011,0.17655000,12,4175,4175,0.96969697,0.190636,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoBackwardSearch,ablation,11,0.17590429,37,0.96898742,9.64750690,29.00965211,0.17391667,12,4160,4160,1.00000000,0.193886,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoBackwardSearch,ablation,12,0.17598400,39,0.99747330,9.02816061,51.30296479,0.17824286,14,4056,4056,1.00000000,0.184975,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoBackwardSearch,ablation,13,0.17606201,38,0.99756270,9.71044716,62.92952579,0.17711429,14,4228,4228,1.00000000,0.195970,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoBackwardSearch,ablation,14,0.17725081,38,0.99262153,9.74847432,50.97752579,0.17711429,14,4019,4019,1.00000000,0.183853,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoBackwardSearch,ablation,15,0.17200282,37,0.77329173,7.77420739,27.99599326,0.17690909,11,4166,4166,1.00000000,0.187780,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoBackwardSearch,ablation,16,0.17646938,38,0.91623016,9.09543606,42.48482795,0.17746154,13,4311,4311,1.00000000,0.194972,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoBackwardSearch,ablation,17,0.16789832,38,0.98587061,8.17428657,48.68553011,0.17655000,12,4090,4090,1.00000000,0.189206,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoBackwardSearch,ablation,18,0.17677616,38,0.93620271,8.61780120,68.97842795,0.17746154,13,4237,4237,1.00000000,0.205326,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoBackwardSearch,ablation,19,0.17709563,38,0.98335015,10.35368436,39.96168679,0.17598571,14,3809,3809,1.00000000,0.176439,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoBackwardSearch,ablation,20,0.17625076,38,0.93708114,8.61780120,71.10322795,0.17746154,13,4187,4187,0.97297297,0.192114,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoBackwardSearch,ablation,21,0.17757338,39,0.93957918,8.61780120,77.14562795,0.17746154,13,4063,4063,1.00000000,0.184729,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoBackwardSearch,ablation,22,0.17693851,39,0.93871447,8.61780120,75.05402795,0.17746154,13,4097,4097,1.00000000,0.187461,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoBackwardSearch,ablation,23,0.15402863,39,0.95275527,7.25322810,86.19610595,0.17989231,13,4210,4210,0.97222222,0.193152,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoBackwardSearch,ablation,24,0.16693873,38,0.94923487,7.93551465,89.09106695,0.17867692,13,4167,4167,1.00000000,0.189298,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoBackwardSearch,ablation,25,0.17662737,39,0.99877722,9.06618777,54.45696479,0.17824286,14,4054,4054,1.00000000,0.188325,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoBackwardSearch,ablation,26,0.17607586,39,0.96917840,9.22305135,28.96989111,0.17523333,12,3907,3907,1.00000000,0.181164,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoBackwardSearch,ablation,27,0.16398788,38,0.99310155,7.85847825,64.01596911,0.17786667,12,4259,4259,1.00000000,0.187101,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoBackwardSearch,ablation,28,0.17458599,39,0.99784389,8.98911125,52.19936479,0.17824286,14,4014,4014,1.00000000,0.187668,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-NoBackwardSearch,ablation,29,0.17625679,39,0.99017839,9.67139780,45.06792579,0.17711429,14,4099,4099,1.00000000,0.212759,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-RandomMutationOnly,ablation,0,0.17531587,38,0.99588114,9.06618777,47.45176479,0.17824286,14,1611,1611,1.00000000,0.047122,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-RandomMutationOnly,ablation,1,0.17541445,39,0.99964192,9.06618777,56.54856479,0.17824286,14,1729,1729,1.00000000,0.053789,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-RandomMutationOnly,ablation,2,0.17656577,39,0.99043918,9.74847432,45.69872579,0.17711429,14,1884,1884,1.00000000,0.046314,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-RandomMutationOnly,ablation,3,0.17541343,38,0.91016467,9.48084225,28.31498895,0.17624615,13,1767,1767,1.00000000,0.049338,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-RandomMutationOnly,ablation,4,0.17459492,38,0.98331565,9.67139780,28.46792579,0.17711429,14,2058,2058,1.00000000,0.044407,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-RandomMutationOnly,ablation,5,0.17570983,38,0.93430859,8.61780120,64.39682795,0.17746154,13,1594,1594,1.00000000,0.045379,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-RandomMutationOnly,ablation,6,0.17639894,39,0.98828545,10.17292987,40.99088679,0.17598571,14,1914,1914,1.00000000,0.045262,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-RandomMutationOnly,ablation,7,0.17594142,39,0.93344389,8.61780120,62.30522795,0.17746154,13,1839,1839,1.00000000,0.044760,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-RandomMutationOnly,ablation,8,0.17172446,38,0.85448702,8.42724565,48.10869111,0.17655000,12,2008,2008,1.00000000,0.044504,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-RandomMutationOnly,ablation,9,0.17493548,38,0.99835290,9.49064331,53.93232579,0.17711429,14,1624,1624,1.00000000,0.045904,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-RandomMutationOnly,ablation,10,0.17607834,39,0.84134389,8.68507666,27.22589111,0.17655000,12,1897,1897,1.00000000,0.044459,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-RandomMutationOnly,ablation,11,0.17687242,38,0.98982153,9.71044716,44.20472579,0.17711429,14,1639,1639,1.00000000,0.044821,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-RandomMutationOnly,ablation,12,0.17590394,39,0.92498114,8.87563221,52.74362795,0.17746154,13,1624,1624,1.00000000,0.044411,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-RandomMutationOnly,ablation,13,0.17328966,39,0.96587056,9.22305135,20.96869111,0.17523333,12,2057,2057,1.00000000,0.046796,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-RandomMutationOnly,ablation,14,0.17533744,38,0.91141486,9.98237431,31.84074995,0.17503077,13,1735,1735,1.00000000,0.044198,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-RandomMutationOnly,ablation,15,0.17829491,38,0.96827491,9.53885967,28.94465211,0.17391667,12,1769,1769,1.00000000,0.044333,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-RandomMutationOnly,ablation,16,0.17579418,39,0.93318310,8.61780120,61.67442795,0.17746154,13,1948,1948,1.00000000,0.045936,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-RandomMutationOnly,ablation,17,0.17449325,38,0.99991643,8.98911125,57.21256479,0.17824286,14,1913,1913,1.00000000,0.044451,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-RandomMutationOnly,ablation,18,0.17455416,38,0.98622545,9.74847432,35.50632579,0.17711429,14,1679,1679,1.00000000,0.045249,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-RandomMutationOnly,ablation,19,0.17509831,38,0.97350977,8.96522034,28.53829111,0.17523333,12,1805,1805,1.00000000,0.043853,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-RandomMutationOnly,ablation,20,0.17403514,38,0.98787368,10.17292987,39.99488679,0.17598571,14,1697,1697,1.00000000,0.043581,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-RandomMutationOnly,ablation,21,0.17581466,38,0.98806349,9.20891510,39.45056479,0.17824286,14,1646,1646,1.00000000,0.043863,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-RandomMutationOnly,ablation,22,0.17613298,39,0.76174310,8.91897665,11.97351526,0.17403636,11,1921,1921,1.00000000,0.045139,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-RandomMutationOnly,ablation,23,0.17665170,38,0.92531055,8.79855569,53.54042795,0.17746154,13,1663,1663,1.00000000,0.044448,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-RandomMutationOnly,ablation,24,0.17510873,39,0.98065996,10.39273371,33.45448679,0.17598571,14,1885,1885,1.00000000,0.044205,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-RandomMutationOnly,ablation,25,0.17497429,39,0.98866976,10.17292987,41.92048679,0.17598571,14,1932,1932,1.00000000,0.046186,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-RandomMutationOnly,ablation,26,0.17662457,38,0.97692864,8.85657312,38.46649111,0.17523333,12,1737,1737,1.00000000,0.044827,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-RandomMutationOnly,ablation,27,0.17524060,39,0.90903800,9.05638670,25.08802795,0.17746154,13,1928,1928,1.00000000,0.043685,public_rts_simbench_nerc_project_review_v2_real_algorithms
p6,renewable_accommodation_review,Ablation-RandomMutationOnly,ablation,28,0.17536325,39,0.93133016,8.61780120,57.19242795,0.17746154,13,1946,1946,1.00000000,0.045470,public_rts_simbench_nerc_project_review_v2_real_algorithms
