protocol_sha256,role,mode,k,n_seeds,n_documents,mean_precision,seed_sd_precision,doc_ci_low_precision,doc_ci_high_precision,seed_min_precision,seed_max_precision,mean_recall,seed_sd_recall,doc_ci_low_recall,doc_ci_high_recall,seed_min_recall,seed_max_recall,mean_f1,seed_sd_f1,doc_ci_low_f1,doc_ci_high_f1,seed_min_f1,seed_max_f1
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,label_blind,lead_k,5,5,145,0.2773555555555514,0.0,0.2559285996399521,0.3008100450287949,0.2773555555555514,0.2773555555555514,0.7825620161973111,0.0,0.7334590692867342,0.8288041077322277,0.7825620161973111,0.7825620161973111,0.37088156144394285,0.0,0.3427528669602425,0.39878360946187397,0.37088156144394285,0.37088156144394285
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,label_blind,lead_k,10,5,145,0.2369042328042331,0.0,0.21293686252704616,0.2632250973471945,0.2369042328042331,0.2369042328042331,0.885861039831628,0.0,0.8432095944899421,0.9227885250349022,0.885861039831628,0.885861039831628,0.33640418939335975,0.0,0.30608826252682125,0.3689701253537431,0.33640418939335975,0.33640418939335975
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,label_blind,lexcue,1,5,145,0.5293333333333333,0.0,0.45303063298490126,0.6095785548532804,0.5293333333333333,0.5293333333333333,0.4102688841659428,0.0,0.34003822177669685,0.4783085129545559,0.4102688841659428,0.4102688841659428,0.43502876861700346,6.206335383118183e-17,0.3607116073671189,0.5053899800284548,0.4350287686170034,0.4350287686170034
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,label_blind,lexcue,3,5,145,0.3321111111111077,0.0,0.3047915768025206,0.3572783486448241,0.3321111111111077,0.3321111111111077,0.6791012125673892,0.0,0.6218799457580537,0.7381672726338332,0.6791012125673892,0.6791012125673892,0.4052922333313969,6.206335383118183e-17,0.3713891131898679,0.4385011807898901,0.40529223333139686,0.40529223333139686
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,label_blind,lexcue,5,5,145,0.27828888888888487,0.0,0.2530661430889445,0.301727861445783,0.27828888888888487,0.27828888888888487,0.7868396663249604,0.0,0.7332117768454175,0.8357080568043496,0.7868396663249604,0.7868396663249604,0.3715746967686573,0.0,0.3418602639915444,0.40063300917119327,0.3715746967686573,0.3715746967686573
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,label_blind,lexcue,10,5,145,0.24103756613756683,0.0,0.21712611449743147,0.2675432291415383,0.24103756613756683,0.24103756613756683,0.9148805786261673,1.2412670766236366e-16,0.8816850299425775,0.9410893225270947,0.9148805786261675,0.9148805786261675,0.3431055347442393,0.0,0.31420688738551245,0.37365740926431057,0.3431055347442393,0.3431055347442393
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,label_blind,no_graph,1,5,145,0.7749333333333334,0.0042583251793790015,0.7242177493245074,0.8193677400689181,0.77,0.7793333333333333,0.6337602960873558,0.0037202847362155763,0.5866413596731549,0.6764654943843252,0.6287291849762446,0.6381402960873557,0.6643565704448042,0.003788291189671217,0.6201712894281951,0.7081594205017563,0.659343944182178,0.6687439441821779
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,label_blind,no_graph,3,5,145,0.390466666666665,0.0014956727707079662,0.3743689839094487,0.4068120740974192,0.3883333333333316,0.3921111111111096,0.8394272463484225,0.00300475086783892,0.8117533762455218,0.8673629210927357,0.8345183574595333,0.8422405796817558,0.49042485100382815,0.0017394468349583548,0.4724831227490543,0.5078981783103858,0.4876699925289697,0.4920869385459156
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,label_blind,no_graph,5,5,145,0.30570222222221693,0.0003723797345004939,0.2870672453811429,0.3260072573208012,0.30508888888888364,0.30602222222221703,0.9030693969646914,0.0008342602345609262,0.8785991988063111,0.9244729930902945,0.9020843753196696,0.904002340687635,0.4149148288748279,0.0004545454684761067,0.3958086049351178,0.4363256825267879,0.4142115164791625,0.41533759726112573
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,label_blind,no_graph,10,5,145,0.24918423280423402,5.5777335102270536e-05,0.2247511031554564,0.2751576896441477,0.24910423280423402,0.24923756613756737,0.9667481686287568,0.00045654984033526334,0.9545231442295155,0.9774727105550086,0.9662600926306805,0.9672109343815226,0.35619709429618684,8.325468065276439e-05,0.3294882200038284,0.3832816995698588,0.35612057162198,0.3562921592935676
