protocol_sha256,family,metric,contrast,mean_difference,doc_ci_low,doc_ci_high,exact_seed_signflip_p,holm_p
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,F2,f1,label_blind:tfidf:K10 - label_blind:tfidf:K3,-0.12426127802047708,-0.143624196247208,-0.10475568366041886,0.0625,1.0
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,F3,f1,predicted:bm25:K3 - label_blind:bm25:K3,0.0,0.0,0.0,1.0,1.0
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,F3,f1,oracle:bm25:K3 - label_blind:bm25:K3,0.0,0.0,0.0,1.0,1.0
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,F3,f1,predicted:full:K3 - label_blind:full:K3,0.000971511342687792,-0.0002607785815036362,0.0024938710909857102,0.3125,1.0
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,F3,f1,oracle:full:K3 - label_blind:full:K3,0.0015714603914603331,-6.485750146909226e-05,0.003357111506978027,0.3125,1.0
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,F3,f1,predicted:lead_k:K3 - label_blind:lead_k:K3,0.0,0.0,0.0,1.0,1.0
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,F3,f1,oracle:lead_k:K3 - label_blind:lead_k:K3,0.0,0.0,0.0,1.0,1.0
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,F3,f1,predicted:lexcue:K3 - label_blind:lexcue:K3,0.02183473247885015,0.010473726055323278,0.033853811698558944,0.0625,1.0
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,F3,f1,oracle:lexcue:K3 - label_blind:lexcue:K3,0.021926391364626485,0.01124944759301544,0.033843249513541944,0.0625,1.0
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,F3,f1,predicted:no_graph:K3 - label_blind:no_graph:K3,0.0005720153920153904,-0.0005949767025288259,0.0018142365180539397,0.625,1.0
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,F3,f1,oracle:no_graph:K3 - label_blind:no_graph:K3,0.001901817920641391,0.00038263592040514515,0.003678606069937679,0.125,1.0
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,F3,f1,predicted:no_role:K3 - label_blind:no_role:K3,0.0,0.0,0.0,1.0,1.0
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,F3,f1,oracle:no_role:K3 - label_blind:no_role:K3,0.0,0.0,0.0,1.0,1.0
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,F3,f1,predicted:query_only:K3 - label_blind:query_only:K3,0.0,0.0,0.0,1.0,1.0
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,F3,f1,oracle:query_only:K3 - label_blind:query_only:K3,0.0,0.0,0.0,1.0,1.0
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,F3,f1,predicted:sbert:K3 - label_blind:sbert:K3,0.0,0.0,0.0,1.0,1.0
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,F3,f1,oracle:sbert:K3 - label_blind:sbert:K3,0.0,0.0,0.0,1.0,1.0
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,F3,f1,predicted:tfidf:K3 - label_blind:tfidf:K3,0.0,0.0,0.0,1.0,1.0
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,F3,f1,oracle:tfidf:K3 - label_blind:tfidf:K3,0.0,0.0,0.0,1.0,1.0
