doc_id,sample_ordinal,page,block_number,x0_ratio,y0_ratio,x1_ratio,y1_ratio,word_count,character_count,normalized_sha256,legacy_exact_match
nerc_030_winter_storm_elliott_recommendation_3_blac,100,13,3,0.07644528657003166,0.0691092423718385,0.9276614718967013,0.7507471412119239,124,818,B227D7A75DE7F0FDE0A99B2234992C716FB2B6FCCFFAE06AB9AEA238242033DB,0
nerc_030_winter_storm_elliott_recommendation_3_blac,240,20,7,0.10586468067044526,0.2692862423983487,0.9276299570121017,0.3218987782796224,16,107,1CCCC9D06B2FB29E64B059E6D397E3A6F9213664DE788B56BB2D8269C83E954E,0
nerc_032_winter_storm_elliott_recommendation_11_eip,1,5,3,0.07647058698866102,0.10279546602807864,0.9275596469056373,0.18905940200343277,41,221,5257597A51D2719B39B98A379CE21945B628BC61A68FB3D20337BB841E26F199,1
nerc_032_winter_storm_elliott_recommendation_11_eip,21,7,3,0.07641671373953227,0.09496716778687757,0.9275957494000204,0.31668822933929136,81,479,28F5CE53FB708A631AB72D36B4BF805A83027C68744A9CA5E3D5DBE700EE785B,0
nerc_032_winter_storm_elliott_recommendation_11_eip,27,7,5,0.07648856967103247,0.722299286813447,0.9276136011859171,0.8593409374506786,17,80,E21956C7BB5C83046AB5D806F6AB74BAEE1DB4AF1173A71B3C8393FA95A03B69,1
nerc_036_2022_state_of_reliability_report,1,12,5,0.08882353040907118,0.08808715897377091,0.9151211408228656,0.27114267060250946,108,745,C67F7F910366FF0E39F2D584EB984394056FDC042678B89263994A0FD3612C57,0
nerc_036_2022_state_of_reliability_report,295,42,3,0.07647058698866102,0.06517046148126776,0.9276822158713746,0.23296086475102587,132,879,F0F248B9F0E2404AA3E9D93EF13167659CEA9555E9A63387C8E8156E81C2F831,0
nerc_036_2022_state_of_reliability_report,370,50,5,0.07647058698866102,0.39472221605705493,0.9227365730634702,0.47886992945815576,12,81,86E7014B743C8957E45E796D4926B05FC7609E37426CB7A5188FDC5017C4003B,0
nerc_040_2018_state_of_reliability_report,1,12,3,0.07647058698866102,0.06393936426952632,0.7257945740145016,0.08826224009195964,6,47,F0E4FEC8E9E273EA1A39CC10FE45C9D9D1C25A34F6637BA6D217D7DC49359B5C,0
nerc_040_2018_state_of_reliability_report,989,95,8,0.07647058698866102,0.7305808019156408,0.9339440040339052,0.9181818335947364,19,110,C81F0D66A02BC73D17342D2CEC7583205048D51C5D17C7A16F6F010382680D63,1
nerc_040_2018_state_of_reliability_report,1899,191,9,0.07647058698866102,0.7258080376519097,0.9269623600579555,0.9316287570529513,182,1132,AEC522564F3188AB1A25CD0398D83EDD8F89EF8C2FC9113B6DED6F3753659C5C,0
nerc_041_2017_state_of_reliability_report,1,8,3,0.08823529411764706,0.07181821688257083,0.7165788638046364,0.09614109270500415,6,43,BB0B989CD31C6B40BF8FB6BA387BFABDE37B06FBF8CB83DC60A4FCAA9BEB936D,0
nerc_041_2017_state_of_reliability_report,1014,100,32,0.08823529411764706,0.8064898866595644,0.916004953820721,0.925757591170494,28,162,31672BE4439845BDE919D6E833EE28C062374BE5627A9E2D3F48A2D490981503,0
nerc_041_2017_state_of_reliability_report,1471,155,6,0.08823529411764706,0.4819065440784801,0.9160137301176982,0.8712121212121212,106,624,D8ECC979C6E9C7100E38A46A245217432D2BC4C788091B119CCACAD4B965F510,1
nerc_042_2016_state_of_reliability_report,1,6,3,0.08823529411764706,0.07181821688257083,0.7314808166104984,0.09614109270500415,6,44,BB0B989CD31C6B40BF8FB6BA387BFABDE37B06FBF8CB83DC60A4FCAA9BEB936D,0
nerc_042_2016_state_of_reliability_report,860,91,4,0.08823529411764706,0.07772730817698469,0.9186498105915544,0.5873611141936947,24,174,B099313DE9BC7B09ACA169CEA0771F148207B74BE8C1BC2C457C4ADBAD9CE072,1
nerc_042_2016_state_of_reliability_report,1098,114,18,0.08823529411764706,0.5494823263149069,0.915968252942453,0.822095928770123,144,823,7567D1AA77546F5057C8FACEA921B8B77F727C08EDAA0DF5D7AD842E609236BA,0
