run_namespace,cap,horizon_hours,selected_learned_mean_mae,selected_learned_seed_sd,persistence_mae,selected_minus_persistence_mae,descriptive_lower_mae_condition,comparison_scope,wording_router_branch
p1_ieee_access_upgrade_v2,0.60,1,0.0132670505391,0.000220375734057,0.0133698805313,-0.00010282999219,selected learned retrieval,descriptive comparison on the same fixed sequence; Persistence has no seed distribution or seed-based p-value; no cross-cap inference,Persistence
p1_ieee_access_upgrade_v2,0.60,24,0.0438427457439,0.000393878598277,0.043017982499,0.00082476324491,Persistence,descriptive comparison on the same fixed sequence; Persistence has no seed distribution or seed-based p-value; no cross-cap inference,Persistence
p1_ieee_access_upgrade_v2,0.70,1,0.00777391317709,0.000165149682372,0.00690794195226,0.000865971224827,Persistence,descriptive comparison on the same fixed sequence; Persistence has no seed distribution or seed-based p-value; no cross-cap inference,Persistence
p1_ieee_access_upgrade_v2,0.70,24,0.0207685687361,0.000231377935727,0.0205465079202,0.00022206081591,Persistence,descriptive comparison on the same fixed sequence; Persistence has no seed distribution or seed-based p-value; no cross-cap inference,Persistence
p1_ieee_access_upgrade_v2,0.80,1,0.00356056135125,8.61387731189e-05,0.00280581035572,0.000754750995535,Persistence,descriptive comparison on the same fixed sequence; Persistence has no seed distribution or seed-based p-value; no cross-cap inference,Persistence
p1_ieee_access_upgrade_v2,0.80,24,0.00790534605033,0.000110751678262,0.0080446881016,-0.000139342051266,selected learned retrieval,descriptive comparison on the same fixed sequence; Persistence has no seed distribution or seed-based p-value; no cross-cap inference,Persistence
