source_file,rows_used,first_timestamp,last_timestamp,countries,train_end_index,train_end_timestamp,dependency_policy,run_version
data/public_datasets/time_series_market/opsd_time_series/time_series_60min_singleindex.csv,35000,2015-01-01T01:00:00Z,2018-12-31T01:00:00Z,DE;FR;IT;ES;NL;PL,24500,2017-10-19T03:00:00Z,python_standard_library_only,public_data_benchmark_v4_rolling_residual_hyg
