paper_id,project,target_journal,source_path,source_sha256,registered_plan_path,registered_plan_sha256,status
P1,mintou_p5_trace_moea_feasibility_review,MDPI Energies,reviews/mintou_2026-09-02_new_four_reconstruction_plans/harness_v2_sources/P1_PLAN_SOURCE.md,89246328f7280df22fd6c092f8d3f1cc3d3a25833f412e1a1407301e05ac438f,paper_projects/mintou_p5_trace_moea_feasibility_review/.paper_harness/plans/plan_v2.md,6d55fa42f34c175dafa494a56f0ba2308af9c96c6a2e3720ae58f8ae3f648988,APPROVED_2026-09-03
P2,mintou_p6_bilonsga_project_review,MDPI Applied Sciences,reviews/mintou_2026-09-02_new_four_reconstruction_plans/harness_v2_sources/P2_PLAN_SOURCE.md,0aa19a2e497d4d311dc56f521dad000248c30a4dcb652d1bb13649907eae103b,paper_projects/mintou_p6_bilonsga_project_review/.paper_harness/plans/plan_v2.md,567a15eaf428c53afa3f529db26d95a2236928359c3f5dbabb4a0a6e170aacb5,APPROVED_2026-09-03
P3,mintou_p3_samode_distribution_planning,MDPI Energies,reviews/mintou_2026-09-02_new_four_reconstruction_plans/harness_v2_sources/P3_PLAN_SOURCE.md,5b4d237e590a2f1e30bc945074aea52788d44f56bc07040984cae15852bb75e5,paper_projects/mintou_p3_samode_distribution_planning/.paper_harness/plans/plan_v2.md,6b6e3c770bdda09aa50e265322b3f2166e80bc9e5855ea9aeb5d790210af4c11,APPROVED_2026-09-03
P4,mintou_p2_hygraph_load_forecasting,MDPI Electronics,reviews/mintou_2026-09-02_new_four_reconstruction_plans/harness_v2_sources/P4_PLAN_SOURCE.md,9fe7328de49bf9b07571338daa283c6929e1325c2c36ae2d5717b30166d82f08,paper_projects/mintou_p2_hygraph_load_forecasting/.paper_harness/plans/plan_v2.md,46473ef96412e005714ae4fd35c90af3bc82ed935e4a381dcf0951d105704ed6,APPROVED_2026-09-03
