paper,experiment_id,method,method_role,seed,hypervolume,hypervolume_worst_case,feasible_front_size,compromise_cost_index,compromise_loss_index,compromise_voltage_risk,compromise_hosting_capacity,compromise_reliability,compromise_survivability,portfolio_size,hosting_shortfall,der_readiness_shortfall,runtime_s,run_status
p4,der_uncertainty,Control-DEOnly,mechanism_control,22,0.28010986,0.27047722,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.085641,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-DEOnly,mechanism_control,23,0.27573112,0.26555940,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.088235,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-DEOnly,mechanism_control,24,0.27226236,0.26356604,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.088128,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-DEOnly,mechanism_control,25,0.27407959,0.26470444,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.088065,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-DEOnly,mechanism_control,26,0.27102943,0.26237676,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.087400,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-DEOnly,mechanism_control,27,0.27849564,0.26881407,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.085625,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-DEOnly,mechanism_control,28,0.27670980,0.26740746,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.087760,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-DEOnly,mechanism_control,29,0.26552989,0.25688607,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.086429,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-FixedWorstK,mechanism_control,0,0.27291350,0.26419456,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067829,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-FixedWorstK,mechanism_control,1,0.27385189,0.26498727,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067264,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-FixedWorstK,mechanism_control,2,0.26550725,0.25645540,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067682,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-FixedWorstK,mechanism_control,3,0.25883830,0.25097207,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.066430,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-FixedWorstK,mechanism_control,4,0.26354063,0.25369509,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068110,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-FixedWorstK,mechanism_control,5,0.27440127,0.26543383,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.066753,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-FixedWorstK,mechanism_control,6,0.27139784,0.26289516,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067377,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-FixedWorstK,mechanism_control,7,0.27840050,0.26890354,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067481,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-FixedWorstK,mechanism_control,8,0.26933944,0.25997035,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067293,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-FixedWorstK,mechanism_control,9,0.27613652,0.26642904,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.066941,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-FixedWorstK,mechanism_control,10,0.26634535,0.25668719,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068445,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-FixedWorstK,mechanism_control,11,0.27478295,0.26563206,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068565,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-FixedWorstK,mechanism_control,12,0.27097701,0.26201335,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068388,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-FixedWorstK,mechanism_control,13,0.26270037,0.25454581,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067654,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-FixedWorstK,mechanism_control,14,0.27556967,0.26658352,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067267,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-FixedWorstK,mechanism_control,15,0.26384447,0.25527096,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067944,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-FixedWorstK,mechanism_control,16,0.25311384,0.24453197,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067400,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-FixedWorstK,mechanism_control,17,0.26097273,0.25197364,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067227,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-FixedWorstK,mechanism_control,18,0.24246701,0.23424009,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.066898,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-FixedWorstK,mechanism_control,19,0.26616727,0.25678399,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067345,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-FixedWorstK,mechanism_control,20,0.27625705,0.26711655,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067975,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-FixedWorstK,mechanism_control,21,0.27477183,0.26517681,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068810,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-FixedWorstK,mechanism_control,22,0.27481608,0.26562692,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068026,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-FixedWorstK,mechanism_control,23,0.26327382,0.25465772,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.066558,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-FixedWorstK,mechanism_control,24,0.26896324,0.25932478,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067720,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-FixedWorstK,mechanism_control,25,0.27432967,0.26522423,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067407,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-FixedWorstK,mechanism_control,26,0.27692737,0.26724167,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067989,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-FixedWorstK,mechanism_control,27,0.27665616,0.26739744,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067512,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-FixedWorstK,mechanism_control,28,0.27893410,0.26947662,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068976,real_shield_mechanism_controls_20260810
p4,der_uncertainty,Control-FixedWorstK,mechanism_control,29,0.27952506,0.26981315,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068558,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-GAOnly,mechanism_control,0,0.25176013,0.23840223,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.091516,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-GAOnly,mechanism_control,1,0.26706842,0.25393090,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.061811,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-GAOnly,mechanism_control,2,0.24385109,0.23228384,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.063159,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-GAOnly,mechanism_control,3,0.27106577,0.25720161,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062609,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-GAOnly,mechanism_control,4,0.25708088,0.24459365,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062061,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-GAOnly,mechanism_control,5,0.25708920,0.24505142,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062848,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-GAOnly,mechanism_control,6,0.25795357,0.24502902,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.061750,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-GAOnly,mechanism_control,7,0.24130022,0.22835727,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062234,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-GAOnly,mechanism_control,8,0.25855969,0.24541765,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.065818,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-GAOnly,mechanism_control,9,0.25943900,0.24648644,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.066812,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-GAOnly,mechanism_control,10,0.24694735,0.23531037,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062703,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-GAOnly,mechanism_control,11,0.23706166,0.22481686,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062043,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-GAOnly,mechanism_control,12,0.22930514,0.21677582,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062702,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-GAOnly,mechanism_control,13,0.26033712,0.24816246,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.063763,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-GAOnly,mechanism_control,14,0.26102960,0.24797677,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062201,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-GAOnly,mechanism_control,15,0.26495916,0.25218036,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.061835,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-GAOnly,mechanism_control,16,0.24518654,0.23499046,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062929,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-GAOnly,mechanism_control,17,0.26432726,0.25155639,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062848,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-GAOnly,mechanism_control,18,0.24392259,0.23111282,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062232,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-GAOnly,mechanism_control,19,0.23258350,0.21999939,37,nan,nan,nan,nan,nan,nan,0,nan,nan,0.061943,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-GAOnly,mechanism_control,20,0.26568406,0.25281144,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.061776,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-GAOnly,mechanism_control,21,0.25536465,0.24300272,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062321,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-GAOnly,mechanism_control,22,0.25107405,0.23904387,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062097,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-GAOnly,mechanism_control,23,0.25703181,0.24280311,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.061942,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-GAOnly,mechanism_control,24,0.26032631,0.24656254,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062251,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-GAOnly,mechanism_control,25,0.23860662,0.22599436,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.063020,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-GAOnly,mechanism_control,26,0.25518557,0.24249562,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.064443,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-GAOnly,mechanism_control,27,0.26387827,0.25005713,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.061104,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-GAOnly,mechanism_control,28,0.25092224,0.23830458,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.061947,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-GAOnly,mechanism_control,29,0.26042717,0.24614393,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.061842,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-DEOnly,mechanism_control,0,0.26912258,0.25452182,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.087179,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-DEOnly,mechanism_control,1,0.26607346,0.25203817,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.088678,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-DEOnly,mechanism_control,2,0.25790170,0.24497228,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.088426,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-DEOnly,mechanism_control,3,0.25803426,0.24511964,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.087110,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-DEOnly,mechanism_control,4,0.26935416,0.25553222,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.089143,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-DEOnly,mechanism_control,5,0.26511717,0.25217492,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.088910,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-DEOnly,mechanism_control,6,0.26232275,0.24944889,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.089420,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-DEOnly,mechanism_control,7,0.25566691,0.24291533,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.087607,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-DEOnly,mechanism_control,8,0.26036886,0.24815513,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.088675,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-DEOnly,mechanism_control,9,0.26934566,0.25573947,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.086941,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-DEOnly,mechanism_control,10,0.26986474,0.25571627,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.086752,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-DEOnly,mechanism_control,11,0.26225286,0.24976703,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.090697,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-DEOnly,mechanism_control,12,0.25384922,0.24176095,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.089139,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-DEOnly,mechanism_control,13,0.27099030,0.25664985,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.088577,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-DEOnly,mechanism_control,14,0.26240586,0.24981638,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.089495,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-DEOnly,mechanism_control,15,0.25506916,0.24287608,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.089864,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-DEOnly,mechanism_control,16,0.25546894,0.24305131,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.089293,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-DEOnly,mechanism_control,17,0.26034543,0.24679111,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.089682,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-DEOnly,mechanism_control,18,0.27365683,0.25886797,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.089118,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-DEOnly,mechanism_control,19,0.24416653,0.23052353,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.089380,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-DEOnly,mechanism_control,20,0.26238667,0.24882068,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.087737,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-DEOnly,mechanism_control,21,0.25574523,0.24417779,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.088685,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-DEOnly,mechanism_control,22,0.26542707,0.25169197,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.088362,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-DEOnly,mechanism_control,23,0.25880735,0.24598731,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.088598,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-DEOnly,mechanism_control,24,0.27214122,0.25787529,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.089500,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-DEOnly,mechanism_control,25,0.25802272,0.24474082,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.088410,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-DEOnly,mechanism_control,26,0.26906947,0.25507459,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.089544,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-DEOnly,mechanism_control,27,0.26769602,0.25421800,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.087495,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-DEOnly,mechanism_control,28,0.25209038,0.23919617,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.088675,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-DEOnly,mechanism_control,29,0.23762334,0.22554225,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.089788,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-FixedWorstK,mechanism_control,0,0.27119651,0.25723053,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068997,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-FixedWorstK,mechanism_control,1,0.25825911,0.24638582,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.070039,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-FixedWorstK,mechanism_control,2,0.25331881,0.24139893,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.070557,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-FixedWorstK,mechanism_control,3,0.27061149,0.25675325,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068148,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-FixedWorstK,mechanism_control,4,0.27190212,0.25758877,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068636,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-FixedWorstK,mechanism_control,5,0.26642746,0.25323526,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.069667,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-FixedWorstK,mechanism_control,6,0.24751369,0.23493188,37,nan,nan,nan,nan,nan,nan,0,nan,nan,0.069232,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-FixedWorstK,mechanism_control,7,0.26475246,0.25116688,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.069131,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-FixedWorstK,mechanism_control,8,0.26281587,0.24900908,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068230,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-FixedWorstK,mechanism_control,9,0.25815177,0.24584372,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.066707,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-FixedWorstK,mechanism_control,10,0.25165493,0.23929463,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.069137,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-FixedWorstK,mechanism_control,11,0.24058307,0.22711516,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067990,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-FixedWorstK,mechanism_control,12,0.25933295,0.24705426,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.069948,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-FixedWorstK,mechanism_control,13,0.26452530,0.25092002,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.069517,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-FixedWorstK,mechanism_control,14,0.25919768,0.24677789,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.069030,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-FixedWorstK,mechanism_control,15,0.25077326,0.23809221,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.069337,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-FixedWorstK,mechanism_control,16,0.25745837,0.24428117,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068674,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-FixedWorstK,mechanism_control,17,0.26448634,0.25066558,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067398,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-FixedWorstK,mechanism_control,18,0.26626506,0.25282082,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067629,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-FixedWorstK,mechanism_control,19,0.25256030,0.24119289,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.069453,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-FixedWorstK,mechanism_control,20,0.26666789,0.25355389,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068551,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-FixedWorstK,mechanism_control,21,0.26322412,0.24926630,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067004,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-FixedWorstK,mechanism_control,22,0.26291447,0.24928037,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067669,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-FixedWorstK,mechanism_control,23,0.26090709,0.24893242,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067895,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-FixedWorstK,mechanism_control,24,0.25240568,0.24049780,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068621,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-FixedWorstK,mechanism_control,25,0.27258492,0.25844564,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.069383,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-FixedWorstK,mechanism_control,26,0.26311356,0.24940310,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067306,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-FixedWorstK,mechanism_control,27,0.26192300,0.24829372,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068982,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-FixedWorstK,mechanism_control,28,0.25450171,0.24228122,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067293,real_shield_mechanism_controls_20260810
p4,load_uncertainty,Control-FixedWorstK,mechanism_control,29,0.26236400,0.24940526,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067274,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-GAOnly,mechanism_control,0,0.27553345,0.26905655,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.091826,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-GAOnly,mechanism_control,1,0.26185681,0.26024073,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.061656,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-GAOnly,mechanism_control,2,0.24396011,0.23889684,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.061236,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-GAOnly,mechanism_control,3,0.27297638,0.27036323,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062231,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-GAOnly,mechanism_control,4,0.26274660,0.25871294,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062033,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-GAOnly,mechanism_control,5,0.27162384,0.26594877,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.061218,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-GAOnly,mechanism_control,6,0.27014149,0.26469472,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062337,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-GAOnly,mechanism_control,7,0.27225389,0.26554587,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.063127,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-GAOnly,mechanism_control,8,0.27249770,0.27145470,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.061990,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-GAOnly,mechanism_control,9,0.26673384,0.25883276,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.061950,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-GAOnly,mechanism_control,10,0.28261867,0.27995855,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062262,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-GAOnly,mechanism_control,11,0.24015678,0.24019801,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062354,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-GAOnly,mechanism_control,12,0.26433605,0.26173760,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.061879,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-GAOnly,mechanism_control,13,0.27406254,0.27282484,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.060797,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-GAOnly,mechanism_control,14,0.27987833,0.27410234,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.060631,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-GAOnly,mechanism_control,15,0.27044436,0.26895563,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.063192,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-GAOnly,mechanism_control,16,0.28086310,0.27865963,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.061248,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-GAOnly,mechanism_control,17,0.26004064,0.25734168,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.061263,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-GAOnly,mechanism_control,18,0.25726534,0.25506956,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062919,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-GAOnly,mechanism_control,19,0.25985332,0.25810129,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.063758,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-GAOnly,mechanism_control,20,0.26551840,0.26303561,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062123,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-GAOnly,mechanism_control,21,0.24796058,0.24650592,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.061914,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-GAOnly,mechanism_control,22,0.27610089,0.27084897,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.060926,real_shield_mechanism_controls_20260810
