paper,experiment_id,method,method_role,seed,hypervolume,hypervolume_worst_case,feasible_front_size,compromise_cost_index,compromise_loss_index,compromise_voltage_risk,compromise_hosting_capacity,compromise_reliability,compromise_survivability,portfolio_size,hosting_shortfall,der_readiness_shortfall,runtime_s,run_status
p4,outage_contingency,Control-GAOnly,mechanism_control,23,0.26257556,0.26166737,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.061588,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-GAOnly,mechanism_control,24,0.26918253,0.26385754,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062073,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-GAOnly,mechanism_control,25,0.26019850,0.25814474,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062195,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-GAOnly,mechanism_control,26,0.27916031,0.27588527,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.061028,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-GAOnly,mechanism_control,27,0.25625057,0.25366720,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.061680,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-GAOnly,mechanism_control,28,0.27488216,0.26981360,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.063665,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-GAOnly,mechanism_control,29,0.26751401,0.26346503,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062511,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-DEOnly,mechanism_control,0,0.26852605,0.26659134,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.085997,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-DEOnly,mechanism_control,1,0.27241550,0.27119384,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.086800,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-DEOnly,mechanism_control,2,0.25931567,0.25650672,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.087712,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-DEOnly,mechanism_control,3,0.26842080,0.26506590,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.087697,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-DEOnly,mechanism_control,4,0.27608598,0.27453028,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.089421,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-DEOnly,mechanism_control,5,0.27029715,0.26480635,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.087664,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-DEOnly,mechanism_control,6,0.26753596,0.26445078,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.085444,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-DEOnly,mechanism_control,7,0.27705428,0.27362555,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.087623,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-DEOnly,mechanism_control,8,0.24258200,0.23727530,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.088494,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-DEOnly,mechanism_control,9,0.27233370,0.26560607,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.087599,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-DEOnly,mechanism_control,10,0.26780371,0.26462062,40,nan,nan,nan,nan,nan,nan,0,nan,nan,0.086392,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-DEOnly,mechanism_control,11,0.27051353,0.26780313,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.086031,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-DEOnly,mechanism_control,12,0.27947599,0.27269323,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.085510,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-DEOnly,mechanism_control,13,0.27185300,0.26462090,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.086203,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-DEOnly,mechanism_control,14,0.26789049,0.26664197,37,nan,nan,nan,nan,nan,nan,0,nan,nan,0.085460,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-DEOnly,mechanism_control,15,0.28147223,0.27856285,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.086451,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-DEOnly,mechanism_control,16,0.27235623,0.26891067,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.087177,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-DEOnly,mechanism_control,17,0.26879874,0.26353246,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.087731,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-DEOnly,mechanism_control,18,0.27295329,0.26564836,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.088436,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-DEOnly,mechanism_control,19,0.27282913,0.26957162,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.085849,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-DEOnly,mechanism_control,20,0.26760962,0.26523539,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.087488,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-DEOnly,mechanism_control,21,0.25997978,0.25737001,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.086983,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-DEOnly,mechanism_control,22,0.28178211,0.27942625,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.084457,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-DEOnly,mechanism_control,23,0.26829765,0.26583902,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.087129,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-DEOnly,mechanism_control,24,0.24370863,0.23939033,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.086745,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-DEOnly,mechanism_control,25,0.27952054,0.27748356,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.089247,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-DEOnly,mechanism_control,26,0.27039070,0.26944159,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.087657,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-DEOnly,mechanism_control,27,0.26714545,0.26135489,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.086186,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-DEOnly,mechanism_control,28,0.27764785,0.27113339,37,nan,nan,nan,nan,nan,nan,0,nan,nan,0.087456,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-DEOnly,mechanism_control,29,0.26799245,0.26465120,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.088972,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-FixedWorstK,mechanism_control,0,0.26469945,0.26312174,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067300,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-FixedWorstK,mechanism_control,1,0.28186436,0.27944916,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067410,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-FixedWorstK,mechanism_control,2,0.25072248,0.24708121,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067455,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-FixedWorstK,mechanism_control,3,0.26519406,0.26186017,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068145,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-FixedWorstK,mechanism_control,4,0.27175145,0.26985473,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068485,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-FixedWorstK,mechanism_control,5,0.26933136,0.26774798,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.066203,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-FixedWorstK,mechanism_control,6,0.24799105,0.24626686,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068893,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-FixedWorstK,mechanism_control,7,0.27944694,0.27267009,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067017,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-FixedWorstK,mechanism_control,8,0.28058183,0.27840191,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.066729,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-FixedWorstK,mechanism_control,9,0.26497606,0.25932550,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068745,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-FixedWorstK,mechanism_control,10,0.26393127,0.25652599,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068491,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-FixedWorstK,mechanism_control,11,0.27951974,0.27661629,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067884,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-FixedWorstK,mechanism_control,12,0.27137005,0.26883344,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068103,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-FixedWorstK,mechanism_control,13,0.26785804,0.26547392,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.066912,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-FixedWorstK,mechanism_control,14,0.26924743,0.26345863,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068765,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-FixedWorstK,mechanism_control,15,0.26607273,0.26449613,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067014,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-FixedWorstK,mechanism_control,16,0.27753201,0.27577999,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067228,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-FixedWorstK,mechanism_control,17,0.27144926,0.26355155,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068832,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-FixedWorstK,mechanism_control,18,0.26655070,0.26379573,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068091,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-FixedWorstK,mechanism_control,19,0.26418816,0.26206471,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.069414,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-FixedWorstK,mechanism_control,20,0.27832234,0.27646245,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.070474,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-FixedWorstK,mechanism_control,21,0.27968276,0.27602970,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.070761,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-FixedWorstK,mechanism_control,22,0.27122226,0.26565148,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.069911,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-FixedWorstK,mechanism_control,23,0.28151139,0.27879629,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067224,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-FixedWorstK,mechanism_control,24,0.27142738,0.27037457,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067661,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-FixedWorstK,mechanism_control,25,0.28136217,0.27913092,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.069110,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-FixedWorstK,mechanism_control,26,0.26895019,0.26735887,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068044,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-FixedWorstK,mechanism_control,27,0.26513400,0.26368558,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068103,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-FixedWorstK,mechanism_control,28,0.26747718,0.26630929,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068165,real_shield_mechanism_controls_20260810
p4,outage_contingency,Control-FixedWorstK,mechanism_control,29,0.27002631,0.26835971,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067869,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-GAOnly,mechanism_control,0,0.33917073,0.35364757,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.091399,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-GAOnly,mechanism_control,1,0.34176600,0.36139972,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.063156,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-GAOnly,mechanism_control,2,0.34110476,0.36143427,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.063738,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-GAOnly,mechanism_control,3,0.32832766,0.34234809,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.061814,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-GAOnly,mechanism_control,4,0.34648988,0.36539236,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.061925,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-GAOnly,mechanism_control,5,0.31875823,0.33134062,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.061468,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-GAOnly,mechanism_control,6,0.33676893,0.35524683,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062521,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-GAOnly,mechanism_control,7,0.33368399,0.35338957,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.060838,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-GAOnly,mechanism_control,8,0.32018915,0.33832604,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062342,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-GAOnly,mechanism_control,9,0.34305873,0.36281104,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.063175,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-GAOnly,mechanism_control,10,0.33193227,0.34985531,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062913,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-GAOnly,mechanism_control,11,0.34305057,0.36280081,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062297,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-GAOnly,mechanism_control,12,0.33233315,0.35118022,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062304,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-GAOnly,mechanism_control,13,0.34401180,0.36353868,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.065126,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-GAOnly,mechanism_control,14,0.33677339,0.35525113,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062665,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-GAOnly,mechanism_control,15,0.33398454,0.35297090,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062549,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-GAOnly,mechanism_control,16,0.32904331,0.34756181,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.063077,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-GAOnly,mechanism_control,17,0.34418593,0.36329682,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062409,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-GAOnly,mechanism_control,18,0.33515616,0.34777723,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062525,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-GAOnly,mechanism_control,19,0.33721012,0.35523401,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062449,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-GAOnly,mechanism_control,20,0.33513014,0.35347522,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.063255,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-GAOnly,mechanism_control,21,0.34586706,0.36512340,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062014,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-GAOnly,mechanism_control,22,0.33843005,0.35319999,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062446,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-GAOnly,mechanism_control,23,0.34064641,0.35483343,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.064519,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-GAOnly,mechanism_control,24,0.34102754,0.35538250,37,nan,nan,nan,nan,nan,nan,0,nan,nan,0.064728,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-GAOnly,mechanism_control,25,0.33681168,0.35469802,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.061562,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-GAOnly,mechanism_control,26,0.34274391,0.36154756,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.063496,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-GAOnly,mechanism_control,27,0.34585488,0.36510750,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.061148,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-GAOnly,mechanism_control,28,0.33727851,0.35920683,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062109,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-GAOnly,mechanism_control,29,0.33401696,0.35345198,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.062229,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-DEOnly,mechanism_control,0,0.34287257,0.36135487,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.086685,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-DEOnly,mechanism_control,1,0.34699685,0.36562382,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.087687,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-DEOnly,mechanism_control,2,0.34135995,0.35541000,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.089867,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-DEOnly,mechanism_control,3,0.33894310,0.35497146,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.086474,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-DEOnly,mechanism_control,4,0.34017250,0.35921179,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.086564,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-DEOnly,mechanism_control,5,0.33369544,0.34628658,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.088428,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-DEOnly,mechanism_control,6,0.34285828,0.35558880,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.088036,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-DEOnly,mechanism_control,7,0.33771585,0.35155034,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.087480,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-DEOnly,mechanism_control,8,0.34581150,0.35767682,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.090540,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-DEOnly,mechanism_control,9,0.34603398,0.36528159,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.086555,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-DEOnly,mechanism_control,10,0.33764650,0.35198787,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.088690,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-DEOnly,mechanism_control,11,0.33918221,0.35638593,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.088343,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-DEOnly,mechanism_control,12,0.34057120,0.35051941,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.087923,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-DEOnly,mechanism_control,13,0.34673228,0.36535871,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.090553,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-DEOnly,mechanism_control,14,0.33556093,0.34793546,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.095870,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-DEOnly,mechanism_control,15,0.33542815,0.35356531,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.087462,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-DEOnly,mechanism_control,16,0.34012765,0.35340912,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.088373,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-DEOnly,mechanism_control,17,0.33673662,0.35577045,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.087846,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-DEOnly,mechanism_control,18,0.33799873,0.35614009,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.087065,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-DEOnly,mechanism_control,19,0.33719901,0.35522185,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.086437,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-DEOnly,mechanism_control,20,0.33592420,0.35398703,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.086713,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-DEOnly,mechanism_control,21,0.34826622,0.36710087,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.087826,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-DEOnly,mechanism_control,22,0.34166428,0.35566759,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.086062,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-DEOnly,mechanism_control,23,0.34186795,0.35869473,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.087450,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-DEOnly,mechanism_control,24,0.34727273,0.36530293,37,nan,nan,nan,nan,nan,nan,0,nan,nan,0.089589,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-DEOnly,mechanism_control,25,0.33849692,0.35783648,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.087441,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-DEOnly,mechanism_control,26,0.34306291,0.35563524,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.087534,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-DEOnly,mechanism_control,27,0.34130884,0.35832740,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.085965,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-DEOnly,mechanism_control,28,0.34286755,0.35866167,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.087271,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-DEOnly,mechanism_control,29,0.33770396,0.35206689,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.086138,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-FixedWorstK,mechanism_control,0,0.34139218,0.36100219,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067168,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-FixedWorstK,mechanism_control,1,0.33945298,0.35960823,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.066571,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-FixedWorstK,mechanism_control,2,0.33419487,0.35361877,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067368,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-FixedWorstK,mechanism_control,3,0.33581119,0.35302943,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067746,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-FixedWorstK,mechanism_control,4,0.34612639,0.36364857,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.069099,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-FixedWorstK,mechanism_control,5,0.33485577,0.34645392,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067262,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-FixedWorstK,mechanism_control,6,0.33511134,0.35243771,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067295,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-FixedWorstK,mechanism_control,7,0.33693084,0.35536128,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068187,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-FixedWorstK,mechanism_control,8,0.33031349,0.34965343,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067429,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-FixedWorstK,mechanism_control,9,0.33473641,0.35376180,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068000,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-FixedWorstK,mechanism_control,10,0.33769996,0.34921255,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068481,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-FixedWorstK,mechanism_control,11,0.34350411,0.35740027,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067596,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-FixedWorstK,mechanism_control,12,0.34671088,0.36571874,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067103,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-FixedWorstK,mechanism_control,13,0.34103317,0.35538922,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.069304,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-FixedWorstK,mechanism_control,14,0.33576142,0.35551177,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068302,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-FixedWorstK,mechanism_control,15,0.33719273,0.34875127,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067179,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-FixedWorstK,mechanism_control,16,0.33381490,0.34664866,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.067172,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-FixedWorstK,mechanism_control,17,0.34419183,0.36330378,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.066811,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-FixedWorstK,mechanism_control,18,0.34150958,0.36107468,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.066803,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-FixedWorstK,mechanism_control,19,0.32692749,0.34463200,39,nan,nan,nan,nan,nan,nan,0,nan,nan,0.068617,real_shield_mechanism_controls_20260810
p4,restoration_aware_evaluation,Control-FixedWorstK,mechanism_control,20,0.34687785,0.36560505,38,nan,nan,nan,nan,nan,nan,0,nan,nan,0.066558,real_shield_mechanism_controls_20260810
