paper,experiment_id,method,method_role,seed,hypervolume,hypervolume_worst_case,feasible_front_size,compromise_cost_index,compromise_loss_index,compromise_voltage_risk,compromise_hosting_capacity,compromise_reliability,compromise_survivability,portfolio_size,hosting_shortfall,der_readiness_shortfall,runtime_s,source_status
p4,der_uncertainty,Ablation-NoOutage,ablation,18,0.26098866,0.25161398,39,0.94603577,0.14200549,0.20417689,0.00000091,1.00000000,1.00000000,12,0.01799909,0.07677419,0.090777,public_simbench_planning_v2_real_moea
p4,der_uncertainty,Ablation-NoOutage,ablation,19,0.27560930,0.26656647,39,0.99631512,0.14185649,0.20306410,0.00000635,0.98985193,1.00000000,13,0.01799365,0.00000000,0.081295,public_simbench_planning_v2_real_moea
p4,der_uncertainty,Ablation-NoOutage,ablation,20,0.25910336,0.24975118,39,0.79238525,0.14250446,0.20818385,0.00000000,1.00000000,1.00000000,10,0.01800000,0.15741935,0.077576,public_simbench_planning_v2_real_moea
p4,der_uncertainty,Ablation-NoOutage,ablation,21,0.26317235,0.25414832,39,0.99300933,0.14188725,0.20346272,0.00000476,1.00000000,1.00000000,13,0.01799524,0.00000000,0.076915,public_simbench_planning_v2_real_moea
p4,der_uncertainty,Ablation-NoOutage,ablation,22,0.27529257,0.26633542,39,0.99783586,0.14186898,0.20330078,0.00000385,1.00000000,1.00000000,13,0.01799615,0.00000000,0.078113,public_simbench_planning_v2_real_moea
p4,der_uncertainty,Ablation-NoOutage,ablation,23,0.27363730,0.26467967,39,0.99783586,0.14186898,0.20330078,0.00000385,1.00000000,1.00000000,13,0.01799615,0.00000000,0.080295,public_simbench_planning_v2_real_moea
p4,der_uncertainty,Ablation-NoOutage,ablation,24,0.27034086,0.26084641,39,0.93155618,0.14206030,0.20466272,0.00000363,1.00000000,1.00000000,12,0.01799637,0.00000000,0.087769,public_simbench_planning_v2_real_moea
p4,der_uncertainty,Ablation-NoOutage,ablation,25,0.26624632,0.25651667,39,0.94355426,0.14099666,0.20730774,0.00036124,1.00000000,1.00000000,11,0.01763876,0.00000000,0.077707,public_simbench_planning_v2_real_moea
p4,der_uncertainty,Ablation-NoOutage,ablation,26,0.26638601,0.25786423,39,0.98005049,0.14195455,0.20418523,0.00000499,1.00000000,1.00000000,13,0.01799501,0.00000000,0.086391,public_simbench_planning_v2_real_moea
p4,der_uncertainty,Ablation-NoOutage,ablation,27,0.27152453,0.26262816,39,0.98335627,0.14192379,0.20378661,0.00000657,0.97621604,1.00000000,13,0.01799343,0.00000000,0.078663,public_simbench_planning_v2_real_moea
p4,der_uncertainty,Ablation-NoOutage,ablation,28,0.27229928,0.26364885,39,0.99783586,0.14186898,0.20330078,0.00000385,1.00000000,1.00000000,13,0.01799615,0.00000000,0.093674,public_simbench_planning_v2_real_moea
p4,der_uncertainty,Ablation-NoOutage,ablation,29,0.25599088,0.24653268,39,0.90894428,0.14216415,0.20570912,0.00000567,0.95478822,1.00000000,12,0.01799433,0.00000000,0.076264,public_simbench_planning_v2_real_moea
p4,load_uncertainty,SHIELD-MOEA,proposed,0,0.25577620,0.24330648,39,0.98818280,0.15342547,0.22180911,0.00000533,1.00000000,1.00000000,13,0.01799467,0.00000000,0.141511,public_simbench_planning_v2_real_moea
p4,load_uncertainty,SHIELD-MOEA,proposed,1,0.25060857,0.23723954,39,0.91377081,0.15366582,0.22373162,0.00000447,1.00000000,1.00000000,12,0.01799553,0.00000000,0.090804,public_simbench_planning_v2_real_moea
p4,load_uncertainty,SHIELD-MOEA,proposed,2,0.26346662,0.25108733,39,0.99783586,0.15338892,0.22148523,0.00000362,1.00000000,1.00000000,13,0.01799638,0.00000000,0.085053,public_simbench_planning_v2_real_moea
p4,load_uncertainty,SHIELD-MOEA,proposed,3,0.26691604,0.25365314,39,0.99783586,0.15338892,0.22148523,0.00000362,1.00000000,1.00000000,13,0.01799638,0.00000000,0.078772,public_simbench_planning_v2_real_moea
p4,load_uncertainty,SHIELD-MOEA,proposed,4,0.27186261,0.25773063,39,0.99631512,0.15337644,0.22124855,0.00000597,0.98985193,1.00000000,13,0.01799403,0.00000000,0.079807,public_simbench_planning_v2_real_moea
p4,load_uncertainty,SHIELD-MOEA,proposed,5,0.26500660,0.25133946,39,0.95086230,0.15350716,0.22219940,0.00000000,1.00000000,1.00000000,12,0.01800000,0.15741935,0.081064,public_simbench_planning_v2_real_moea
p4,load_uncertainty,SHIELD-MOEA,proposed,6,0.26313002,0.25069619,39,0.99631512,0.15337644,0.22124855,0.00000597,0.98985193,1.00000000,13,0.01799403,0.00000000,0.086371,public_simbench_planning_v2_real_moea
p4,load_uncertainty,SHIELD-MOEA,proposed,7,0.26545492,0.25263791,39,0.99631512,0.15337644,0.22124855,0.00000597,0.98985193,1.00000000,13,0.01799403,0.00000000,0.083808,public_simbench_planning_v2_real_moea
p4,load_uncertainty,SHIELD-MOEA,proposed,8,0.26680084,0.25332246,39,0.98818280,0.15342547,0.22180911,0.00000533,1.00000000,1.00000000,13,0.01799467,0.00000000,0.097966,public_simbench_planning_v2_real_moea
p4,load_uncertainty,SHIELD-MOEA,proposed,9,0.25888242,0.24562724,39,0.93155618,0.15358025,0.22284717,0.00000341,1.00000000,1.00000000,12,0.01799659,0.00000000,0.084076,public_simbench_planning_v2_real_moea
p4,load_uncertainty,SHIELD-MOEA,proposed,10,0.25947536,0.24705472,39,0.98335627,0.15344374,0.22197106,0.00000618,0.97621604,1.00000000,13,0.01799382,0.00000000,0.090510,public_simbench_planning_v2_real_moea
p4,load_uncertainty,SHIELD-MOEA,proposed,11,0.25787784,0.24532050,39,0.98818280,0.15342547,0.22180911,0.00000533,1.00000000,1.00000000,13,0.01799467,0.00000000,0.075727,public_simbench_planning_v2_real_moea
p4,load_uncertainty,SHIELD-MOEA,proposed,12,0.26915027,0.25558560,39,0.99783586,0.15338892,0.22148523,0.00000362,1.00000000,1.00000000,13,0.01799638,0.00000000,0.086444,public_simbench_planning_v2_real_moea
p4,load_uncertainty,SHIELD-MOEA,proposed,13,0.25488277,0.24319246,39,0.99300933,0.15340719,0.22164717,0.00000447,1.00000000,1.00000000,13,0.01799553,0.00000000,0.092890,public_simbench_planning_v2_real_moea
p4,load_uncertainty,SHIELD-MOEA,proposed,14,0.25852731,0.24591282,39,0.99300933,0.15340719,0.22164717,0.00000447,1.00000000,1.00000000,13,0.01799553,0.00000000,0.077377,public_simbench_planning_v2_real_moea
p4,load_uncertainty,SHIELD-MOEA,proposed,15,0.26024173,0.24596031,38,0.97522396,0.15349277,0.22253162,0.00000554,1.00000000,1.00000000,13,0.01799446,0.00000000,0.081531,public_simbench_planning_v2_real_moea
p4,load_uncertainty,SHIELD-MOEA,proposed,16,0.25821326,0.24536603,39,0.99631512,0.15337644,0.22124855,0.00000597,0.98985193,1.00000000,13,0.01799403,0.00000000,0.079134,public_simbench_planning_v2_real_moea
p4,load_uncertainty,SHIELD-MOEA,proposed,17,0.27221556,0.25795759,39,0.99300933,0.15340719,0.22164717,0.00000447,1.00000000,1.00000000,13,0.01799553,0.00000000,0.077893,public_simbench_planning_v2_real_moea
p4,load_uncertainty,SHIELD-MOEA,proposed,18,0.26926845,0.25546927,39,0.99300933,0.15340719,0.22164717,0.00000447,1.00000000,1.00000000,13,0.01799553,0.00000000,0.075652,public_simbench_planning_v2_real_moea
p4,load_uncertainty,SHIELD-MOEA,proposed,19,0.25979928,0.24676481,39,0.97522396,0.15349277,0.22253162,0.00000554,1.00000000,1.00000000,13,0.01799446,0.00000000,0.076968,public_simbench_planning_v2_real_moea
p4,load_uncertainty,SHIELD-MOEA,proposed,20,0.25353634,0.23992396,39,0.92672965,0.15359852,0.22300911,0.00000426,1.00000000,1.00000000,12,0.01799574,0.00000000,0.076303,public_simbench_planning_v2_real_moea
p4,load_uncertainty,SHIELD-MOEA,proposed,21,0.25612710,0.24273750,39,0.95086230,0.15350716,0.22219940,0.00000000,1.00000000,1.00000000,12,0.01800000,0.15741935,0.086076,public_simbench_planning_v2_real_moea
p4,load_uncertainty,SHIELD-MOEA,proposed,22,0.25261309,0.24116417,39,0.99783586,0.15338892,0.22148523,0.00000362,1.00000000,1.00000000,13,0.01799638,0.00000000,0.096407,public_simbench_planning_v2_real_moea
p4,load_uncertainty,SHIELD-MOEA,proposed,23,0.26155135,0.24887403,39,0.99148859,0.15339471,0.22141049,0.00000682,0.92963690,1.00000000,13,0.01799318,0.00000000,0.079188,public_simbench_planning_v2_real_moea
p4,load_uncertainty,SHIELD-MOEA,proposed,24,0.26600396,0.25302107,39,0.99631512,0.15337644,0.22124855,0.00000597,0.98985193,1.00000000,13,0.01799403,0.00000000,0.077091,public_simbench_planning_v2_real_moea
p4,load_uncertainty,SHIELD-MOEA,proposed,25,0.26655762,0.25333139,39,0.99783586,0.15338892,0.22148523,0.00000362,1.00000000,1.00000000,13,0.01799638,0.00000000,0.100928,public_simbench_planning_v2_real_moea
p4,load_uncertainty,SHIELD-MOEA,proposed,26,0.25919169,0.24627555,39,0.97522396,0.15349277,0.22253162,0.00000554,1.00000000,1.00000000,13,0.01799446,0.00000000,0.078775,public_simbench_planning_v2_real_moea
p4,load_uncertainty,SHIELD-MOEA,proposed,27,0.26698081,0.25293422,39,0.98818280,0.15342547,0.22180911,0.00000533,1.00000000,1.00000000,13,0.01799467,0.00000000,0.078100,public_simbench_planning_v2_real_moea
p4,load_uncertainty,SHIELD-MOEA,proposed,28,0.26573349,0.25286765,39,0.99783586,0.15338892,0.22148523,0.00000362,1.00000000,1.00000000,13,0.01799638,0.00000000,0.080188,public_simbench_planning_v2_real_moea
p4,load_uncertainty,SHIELD-MOEA,proposed,29,0.26730465,0.25415055,39,0.99783586,0.15338892,0.22148523,0.00000362,1.00000000,1.00000000,13,0.01799638,0.00000000,0.076837,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II,baseline,0,0.24646942,0.23566154,40,0.98005049,0.15347449,0.22236968,0.00000469,1.00000000,1.00000000,13,0.01799531,0.00000000,0.105706,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II,baseline,1,0.23424607,0.22327155,40,0.91859734,0.15364755,0.22356968,0.00000362,1.00000000,1.00000000,12,0.01799638,0.00000000,0.086293,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II,baseline,2,0.24674552,0.23335437,40,0.95743858,0.15357834,0.22341607,0.00000661,0.94894426,1.00000000,13,0.01799339,0.00000000,0.087526,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II,baseline,3,0.25265065,0.24083798,40,0.99783586,0.15338892,0.22148523,0.00000362,1.00000000,1.00000000,13,0.01799638,0.00000000,0.090658,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II,baseline,4,0.24062345,0.22944190,40,0.97039743,0.15351104,0.22269356,0.00000639,0.96258015,1.00000000,13,0.01799361,0.00000000,0.108282,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II,baseline,5,0.24100944,0.23055775,40,0.98005049,0.15347449,0.22236968,0.00000469,1.00000000,1.00000000,13,0.01799531,0.00000000,0.086454,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II,baseline,6,0.26353066,0.25033965,40,0.99783586,0.15338892,0.22148523,0.00000362,1.00000000,1.00000000,13,0.01799638,0.00000000,0.082746,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II,baseline,7,0.25181816,0.24009667,40,0.99300933,0.15340719,0.22164717,0.00000447,1.00000000,1.00000000,13,0.01799553,0.00000000,0.083856,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II,baseline,8,0.26386175,0.25114298,40,0.99300933,0.15340719,0.22164717,0.00000447,1.00000000,1.00000000,13,0.01799553,0.00000000,0.086258,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II,baseline,9,0.23525147,0.22460468,40,0.91377081,0.15366582,0.22373162,0.00000447,1.00000000,1.00000000,12,0.01799553,0.00000000,0.086317,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II,baseline,10,0.24731490,0.23584773,40,0.98005049,0.15347449,0.22236968,0.00000469,1.00000000,1.00000000,13,0.01799531,0.00000000,0.087740,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II,baseline,11,0.24629602,0.23429107,40,0.97191817,0.15352352,0.22293024,0.00000405,1.00000000,1.00000000,13,0.01799595,0.00000000,0.094033,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II,baseline,12,0.25550646,0.24284572,40,0.99300933,0.15340719,0.22164717,0.00000447,1.00000000,1.00000000,13,0.01799553,0.00000000,0.091626,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II,baseline,13,0.24919757,0.23750202,40,0.97522396,0.15349277,0.22253162,0.00000554,1.00000000,1.00000000,13,0.01799446,0.00000000,0.091167,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II,baseline,14,0.25460871,0.24273026,40,0.99783586,0.15338892,0.22148523,0.00000362,1.00000000,1.00000000,13,0.01799638,0.00000000,0.105708,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II,baseline,15,0.25572797,0.24280117,40,0.98335627,0.15344374,0.22197106,0.00000618,0.97621604,1.00000000,13,0.01799382,0.00000000,0.088010,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II,baseline,16,0.24953312,0.23756350,40,0.98335627,0.15344374,0.22197106,0.00000618,0.97621604,1.00000000,13,0.01799382,0.00000000,0.088165,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II,baseline,17,0.24835531,0.23651524,40,0.98005049,0.15347449,0.22236968,0.00000469,1.00000000,1.00000000,13,0.01799531,0.00000000,0.103210,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II,baseline,18,0.25050572,0.23883831,40,0.98005049,0.15347449,0.22236968,0.00000469,1.00000000,1.00000000,13,0.01799531,0.00000000,0.099318,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II,baseline,19,0.25137274,0.23998114,40,0.98818280,0.15342547,0.22180911,0.00000533,1.00000000,1.00000000,13,0.01799467,0.00000000,0.097429,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II,baseline,20,0.23730388,0.22734882,40,0.98005049,0.15347449,0.22236968,0.00000469,1.00000000,1.00000000,13,0.01799531,0.00000000,0.095380,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II,baseline,21,0.24365667,0.23264343,40,0.98487702,0.15345622,0.22220773,0.00000384,1.00000000,1.00000000,13,0.01799616,0.00000000,0.088662,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II,baseline,22,0.22679622,0.21641222,40,0.95743858,0.15357834,0.22341607,0.00000661,0.94894426,1.00000000,13,0.01799339,0.00000000,0.091438,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II,baseline,23,0.24796909,0.23666342,40,0.98818280,0.15342547,0.22180911,0.00000533,1.00000000,1.00000000,13,0.01799467,0.00000000,0.101419,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II,baseline,24,0.26602509,0.25299578,40,0.99783586,0.15338892,0.22148523,0.00000362,1.00000000,1.00000000,13,0.01799638,0.00000000,0.085491,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II,baseline,25,0.24580628,0.23430897,40,0.97522396,0.15349277,0.22253162,0.00000554,1.00000000,1.00000000,13,0.01799446,0.00000000,0.082896,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II,baseline,26,0.24187687,0.23076526,40,0.96709164,0.15354179,0.22309219,0.00000490,1.00000000,1.00000000,13,0.01799510,0.00000000,0.091413,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II,baseline,27,0.23599654,0.22518543,40,0.90081196,0.15373312,0.22445413,0.00000469,1.00000000,1.00000000,12,0.01799531,0.00000000,0.090961,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II,baseline,28,0.25218767,0.23965377,40,0.98005049,0.15347449,0.22236968,0.00000469,1.00000000,1.00000000,13,0.01799531,0.00000000,0.090106,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II,baseline,29,0.24928410,0.23708701,40,0.97522396,0.15349277,0.22253162,0.00000554,1.00000000,1.00000000,13,0.01799446,0.00000000,0.095237,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II+Repair,baseline,0,0.24419996,0.23286440,40,0.98005049,0.15347449,0.22236968,0.00000469,1.00000000,1.00000000,13,0.01799531,0.00000000,0.087089,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II+Repair,baseline,1,0.24708227,0.23536547,40,0.98005049,0.15347449,0.22236968,0.00000469,1.00000000,1.00000000,13,0.01799531,0.00000000,0.088867,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II+Repair,baseline,2,0.23114577,0.22222543,40,0.97522396,0.15349277,0.22253162,0.00000554,1.00000000,1.00000000,13,0.01799446,0.00000000,0.090934,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II+Repair,baseline,3,0.24952850,0.23798915,40,0.98818280,0.15342547,0.22180911,0.00000533,1.00000000,1.00000000,13,0.01799467,0.00000000,0.094894,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II+Repair,baseline,4,0.25575466,0.24207387,40,0.98005049,0.15347449,0.22236968,0.00000469,1.00000000,1.00000000,13,0.01799531,0.00000000,0.090063,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II+Repair,baseline,5,0.24030417,0.22889185,40,0.88785311,0.15380042,0.22517664,0.00000490,0.98773147,1.00000000,12,0.01799510,0.00000000,0.094518,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II+Repair,baseline,6,0.25155382,0.23992222,40,0.99631512,0.15337644,0.22124855,0.00000597,0.98985193,1.00000000,13,0.01799403,0.00000000,0.084009,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II+Repair,baseline,7,0.26590300,0.25278267,40,0.99300933,0.15340719,0.22164717,0.00000447,1.00000000,1.00000000,13,0.01799553,0.00000000,0.088072,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II+Repair,baseline,8,0.22325885,0.20990060,40,0.89598543,0.15375139,0.22461607,0.00000554,0.94115233,0.99831426,12,0.01799446,0.00000000,0.095214,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II+Repair,baseline,9,0.24239407,0.23126138,40,0.97522396,0.15349277,0.22253162,0.00000554,1.00000000,1.00000000,13,0.01799446,0.00000000,0.095098,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II+Repair,baseline,10,0.24329306,0.23081977,40,0.95743858,0.15357834,0.22341607,0.00000661,0.94894426,1.00000000,13,0.01799339,0.00000000,0.085668,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II+Repair,baseline,11,0.25369696,0.24165286,40,0.98970355,0.15343795,0.22204579,0.00000298,1.00000000,1.00000000,13,0.01799702,0.00000000,0.083563,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II+Repair,baseline,12,0.25495788,0.24250357,40,0.98818280,0.15342547,0.22180911,0.00000533,1.00000000,1.00000000,13,0.01799467,0.00000000,0.087851,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II+Repair,baseline,13,0.25418642,0.24081079,40,0.96709164,0.15354179,0.22309219,0.00000490,1.00000000,1.00000000,13,0.01799510,0.00000000,0.085082,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II+Repair,baseline,14,0.25031579,0.23828166,40,0.98487702,0.15345622,0.22220773,0.00000384,1.00000000,1.00000000,13,0.01799616,0.00000000,0.085590,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II+Repair,baseline,15,0.25280725,0.23998607,40,0.97522396,0.15349277,0.22253162,0.00000554,1.00000000,1.00000000,13,0.01799446,0.00000000,0.097647,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II+Repair,baseline,16,0.25923025,0.24663803,40,0.98487702,0.15345622,0.22220773,0.00000384,1.00000000,1.00000000,13,0.01799616,0.00000000,0.094655,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II+Repair,baseline,17,0.25608665,0.24395203,40,0.98818280,0.15342547,0.22180911,0.00000533,1.00000000,1.00000000,13,0.01799467,0.00000000,0.086464,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II+Repair,baseline,18,0.25657993,0.24435295,40,0.99783586,0.15338892,0.22148523,0.00000362,1.00000000,1.00000000,13,0.01799638,0.00000000,0.084012,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II+Repair,baseline,19,0.25062472,0.23919113,40,0.99300933,0.15340719,0.22164717,0.00000447,1.00000000,1.00000000,13,0.01799553,0.00000000,0.086686,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II+Repair,baseline,20,0.24199072,0.23076794,40,0.96226511,0.15356006,0.22325413,0.00000575,1.00000000,1.00000000,13,0.01799425,0.00000000,0.106823,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II+Repair,baseline,21,0.24215710,0.23003657,40,0.96226511,0.15356006,0.22325413,0.00000575,1.00000000,1.00000000,13,0.01799425,0.00000000,0.103366,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II+Repair,baseline,22,0.24087475,0.22870852,40,0.94930626,0.15362736,0.22397664,0.00000597,0.99552340,1.00000000,13,0.01799403,0.00000000,0.093535,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II+Repair,baseline,23,0.24626570,0.23485424,40,0.98487702,0.15345622,0.22220773,0.00000384,1.00000000,1.00000000,13,0.01799616,0.00000000,0.090526,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II+Repair,baseline,24,0.26464819,0.25139629,40,0.98818280,0.15342547,0.22180911,0.00000533,1.00000000,1.00000000,13,0.01799467,0.00000000,0.091746,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II+Repair,baseline,25,0.23815270,0.22670910,40,0.99694726,0.14937825,0.22636736,0.00000192,1.00000000,1.00000000,11,0.01799808,0.00000000,0.092666,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II+Repair,baseline,26,0.25646289,0.24416753,40,0.99300933,0.15340719,0.22164717,0.00000447,1.00000000,1.00000000,13,0.01799553,0.00000000,0.093923,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II+Repair,baseline,27,0.24091792,0.23092076,40,0.98487702,0.15345622,0.22220773,0.00000384,1.00000000,1.00000000,13,0.01799616,0.00000000,0.086146,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II+Repair,baseline,28,0.23466808,0.22206690,40,0.94408089,0.15250934,0.22549219,0.00034288,1.00000000,1.00000000,11,0.01765712,0.00000000,0.088922,public_simbench_planning_v2_real_moea
p4,load_uncertainty,NSGA-II+Repair,baseline,29,0.24131095,0.23032569,40,0.97522396,0.15349277,0.22253162,0.00000554,1.00000000,1.00000000,13,0.01799446,0.00000000,0.092128,public_simbench_planning_v2_real_moea
p4,load_uncertainty,MOEA/D,baseline,0,0.00047204,0.00047204,1,0.00000000,0.15661065,0.24721281,0.00000000,0.35000000,0.37228260,0,0.01800000,0.48000000,0.461283,public_simbench_planning_v2_real_moea
p4,load_uncertainty,MOEA/D,baseline,1,0.00047204,0.00047204,1,0.00000000,0.15661065,0.24721281,0.00000000,0.35000000,0.37228260,0,0.01800000,0.48000000,0.495145,public_simbench_planning_v2_real_moea
p4,load_uncertainty,MOEA/D,baseline,2,0.00047204,0.00047204,1,0.00000000,0.15661065,0.24721281,0.00000000,0.35000000,0.37228260,0,0.01800000,0.48000000,0.428021,public_simbench_planning_v2_real_moea
p4,load_uncertainty,MOEA/D,baseline,3,0.00047204,0.00047204,1,0.00000000,0.15661065,0.24721281,0.00000000,0.35000000,0.37228260,0,0.01800000,0.48000000,0.456988,public_simbench_planning_v2_real_moea
p4,load_uncertainty,MOEA/D,baseline,4,0.00047204,0.00047204,1,0.00000000,0.15661065,0.24721281,0.00000000,0.35000000,0.37228260,0,0.01800000,0.48000000,0.439896,public_simbench_planning_v2_real_moea
p4,load_uncertainty,MOEA/D,baseline,5,0.00047204,0.00047204,1,0.00000000,0.15661065,0.24721281,0.00000000,0.35000000,0.37228260,0,0.01800000,0.48000000,0.459169,public_simbench_planning_v2_real_moea
p4,load_uncertainty,MOEA/D,baseline,6,0.00047204,0.00047204,1,0.00000000,0.15661065,0.24721281,0.00000000,0.35000000,0.37228260,0,0.01800000,0.48000000,0.443177,public_simbench_planning_v2_real_moea
p4,load_uncertainty,MOEA/D,baseline,7,0.00047204,0.00047204,1,0.00000000,0.15661065,0.24721281,0.00000000,0.35000000,0.37228260,0,0.01800000,0.48000000,0.469509,public_simbench_planning_v2_real_moea
p4,load_uncertainty,MOEA/D,baseline,8,0.00047204,0.00047204,1,0.00000000,0.15661065,0.24721281,0.00000000,0.35000000,0.37228260,0,0.01800000,0.48000000,0.449868,public_simbench_planning_v2_real_moea
p4,load_uncertainty,MOEA/D,baseline,9,0.00047204,0.00047204,1,0.00000000,0.15661065,0.24721281,0.00000000,0.35000000,0.37228260,0,0.01800000,0.48000000,0.464052,public_simbench_planning_v2_real_moea
p4,load_uncertainty,MOEA/D,baseline,10,0.00047204,0.00047204,1,0.00000000,0.15661065,0.24721281,0.00000000,0.35000000,0.37228260,0,0.01800000,0.48000000,0.450658,public_simbench_planning_v2_real_moea
p4,load_uncertainty,MOEA/D,baseline,11,0.00047204,0.00047204,1,0.00000000,0.15661065,0.24721281,0.00000000,0.35000000,0.37228260,0,0.01800000,0.48000000,0.505642,public_simbench_planning_v2_real_moea
p4,load_uncertainty,MOEA/D,baseline,12,0.00047204,0.00047204,1,0.00000000,0.15661065,0.24721281,0.00000000,0.35000000,0.37228260,0,0.01800000,0.48000000,0.460488,public_simbench_planning_v2_real_moea
p4,load_uncertainty,MOEA/D,baseline,13,0.00047204,0.00047204,1,0.00000000,0.15661065,0.24721281,0.00000000,0.35000000,0.37228260,0,0.01800000,0.48000000,0.454852,public_simbench_planning_v2_real_moea
p4,load_uncertainty,MOEA/D,baseline,14,0.00047204,0.00047204,1,0.00000000,0.15661065,0.24721281,0.00000000,0.35000000,0.37228260,0,0.01800000,0.48000000,0.458365,public_simbench_planning_v2_real_moea
p4,load_uncertainty,MOEA/D,baseline,15,0.00047204,0.00047204,1,0.00000000,0.15661065,0.24721281,0.00000000,0.35000000,0.37228260,0,0.01800000,0.48000000,0.435232,public_simbench_planning_v2_real_moea
p4,load_uncertainty,MOEA/D,baseline,16,0.00047204,0.00047204,1,0.00000000,0.15661065,0.24721281,0.00000000,0.35000000,0.37228260,0,0.01800000,0.48000000,0.462186,public_simbench_planning_v2_real_moea
p4,load_uncertainty,MOEA/D,baseline,17,0.00047204,0.00047204,1,0.00000000,0.15661065,0.24721281,0.00000000,0.35000000,0.37228260,0,0.01800000,0.48000000,0.490375,public_simbench_planning_v2_real_moea
p4,load_uncertainty,MOEA/D,baseline,18,0.00047204,0.00047204,1,0.00000000,0.15661065,0.24721281,0.00000000,0.35000000,0.37228260,0,0.01800000,0.48000000,0.467253,public_simbench_planning_v2_real_moea
p4,load_uncertainty,MOEA/D,baseline,19,0.00047204,0.00047204,1,0.00000000,0.15661065,0.24721281,0.00000000,0.35000000,0.37228260,0,0.01800000,0.48000000,0.444111,public_simbench_planning_v2_real_moea
p4,load_uncertainty,MOEA/D,baseline,20,0.00047204,0.00047204,1,0.00000000,0.15661065,0.24721281,0.00000000,0.35000000,0.37228260,0,0.01800000,0.48000000,0.451040,public_simbench_planning_v2_real_moea
