cell_id,factor,method,risk_aggregation,quality_compliance_share,n_preferences,preference_profile,seed_index,seed_value,hv_reported_empirical_ref1p1_clipped,hv_analytic_ref1p2,matched_single_hv_analytic_ref1p2,compromise_max_score,full_front_size,portfolio_size,trace_event_count
preferences_k16,preference,TRACE-MOEA,mean,0.5000000000,16,balanced,27,913813,0.1750437238,0.1073440916,0.0151569039,0.9869218864,39,14,1502
preferences_k16,preference,TRACE-MOEA,mean,0.5000000000,16,balanced,28,921732,0.1726925451,0.1078868773,0.0139184722,0.9876721115,39,14,1447
preferences_k16,preference,TRACE-MOEA,mean,0.5000000000,16,balanced,29,929651,0.1735760037,0.1042232057,0.0173635002,0.9877768203,38,15,1472
profile_reliability,preference,TRACE-MOEA,mean,0.5000000000,8,reliability,0,700000,0.1714200886,0.1049212828,0.0153681448,0.9855253474,38,14,1120
profile_reliability,preference,TRACE-MOEA,mean,0.5000000000,8,reliability,1,707919,0.1747048911,0.1104071038,0.0159679124,0.9860809044,38,14,1195
profile_reliability,preference,TRACE-MOEA,mean,0.5000000000,8,reliability,2,715838,0.1741347766,0.1027516214,0.0161440527,0.9851537659,39,13,1043
profile_reliability,preference,TRACE-MOEA,mean,0.5000000000,8,reliability,3,723757,0.1747769772,0.1091992394,0.0121995559,0.9858396552,39,14,1227
profile_reliability,preference,TRACE-MOEA,mean,0.5000000000,8,reliability,4,731676,0.1774464667,0.1072961013,0.0271998940,0.9861827155,38,10,1014
profile_reliability,preference,TRACE-MOEA,mean,0.5000000000,8,reliability,5,739595,0.1782264544,0.1062403496,0.0299044040,0.9868329468,39,10,1131
profile_reliability,preference,TRACE-MOEA,mean,0.5000000000,8,reliability,6,747514,0.1767033784,0.1047057404,0.0132970929,0.9846994336,38,14,1190
profile_reliability,preference,TRACE-MOEA,mean,0.5000000000,8,reliability,7,755433,0.1754316097,0.1014037182,0.0212998981,0.9857507649,38,13,1168
profile_reliability,preference,TRACE-MOEA,mean,0.5000000000,8,reliability,8,763352,0.1729613356,0.1064726991,0.0145780349,0.9861689920,39,14,1302
profile_reliability,preference,TRACE-MOEA,mean,0.5000000000,8,reliability,9,771271,0.1759478470,0.0993987920,0.0171609290,0.9855349794,39,13,1077
profile_reliability,preference,TRACE-MOEA,mean,0.5000000000,8,reliability,10,779190,0.1711578984,0.1076693470,0.0130255117,0.9850758452,39,14,1144
profile_reliability,preference,TRACE-MOEA,mean,0.5000000000,8,reliability,11,787109,0.1739255630,0.1075945262,0.0147536631,0.9856794815,38,14,1221
profile_reliability,preference,TRACE-MOEA,mean,0.5000000000,8,reliability,12,795028,0.1763455494,0.1077947814,0.0189160726,0.9849052140,38,12,1122
profile_reliability,preference,TRACE-MOEA,mean,0.5000000000,8,reliability,13,802947,0.1749727737,0.1077347853,0.0133599372,0.9847793054,38,14,1004
profile_reliability,preference,TRACE-MOEA,mean,0.5000000000,8,reliability,14,810866,0.1770550325,0.1063984821,0.0223513853,0.9863398213,39,11,1094
profile_reliability,preference,TRACE-MOEA,mean,0.5000000000,8,reliability,15,818785,0.1734652207,0.1049843239,0.0153719131,0.9843654314,38,14,1299
profile_reliability,preference,TRACE-MOEA,mean,0.5000000000,8,reliability,16,826704,0.1734656719,0.1065366274,0.0124889351,0.9862133775,39,13,992
profile_reliability,preference,TRACE-MOEA,mean,0.5000000000,8,reliability,17,834623,0.1783689798,0.1063289166,0.0166015628,0.9826588313,38,13,1135
profile_reliability,preference,TRACE-MOEA,mean,0.5000000000,8,reliability,18,842542,0.1726629198,0.1029209749,0.0148194603,0.9834891189,39,13,1063
profile_reliability,preference,TRACE-MOEA,mean,0.5000000000,8,reliability,19,850461,0.1758064747,0.1056475974,0.0135345700,0.9843335560,39,13,1248
profile_reliability,preference,TRACE-MOEA,mean,0.5000000000,8,reliability,20,858380,0.1775880231,0.1061879362,0.0144539151,0.9835989628,40,14,1137
profile_reliability,preference,TRACE-MOEA,mean,0.5000000000,8,reliability,21,866299,0.1776184271,0.1035897546,0.0138386057,0.9847992892,39,13,1270
profile_reliability,preference,TRACE-MOEA,mean,0.5000000000,8,reliability,22,874218,0.1776132370,0.1010948345,0.0184171157,0.9830103311,39,13,1149
profile_reliability,preference,TRACE-MOEA,mean,0.5000000000,8,reliability,23,882137,0.1704955112,0.1013973889,0.0119549040,0.9850618306,38,13,1161
profile_reliability,preference,TRACE-MOEA,mean,0.5000000000,8,reliability,24,890056,0.1752759504,0.1008182986,0.0139776274,0.9851711385,38,13,1117
profile_reliability,preference,TRACE-MOEA,mean,0.5000000000,8,reliability,25,897975,0.1712815684,0.1006886273,0.0143545007,0.9843126247,40,14,1225
profile_reliability,preference,TRACE-MOEA,mean,0.5000000000,8,reliability,26,905894,0.1776255046,0.1078989734,0.0187082868,0.9855964918,39,14,1034
profile_reliability,preference,TRACE-MOEA,mean,0.5000000000,8,reliability,27,913813,0.1776436940,0.1031019830,0.0184771603,0.9859621470,39,14,1203
profile_reliability,preference,TRACE-MOEA,mean,0.5000000000,8,reliability,28,921732,0.1762111207,0.1057330047,0.0123843794,0.9842277351,38,14,1138
profile_reliability,preference,TRACE-MOEA,mean,0.5000000000,8,reliability,29,929651,0.1747202429,0.1025363435,0.0151017689,0.9828566863,39,14,1232
profile_renewable,preference,TRACE-MOEA,mean,0.5000000000,8,renewable,0,700000,0.1759373811,0.1094216655,0.0147073642,0.9849378769,39,14,1176
profile_renewable,preference,TRACE-MOEA,mean,0.5000000000,8,renewable,1,707919,0.1753339414,0.1055387188,0.0129104084,0.9816612294,38,14,1206
profile_renewable,preference,TRACE-MOEA,mean,0.5000000000,8,renewable,2,715838,0.1754797211,0.1021368413,0.0163938061,0.9846442972,38,13,1146
profile_renewable,preference,TRACE-MOEA,mean,0.5000000000,8,renewable,3,723757,0.1738545266,0.1069484970,0.0131986043,0.9842122084,39,14,1317
profile_renewable,preference,TRACE-MOEA,mean,0.5000000000,8,renewable,4,731676,0.1744025604,0.1045847330,0.0129107191,0.9845043459,38,14,1137
profile_renewable,preference,TRACE-MOEA,mean,0.5000000000,8,renewable,5,739595,0.1760628466,0.1062150351,0.0149523469,0.9843551386,39,13,1123
profile_renewable,preference,TRACE-MOEA,mean,0.5000000000,8,renewable,6,747514,0.1741682782,0.1054483129,0.0142669095,0.9838416054,39,14,1192
profile_renewable,preference,TRACE-MOEA,mean,0.5000000000,8,renewable,7,755433,0.1775079812,0.1069308185,0.0127228343,0.9848780275,39,14,1136
profile_renewable,preference,TRACE-MOEA,mean,0.5000000000,8,renewable,8,763352,0.1764690122,0.1043945581,0.0145757641,0.9838494145,39,14,1328
profile_renewable,preference,TRACE-MOEA,mean,0.5000000000,8,renewable,9,771271,0.1702852836,0.1045448154,0.0144189371,0.9860105367,39,13,1077
profile_renewable,preference,TRACE-MOEA,mean,0.5000000000,8,renewable,10,779190,0.1761889699,0.1062505375,0.0135898666,0.9827526207,39,14,1120
profile_renewable,preference,TRACE-MOEA,mean,0.5000000000,8,renewable,11,787109,0.1733189897,0.1087210901,0.0135740457,0.9853349235,39,14,1222
profile_renewable,preference,TRACE-MOEA,mean,0.5000000000,8,renewable,12,795028,0.1715876838,0.1038676246,0.0159114800,0.9843442705,39,14,1172
profile_renewable,preference,TRACE-MOEA,mean,0.5000000000,8,renewable,13,802947,0.1760954726,0.1100230122,0.0138643853,0.9852994000,39,13,1145
profile_renewable,preference,TRACE-MOEA,mean,0.5000000000,8,renewable,14,810866,0.1749160176,0.1030120330,0.0151020226,0.9857360999,37,14,1221
profile_renewable,preference,TRACE-MOEA,mean,0.5000000000,8,renewable,15,818785,0.1720962076,0.1064078003,0.0159234162,0.9850653301,38,13,1246
profile_renewable,preference,TRACE-MOEA,mean,0.5000000000,8,renewable,16,826704,0.1778047415,0.1061373474,0.0124840995,0.9848287827,38,14,1065
profile_renewable,preference,TRACE-MOEA,mean,0.5000000000,8,renewable,17,834623,0.1749243294,0.1101572771,0.0129220929,0.9817306316,38,14,1151
profile_renewable,preference,TRACE-MOEA,mean,0.5000000000,8,renewable,18,842542,0.1769004659,0.1061209166,0.0162828919,0.9860007846,39,14,1098
profile_renewable,preference,TRACE-MOEA,mean,0.5000000000,8,renewable,19,850461,0.1730643897,0.1090901029,0.0128348194,0.9849026546,39,14,1210
profile_renewable,preference,TRACE-MOEA,mean,0.5000000000,8,renewable,20,858380,0.1757808909,0.1083241460,0.0169322564,0.9844966544,39,14,1144
profile_renewable,preference,TRACE-MOEA,mean,0.5000000000,8,renewable,21,866299,0.1732622013,0.1035834787,0.0173704392,0.9854336106,38,14,1181
profile_renewable,preference,TRACE-MOEA,mean,0.5000000000,8,renewable,22,874218,0.1748470359,0.1063905272,0.0158003285,0.9837463785,39,14,1167
profile_renewable,preference,TRACE-MOEA,mean,0.5000000000,8,renewable,23,882137,0.1714638116,0.1061142360,0.0132413492,0.9857575111,39,14,1176
profile_renewable,preference,TRACE-MOEA,mean,0.5000000000,8,renewable,24,890056,0.1747801013,0.1118586762,0.0151832953,0.9848410324,39,14,1077
profile_renewable,preference,TRACE-MOEA,mean,0.5000000000,8,renewable,25,897975,0.1763078450,0.1091696555,0.0124281011,0.9845055259,38,14,1211
profile_renewable,preference,TRACE-MOEA,mean,0.5000000000,8,renewable,26,905894,0.1754376660,0.1103937217,0.0135929050,0.9827707257,38,14,1119
profile_renewable,preference,TRACE-MOEA,mean,0.5000000000,8,renewable,27,913813,0.1763616369,0.1039899305,0.0158440237,0.9839848765,38,14,1137
profile_renewable,preference,TRACE-MOEA,mean,0.5000000000,8,renewable,28,921732,0.1742628654,0.1022822776,0.0135150236,0.9847856487,39,13,1080
profile_renewable,preference,TRACE-MOEA,mean,0.5000000000,8,renewable,29,929651,0.1753031943,0.1061719279,0.0165925928,0.9825984815,39,13,1148
profile_traceability,preference,TRACE-MOEA,mean,0.5000000000,8,traceability,0,700000,0.1749940576,0.1005837786,0.0128743303,0.9850802139,39,14,1208
profile_traceability,preference,TRACE-MOEA,mean,0.5000000000,8,traceability,1,707919,0.1752954351,0.1075002546,0.0132626956,0.9841538372,39,13,1145
profile_traceability,preference,TRACE-MOEA,mean,0.5000000000,8,traceability,2,715838,0.1742522064,0.1034998975,0.0131828389,0.9843407252,39,13,1192
profile_traceability,preference,TRACE-MOEA,mean,0.5000000000,8,traceability,3,723757,0.1749822793,0.1055439169,0.0162723300,0.9854903589,39,14,1189
profile_traceability,preference,TRACE-MOEA,mean,0.5000000000,8,traceability,4,731676,0.1778358209,0.1061993133,0.0176424019,0.9851962447,38,14,1142
profile_traceability,preference,TRACE-MOEA,mean,0.5000000000,8,traceability,5,739595,0.1758935402,0.1078689084,0.0166433150,0.9879734473,38,15,1117
profile_traceability,preference,TRACE-MOEA,mean,0.5000000000,8,traceability,6,747514,0.1768924803,0.1063616905,0.0148830865,0.9839025151,39,13,1184
profile_traceability,preference,TRACE-MOEA,mean,0.5000000000,8,traceability,7,755433,0.1748351266,0.1008210414,0.0157609083,0.9850214076,38,13,1227
profile_traceability,preference,TRACE-MOEA,mean,0.5000000000,8,traceability,8,763352,0.1776298671,0.1081244057,0.0131910524,0.9833449889,39,14,1367
profile_traceability,preference,TRACE-MOEA,mean,0.5000000000,8,traceability,9,771271,0.1724298574,0.1050679189,0.0181006824,0.9865208686,39,12,1066
profile_traceability,preference,TRACE-MOEA,mean,0.5000000000,8,traceability,10,779190,0.1773590659,0.1045928033,0.0170127344,0.9849406763,39,14,1135
profile_traceability,preference,TRACE-MOEA,mean,0.5000000000,8,traceability,11,787109,0.1720885547,0.1073188327,0.0162030314,0.9864398476,39,14,1206
profile_traceability,preference,TRACE-MOEA,mean,0.5000000000,8,traceability,12,795028,0.1777391217,0.1071509013,0.0271403240,0.9855218851,39,10,1079
profile_traceability,preference,TRACE-MOEA,mean,0.5000000000,8,traceability,13,802947,0.1729116623,0.1063455229,0.0146248429,0.9874436483,39,13,1119
profile_traceability,preference,TRACE-MOEA,mean,0.5000000000,8,traceability,14,810866,0.1762421944,0.1069449554,0.0138616894,0.9843655040,39,14,1130
profile_traceability,preference,TRACE-MOEA,mean,0.5000000000,8,traceability,15,818785,0.1747655933,0.1107181499,0.0122351616,0.9854568966,39,14,1190
profile_traceability,preference,TRACE-MOEA,mean,0.5000000000,8,traceability,16,826704,0.1767221630,0.1073901068,0.0151998847,0.9834390838,38,14,1107
profile_traceability,preference,TRACE-MOEA,mean,0.5000000000,8,traceability,17,834623,0.1756662285,0.1079036836,0.0128196406,0.9811241161,38,14,1080
profile_traceability,preference,TRACE-MOEA,mean,0.5000000000,8,traceability,18,842542,0.1773772871,0.1065635711,0.0135761618,0.9845126422,39,13,1168
profile_traceability,preference,TRACE-MOEA,mean,0.5000000000,8,traceability,19,850461,0.1719699623,0.1057828373,0.0152020458,0.9838648582,38,13,1265
profile_traceability,preference,TRACE-MOEA,mean,0.5000000000,8,traceability,20,858380,0.1738150549,0.1033014644,0.0166176898,0.9827674610,39,13,1208
profile_traceability,preference,TRACE-MOEA,mean,0.5000000000,8,traceability,21,866299,0.1759474106,0.1084521413,0.0129459388,0.9818724537,38,14,1246
profile_traceability,preference,TRACE-MOEA,mean,0.5000000000,8,traceability,22,874218,0.1748617300,0.1053851422,0.0124892932,0.9848100888,39,14,1292
profile_traceability,preference,TRACE-MOEA,mean,0.5000000000,8,traceability,23,882137,0.1765344712,0.1049474778,0.0146314109,0.9841863328,39,14,1195
profile_traceability,preference,TRACE-MOEA,mean,0.5000000000,8,traceability,24,890056,0.1743797465,0.1049199704,0.0144231124,0.9860982475,38,13,1060
profile_traceability,preference,TRACE-MOEA,mean,0.5000000000,8,traceability,25,897975,0.1758221461,0.1025885613,0.0143158667,0.9841009714,39,14,1124
profile_traceability,preference,TRACE-MOEA,mean,0.5000000000,8,traceability,26,905894,0.1776255046,0.1078989734,0.0187082868,0.9855964918,39,14,1034
profile_traceability,preference,TRACE-MOEA,mean,0.5000000000,8,traceability,27,913813,0.1723993992,0.1021249722,0.0139734655,0.9859063997,39,14,1213
profile_traceability,preference,TRACE-MOEA,mean,0.5000000000,8,traceability,28,921732,0.1760588893,0.1065290925,0.0135172458,0.9823211196,39,14,1037
profile_traceability,preference,TRACE-MOEA,mean,0.5000000000,8,traceability,29,929651,0.1759711474,0.1077356275,0.0151090577,0.9843701221,38,14,1147
registered,reference,NoPreferenceRanking-MOEA,mean,0.5000000000,not_applicable,not_applicable,0,700000,0.1743618859,0.1032940667,0.0162756241,0.9858500199,38,12,0
registered,reference,NoPreferenceRanking-MOEA,mean,0.5000000000,not_applicable,not_applicable,1,707919,0.1760978851,0.1066025228,0.0129317378,0.9817879640,39,14,0
registered,reference,NoPreferenceRanking-MOEA,mean,0.5000000000,not_applicable,not_applicable,2,715838,0.1749282744,0.1084603494,0.0234674697,0.9870324805,38,13,0
registered,reference,NoPreferenceRanking-MOEA,mean,0.5000000000,not_applicable,not_applicable,3,723757,0.1756673942,0.1067392433,0.0142950167,0.9839380051,39,14,0
registered,reference,NoPreferenceRanking-MOEA,mean,0.5000000000,not_applicable,not_applicable,4,731676,0.1749867741,0.1061414891,0.0164454774,0.9845640538,39,13,0
registered,reference,NoPreferenceRanking-MOEA,mean,0.5000000000,not_applicable,not_applicable,5,739595,0.1733163373,0.1027522536,0.0130093727,0.9855875813,39,14,0
registered,reference,NoPreferenceRanking-MOEA,mean,0.5000000000,not_applicable,not_applicable,6,747514,0.1758056174,0.1083038268,0.0125543043,0.9837359184,39,14,0
registered,reference,NoPreferenceRanking-MOEA,mean,0.5000000000,not_applicable,not_applicable,7,755433,0.1733888236,0.1023535162,0.0143298375,0.9860281109,39,13,0
registered,reference,NoPreferenceRanking-MOEA,mean,0.5000000000,not_applicable,not_applicable,8,763352,0.1760589535,0.1079947353,0.0152139031,0.9853571416,38,13,0
registered,reference,NoPreferenceRanking-MOEA,mean,0.5000000000,not_applicable,not_applicable,9,771271,0.1735566803,0.1014970113,0.0146918167,0.9883302639,39,14,0
registered,reference,NoPreferenceRanking-MOEA,mean,0.5000000000,not_applicable,not_applicable,10,779190,0.1733644446,0.1017672819,0.0160781828,0.9853061519,38,14,0
registered,reference,NoPreferenceRanking-MOEA,mean,0.5000000000,not_applicable,not_applicable,11,787109,0.1725663253,0.1042526576,0.0121813451,0.9873361020,38,13,0
registered,reference,NoPreferenceRanking-MOEA,mean,0.5000000000,not_applicable,not_applicable,12,795028,0.1750453087,0.1073418384,0.0128973551,0.9847157956,39,14,0
registered,reference,NoPreferenceRanking-MOEA,mean,0.5000000000,not_applicable,not_applicable,13,802947,0.1718618601,0.1086889314,0.0164177948,0.9877826025,39,14,0
registered,reference,NoPreferenceRanking-MOEA,mean,0.5000000000,not_applicable,not_applicable,14,810866,0.1763445264,0.1033418405,0.0140499253,0.9848011049,38,13,0
registered,reference,NoPreferenceRanking-MOEA,mean,0.5000000000,not_applicable,not_applicable,15,818785,0.1754618886,0.1016247360,0.0124596497,0.9845068966,39,14,0
registered,reference,NoPreferenceRanking-MOEA,mean,0.5000000000,not_applicable,not_applicable,16,826704,0.1753833218,0.1019332058,0.0137404338,0.9836548503,38,14,0
registered,reference,NoPreferenceRanking-MOEA,mean,0.5000000000,not_applicable,not_applicable,17,834623,0.1767678410,0.1050133181,0.0210111169,0.9849294630,38,12,0
registered,reference,NoPreferenceRanking-MOEA,mean,0.5000000000,not_applicable,not_applicable,18,842542,0.1732847406,0.1028351286,0.0135546835,0.9846561148,39,13,0
registered,reference,NoPreferenceRanking-MOEA,mean,0.5000000000,not_applicable,not_applicable,19,850461,0.1720297070,0.1033001990,0.0133121225,0.9844646386,39,13,0
registered,reference,NoPreferenceRanking-MOEA,mean,0.5000000000,not_applicable,not_applicable,20,858380,0.1734096781,0.1016357223,0.0135208099,0.9823422421,39,14,0
registered,reference,NoPreferenceRanking-MOEA,mean,0.5000000000,not_applicable,not_applicable,21,866299,0.1757697288,0.1043587341,0.0129732844,0.9820353981,39,14,0
registered,reference,NoPreferenceRanking-MOEA,mean,0.5000000000,not_applicable,not_applicable,22,874218,0.1744948490,0.1032151463,0.0182133195,0.9853554599,38,13,0
registered,reference,NoPreferenceRanking-MOEA,mean,0.5000000000,not_applicable,not_applicable,23,882137,0.1706890519,0.1035442058,0.0131692624,0.9855917912,38,12,0
registered,reference,NoPreferenceRanking-MOEA,mean,0.5000000000,not_applicable,not_applicable,24,890056,0.1709206107,0.0994087070,0.0140938169,0.9855451183,39,13,0
registered,reference,NoPreferenceRanking-MOEA,mean,0.5000000000,not_applicable,not_applicable,25,897975,0.1741181102,0.1047034619,0.0131293956,0.9866687153,38,14,0
registered,reference,NoPreferenceRanking-MOEA,mean,0.5000000000,not_applicable,not_applicable,26,905894,0.1750881172,0.1050989656,0.0128006977,0.9810124690,38,14,0
registered,reference,NoPreferenceRanking-MOEA,mean,0.5000000000,not_applicable,not_applicable,27,913813,0.1741194956,0.1027610070,0.0127622721,0.9841422035,39,14,0
registered,reference,NoPreferenceRanking-MOEA,mean,0.5000000000,not_applicable,not_applicable,28,921732,0.1771057542,0.1047716073,0.0150330955,0.9824950383,38,14,0
registered,reference,NoPreferenceRanking-MOEA,mean,0.5000000000,not_applicable,not_applicable,29,929651,0.1773429251,0.1030618683,0.0134073175,0.9816723593,39,14,0
risk_max,formulation,NoPreferenceRanking-MOEA,max,0.5000000000,not_applicable,not_applicable,0,700000,0.1580494445,0.0976141686,0.0128568938,0.9867337798,38,13,0
risk_max,formulation,NoPreferenceRanking-MOEA,max,0.5000000000,not_applicable,not_applicable,1,707919,0.1545161195,0.0925381475,0.0177582677,0.9841971000,38,12,0
risk_max,formulation,NoPreferenceRanking-MOEA,max,0.5000000000,not_applicable,not_applicable,2,715838,0.1571685124,0.0934650905,0.0151275103,0.9850543019,39,14,0
risk_max,formulation,NoPreferenceRanking-MOEA,max,0.5000000000,not_applicable,not_applicable,3,723757,0.1579003381,0.0977052258,0.0171562550,0.9829173954,38,13,0
risk_max,formulation,NoPreferenceRanking-MOEA,max,0.5000000000,not_applicable,not_applicable,4,731676,0.1569154396,0.0939901954,0.0142300563,0.9840250615,39,14,0
risk_max,formulation,NoPreferenceRanking-MOEA,max,0.5000000000,not_applicable,not_applicable,5,739595,0.1557942685,0.0967785142,0.0128120931,0.9838773842,39,13,0
risk_max,formulation,NoPreferenceRanking-MOEA,max,0.5000000000,not_applicable,not_applicable,6,747514,0.1600725464,0.0955370343,0.0166537291,0.9867006075,38,14,0
risk_max,formulation,NoPreferenceRanking-MOEA,max,0.5000000000,not_applicable,not_applicable,7,755433,0.1574248747,0.0986000092,0.0129937449,0.9843815013,39,13,0
risk_max,formulation,NoPreferenceRanking-MOEA,max,0.5000000000,not_applicable,not_applicable,8,763352,0.1550808414,0.0923395457,0.0142120881,0.9874117652,37,15,0
risk_max,formulation,NoPreferenceRanking-MOEA,max,0.5000000000,not_applicable,not_applicable,9,771271,0.1583135471,0.0983859025,0.0139122840,0.9862557807,38,14,0
risk_max,formulation,NoPreferenceRanking-MOEA,max,0.5000000000,not_applicable,not_applicable,10,779190,0.1556500957,0.0950163278,0.0148633084,0.9836240241,39,13,0
risk_max,formulation,NoPreferenceRanking-MOEA,max,0.5000000000,not_applicable,not_applicable,11,787109,0.1580855506,0.0973037884,0.0252910168,0.9874372310,37,10,0
risk_max,formulation,NoPreferenceRanking-MOEA,max,0.5000000000,not_applicable,not_applicable,12,795028,0.1617805559,0.0970572148,0.0155809067,0.9843169044,39,13,0
risk_max,formulation,NoPreferenceRanking-MOEA,max,0.5000000000,not_applicable,not_applicable,13,802947,0.1595408134,0.0990204668,0.0131764601,0.9856317958,39,14,0
risk_max,formulation,NoPreferenceRanking-MOEA,max,0.5000000000,not_applicable,not_applicable,14,810866,0.1580473428,0.0938272073,0.0123792757,0.9848310762,38,14,0
risk_max,formulation,NoPreferenceRanking-MOEA,max,0.5000000000,not_applicable,not_applicable,15,818785,0.1582319905,0.0969981124,0.0122451138,0.9848246289,39,14,0
risk_max,formulation,NoPreferenceRanking-MOEA,max,0.5000000000,not_applicable,not_applicable,16,826704,0.1598694766,0.0938129604,0.0176587554,0.9843752700,37,12,0
risk_max,formulation,NoPreferenceRanking-MOEA,max,0.5000000000,not_applicable,not_applicable,17,834623,0.1575149945,0.0926744579,0.0121666538,0.9843640508,38,14,0
risk_max,formulation,NoPreferenceRanking-MOEA,max,0.5000000000,not_applicable,not_applicable,18,842542,0.1572736178,0.0982140226,0.0135022992,0.9824814974,39,14,0
risk_max,formulation,NoPreferenceRanking-MOEA,max,0.5000000000,not_applicable,not_applicable,19,850461,0.1567173374,0.0948686637,0.0134638543,0.9848573465,39,13,0
risk_max,formulation,NoPreferenceRanking-MOEA,max,0.5000000000,not_applicable,not_applicable,20,858380,0.1574836565,0.0951930512,0.0129197747,0.9845864944,37,13,0
risk_max,formulation,NoPreferenceRanking-MOEA,max,0.5000000000,not_applicable,not_applicable,21,866299,0.1589969814,0.1013022892,0.0128425669,0.9842291363,39,13,0
risk_max,formulation,NoPreferenceRanking-MOEA,max,0.5000000000,not_applicable,not_applicable,22,874218,0.1582806540,0.0927030140,0.0133962722,0.9856522552,38,13,0
risk_max,formulation,NoPreferenceRanking-MOEA,max,0.5000000000,not_applicable,not_applicable,23,882137,0.1592449061,0.0901023694,0.0142292313,0.9840375823,38,14,0
risk_max,formulation,NoPreferenceRanking-MOEA,max,0.5000000000,not_applicable,not_applicable,24,890056,0.1577352176,0.0901585970,0.0118345904,0.9853051339,38,14,0
risk_max,formulation,NoPreferenceRanking-MOEA,max,0.5000000000,not_applicable,not_applicable,25,897975,0.1618131228,0.0923482728,0.0144399578,0.9839934251,38,14,0
risk_max,formulation,NoPreferenceRanking-MOEA,max,0.5000000000,not_applicable,not_applicable,26,905894,0.1597058783,0.0872723190,0.0118623271,0.9836812421,38,14,0
risk_max,formulation,NoPreferenceRanking-MOEA,max,0.5000000000,not_applicable,not_applicable,27,913813,0.1589178767,0.0969194593,0.0137336616,0.9837915018,37,14,0
risk_max,formulation,NoPreferenceRanking-MOEA,max,0.5000000000,not_applicable,not_applicable,28,921732,0.1549630069,0.0919369591,0.0119392928,0.9863700377,37,13,0
risk_max,formulation,NoPreferenceRanking-MOEA,max,0.5000000000,not_applicable,not_applicable,29,929651,0.1575701688,0.0971332227,0.0164925194,0.9819285987,38,13,0
quality_compliance_025,formulation,NoPreferenceRanking-MOEA,mean,0.2500000000,not_applicable,not_applicable,0,700000,0.1775612984,0.1047789116,0.0196833860,0.9851091579,38,12,0
quality_compliance_025,formulation,NoPreferenceRanking-MOEA,mean,0.2500000000,not_applicable,not_applicable,1,707919,0.1783331606,0.1107332652,0.0137071318,0.9846257217,39,13,0
quality_compliance_025,formulation,NoPreferenceRanking-MOEA,mean,0.2500000000,not_applicable,not_applicable,2,715838,0.1777887411,0.1057960425,0.0152383139,0.9843775115,39,14,0
quality_compliance_025,formulation,NoPreferenceRanking-MOEA,mean,0.2500000000,not_applicable,not_applicable,3,723757,0.1808789420,0.1092648275,0.0163554047,0.9864408548,38,13,0
quality_compliance_025,formulation,NoPreferenceRanking-MOEA,mean,0.2500000000,not_applicable,not_applicable,4,731676,0.1778616221,0.1110579649,0.0188072618,0.9846438267,38,12,0
quality_compliance_025,formulation,NoPreferenceRanking-MOEA,mean,0.2500000000,not_applicable,not_applicable,5,739595,0.1793624553,0.1064228355,0.0135882639,0.9817719582,39,14,0
quality_compliance_025,formulation,NoPreferenceRanking-MOEA,mean,0.2500000000,not_applicable,not_applicable,6,747514,0.1787267796,0.1041667906,0.0139207597,0.9859692030,39,13,0
quality_compliance_025,formulation,NoPreferenceRanking-MOEA,mean,0.2500000000,not_applicable,not_applicable,7,755433,0.1773125067,0.1080176436,0.0133337028,0.9863131416,39,13,0
quality_compliance_025,formulation,NoPreferenceRanking-MOEA,mean,0.2500000000,not_applicable,not_applicable,8,763352,0.1788723532,0.1037646509,0.0130358748,0.9850923057,39,14,0
quality_compliance_025,formulation,NoPreferenceRanking-MOEA,mean,0.2500000000,not_applicable,not_applicable,9,771271,0.1761430814,0.1055450856,0.0129750317,0.9852360618,37,14,0
quality_compliance_025,formulation,NoPreferenceRanking-MOEA,mean,0.2500000000,not_applicable,not_applicable,10,779190,0.1774884661,0.1073275768,0.0152207375,0.9854156570,38,14,0
quality_compliance_025,formulation,NoPreferenceRanking-MOEA,mean,0.2500000000,not_applicable,not_applicable,11,787109,0.1763368172,0.1047638180,0.0140804246,0.9855443009,38,14,0
quality_compliance_025,formulation,NoPreferenceRanking-MOEA,mean,0.2500000000,not_applicable,not_applicable,12,795028,0.1787847498,0.1047725035,0.0146979850,0.9852737636,38,14,0
quality_compliance_025,formulation,NoPreferenceRanking-MOEA,mean,0.2500000000,not_applicable,not_applicable,13,802947,0.1816447571,0.1064132216,0.0147126359,0.9840530543,39,14,0
quality_compliance_025,formulation,NoPreferenceRanking-MOEA,mean,0.2500000000,not_applicable,not_applicable,14,810866,0.1756279773,0.1053763545,0.0122183246,0.9852705173,38,13,0
quality_compliance_025,formulation,NoPreferenceRanking-MOEA,mean,0.2500000000,not_applicable,not_applicable,15,818785,0.1778428434,0.1047591648,0.0144983499,0.9842274588,39,14,0
quality_compliance_025,formulation,NoPreferenceRanking-MOEA,mean,0.2500000000,not_applicable,not_applicable,16,826704,0.1786344314,0.1063653805,0.0144459184,0.9838953531,38,14,0
quality_compliance_025,formulation,NoPreferenceRanking-MOEA,mean,0.2500000000,not_applicable,not_applicable,17,834623,0.1790994807,0.1067778934,0.0135170785,0.9859874802,38,12,0
quality_compliance_025,formulation,NoPreferenceRanking-MOEA,mean,0.2500000000,not_applicable,not_applicable,18,842542,0.1809460551,0.0996477873,0.0206479022,0.9835187404,39,13,0
