metric,effect,estimate,ci_low,ci_high,cluster_count,bootstrap_samples
correct_int,context_compact_main,0.013888888888888888,-0.05737704918032787,0.08008684276888157,70,20000
correct_int,shape_hint_main,0.15833333333333333,-0.020002232142857106,0.36646044031088415,70,20000
correct_int,interaction,0.06111111111111111,-0.052402186927736294,0.2,70,20000
shape_int,context_compact_main,0.013888888888888888,-0.05491480797748386,0.08673469387755102,70,20000
shape_int,shape_hint_main,0.4527777777777778,0.2709643817204302,0.6398839285714283,70,20000
shape_int,interaction,0.06111111111111111,-0.07407936507936498,0.19797079961803277,70,20000
