paper_id,title,authors,year,venue,doi,url,pdf_path,code_url,status,notes
2026_c2ges_engineeringletters,Causal-Role-Aware Extractive Evidence Selection for Power Grid Reliability Reports,Not specified,2026,Engineering Letters candidate,,,"papers/raw/2026_c2ges_engineeringletters.pdf",,original_pending_publication,"原创待发表; uploaded package c2ges-engineeringletters-20260627_1.zip; source staged under paper_projects/2026_c2ges_engineeringletters/source."
2026_ma_sqlgrid_cmc,MA-SQLGrid: A Robust Multi-Agent Framework for Text-to-SQL in Power Grid Databases,Not specified,2026,CMC candidate,,,"papers/raw/2026_ma_sqlgrid_cmc.pdf",,original_pending_publication,"原创待发表; uploaded package ma-sqlgrid-cmc-20260627_1.zip; Stage 23 verification reports decision=proceed."
