paper,experiment_id,comparison,opponent,opponent_role,inference_status,n_proposed,n_opponent_effective,mean_proposed,mean_opponent,mean_difference,relative_difference_pct,rank_biserial,mean_diff_ci_low,mean_diff_ci_high,p_raw,p_holm_stochastic_family,significant_005_holm
p3,base_distribution_planning,CARS-MODE vs Ablation-FixedDE,Ablation-FixedDE,ablation,inferential_stochastic,30,30,0.04107907566666666,0.04137960566666667,-0.0003005300000000141,-0.7262756499444079,-0.1333333333333333,-0.0009368607416666633,0.00032374962500001005,0.37903631077393585,0.7580726215478717,False
p3,base_distribution_planning,CARS-MODE vs Ablation-NoDER,Ablation-NoDER,ablation,inferential_stochastic,30,30,0.04107907566666666,0.04064804166666667,0.00043103399999998987,1.0604053290800053,0.10444444444444434,-0.0004023059250000002,0.0012730243833333431,0.491782956953405,0.7580726215478717,False
p3,base_distribution_planning,CARS-MODE vs Ablation-NoDiversity,Ablation-NoDiversity,ablation,inferential_stochastic,30,30,0.04107907566666666,0.026562005333333336,0.014517070333333323,54.65351787696346,1.0,0.011357780016666664,0.018117661466666674,3.016075319890922e-11,2.913694207049005e-10,True
p3,base_distribution_planning,CARS-MODE vs Ablation-NoRepair,Ablation-NoRepair,ablation,inferential_stochastic,30,30,0.04107907566666666,0.037373458666666665,0.0037056169999999944,9.915103210142618,0.8844444444444444,0.002823544566666679,0.004590451266666652,4.18250049245679e-09,2.091250246228395e-08,True
p3,base_distribution_planning,CARS-MODE vs GA,GA,baseline,inferential_stochastic,30,30,0.04107907566666666,0.030781565,0.010297510666666659,33.4534994132581,1.0,0.009818531166666665,0.010730745600000006,5.143627116717606e-12,5.6579898283893665e-11,True
p3,base_distribution_planning,CARS-MODE vs GDE3,GDE3,baseline,inferential_stochastic,30,30,0.04107907566666666,0.037473957,0.003605118666666657,9.620330905184794,0.7866666666666666,0.002513762133333327,0.004713835608333328,1.7294093690511436e-07,6.385620398415328e-07,True
p3,base_distribution_planning,CARS-MODE vs MOEA/D,MOEA/D,baseline,inferential_stochastic,30,30,0.04107907566666666,0.00047204,0.04060703566666666,8602.456500861506,1.0,0.040130529433333326,0.04105112228333333,1.2117803970059759e-12,1.454136476407171e-11,True
p3,base_distribution_planning,CARS-MODE vs NSDE,NSDE,baseline,inferential_stochastic,30,30,0.04107907566666666,0.036783214333333335,0.004295861333333324,11.678863338053546,0.8933333333333333,0.003278408874999992,0.005318417041666654,2.9215452138416713e-09,2.04508164968917e-08,True
p3,base_distribution_planning,CARS-MODE vs NSGA-II,NSGA-II,baseline,inferential_stochastic,30,30,0.04107907566666666,0.03812597766666667,0.0029530979999999873,7.745632192881091,0.788888888888889,0.0020523994166666585,0.0038462415833333363,1.596405099603832e-07,6.385620398415328e-07,True
p3,base_distribution_planning,CARS-MODE vs NSGA-II+Repair,NSGA-II+Repair,baseline,inferential_stochastic,30,30,0.04107907566666666,0.037943884666666663,0.0031351909999999955,8.262704326513592,0.8933333333333333,0.002451081875000009,0.003844892016666666,2.9215452138416713e-09,2.04508164968917e-08,True
p3,base_distribution_planning,CARS-MODE vs PSO,PSO,baseline,inferential_stochastic,30,30,0.04107907566666666,0.015115055666666665,0.025964019999999994,171.77588076806506,1.0,0.024256950883333336,0.027635191275,3.0179667984904466e-11,2.913694207049005e-10,True
p3,base_distribution_planning,CARS-MODE vs Standard DE,Standard DE,baseline,inferential_stochastic,30,30,0.04107907566666666,0.030100074666666667,0.010979000999999992,36.474995898127524,1.0,0.010441822808333326,0.011500290933333332,2.913694207049005e-11,2.913694207049005e-10,True
p3,base_distribution_planning,CARS-MODE vs Weighted Sum,Weighted Sum,baseline,descriptive_deterministic_n1,30,1,0.04107907566666666,0.0043400600000000015,0.03673901566666666,846.5093954154238,,,,,,False
p3,constraint_repair,CARS-MODE vs Ablation-FixedDE,Ablation-FixedDE,ablation,inferential_stochastic,30,30,0.03924602733333334,0.039347187,-0.00010115966666665588,-0.2570950412964845,-0.05777777777777782,-0.0005673341833333332,0.0003743000666666707,0.7061714882812296,0.7061714882812296,False
p3,constraint_repair,CARS-MODE vs Ablation-NoDER,Ablation-NoDER,ablation,inferential_stochastic,30,30,0.03924602733333334,0.04034593133333333,-0.001099903999999985,-2.7261831953083626,-0.6533333333333333,-0.0015239603083333285,-0.0006744138416666687,1.4294434411259297e-05,2.8588868822518593e-05,True
p3,constraint_repair,CARS-MODE vs Ablation-NoDiversity,Ablation-NoDiversity,ablation,inferential_stochastic,30,30,0.03924602733333334,0.028635559,0.010610468333333341,37.05347024422796,0.9866666666666666,0.007865904766666662,0.01391935779166667,5.490698716073634e-11,4.392558972858907e-10,True
p3,constraint_repair,CARS-MODE vs Ablation-NoRepair,Ablation-NoRepair,ablation,inferential_stochastic,30,30,0.03924602733333334,0.03438570766666667,0.004860319666666675,14.134708855732647,0.971111111111111,0.004093400349999999,0.005642459191666657,1.0936695631098952e-10,5.468347815549476e-10,True
p3,constraint_repair,CARS-MODE vs GA,GA,baseline,inferential_stochastic,30,30,0.03924602733333334,0.031186597333333337,0.008059430000000006,25.842607687712714,1.0,0.007698875966666655,0.008415705074999988,1.930495442504365e-11,2.1235449867548015e-10,True
