paper,experiment_id,comparison,opponent,opponent_role,inference_status,n_proposed,n_opponent_effective,mean_proposed,mean_opponent,mean_difference,relative_difference_pct,rank_biserial,mean_diff_ci_low,mean_diff_ci_high,p_raw,p_holm_stochastic_family,significant_005_holm,p_holm_across_scenarios,significant_005_cross_scenario
p3,load_growth_expansion,CARS-MODE vs Ablation-NoDiversity,Ablation-NoDiversity,ablation,inferential_stochastic,30,30,0.03699517833333333,0.027058424333333338,0.009936753999999992,36.72332829727591,0.9955555555555555,0.008321517599999986,0.011586926158333333,3.6897258539809896e-11,2.9517806831847917e-10,True,2.100687665286058e-10,True
p3,pareto_quality,CARS-MODE vs Ablation-NoDiversity,Ablation-NoDiversity,ablation,inferential_stochastic,30,30,0.040616149,0.026499429999999994,0.014116719000000003,53.271783581760076,1.0,0.010707234774999998,0.018178477650000018,3.0122956066832855e-11,2.8628002515447327e-10,True,2.100687665286058e-10,True
p3,runtime_scalability,CARS-MODE vs Ablation-NoDiversity,Ablation-NoDiversity,ablation,inferential_stochastic,30,30,0.048734638,0.029550745666666663,0.019183892333333334,64.91847126203933,1.0,0.014880214650000008,0.024138583566666663,3.000982378980083e-11,2.9616906488199523e-10,True,2.100687665286058e-10,True
p3,storage_allocation,CARS-MODE vs Ablation-NoDiversity,Ablation-NoDiversity,ablation,inferential_stochastic,30,30,0.043620912666666664,0.028446068,0.015174844666666663,53.346018390544025,1.0,0.012449303608333342,0.01847597795833332,3.0122956066832855e-11,2.695806281801855e-10,True,2.100687665286058e-10,True
p3,base_distribution_planning,CARS-MODE vs Ablation-NoRepair,Ablation-NoRepair,ablation,inferential_stochastic,30,30,0.04107907566666666,0.037373458666666665,0.0037056169999999944,9.915103210142618,0.8844444444444444,0.002823544566666679,0.004590451266666652,4.18250049245679e-09,2.091250246228395e-08,True,2.091250246228395e-08,True
p3,constraint_repair,CARS-MODE vs Ablation-NoRepair,Ablation-NoRepair,ablation,inferential_stochastic,30,30,0.03924602733333334,0.03438570766666667,0.004860319666666675,14.134708855732647,0.971111111111111,0.004093400349999999,0.005642459191666657,1.0936695631098952e-10,5.468347815549476e-10,True,7.655686941769266e-10,True
p3,der_siting_sizing,CARS-MODE vs Ablation-NoRepair,Ablation-NoRepair,ablation,inferential_stochastic,30,30,0.044956497333333324,0.04336959600000001,0.001586901333333314,3.659018021134708,0.6733333333333333,0.0010233002666666581,0.0021698736250000024,7.738685688576608e-06,4.6432114131459646e-05,True,1.5477371377153216e-05,True
p3,load_growth_expansion,CARS-MODE vs Ablation-NoRepair,Ablation-NoRepair,ablation,inferential_stochastic,30,30,0.03699517833333333,0.034437925999999994,0.002557252333333336,7.425686242932672,0.7711111111111111,0.0017677545499999992,0.003399774908333324,3.0102616021326514e-07,1.5051308010663257e-06,True,9.030784806397955e-07,True
p3,pareto_quality,CARS-MODE vs Ablation-NoRepair,Ablation-NoRepair,ablation,inferential_stochastic,30,30,0.040616149,0.037667773666666675,0.0029483753333333224,7.827315092801523,0.8155555555555556,0.002171915258333329,0.00373656175833334,6.010385631570395e-08,3.606231378942237e-07,True,2.404154252628158e-07,True
p3,runtime_scalability,CARS-MODE vs Ablation-NoRepair,Ablation-NoRepair,ablation,inferential_stochastic,30,30,0.048734638,0.045047415,0.0036872229999999964,8.185204411840274,0.9155555555555555,0.0029761054666666694,0.004397654641666668,1.173735436185757e-09,4.694941744743028e-09,True,7.042412617114542e-09,True
p3,storage_allocation,CARS-MODE vs Ablation-NoRepair,Ablation-NoRepair,ablation,inferential_stochastic,30,30,0.043620912666666664,0.04277092400000001,0.0008499886666666553,1.9873048958836126,0.35777777777777775,0.00023952145000000135,0.0014827744583333423,0.017649028129173842,0.05764873339950345,False,0.017649028129173842,True
