paper,experiment_id,comparison,opponent,opponent_role,inference_status,n_proposed,n_opponent_effective,mean_proposed,mean_opponent,mean_difference,relative_difference_pct,rank_biserial,mean_diff_ci_low,mean_diff_ci_high,p_raw,p_holm_stochastic_family,significant_005_holm
p4,der_uncertainty,SHIELD-MOEA vs Ablation-NoOutage,Ablation-NoOutage,ablation,inferential_stochastic,30,30,0.2713664606666667,0.26757763133333334,0.0037888293333333545,1.4159738668937605,0.2977777777777777,0.0008997769166666003,0.006786313341666686,0.048413499464813624,0.1262004639715069,False
p4,der_uncertainty,SHIELD-MOEA vs Ablation-NoRepair,Ablation-NoRepair,ablation,inferential_stochastic,30,30,0.2713664606666667,0.24895774133333332,0.022408719333333382,9.001013269689828,0.9577777777777778,0.018279001950000047,0.026860327658333297,1.9567799598061055e-10,9.783899799030527e-10,True
p4,der_uncertainty,SHIELD-MOEA vs Ablation-NoResilienceObj,Ablation-NoResilienceObj,ablation,inferential_stochastic,30,30,0.2713664606666667,0.26744814100000003,0.00391831966666667,1.465076426411449,0.30666666666666664,0.0006423531250000225,0.007300159833333241,0.04206682132383563,0.1262004639715069,False
p4,der_uncertainty,SHIELD-MOEA vs Ablation-NoScenarioScreen,Ablation-NoScenarioScreen,ablation,inferential_stochastic,30,30,0.2713664606666667,0.26835890166666665,0.0030075590000000485,1.1207226521353864,0.24,0.00014491875833337332,0.006004898183333346,0.11198687208268976,0.1262004639715069,False
p4,der_uncertainty,SHIELD-MOEA vs Deterministic Planning,Deterministic Planning,baseline,descriptive_deterministic_n1,30,1,0.2713664606666667,0.024409429999999992,0.24695703066666672,1011.7279701601667,,,,,,False
p4,der_uncertainty,SHIELD-MOEA vs GA,GA,baseline,inferential_stochastic,30,30,0.2713664606666667,0.21069939866666668,0.06066706200000002,28.793182317514486,1.0,0.05788660834166664,0.06348915885833332,1.4058904703543036e-11,9.841233292480125e-11,True
p4,der_uncertainty,SHIELD-MOEA vs MOEA/D,MOEA/D,baseline,inferential_stochastic,30,30,0.2713664606666667,0.00047204,0.2708944206666667,57388.022342739314,1.0,0.26928441824166666,0.2725547033583333,1.2117803970059759e-12,9.694243176047807e-12,True
p4,der_uncertainty,SHIELD-MOEA vs NSGA-II,NSGA-II,baseline,inferential_stochastic,30,30,0.2713664606666667,0.25471323100000004,0.016653229666666658,6.538030867609956,0.971111111111111,0.013399373166666654,0.019882900499999995,1.0936695631098952e-10,6.562017378659371e-10,True
p4,der_uncertainty,SHIELD-MOEA vs NSGA-II+Repair,NSGA-II+Repair,baseline,inferential_stochastic,30,30,0.2713664606666667,0.25501840600000003,0.016348054666666667,6.41053911483811,0.951111111111111,0.013336327633333343,0.019551283674999927,2.6098527879558533e-10,1.0439411151823413e-09,True
p4,der_uncertainty,SHIELD-MOEA vs Weighted Sum,Weighted Sum,baseline,descriptive_deterministic_n1,30,1,0.2713664606666667,0.020509499999999993,0.2508569606666667,1223.1256767189193,,,,,,False
p4,deterministic_vs_scenario,SHIELD-MOEA vs Ablation-NoOutage,Ablation-NoOutage,ablation,inferential_stochastic,30,30,0.26958534833333325,0.265943477,0.0036418713333332686,1.3694155519119011,0.28222222222222215,-0.00012966063333336565,0.007246069366666675,0.061451911011256986,0.12290382202251397,False
p4,deterministic_vs_scenario,SHIELD-MOEA vs Ablation-NoRepair,Ablation-NoRepair,ablation,inferential_stochastic,30,30,0.26958534833333325,0.2447133506666667,0.024871997666666562,10.163727315615745,0.9022222222222223,0.019071022233333297,0.030752431066666624,2.0337965170597153e-09,1.2202779102358293e-08,True
p4,deterministic_vs_scenario,SHIELD-MOEA vs Ablation-NoResilienceObj,Ablation-NoResilienceObj,ablation,inferential_stochastic,30,30,0.26958534833333325,0.268391017,0.0011943313333332428,0.44499676132352395,0.11777777777777776,-0.0022836062666666906,0.00461684116666662,0.43764133504824576,0.43764133504824576,False
p4,deterministic_vs_scenario,SHIELD-MOEA vs Ablation-NoScenarioScreen,Ablation-NoScenarioScreen,ablation,inferential_stochastic,30,30,0.26958534833333325,0.26564326066666666,0.003942087666666594,1.4839780451321838,0.3222222222222222,9.800959999997362e-05,0.007750424166666702,0.03265093917842125,0.09795281753526375,False
p4,deterministic_vs_scenario,SHIELD-MOEA vs Deterministic Planning,Deterministic Planning,baseline,descriptive_deterministic_n1,30,1,0.26958534833333325,0.024409429999999992,0.24517591833333327,1004.4311494915421,,,,,,False
p4,deterministic_vs_scenario,SHIELD-MOEA vs GA,GA,baseline,inferential_stochastic,30,30,0.26958534833333325,0.21155853733333335,0.0580268109999999,27.42825306481127,1.0,0.05461600311666664,0.06138588991666662,1.2454695063293307e-11,8.718286544305314e-11,True
p4,deterministic_vs_scenario,SHIELD-MOEA vs MOEA/D,MOEA/D,baseline,inferential_stochastic,30,30,0.26958534833333325,0.00048139600000000004,0.26910395233333323,55900.74540156819,1.0,0.26643314255,0.27137595123333336,1.7202510031315483e-12,1.3762008025052387e-11,True
p4,deterministic_vs_scenario,SHIELD-MOEA vs NSGA-II,NSGA-II,baseline,inferential_stochastic,30,30,0.26958534833333325,0.25443645233333334,0.015148895999999912,5.953901597461986,0.7911111111111111,0.01096419538333328,0.019444988516666723,1.473317499078265e-07,5.89326999631306e-07,True
p4,deterministic_vs_scenario,SHIELD-MOEA vs NSGA-II+Repair,NSGA-II+Repair,baseline,inferential_stochastic,30,30,0.26958534833333325,0.2532239753333333,0.016361372999999957,6.46122586870479,0.8933333333333333,0.01257458670833335,0.020180176191666652,2.9215452138416713e-09,1.4607726069208357e-08,True
p4,deterministic_vs_scenario,SHIELD-MOEA vs Weighted Sum,Weighted Sum,baseline,descriptive_deterministic_n1,30,1,0.26958534833333325,0.020509499999999993,0.24907584833333327,1214.441348318259,,,,,,False
p4,load_uncertainty,SHIELD-MOEA vs Ablation-NoOutage,Ablation-NoOutage,ablation,inferential_stochastic,30,30,0.26210522566666666,0.26100817733333337,0.0010970483333332948,0.4203118632303493,0.008888888888888946,-0.002199391591666601,0.004600342816666673,0.9587314908134437,0.9587314908134437,False
p4,load_uncertainty,SHIELD-MOEA vs Ablation-NoRepair,Ablation-NoRepair,ablation,inferential_stochastic,30,30,0.26210522566666666,0.23875201599999998,0.02335320966666668,9.78136648138992,0.9288888888888889,0.017423547166666695,0.029660929783333324,6.72195435841357e-10,4.033172615048142e-09,True
p4,load_uncertainty,SHIELD-MOEA vs Ablation-NoResilienceObj,Ablation-NoResilienceObj,ablation,inferential_stochastic,30,30,0.26210522566666666,0.26421464533333333,-0.0021094196666666676,-0.7983734830464884,-0.19999999999999996,-0.005146501833333442,0.0009057275083333669,0.18576685629821565,0.557300568894647,False
p4,load_uncertainty,SHIELD-MOEA vs Ablation-NoScenarioScreen,Ablation-NoScenarioScreen,ablation,inferential_stochastic,30,30,0.26210522566666666,0.258710919,0.00339430666666668,1.3120075023453914,0.18222222222222229,-0.0003270362750000741,0.007329128583333346,0.22823006680742364,0.557300568894647,False
p4,load_uncertainty,SHIELD-MOEA vs Deterministic Planning,Deterministic Planning,baseline,descriptive_deterministic_n1,30,1,0.26210522566666666,0.0241713,0.23793392566666666,984.3654485553805,,,,,,False
p4,load_uncertainty,SHIELD-MOEA vs GA,GA,baseline,inferential_stochastic,30,30,0.26210522566666666,0.206353178,0.055752047666666665,27.017780005630286,1.0,0.05269006567500003,0.05874627715000002,1.3368810833875954e-11,9.358167583713168e-11,True
p4,load_uncertainty,SHIELD-MOEA vs MOEA/D,MOEA/D,baseline,inferential_stochastic,30,30,0.26210522566666666,0.00047204,0.26163318566666666,55426.06255119622,1.0,0.25954760017499995,0.26365782550000005,1.2117803970059759e-12,9.694243176047807e-12,True
p4,load_uncertainty,SHIELD-MOEA vs NSGA-II,NSGA-II,baseline,inferential_stochastic,30,30,0.26210522566666666,0.247717584,0.014387641666666673,5.808082508453127,0.8422222222222222,0.010802955408333289,0.018021012249999968,2.1947383543751097e-08,1.0973691771875549e-07,True
p4,load_uncertainty,SHIELD-MOEA vs NSGA-II+Repair,NSGA-II+Repair,baseline,inferential_stochastic,30,30,0.26210522566666666,0.24767843266666664,0.014426793000000021,5.8248079353021565,0.8155555555555556,0.01045921215833338,0.018405284933333398,6.010385631570395e-08,2.404154252628158e-07,True
p4,load_uncertainty,SHIELD-MOEA vs Weighted Sum,Weighted Sum,baseline,descriptive_deterministic_n1,30,1,0.26210522566666666,0.01970659,0.24239863566666667,1230.0384575244457,,,,,,False
p4,outage_contingency,SHIELD-MOEA vs Ablation-NoOutage,Ablation-NoOutage,ablation,inferential_stochastic,30,30,0.2698180413333333,0.26250101766666667,0.007317023666666644,2.787426780934643,0.38444444444444437,0.0026843074916666015,0.012326716866666683,0.010762612595411516,0.03228783778623455,True
p4,outage_contingency,SHIELD-MOEA vs Ablation-NoRepair,Ablation-NoRepair,ablation,inferential_stochastic,30,30,0.2698180413333333,0.24632332299999998,0.02349471833333333,9.538162301153008,0.9422222222222223,0.019043566783333278,0.027999852616666668,3.8201597819993253e-10,2.292095869199595e-09,True
p4,outage_contingency,SHIELD-MOEA vs Ablation-NoResilienceObj,Ablation-NoResilienceObj,ablation,inferential_stochastic,30,30,0.2698180413333333,0.26849043533333333,0.0013276059999999812,0.49447050072817245,0.09777777777777774,-0.002182290900000075,0.005091629316666623,0.5201446121616038,1.0,False
p4,outage_contingency,SHIELD-MOEA vs Ablation-NoScenarioScreen,Ablation-NoScenarioScreen,ablation,inferential_stochastic,30,30,0.2698180413333333,0.268991024,0.0008270173333332909,0.30745164691194926,0.08666666666666667,-0.0029880095333333924,0.004674750750000005,0.5692201637415295,1.0,False
p4,outage_contingency,SHIELD-MOEA vs Deterministic Planning,Deterministic Planning,baseline,descriptive_deterministic_n1,30,1,0.2698180413333333,0.02271570999999999,0.2471023313333333,1087.8036888714173,,,,,,False
p4,outage_contingency,SHIELD-MOEA vs GA,GA,baseline,inferential_stochastic,30,30,0.2698180413333333,0.21344905966666664,0.05636898166666668,26.408634338654615,1.0,0.05277818213333334,0.060073503441666676,1.2454695063293307e-11,8.718286544305314e-11,True
p4,outage_contingency,SHIELD-MOEA vs MOEA/D,MOEA/D,baseline,inferential_stochastic,30,30,0.2698180413333333,0.00047204,0.2693460013333333,57059.995198147044,1.0,0.2667794506833333,0.27177235750833334,1.2117803970059759e-12,9.694243176047807e-12,True
p4,outage_contingency,SHIELD-MOEA vs NSGA-II,NSGA-II,baseline,inferential_stochastic,30,30,0.2698180413333333,0.25224440333333337,0.017573637999999947,6.966908985004094,0.8622222222222222,0.013345809541666576,0.02175854222499998,1.0104532753263791e-08,5.0522663766318956e-08,True
p4,outage_contingency,SHIELD-MOEA vs NSGA-II+Repair,NSGA-II+Repair,baseline,inferential_stochastic,30,30,0.2698180413333333,0.25599489999999997,0.013823141333333344,5.399772156919269,0.7977777777777777,0.009945901750000001,0.017473618916666742,1.1566543205869282e-07,4.626617282347713e-07,True
p4,outage_contingency,SHIELD-MOEA vs Weighted Sum,Weighted Sum,baseline,descriptive_deterministic_n1,30,1,0.2698180413333333,0.019041030000000004,0.2507770113333333,1317.0349047994425,,,,,,False
p4,pareto_quality,SHIELD-MOEA vs Ablation-NoOutage,Ablation-NoOutage,ablation,inferential_stochastic,30,30,0.266516282,0.2663554246666667,0.00016085733333331964,0.060391986960506294,0.06666666666666665,-0.004232206975000072,0.004442126716666705,0.662734758176107,1.0,False
