paper,experiment_id,comparison,opponent,opponent_role,inference_status,n_proposed,n_opponent_effective,mean_proposed,mean_opponent,mean_difference,relative_difference_pct,rank_biserial,mean_diff_ci_low,mean_diff_ci_high,p_raw,p_holm_stochastic_family,significant_005_holm,p_holm_across_scenarios,significant_005_cross_scenario
p5,benchmark_portfolio_optimization,TRACE-MOEA vs Ablation-NoPreferenceRanking,Ablation-NoPreferenceRanking,ablation,inferential_stochastic,30,30,0.174415029,0.174313683,0.00010134600000000216,0.058140014172036736,0.14444444444444438,-0.0009376414250000346,0.001074258283333342,0.34028846509891686,0.5161029901724725,False,1.0,False
p5,budget_ranking_stability,TRACE-MOEA vs Ablation-NoPreferenceRanking,Ablation-NoPreferenceRanking,ablation,inferential_stochastic,30,30,0.17139149299999998,0.171535609,-0.00014411600000002744,-0.08401520876054613,0.08000000000000007,-0.0012534813166666249,0.0008868349000000634,0.5996894845123704,1.0,False,1.0,False
p5,distribution_project_review,TRACE-MOEA vs Ablation-NoPreferenceRanking,Ablation-NoPreferenceRanking,ablation,inferential_stochastic,30,30,0.16490530799999997,0.16565997533333332,-0.0007546673333333476,-0.4555520015108283,-0.21777777777777774,-0.0015096519083332872,-0.00010357124999990868,0.14944870623046316,0.7472435311523158,False,0.896692237382779,False
p5,preference_aware_support,TRACE-MOEA vs Ablation-NoPreferenceRanking,Ablation-NoPreferenceRanking,ablation,inferential_stochastic,30,30,0.17511901300000002,0.17488682500000002,0.0002321879999999943,0.13276471798260303,0.05111111111111111,-0.0006463735333333949,0.0011016780916666918,0.7393988193114496,0.8579267777208652,False,1.0,False
p5,reliability_driven_review,TRACE-MOEA vs Ablation-NoPreferenceRanking,Ablation-NoPreferenceRanking,ablation,inferential_stochastic,30,30,0.17223178566666666,0.17219538966666664,3.6396000000021855e-05,0.021136454390835446,-0.00666666666666671,-0.0007877744750000588,0.0009037653749999992,0.9705160513002812,1.0,False,1.0,False
p5,renewable_accommodation_review,TRACE-MOEA vs Ablation-NoPreferenceRanking,Ablation-NoPreferenceRanking,ablation,inferential_stochastic,30,30,0.1864609526666667,0.1846779593333334,0.0017829933333333159,0.965460816098318,0.3866666666666667,0.0005096419083333415,0.003158935750000058,0.010314672402337998,0.020629344804675997,True,0.072202706816366,False
p5,traceability_evaluation,TRACE-MOEA vs Ablation-NoPreferenceRanking,Ablation-NoPreferenceRanking,ablation,inferential_stochastic,30,30,0.175208228,0.17442364833333332,0.0007845796666666738,0.4498126682726422,0.19333333333333336,-0.00034454440833344975,0.0020669131166666877,0.20094889697592833,0.21093989304355557,False,1.0,False
p5,benchmark_portfolio_optimization,TRACE-MOEA vs Ablation-NoScheduleRisk,Ablation-NoScheduleRisk,ablation,inferential_stochastic,30,30,0.174415029,0.17469310433333332,-0.0002780753333333219,-0.15917934161998604,-0.1711111111111111,-0.0018123855666666556,0.001565134899999998,0.25805149508623626,0.5161029901724725,False,1.0,False
p5,budget_ranking_stability,TRACE-MOEA vs Ablation-NoScheduleRisk,Ablation-NoScheduleRisk,ablation,inferential_stochastic,30,30,0.17139149299999998,0.17114737833333335,0.0002441146666666283,0.1426341840838452,-0.00666666666666671,-0.001395660966666646,0.002095112125000014,0.9705160513002812,1.0,False,1.0,False
p5,distribution_project_review,TRACE-MOEA vs Ablation-NoScheduleRisk,Ablation-NoScheduleRisk,ablation,inferential_stochastic,30,30,0.16490530799999997,0.16388513166666666,0.001020176333333317,0.6224947455320651,0.15333333333333332,-0.0005609378499999943,0.0030158883916667103,0.31118764341027494,1.0,False,1.0,False
p5,preference_aware_support,TRACE-MOEA vs Ablation-NoScheduleRisk,Ablation-NoScheduleRisk,ablation,inferential_stochastic,30,30,0.17511901300000002,0.1746212006666667,0.0004978123333333195,0.28508126815802726,0.1200000000000001,-0.0005129777500000509,0.0015213774416666615,0.4289633888604326,0.8579267777208652,False,1.0,False
p5,reliability_driven_review,TRACE-MOEA vs Ablation-NoScheduleRisk,Ablation-NoScheduleRisk,ablation,inferential_stochastic,30,30,0.17223178566666666,0.17214002200000003,9.176366666663327e-05,0.05330757228940719,-0.08444444444444443,-0.0008821330333333183,0.0010916501750000117,0.5792942105819812,1.0,False,1.0,False
p5,renewable_accommodation_review,TRACE-MOEA vs Ablation-NoScheduleRisk,Ablation-NoScheduleRisk,ablation,inferential_stochastic,30,30,0.1864609526666667,0.1858980116666667,0.0005629410000000112,0.302822496568389,0.08666666666666667,-0.0005727381833333523,0.0017923083749999944,0.5692201637415295,0.5692201637415295,False,1.0,False
p5,traceability_evaluation,TRACE-MOEA vs Ablation-NoScheduleRisk,Ablation-NoScheduleRisk,ablation,inferential_stochastic,30,30,0.175208228,0.1757930143333333,-0.0005847863333333092,-0.33265618406455033,-0.4044444444444445,-0.0018586006333332968,0.001029238958333322,0.00728836046503409,0.021865081395102272,True,0.05101852325523863,False
