paper,experiment_id,comparison,opponent,opponent_role,inference_status,n_proposed,n_opponent_effective,mean_proposed,mean_opponent,mean_difference,relative_difference_pct,rank_biserial,mean_diff_ci_low,mean_diff_ci_high,p_raw,p_holm_stochastic_family,significant_005_holm,p_holm_across_scenarios,significant_005_cross_scenario
p6,budget_constrained_selection,BiLo-NSGA vs Ablation-LegacyDeletion,Ablation-LegacyDeletion,ablation,inferential_stochastic,30,30,0.16433545033333333,0.16409891,0.00023654033333334046,0.1441449753281976,0.01777777777777767,-0.004152009450000031,0.004587995600000017,0.9117089753194283,1.0,False,1.0,False
p6,budget_sensitivity,BiLo-NSGA vs Ablation-LegacyDeletion,Ablation-LegacyDeletion,ablation,inferential_stochastic,30,30,0.15964733733333333,0.15963164199999996,1.569533333337092e-05,0.00983221943764434,0.008888888888888946,-0.004129581024999989,0.0040896875500000375,0.9587314908134437,1.0,False,1.0,False
p6,dependency_constrained_review,BiLo-NSGA vs Ablation-LegacyDeletion,Ablation-LegacyDeletion,ablation,inferential_stochastic,30,30,0.17208478566666666,0.1725095153333333,-0.00042472966666665113,-0.24620651553391992,-0.015555555555555545,-0.001741844108333275,0.0005573501249999547,0.9234421319782358,1.0,False,1.0,False
p6,local_move_explainability,BiLo-NSGA vs Ablation-LegacyDeletion,Ablation-LegacyDeletion,ablation,inferential_stochastic,30,30,0.17668522433333333,0.17731417733333335,-0.0006289530000000154,-0.35471106115652073,-0.15555555555555556,-0.002098330016666682,0.0006224199166665824,0.30417681801970364,1.0,False,1.0,False
p6,project_pool_scalability,BiLo-NSGA vs Ablation-LegacyDeletion,Ablation-LegacyDeletion,ablation,inferential_stochastic,30,30,0.18287640466666663,0.18240488166666663,0.00047152300000000147,0.25850349820224494,0.09555555555555562,-0.0003343191083333481,0.0015126251583333162,0.5297824906260176,1.0,False,1.0,False
p6,ranking_robustness,BiLo-NSGA vs Ablation-LegacyDeletion,Ablation-LegacyDeletion,ablation,inferential_stochastic,30,30,0.1752503123333333,0.17636775599999996,-0.001117443666666662,-0.6335872792227804,-0.18222222222222217,-0.0035434299166666496,0.00136283695833337,0.22823006680742364,1.0,False,1.0,False
p6,reliability_prioritized_review,BiLo-NSGA vs Ablation-LegacyDeletion,Ablation-LegacyDeletion,ablation,inferential_stochastic,30,30,0.17169261466666663,0.1721358696666667,-0.000443255000000059,-0.2575029834620768,-0.015555555555555545,-0.001987950541666692,0.0007342750166665925,0.9234421319782358,1.0,False,1.0,False
p6,renewable_accommodation_review,BiLo-NSGA vs Ablation-LegacyDeletion,Ablation-LegacyDeletion,ablation,inferential_stochastic,30,30,0.17261725333333333,0.173794233,-0.001176979666666661,-0.6772259621909638,-0.16888888888888887,-0.0036811365250000267,0.001266501500000014,0.26432621279678536,1.0,False,1.0,False
p6,budget_constrained_selection,BiLo-NSGA vs Ablation-NoBackwardSearch,Ablation-NoBackwardSearch,ablation,inferential_stochastic,30,30,0.16433545033333333,0.16983220933333332,-0.00549675899999999,-3.2365821663494887,-0.37555555555555553,-0.009059843233333373,-0.0019387984583332984,0.012732114616306573,0.10185691693045258,False,0.10185691693045258,False
p6,budget_sensitivity,BiLo-NSGA vs Ablation-NoBackwardSearch,Ablation-NoBackwardSearch,ablation,inferential_stochastic,30,30,0.15964733733333333,0.15926148866666662,0.000385848666666716,0.2422736782740298,-0.015555555555555545,-0.004306531991666662,0.005050173950000003,0.9234421319782358,1.0,False,1.0,False
p6,dependency_constrained_review,BiLo-NSGA vs Ablation-NoBackwardSearch,Ablation-NoBackwardSearch,ablation,inferential_stochastic,30,30,0.17208478566666666,0.1725620946666667,-0.00047730900000003684,-0.27660130164857133,-0.0822222222222222,-0.0017569535583333788,0.0005802139833333539,0.5894511694056184,1.0,False,1.0,False
p6,local_move_explainability,BiLo-NSGA vs Ablation-NoBackwardSearch,Ablation-NoBackwardSearch,ablation,inferential_stochastic,30,30,0.17668522433333333,0.17661280366666662,7.242066666671154e-05,0.04100533209552282,-0.10444444444444445,-0.0016427518083333044,0.0018291260333333163,0.491782956953405,1.0,False,1.0,False
p6,project_pool_scalability,BiLo-NSGA vs Ablation-NoBackwardSearch,Ablation-NoBackwardSearch,ablation,inferential_stochastic,30,30,0.18287640466666663,0.18236691500000005,0.0005094896666665849,0.2793761503650849,-0.01777777777777778,-0.0005378903166666941,0.0019515046416666293,0.9117089753194283,1.0,False,1.0,False
p6,ranking_robustness,BiLo-NSGA vs Ablation-NoBackwardSearch,Ablation-NoBackwardSearch,ablation,inferential_stochastic,30,30,0.1752503123333333,0.17685979666666668,-0.001609484333333383,-0.9100340290262965,-0.1577777777777778,-0.003769870483333415,0.00043364134999996935,0.2972716890893069,1.0,False,1.0,False
p6,reliability_prioritized_review,BiLo-NSGA vs Ablation-NoBackwardSearch,Ablation-NoBackwardSearch,ablation,inferential_stochastic,30,30,0.17169261466666663,0.17210517700000003,-0.00041256233333339387,-0.23971523723158583,0.09111111111111114,-0.0019140944916666604,0.000700371958333361,0.5493267842679926,1.0,False,1.0,False
p6,renewable_accommodation_review,BiLo-NSGA vs Ablation-NoBackwardSearch,Ablation-NoBackwardSearch,ablation,inferential_stochastic,30,30,0.17261725333333333,0.17394367933333335,-0.0013264260000000194,-0.7625606202443014,-0.18000000000000005,-0.0038577402916666974,0.0013075825166666535,0.2339889162810581,1.0,False,1.0,False
p6,budget_constrained_selection,BiLo-NSGA vs Ablation-NoForwardSearch,Ablation-NoForwardSearch,ablation,inferential_stochastic,30,30,0.16433545033333333,0.1679743333333333,-0.0036388829999999817,-2.1663327532182364,-0.11333333333333329,-0.00745051735833332,1.7139766666708156e-05,0.4552969069031376,1.0,False,1.0,False
p6,budget_sensitivity,BiLo-NSGA vs Ablation-NoForwardSearch,Ablation-NoForwardSearch,ablation,inferential_stochastic,30,30,0.15964733733333333,0.16258524599999996,-0.0029379086666666276,-1.8069958615227755,-0.15111111111111108,-0.006980820558333302,0.001134621158333351,0.31830422747222764,1.0,False,1.0,False
p6,dependency_constrained_review,BiLo-NSGA vs Ablation-NoForwardSearch,Ablation-NoForwardSearch,ablation,inferential_stochastic,30,30,0.17208478566666666,0.171586946,0.0004978396666666662,0.2901384273525487,0.4244444444444444,-0.0008121954333333827,0.0014733622249999522,0.00485601639666783,0.03884813117334264,True,0.02913609838000698,True
p6,local_move_explainability,BiLo-NSGA vs Ablation-NoForwardSearch,Ablation-NoForwardSearch,ablation,inferential_stochastic,30,30,0.17668522433333333,0.17561974533333335,0.0010654789999999803,0.6066965864104157,0.4955555555555555,-0.0006162001166666279,0.0028340170666666603,0.0010035319761388477,0.007024723832971934,True,0.007024723832971934,True
p6,project_pool_scalability,BiLo-NSGA vs Ablation-NoForwardSearch,Ablation-NoForwardSearch,ablation,inferential_stochastic,30,30,0.18287640466666663,0.1817179416666667,0.001158462999999943,0.6375061204055177,0.5511111111111111,0.0006013171916667365,0.0017077448333333162,0.00025305784556082746,0.0017714049189257923,True,0.0020244627644866197,True
p6,ranking_robustness,BiLo-NSGA vs Ablation-NoForwardSearch,Ablation-NoForwardSearch,ablation,inferential_stochastic,30,30,0.1752503123333333,0.17654025033333337,-0.0012899380000000737,-0.7306764307654978,0.0755555555555556,-0.0032984207666667256,0.0004553082000000306,0.6204037206277525,1.0,False,1.0,False
p6,reliability_prioritized_review,BiLo-NSGA vs Ablation-NoForwardSearch,Ablation-NoForwardSearch,ablation,inferential_stochastic,30,30,0.17169261466666663,0.17123900499999994,0.0004536096666666878,0.264898564825633,0.3911111111111112,-0.0010966421749999482,0.0015998028416667146,0.009468269708615267,0.07574615766892213,False,0.04734134854307633,True
p6,renewable_accommodation_review,BiLo-NSGA vs Ablation-NoForwardSearch,Ablation-NoForwardSearch,ablation,inferential_stochastic,30,30,0.17261725333333333,0.17329303933333334,-0.0006757860000000115,-0.38996719233489463,-0.0377777777777778,-0.0029951066500000212,0.001751646924999972,0.8072749507289148,1.0,False,1.0,False
