run_namespace,cap,horizon_hours,method,method_role,selection_objective,blend_mode,alpha_head,checkpoint_epoch,ridge_lambda,seed_index,seed,runtime_s,curtailment_mae,curtailment_rmse,event_f1,event_precision,event_recall,onset_f1,onset_precision,onset_recall,onset_mae,stress_subset_mae,detection_threshold,threshold_status,n_fit,n_selection,n_calibration,n_test,n_onsets_selection,n_onsets_calibration,n_onsets_test,n_events_test
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed1,mechanism_control,mae,fixed_1,1.000000,15,NA,8,127,0.586998,0.0255445419,0.0497828065,0.0000000000,0.0000000000,0.0000000000,0.2056414923,0.1218985976,0.6569767442,0.1036332996,0.0540606616,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR,proposed,onset_f1,selected,1.000000,5,NA,8,127,0.611528,0.0215058040,0.0486187096,0.0000000000,0.0000000000,0.0000000000,0.2068965517,0.1312500000,0.4883720930,0.1108264177,0.0528313574,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0,mechanism_control,onset_f1,fixed_0,0.000000,5,NA,8,127,0.611528,0.0209008470,0.0508316019,0.0235294118,0.1000000000,0.0133333333,0.2215909091,0.1466165414,0.4534883721,0.1087226377,0.0529590841,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0.5,mechanism_control,onset_f1,fixed_0.5,0.500000,5,NA,8,127,0.611528,0.0210890520,0.0489001305,0.0000000000,0.0000000000,0.0000000000,0.2307692308,0.1510791367,0.4883720930,0.1093531179,0.0525750517,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed1,mechanism_control,onset_f1,fixed_1,1.000000,5,NA,8,127,0.611528,0.0215058040,0.0486187096,0.0000000000,0.0000000000,0.0000000000,0.2068965517,0.1312500000,0.4883720930,0.1108264177,0.0528313574,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR,proposed,mae,selected,0.000000,20,NA,9,139,0.577667,0.0208418901,0.0518329399,0.0231213873,0.0869565217,0.0133333333,0.2305389222,0.1552419355,0.4476744186,0.1121561281,0.0534740063,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0,mechanism_control,mae,fixed_0,0.000000,20,NA,9,139,0.577667,0.0208418901,0.0518329399,0.0231213873,0.0869565217,0.0133333333,0.2305389222,0.1552419355,0.4476744186,0.1121561281,0.0534740063,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0.5,mechanism_control,mae,fixed_0.5,0.500000,20,NA,9,139,0.577667,0.0210316992,0.0500436537,0.0000000000,0.0000000000,0.0000000000,0.2358078603,0.1572815534,0.4709302326,0.1112373714,0.0532949887,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed1,mechanism_control,mae,fixed_1,1.000000,20,NA,9,139,0.577667,0.0214995723,0.0499163001,0.0000000000,0.0000000000,0.0000000000,0.2090322581,0.1343283582,0.4709302326,0.1121601191,0.0539998843,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR,proposed,onset_f1,selected,1.000000,5,NA,9,139,0.598122,0.0227247513,0.0482450862,0.0000000000,0.0000000000,0.0000000000,0.2252346194,0.1372299873,0.6279069767,0.1081620937,0.0540036005,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0,mechanism_control,onset_f1,fixed_0,0.000000,5,NA,9,139,0.598122,0.0210989894,0.0521108104,0.0231213873,0.0869565217,0.0133333333,0.2215657312,0.1485148515,0.4360465116,0.1128437564,0.0541159851,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0.5,mechanism_control,onset_f1,fixed_0.5,0.500000,5,NA,9,139,0.598122,0.0217872825,0.0492976581,0.0000000000,0.0000000000,0.0000000000,0.2109589041,0.1379928315,0.4476744186,0.1097099437,0.0536630014,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed1,mechanism_control,onset_f1,fixed_1,1.000000,5,NA,9,139,0.598122,0.0227247513,0.0482450862,0.0000000000,0.0000000000,0.0000000000,0.2252346194,0.1372299873,0.6279069767,0.1081620937,0.0540036005,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.60,1,DirectPolicyTransform-Privileged,privileged_control,not_applicable,not_applicable,NA,NA,NA,0,deterministic,0.000258,0.0000000000,0.0000000000,1.0000000000,1.0000000000,1.0000000000,0.2361111111,0.1338582677,1.0000000000,0.0000000000,0.0000000000,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,Persistence,baseline,not_applicable,not_applicable,NA,NA,NA,0,deterministic,0.000164,0.0133698806,0.0376433398,0.8046875000,0.8046875000,0.8046875000,0.0000000000,0.0000000000,0.0000000000,0.0996983991,0.0464064735,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,Seasonal-24h,baseline,not_applicable,not_applicable,NA,NA,NA,0,deterministic,0.000153,0.0426413500,0.0950255570,0.3874755382,0.3882352941,0.3867187500,0.0845070423,0.0480000000,0.3529411765,0.0914930097,0.1052450037,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,Ridge,baseline,mae,not_applicable,NA,NA,1,0,deterministic,0.019369,0.0261055406,0.0494415448,0.4556213018,0.9390243902,0.3007812500,0.1240740741,0.0662055336,0.9852941176,0.0425039153,0.0734940412,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,Ridge,baseline,onset_f1,not_applicable,NA,NA,1e-06,0,deterministic,0.018074,0.0318471111,0.0640610102,0.5067385445,0.8173913043,0.3671875000,0.1125319693,0.0597285068,0.9705882353,0.0501367134,0.0844399805,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR,proposed,mae,selected,0.000000,20,NA,0,11,0.591833,0.0130619080,0.0342198057,0.8200836820,0.8828828829,0.7656250000,0.1228878648,0.0686106346,0.5882352941,0.0713111428,0.0443725657,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed0,mechanism_control,mae,fixed_0,0.000000,20,NA,0,11,0.591833,0.0130619080,0.0342198057,0.8200836820,0.8828828829,0.7656250000,0.1228878648,0.0686106346,0.5882352941,0.0713111428,0.0443725657,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed0.5,mechanism_control,mae,fixed_0.5,0.500000,20,NA,0,11,0.591833,0.0130658712,0.0319212709,0.8283261803,0.9190476190,0.7539062500,0.1422087746,0.0792580101,0.6911764706,0.0666684682,0.0421118398,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed1,mechanism_control,mae,fixed_1,1.000000,20,NA,0,11,0.591833,0.0140230096,0.0317612429,0.8151447661,0.9481865285,0.7148437500,0.1491228070,0.0827922078,0.7500000000,0.0633464485,0.0429730189,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR,proposed,onset_f1,selected,1.000000,5,NA,0,11,0.610367,0.0208284500,0.0389703278,0.7517401392,0.9257142857,0.6328125000,0.1227364185,0.0658747300,0.8970588235,0.0536923059,0.0553691501,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed0,mechanism_control,onset_f1,fixed_0,0.000000,5,NA,0,11,0.610367,0.0136141846,0.0352104995,0.8025751073,0.8904761905,0.7304687500,0.1198156682,0.0668953688,0.5735294118,0.0725067266,0.0463178406,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed0.5,mechanism_control,onset_f1,fixed_0.5,0.500000,5,NA,0,11,0.610367,0.0166402977,0.0351472941,0.7893569845,0.9128205128,0.6953125000,0.1486988848,0.0811907984,0.8823529412,0.0607104449,0.0488217394,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed1,mechanism_control,onset_f1,fixed_1,1.000000,5,NA,0,11,0.610367,0.0208284500,0.0389703278,0.7517401392,0.9257142857,0.6328125000,0.1227364185,0.0658747300,0.8970588235,0.0536923059,0.0553691501,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR,proposed,mae,selected,0.000000,20,NA,1,23,0.595750,0.0132741212,0.0349598534,0.7931034483,0.8846153846,0.7187500000,0.1286370597,0.0717948718,0.6176470588,0.0708863230,0.0454211767,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed0,mechanism_control,mae,fixed_0,0.000000,20,NA,1,23,0.595750,0.0132741212,0.0349598534,0.7931034483,0.8846153846,0.7187500000,0.1286370597,0.0717948718,0.6176470588,0.0708863230,0.0454211767,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed0.5,mechanism_control,mae,fixed_0.5,0.500000,20,NA,1,23,0.595750,0.0143961614,0.0330453880,0.8086956522,0.9117647059,0.7265625000,0.1478382148,0.0816640986,0.7794117647,0.0621830653,0.0449135073,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed1,mechanism_control,mae,fixed_1,1.000000,20,NA,1,23,0.595750,0.0162342131,0.0337154071,0.8000000000,0.9145728643,0.7109375000,0.1506682868,0.0821192053,0.9117647059,0.0563838654,0.0468518426,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR,proposed,onset_f1,selected,1.000000,5,NA,1,23,0.614942,0.0242491862,0.0466006097,0.5172413793,0.9782608696,0.3515625000,0.1231953802,0.0659114315,0.9411764706,0.0524488343,0.0679412984,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed0,mechanism_control,onset_f1,fixed_0,0.000000,5,NA,1,23,0.614942,0.0136392760,0.0354462432,0.7931034483,0.8846153846,0.7187500000,0.1263157895,0.0703517588,0.6176470588,0.0690921082,0.0463357669,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed0.5,mechanism_control,onset_f1,fixed_0.5,0.500000,5,NA,1,23,0.614942,0.0180853753,0.0381751103,0.7058823529,0.9473684211,0.5625000000,0.1415094340,0.0769230769,0.8823529412,0.0572411495,0.0540571203,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed1,mechanism_control,onset_f1,fixed_1,1.000000,5,NA,1,23,0.614942,0.0242491862,0.0466006097,0.5172413793,0.9782608696,0.3515625000,0.1231953802,0.0659114315,0.9411764706,0.0524488343,0.0679412984,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR,proposed,mae,selected,0.000000,20,NA,2,47,0.595423,0.0131891073,0.0347298489,0.8000000000,0.8675799087,0.7421875000,0.1294298921,0.0722891566,0.6176470588,0.0706022896,0.0448598732,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed0,mechanism_control,mae,fixed_0,0.000000,20,NA,2,47,0.595423,0.0131891073,0.0347298489,0.8000000000,0.8675799087,0.7421875000,0.1294298921,0.0722891566,0.6176470588,0.0706022896,0.0448598732,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed0.5,mechanism_control,mae,fixed_0.5,0.500000,20,NA,2,47,0.595423,0.0133489804,0.0323874597,0.8162393162,0.9009433962,0.7460937500,0.1406025825,0.0779014308,0.7205882353,0.0629971999,0.0435031169,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed1,mechanism_control,mae,fixed_1,1.000000,20,NA,2,47,0.595423,0.0142644055,0.0322594718,0.8156182213,0.9170731707,0.7343750000,0.1562913907,0.0858806405,0.8676470588,0.0573965409,0.0446830199,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR,proposed,onset_f1,selected,1.000000,5,NA,2,47,0.614422,0.0211705651,0.0414678779,0.6533665835,0.9034482759,0.5117187500,0.1310133060,0.0704070407,0.9411764706,0.0540374500,0.0596934204,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed0,mechanism_control,onset_f1,fixed_0,0.000000,5,NA,2,47,0.614422,0.0134812188,0.0349980061,0.8057851240,0.8552631579,0.7617187500,0.1278538813,0.0713073005,0.6176470588,0.0702458388,0.0457815578,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed0.5,mechanism_control,onset_f1,fixed_0.5,0.500000,5,NA,2,47,0.614422,0.0166749334,0.0360442828,0.7424593968,0.9142857143,0.6250000000,0.1520618557,0.0833333333,0.8676470588,0.0597825035,0.0504487500,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed1,mechanism_control,onset_f1,fixed_1,1.000000,5,NA,2,47,0.614422,0.0211705651,0.0414678779,0.6533665835,0.9034482759,0.5117187500,0.1310133060,0.0704070407,0.9411764706,0.0540374500,0.0596934204,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR,proposed,mae,selected,0.000000,20,NA,3,59,0.583568,0.0132007963,0.0350957555,0.7983014862,0.8744186047,0.7343750000,0.1291338583,0.0723104056,0.6029411765,0.0683899493,0.0449220625,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed0,mechanism_control,mae,fixed_0,0.000000,20,NA,3,59,0.583568,0.0132007963,0.0350957555,0.7983014862,0.8744186047,0.7343750000,0.1291338583,0.0723104056,0.6029411765,0.0683899493,0.0449220625,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed0.5,mechanism_control,mae,fixed_0.5,0.500000,20,NA,3,59,0.583568,0.0135151287,0.0324323267,0.8143459916,0.8853211009,0.7539062500,0.1506276151,0.0832049307,0.7941176471,0.0593284511,0.0436640498,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed1,mechanism_control,mae,fixed_1,1.000000,20,NA,3,59,0.583568,0.0148467004,0.0329036157,0.8118393235,0.8847926267,0.7500000000,0.1554140127,0.0850767085,0.8970588235,0.0533347902,0.0459680789,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR,proposed,onset_f1,selected,1.000000,5,NA,3,59,0.602677,0.0204633789,0.0396488111,0.7276995305,0.9117647059,0.6054687500,0.1248741188,0.0670270270,0.9117647059,0.0523425534,0.0571200011,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed0,mechanism_control,onset_f1,fixed_0,0.000000,5,NA,3,59,0.602677,0.0134460188,0.0355044233,0.7898089172,0.8651162791,0.7265625000,0.1265432099,0.0706896552,0.6029411765,0.0717442900,0.0456825659,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed0.5,mechanism_control,onset_f1,fixed_0.5,0.500000,5,NA,3,59,0.602677,0.0163310879,0.0353720114,0.7619047619,0.9081081081,0.6562500000,0.1478696742,0.0808219178,0.8676470588,0.0590706740,0.0491995499,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed1,mechanism_control,onset_f1,fixed_1,1.000000,5,NA,3,59,0.602677,0.0204633789,0.0396488111,0.7276995305,0.9117647059,0.6054687500,0.1248741188,0.0670270270,0.9117647059,0.0523425534,0.0571200011,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR,proposed,mae,selected,0.000000,5,NA,4,71,0.616438,0.0133545668,0.0354016051,0.7957894737,0.8630136986,0.7382812500,0.1275272162,0.0713043478,0.6029411765,0.0722650023,0.0458562828,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed0,mechanism_control,mae,fixed_0,0.000000,5,NA,4,71,0.616438,0.0133545668,0.0354016051,0.7957894737,0.8630136986,0.7382812500,0.1275272162,0.0713043478,0.6029411765,0.0722650023,0.0458562828,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed0.5,mechanism_control,mae,fixed_0.5,0.500000,5,NA,4,71,0.616438,0.0177938563,0.0372358104,0.7285714286,0.9329268293,0.5976562500,0.1479768786,0.0803011292,0.9411764706,0.0566794731,0.0530425687,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed1,mechanism_control,mae,fixed_1,1.000000,5,NA,4,71,0.616438,0.0241731497,0.0453100429,0.6117021277,0.9583333333,0.4492187500,0.1252408478,0.0670103093,0.9558823529,0.0505425044,0.0671860513,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR,proposed,onset_f1,selected,1.000000,5,NA,4,71,0.636933,0.0241731497,0.0453100429,0.6117021277,0.9583333333,0.4492187500,0.1252408478,0.0670103093,0.9558823529,0.0505425044,0.0671860513,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed0,mechanism_control,onset_f1,fixed_0,0.000000,5,NA,4,71,0.636933,0.0133545668,0.0354016051,0.7957894737,0.8630136986,0.7382812500,0.1275272162,0.0713043478,0.6029411765,0.0722650023,0.0458562828,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed0.5,mechanism_control,onset_f1,fixed_0.5,0.500000,5,NA,4,71,0.636933,0.0177938563,0.0372358104,0.7285714286,0.9329268293,0.5976562500,0.1479768786,0.0803011292,0.9411764706,0.0566794731,0.0530425687,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed1,mechanism_control,onset_f1,fixed_1,1.000000,5,NA,4,71,0.636933,0.0241731497,0.0453100429,0.6117021277,0.9583333333,0.4492187500,0.1252408478,0.0670103093,0.9558823529,0.0505425044,0.0671860513,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR,proposed,mae,selected,0.000000,5,NA,5,83,0.628882,0.0135732940,0.0356210635,0.8025477707,0.8790697674,0.7382812500,0.1190839695,0.0664395230,0.5735294118,0.0712314823,0.0462449299,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed0,mechanism_control,mae,fixed_0,0.000000,5,NA,5,83,0.628882,0.0135732940,0.0356210635,0.8025477707,0.8790697674,0.7382812500,0.1190839695,0.0664395230,0.5735294118,0.0712314823,0.0462449299,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed0.5,mechanism_control,mae,fixed_0.5,0.500000,5,NA,5,83,0.628882,0.0162396948,0.0352623206,0.7919463087,0.9267015707,0.6914062500,0.1550190597,0.0848400556,0.8970588235,0.0613676086,0.0490285557,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed1,mechanism_control,mae,fixed_1,1.000000,5,NA,5,83,0.628882,0.0200141894,0.0386540804,0.7476635514,0.9302325581,0.6250000000,0.1302027748,0.0701956272,0.8970588235,0.0558252192,0.0556187345,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR,proposed,onset_f1,selected,1.000000,5,NA,5,83,0.648710,0.0200141894,0.0386540804,0.7476635514,0.9302325581,0.6250000000,0.1302027748,0.0701956272,0.8970588235,0.0558252192,0.0556187345,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed0,mechanism_control,onset_f1,fixed_0,0.000000,5,NA,5,83,0.648710,0.0135732940,0.0356210635,0.8025477707,0.8790697674,0.7382812500,0.1190839695,0.0664395230,0.5735294118,0.0712314823,0.0462449299,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed0.5,mechanism_control,onset_f1,fixed_0.5,0.500000,5,NA,5,83,0.648710,0.0162396948,0.0352623206,0.7919463087,0.9267015707,0.6914062500,0.1550190597,0.0848400556,0.8970588235,0.0613676086,0.0490285557,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed1,mechanism_control,onset_f1,fixed_1,1.000000,5,NA,5,83,0.648710,0.0200141894,0.0386540804,0.7476635514,0.9302325581,0.6250000000,0.1302027748,0.0701956272,0.8970588235,0.0558252192,0.0556187345,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR,proposed,mae,selected,0.000000,20,NA,6,97,0.626244,0.0130817803,0.0349010962,0.7914893617,0.8691588785,0.7265625000,0.1213063764,0.0678260870,0.5735294118,0.0696660124,0.0445609015,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed0,mechanism_control,mae,fixed_0,0.000000,20,NA,6,97,0.626244,0.0130817803,0.0349010962,0.7914893617,0.8691588785,0.7265625000,0.1213063764,0.0678260870,0.5735294118,0.0696660124,0.0445609015,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed0.5,mechanism_control,mae,fixed_0.5,0.500000,20,NA,6,97,0.626244,0.0136647375,0.0323979405,0.8154506438,0.9047619048,0.7421875000,0.1448863636,0.0801886792,0.7500000000,0.0616519039,0.0434958525,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed1,mechanism_control,mae,fixed_1,1.000000,20,NA,6,97,0.626244,0.0150614905,0.0324819161,0.8122270742,0.9207920792,0.7265625000,0.1548556430,0.0850144092,0.8676470588,0.0560625061,0.0451945434,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR,proposed,onset_f1,selected,1.000000,5,NA,6,97,0.645808,0.0202167392,0.0394338132,0.7395348837,0.9137931034,0.6210937500,0.1306532663,0.0701186624,0.9558823529,0.0508917923,0.0565258646,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed0,mechanism_control,onset_f1,fixed_0,0.000000,5,NA,6,97,0.645808,0.0132727831,0.0350580682,0.7863247863,0.8679245283,0.7187500000,0.1259600614,0.0703259005,0.6029411765,0.0699411339,0.0449847690,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed0.5,mechanism_control,onset_f1,fixed_0.5,0.500000,5,NA,6,97,0.645808,0.0161370286,0.0352201810,0.7733333333,0.8969072165,0.6796875000,0.1498127341,0.0818553888,0.8823529412,0.0571711298,0.0485921359,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed1,mechanism_control,onset_f1,fixed_1,1.000000,5,NA,6,97,0.645808,0.0202167392,0.0394338132,0.7395348837,0.9137931034,0.6210937500,0.1306532663,0.0701186624,0.9558823529,0.0508917923,0.0565258646,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR,proposed,mae,selected,0.000000,20,NA,7,109,0.611789,0.0129113968,0.0338785804,0.8033826638,0.8755760369,0.7421875000,0.1300309598,0.0726643599,0.6176470588,0.0685108176,0.0442360049,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed0,mechanism_control,mae,fixed_0,0.000000,20,NA,7,109,0.611789,0.0129113968,0.0338785804,0.8033826638,0.8755760369,0.7421875000,0.1300309598,0.0726643599,0.6176470588,0.0685108176,0.0442360049,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed0.5,mechanism_control,mae,fixed_0.5,0.500000,20,NA,7,109,0.611789,0.0136023698,0.0319923527,0.8212765957,0.9018691589,0.7539062500,0.1360946746,0.0756578947,0.6764705882,0.0636544359,0.0428291072,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR-Fixed1,mechanism_control,mae,fixed_1,1.000000,20,NA,7,109,0.611789,0.0150629248,0.0322897619,0.8096280088,0.9203980100,0.7226562500,0.1525885559,0.0840840841,0.8235294118,0.0605386547,0.0440049251,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
p1_s3_fair_v1,0.60,1,GRU-LSR,proposed,onset_f1,selected,1.000000,5,NA,7,109,0.632423,0.0206886819,0.0391822734,0.7388235294,0.9289940828,0.6132812500,0.1218274112,0.0654307525,0.8823529412,0.0577830959,0.0552259616,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,68,256
