paper,experiment_id,method,method_role,seed,hypervolume,feasible_front_size,compromise_cost_index,compromise_reliability,compromise_renewable,compromise_risk,portfolio_size,local_move_count,trace_event_count,decision_coverage,runtime_s,source_status
p5,budget_sensitivity,MOEA/D,baseline,8,0.02571080,3,0.07781609,0.39555556,0.51912000,0.14840000,1,0,0,0.00000000,0.312176,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,MOEA/D,baseline,9,0.02154207,3,0.09557931,0.19055556,20.40493684,0.18840000,1,0,0,0.00000000,0.336705,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,MOEA/D,baseline,10,0.02154208,3,0.09557931,0.19055556,20.40493684,0.18840000,1,0,0,0.00000000,0.323494,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,MOEA/D,baseline,11,0.02154203,3,0.09557931,0.19055556,20.40493684,0.18840000,1,0,0,0.00000000,0.318712,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,MOEA/D,baseline,12,0.02294832,3,0.18983908,0.38111111,38.08747368,0.18840000,2,0,0,0.00000000,0.324285,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,MOEA/D,baseline,13,0.02294835,3,0.18983908,0.38111111,38.08747368,0.18840000,2,0,0,0.00000000,0.319991,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,MOEA/D,baseline,14,0.03167645,2,0.07909883,2.89883369,0.00395280,0.36069906,1,0,0,0.00000000,0.313636,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,MOEA/D,baseline,15,0.02594911,4,0.07344828,0.32526118,0.44520000,0.14840000,1,0,0,0.00000000,0.321404,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,MOEA/D,baseline,16,0.02154196,2,0.09557931,0.19055556,20.40493684,0.18840000,1,0,0,0.00000000,0.317000,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,MOEA/D,baseline,17,0.02299118,3,0.19115862,0.38111111,40.80987368,0.18840000,2,0,0,0.00000000,0.320069,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,MOEA/D,baseline,18,0.02154199,3,0.09557931,0.19055556,20.40493684,0.18840000,1,0,0,0.00000000,0.313800,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,MOEA/D,baseline,19,0.02154196,2,0.09557931,0.19055556,20.40493684,0.18840000,1,0,0,0.00000000,0.325570,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,MOEA/D,baseline,20,0.02154203,3,0.09557931,0.19055556,20.40493684,0.18840000,1,0,0,0.00000000,0.309526,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,MOEA/D,baseline,21,0.03167645,2,0.07909883,2.89883369,0.00395280,0.36069906,1,0,0,0.00000000,0.312068,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,MOEA/D,baseline,22,0.03812855,4,0.07344828,0.32526118,0.44520000,0.14840000,1,0,0,0.00000000,0.312460,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,MOEA/D,baseline,23,0.02294830,3,0.18983908,0.38111111,38.08747368,0.18840000,2,0,0,0.00000000,0.319837,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,MOEA/D,baseline,24,0.02150123,2,0.09425977,0.19055556,17.68253684,0.18840000,1,0,0,0.00000000,0.326718,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,MOEA/D,baseline,25,0.02154196,2,0.09557931,0.19055556,20.40493684,0.18840000,1,0,0,0.00000000,0.321914,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,MOEA/D,baseline,26,0.02154208,3,0.09557931,0.19055556,20.40493684,0.18840000,1,0,0,0.00000000,0.319156,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,MOEA/D,baseline,27,0.02154199,3,0.09557931,0.19055556,20.40493684,0.18840000,1,0,0,0.00000000,0.311651,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,MOEA/D,baseline,28,0.02154205,3,0.09557931,0.19055556,20.40493684,0.18840000,1,0,0,0.00000000,0.306049,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,MOEA/D,baseline,29,0.04069695,5,0.07344828,0.32526118,0.44520000,0.14840000,1,0,0,0.00000000,0.307623,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,AHP-TOPSIS,baseline,0,0.13004575,1,0.94918594,34.78600426,0.04743360,0.36069906,12,0,0,0.00000000,0.000639,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,AHP-TOPSIS,baseline,1,0.13004575,1,0.94918594,34.78600426,0.04743360,0.36069906,12,0,0,0.00000000,0.000503,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,AHP-TOPSIS,baseline,2,0.13004575,1,0.94918594,34.78600426,0.04743360,0.36069906,12,0,0,0.00000000,0.000492,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,AHP-TOPSIS,baseline,3,0.13004575,1,0.94918594,34.78600426,0.04743360,0.36069906,12,0,0,0.00000000,0.000497,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,AHP-TOPSIS,baseline,4,0.13004575,1,0.94918594,34.78600426,0.04743360,0.36069906,12,0,0,0.00000000,0.000450,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,AHP-TOPSIS,baseline,5,0.13004575,1,0.94918594,34.78600426,0.04743360,0.36069906,12,0,0,0.00000000,0.000448,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,AHP-TOPSIS,baseline,6,0.13004575,1,0.94918594,34.78600426,0.04743360,0.36069906,12,0,0,0.00000000,0.000423,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,AHP-TOPSIS,baseline,7,0.13004575,1,0.94918594,34.78600426,0.04743360,0.36069906,12,0,0,0.00000000,0.000420,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,AHP-TOPSIS,baseline,8,0.13004575,1,0.94918594,34.78600426,0.04743360,0.36069906,12,0,0,0.00000000,0.000415,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,AHP-TOPSIS,baseline,9,0.13004575,1,0.94918594,34.78600426,0.04743360,0.36069906,12,0,0,0.00000000,0.000428,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,AHP-TOPSIS,baseline,10,0.13004575,1,0.94918594,34.78600426,0.04743360,0.36069906,12,0,0,0.00000000,0.000425,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,AHP-TOPSIS,baseline,11,0.13004575,1,0.94918594,34.78600426,0.04743360,0.36069906,12,0,0,0.00000000,0.000418,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,AHP-TOPSIS,baseline,12,0.13004575,1,0.94918594,34.78600426,0.04743360,0.36069906,12,0,0,0.00000000,0.000408,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,AHP-TOPSIS,baseline,13,0.13004575,1,0.94918594,34.78600426,0.04743360,0.36069906,12,0,0,0.00000000,0.000433,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,AHP-TOPSIS,baseline,14,0.13004575,1,0.94918594,34.78600426,0.04743360,0.36069906,12,0,0,0.00000000,0.000415,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,AHP-TOPSIS,baseline,15,0.13004575,1,0.94918594,34.78600426,0.04743360,0.36069906,12,0,0,0.00000000,0.000414,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,AHP-TOPSIS,baseline,16,0.13004575,1,0.94918594,34.78600426,0.04743360,0.36069906,12,0,0,0.00000000,0.000424,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,AHP-TOPSIS,baseline,17,0.13004575,1,0.94918594,34.78600426,0.04743360,0.36069906,12,0,0,0.00000000,0.000490,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,AHP-TOPSIS,baseline,18,0.13004575,1,0.94918594,34.78600426,0.04743360,0.36069906,12,0,0,0.00000000,0.000431,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,AHP-TOPSIS,baseline,19,0.13004575,1,0.94918594,34.78600426,0.04743360,0.36069906,12,0,0,0.00000000,0.000424,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,AHP-TOPSIS,baseline,20,0.13004575,1,0.94918594,34.78600426,0.04743360,0.36069906,12,0,0,0.00000000,0.000409,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,AHP-TOPSIS,baseline,21,0.13004575,1,0.94918594,34.78600426,0.04743360,0.36069906,12,0,0,0.00000000,0.000410,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,AHP-TOPSIS,baseline,22,0.13004575,1,0.94918594,34.78600426,0.04743360,0.36069906,12,0,0,0.00000000,0.000431,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,AHP-TOPSIS,baseline,23,0.13004575,1,0.94918594,34.78600426,0.04743360,0.36069906,12,0,0,0.00000000,0.000410,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,AHP-TOPSIS,baseline,24,0.13004575,1,0.94918594,34.78600426,0.04743360,0.36069906,12,0,0,0.00000000,0.000431,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,AHP-TOPSIS,baseline,25,0.13004575,1,0.94918594,34.78600426,0.04743360,0.36069906,12,0,0,0.00000000,0.000482,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,AHP-TOPSIS,baseline,26,0.13004575,1,0.94918594,34.78600426,0.04743360,0.36069906,12,0,0,0.00000000,0.000425,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,AHP-TOPSIS,baseline,27,0.13004575,1,0.94918594,34.78600426,0.04743360,0.36069906,12,0,0,0.00000000,0.000409,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,AHP-TOPSIS,baseline,28,0.13004575,1,0.94918594,34.78600426,0.04743360,0.36069906,12,0,0,0.00000000,0.000496,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,AHP-TOPSIS,baseline,29,0.13004575,1,0.94918594,34.78600426,0.04743360,0.36069906,12,0,0,0.00000000,0.000453,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,Weighted Sum,baseline,0,0.02803902,1,0.97804598,2.35703252,20.40493684,0.36946667,3,0,0,0.00000000,0.000352,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,Weighted Sum,baseline,1,0.02803902,1,0.97804598,2.35703252,20.40493684,0.36946667,3,0,0,0.00000000,0.000419,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,Weighted Sum,baseline,2,0.02803902,1,0.97804598,2.35703252,20.40493684,0.36946667,3,0,0,0.00000000,0.000389,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,Weighted Sum,baseline,3,0.02803902,1,0.97804598,2.35703252,20.40493684,0.36946667,3,0,0,0.00000000,0.000346,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,Weighted Sum,baseline,4,0.02803902,1,0.97804598,2.35703252,20.40493684,0.36946667,3,0,0,0.00000000,0.000333,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,Weighted Sum,baseline,5,0.02803902,1,0.97804598,2.35703252,20.40493684,0.36946667,3,0,0,0.00000000,0.000322,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,Weighted Sum,baseline,6,0.02803902,1,0.97804598,2.35703252,20.40493684,0.36946667,3,0,0,0.00000000,0.000422,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,Weighted Sum,baseline,7,0.02803902,1,0.97804598,2.35703252,20.40493684,0.36946667,3,0,0,0.00000000,0.000381,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,Weighted Sum,baseline,8,0.02803902,1,0.97804598,2.35703252,20.40493684,0.36946667,3,0,0,0.00000000,0.000346,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,Weighted Sum,baseline,9,0.02803902,1,0.97804598,2.35703252,20.40493684,0.36946667,3,0,0,0.00000000,0.000348,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,Weighted Sum,baseline,10,0.02803902,1,0.97804598,2.35703252,20.40493684,0.36946667,3,0,0,0.00000000,0.000481,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,Weighted Sum,baseline,11,0.02803902,1,0.97804598,2.35703252,20.40493684,0.36946667,3,0,0,0.00000000,0.000363,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,budget_sensitivity,Weighted Sum,baseline,12,0.02803902,1,0.97804598,2.35703252,20.40493684,0.36946667,3,0,0,0.00000000,0.000332,public_rts_simbench_nerc_project_review_v2_real_algorithms
