experiment,budget_multiplier,method,seed,hypervolume,preference_achievement_distance,feasible_front_size,trace_event_count,runtime_s,source_status
preference_aware_support,1.25,R-NSGA-II,3,0.13595701,0.52697194,40,0,0.213235,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,R-NSGA-II,4,0.15147092,0.52882197,40,0,0.210872,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,R-NSGA-II,5,0.13237843,0.52793166,40,0,0.210398,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,R-NSGA-II,6,0.12925157,0.52781373,40,0,0.210479,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,R-NSGA-II,7,0.13458817,0.52537171,40,0,0.215545,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,R-NSGA-II,8,0.14815731,0.52606938,40,0,0.216757,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,R-NSGA-II,9,0.16596475,0.52757301,40,0,0.218544,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,R-NSGA-II,10,0.12270103,0.53341645,40,0,0.217473,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,R-NSGA-II,11,0.12440792,0.52980624,40,0,0.216794,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,R-NSGA-II,12,0.13510232,0.52567207,40,0,0.211947,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,R-NSGA-II,13,0.14491743,0.52485039,40,0,0.211148,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,R-NSGA-II,14,0.11781492,0.54030418,40,0,0.211773,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,R-NSGA-II,15,0.14482246,0.52474816,40,0,0.212925,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,R-NSGA-II,16,0.14450980,0.52576363,40,0,0.209262,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,R-NSGA-II,17,0.14267125,0.52703116,40,0,0.212239,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,R-NSGA-II,18,0.11892967,0.53499627,40,0,0.213424,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,R-NSGA-II,19,0.16111278,0.52690047,40,0,0.212971,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,R-NSGA-II,20,0.16299160,0.52720889,40,0,0.207942,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,R-NSGA-II,21,0.12228272,0.53380637,40,0,0.207183,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,R-NSGA-II,22,0.13254720,0.52780191,40,0,0.215742,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,R-NSGA-II,23,0.13101585,0.52674621,40,0,0.210307,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,R-NSGA-II,24,0.12754463,0.52647158,40,0,0.210600,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,R-NSGA-II,25,0.12574767,0.52596495,40,0,0.210676,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,R-NSGA-II,26,0.13456181,0.52981365,40,0,0.209635,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,R-NSGA-II,27,0.13209422,0.53092549,40,0,0.212379,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,R-NSGA-II,28,0.15045370,0.52473920,40,0,0.209860,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,R-NSGA-II,29,0.11381598,0.53753627,40,0,0.211134,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,NSGA-II,0,0.17992943,0.52556744,40,0,0.157039,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,NSGA-II,1,0.18240484,0.52566775,40,0,0.156917,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,NSGA-II,2,0.17604987,0.52910708,40,0,0.157989,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,NSGA-II,3,0.17728141,0.52502825,40,0,0.160241,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,NSGA-II,4,0.17748626,0.52932860,40,0,0.161871,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,NSGA-II,5,0.17602230,0.52933084,40,0,0.157565,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,NSGA-II,6,0.17855023,0.52358109,40,0,0.158357,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,NSGA-II,7,0.17631075,0.52787926,40,0,0.159163,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,NSGA-II,8,0.17658724,0.52877514,40,0,0.158356,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,NSGA-II,9,0.17625124,0.53142314,40,0,0.158309,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,NSGA-II,10,0.17802761,0.52673018,40,0,0.157168,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,NSGA-II,11,0.17394484,0.52748458,40,0,0.158327,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,NSGA-II,12,0.18031051,0.52523110,40,0,0.161501,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,NSGA-II,13,0.17664999,0.52872664,40,0,0.161256,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,NSGA-II,14,0.17588180,0.52827779,40,0,0.159172,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,NSGA-II,15,0.17685301,0.52917842,40,0,0.162999,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,NSGA-II,16,0.17348908,0.52626567,40,0,0.162236,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,NSGA-II,17,0.17278048,0.53080510,40,0,0.158718,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,NSGA-II,18,0.17644847,0.52417001,40,0,0.157513,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,NSGA-II,19,0.17577362,0.52807531,40,0,0.160232,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,NSGA-II,20,0.17808093,0.52687233,40,0,0.159332,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,NSGA-II,21,0.17563920,0.52815686,40,0,0.158000,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,NSGA-II,22,0.17851663,0.52447351,40,0,0.160162,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,NSGA-II,23,0.17526416,0.52889123,40,0,0.159632,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,NSGA-II,24,0.17830299,0.52721909,40,0,0.157242,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,NSGA-II,25,0.17590955,0.52810627,40,0,0.159075,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,NSGA-II,26,0.17672860,0.52617880,40,0,0.157487,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,NSGA-II,27,0.17642501,0.52965754,40,0,0.156187,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,NSGA-II,28,0.17651113,0.52620101,40,0,0.158569,public_p5_preference_budget_v1_rnsga2
preference_aware_support,1.25,NSGA-II,29,0.17411787,0.53280137,40,0,0.156615,public_p5_preference_budget_v1_rnsga2
