paper,experiment_id,method,method_role,seed,hypervolume,feasible_front_size,compromise_cost_index,compromise_reliability,compromise_renewable,compromise_risk,portfolio_size,local_move_count,trace_event_count,decision_coverage,preference_achievement_distance,runtime_s,source_status
p5,distribution_project_review,TRACE-MOEA,proposed,16,0.16445904,38,0.95344980,36.25138112,0.84097001,0.30191810,16,781,1101,1.00000000,0.53638001,0.088319,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,TRACE-MOEA,proposed,17,0.16522851,39,0.83224324,36.53168848,0.36642928,0.33382776,14,919,1239,1.00000000,0.53641191,0.093709,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,TRACE-MOEA,proposed,18,0.16549763,37,0.94978919,30.33675016,13.99400168,0.32934921,12,875,1195,1.00000000,0.53641272,0.090190,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,TRACE-MOEA,proposed,19,0.16604866,38,0.95258540,30.20075466,7.61830341,0.29352082,14,788,1108,1.00000000,0.53639596,0.089356,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,TRACE-MOEA,proposed,20,0.16586733,39,0.95173262,32.22674624,7.46275837,0.30695647,14,947,1267,1.00000000,0.53642786,0.090748,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,TRACE-MOEA,proposed,21,0.16420317,38,0.95173262,32.22674624,7.46275837,0.30695647,14,953,1273,1.00000000,0.53650960,0.090628,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,TRACE-MOEA,proposed,22,0.16640773,37,0.83394878,32.47970532,0.67751937,0.30695647,14,884,1204,1.00000000,0.53650960,0.090050,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,TRACE-MOEA,proposed,23,0.16560781,39,0.95087985,34.25273782,7.30721333,0.32039212,14,836,1156,1.00000000,0.53642786,0.089244,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,TRACE-MOEA,proposed,24,0.16447733,37,0.95065359,36.38737662,7.21666828,0.33382776,14,953,1273,1.00000000,0.53650960,0.092753,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,TRACE-MOEA,proposed,25,0.16402976,39,0.83394878,32.47970532,0.67751937,0.30695647,14,906,1226,1.00000000,0.53639596,0.090459,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,TRACE-MOEA,proposed,26,0.16532990,37,0.95087985,34.25273782,7.30721333,0.32039212,14,934,1254,1.00000000,0.53650960,0.092226,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,TRACE-MOEA,proposed,27,0.16589486,37,0.95321191,30.30940188,7.68330341,0.29352082,14,840,1160,1.00000000,0.53636406,0.090225,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,TRACE-MOEA,proposed,28,0.16572201,38,0.95150636,34.36138504,7.37221333,0.32039212,14,810,1130,1.00000000,0.53650960,0.089989,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,TRACE-MOEA,proposed,29,0.16237659,39,0.83309601,34.50569690,0.52197433,0.32039212,14,963,1283,1.00000000,0.53641231,0.090819,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,NSGA-II,baseline,0,0.16543081,40,0.83394878,32.47970532,0.67751937,0.30695647,14,0,0,0.00000000,0.53774511,0.121716,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,NSGA-II,baseline,1,0.16487093,40,0.89412568,33.35254743,0.83701721,0.29799937,15,0,0,0.00000000,0.53636406,0.121764,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,NSGA-II,baseline,2,0.16413953,40,0.94280984,29.96483437,0.51564985,0.29909935,13,0,0,0.00000000,0.53713641,0.117544,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,NSGA-II,baseline,3,0.16631409,40,0.88263294,29.09199226,0.35615200,0.30964096,12,0,0,0.00000000,0.53703379,0.120129,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,NSGA-II,baseline,4,0.16547925,40,0.95515534,32.19939796,1.15206009,0.27840572,16,0,0,0.00000000,0.53647139,0.121265,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,NSGA-II,baseline,5,0.16294337,40,0.89668399,27.27457269,1.30365234,0.26037956,15,0,0,0.00000000,0.53702712,0.122129,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,NSGA-II,baseline,6,0.16538689,40,0.97508359,36.84318762,0.20693144,0.33037062,14,0,0,0.00000000,0.53639596,0.120175,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,NSGA-II,baseline,7,0.16669717,40,0.95430257,34.22538954,0.99651505,0.29016191,16,0,0,0.00000000,0.53638001,0.120788,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,NSGA-II,baseline,8,0.16579087,40,0.95515534,32.19939796,1.15206009,0.27840572,16,0,0,0.00000000,0.53707538,0.119827,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,NSGA-II,baseline,9,0.16461628,40,0.95344980,36.25138112,0.84097001,0.30191810,16,0,0,0.00000000,0.53705943,0.120785,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,NSGA-II,baseline,10,0.16584169,40,0.89412568,33.35254743,0.83701721,0.29799937,15,0,0,0.00000000,0.53712444,0.119137,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,NSGA-II,baseline,11,0.16607086,40,0.94195707,31.99082595,0.36010480,0.31356851,13,0,0,0.00000000,0.53639636,0.122379,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,NSGA-II,baseline,12,0.16534634,40,0.95259702,38.27737270,0.68542497,0.31367429,16,0,0,0.00000000,0.53642826,0.119853,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,NSGA-II,baseline,13,0.16543153,40,0.94110429,34.01681753,0.20455976,0.32803766,13,0,0,0.00000000,0.53702712,0.121545,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,NSGA-II,baseline,14,0.16399879,40,0.89388779,27.41056820,7.67935061,0.28835327,13,0,0,0.00000000,0.53709133,0.118777,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,NSGA-II,baseline,15,0.16514210,40,0.88178017,31.11798384,0.20060696,0.32531588,12,0,0,0.00000000,0.53702712,0.119487,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,NSGA-II,baseline,16,0.16430948,40,0.95600811,30.17340638,1.30760514,0.26664953,16,0,0,0.00000000,0.53703379,0.121815,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,NSGA-II,baseline,17,0.16584107,40,0.89327290,35.37853901,0.68147217,0.31053931,15,0,0,0.00000000,0.53702712,0.121355,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,NSGA-II,baseline,18,0.16604738,40,0.94195707,31.99082595,0.36010480,0.31356851,13,0,0,0.00000000,0.53702712,0.120223,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,NSGA-II,baseline,19,0.15827639,40,0.94451538,25.91285121,0.82673993,0.27016103,13,0,0,0.00000000,0.53647139,0.120412,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,NSGA-II,baseline,20,0.16270460,40,0.89072710,27.08584461,0.51011593,0.29396604,12,0,0,0.00000000,0.53740857,0.121018,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,NSGA-II,baseline,21,0.16572080,40,0.95430257,34.22538954,0.99651505,0.29016191,16,0,0,0.00000000,0.53703379,0.123063,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,NSGA-II,baseline,22,0.16786733,40,0.95600811,30.17340638,1.30760514,0.26664953,16,0,0,0.00000000,0.53709254,0.119378,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,NSGA-II,baseline,23,0.16593497,40,0.95430257,34.22538954,0.99651505,0.29016191,16,0,0,0.00000000,0.53710809,0.119312,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,NSGA-II,baseline,24,0.16581472,40,0.97253778,28.55049322,0.03557520,0.31769923,11,0,0,0.00000000,0.53636406,0.122734,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,NSGA-II,baseline,25,0.16491747,40,0.77462466,29.58087164,0.67356657,0.30282242,13,0,0,0.00000000,0.53777806,0.117372,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,NSGA-II,baseline,26,0.16566662,40,0.94195707,31.99082595,0.36010480,0.31356851,13,0,0,0.00000000,0.53636406,0.122558,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,NSGA-II,baseline,27,0.16574238,40,0.95235914,32.33539346,7.52775837,0.30695647,14,0,0,0.00000000,0.53709092,0.118730,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,NSGA-II,baseline,28,0.16681473,40,0.89412568,33.35254743,0.83701721,0.29799937,15,0,0,0.00000000,0.53702712,0.120961,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,NSGA-II,baseline,29,0.16447975,40,0.94280984,29.96483437,0.51564985,0.29909935,13,0,0,0.00000000,0.53710849,0.118225,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,R-NSGA-II,baseline,0,0.13447345,40,0.95320028,22.23278384,14.61618185,0.26664953,12,0,0,0.00000000,0.53636406,0.156360,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,R-NSGA-II,baseline,1,0.12672948,40,0.95405305,20.20679227,14.77172689,0.25097461,12,0,0,0.00000000,0.53636406,0.157125,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,R-NSGA-II,baseline,2,0.13446807,40,0.95320028,22.23278384,14.61618185,0.26664953,12,0,0,0.00000000,0.53636406,0.157175,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,R-NSGA-II,baseline,3,0.12664152,40,0.95405305,20.20679227,14.77172689,0.25097461,12,0,0,0.00000000,0.53636406,0.157328,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,R-NSGA-II,baseline,4,0.13436607,40,0.95320028,22.23278384,14.61618185,0.26664953,12,0,0,0.00000000,0.53636406,0.157207,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,R-NSGA-II,baseline,5,0.13458787,40,0.95320028,22.23278384,14.61618185,0.26664953,12,0,0,0.00000000,0.53636406,0.157410,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,R-NSGA-II,baseline,6,0.12514365,40,0.95405305,20.20679227,14.77172689,0.25097461,12,0,0,0.00000000,0.53636406,0.157255,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,R-NSGA-II,baseline,7,0.14369923,40,0.95234751,24.25877542,14.46063681,0.28232445,12,0,0,0.00000000,0.53636406,0.159096,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,R-NSGA-II,baseline,8,0.14476208,40,0.95234751,24.25877542,14.46063681,0.28232445,12,0,0,0.00000000,0.53636406,0.157245,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,R-NSGA-II,baseline,9,0.12514525,40,0.95405305,20.20679227,14.77172689,0.25097461,12,0,0,0.00000000,0.53636406,0.158979,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,R-NSGA-II,baseline,10,0.12514967,40,0.95405305,20.20679227,14.77172689,0.25097461,12,0,0,0.00000000,0.53636406,0.157842,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,R-NSGA-II,baseline,11,0.13459093,40,0.95320028,22.23278384,14.61618185,0.26664953,12,0,0,0.00000000,0.53636406,0.159718,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,R-NSGA-II,baseline,12,0.13460269,40,0.95320028,22.23278384,14.61618185,0.26664953,12,0,0,0.00000000,0.53636406,0.155708,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,R-NSGA-II,baseline,13,0.13452674,40,0.95320028,22.23278384,14.61618185,0.26664953,12,0,0,0.00000000,0.53636406,0.157376,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,R-NSGA-II,baseline,14,0.13437340,40,0.95320028,22.23278384,14.61618185,0.26664953,12,0,0,0.00000000,0.53636406,0.158060,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,R-NSGA-II,baseline,15,0.14484566,40,0.95234751,24.25877542,14.46063681,0.28232445,12,0,0,0.00000000,0.53636406,0.157147,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,R-NSGA-II,baseline,16,0.14501523,40,0.95234751,24.25877542,14.46063681,0.28232445,12,0,0,0.00000000,0.53636406,0.157836,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,R-NSGA-II,baseline,17,0.13420258,40,0.95320028,22.23278384,14.61618185,0.26664953,12,0,0,0.00000000,0.53636406,0.155972,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,R-NSGA-II,baseline,18,0.13458828,40,0.95320028,22.23278384,14.61618185,0.26664953,12,0,0,0.00000000,0.53636406,0.157377,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,R-NSGA-II,baseline,19,0.13435084,40,0.95320028,22.23278384,14.61618185,0.26664953,12,0,0,0.00000000,0.53636406,0.154442,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,R-NSGA-II,baseline,20,0.14360793,40,0.95234751,24.25877542,14.46063681,0.28232445,12,0,0,0.00000000,0.53636406,0.157062,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,R-NSGA-II,baseline,21,0.14466407,40,0.95234751,24.25877542,14.46063681,0.28232445,12,0,0,0.00000000,0.53636406,0.157981,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,R-NSGA-II,baseline,22,0.12505658,40,0.95405305,20.20679227,14.77172689,0.25097461,12,0,0,0.00000000,0.53636406,0.155342,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,R-NSGA-II,baseline,23,0.13436273,40,0.95320028,22.23278384,14.61618185,0.26664953,12,0,0,0.00000000,0.53638001,0.160263,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,R-NSGA-II,baseline,24,0.13438088,40,0.95320028,22.23278384,14.61618185,0.26664953,12,0,0,0.00000000,0.53636406,0.159663,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,R-NSGA-II,baseline,25,0.13430041,40,0.95320028,22.23278384,14.61618185,0.26664953,12,0,0,0.00000000,0.53636406,0.159382,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,R-NSGA-II,baseline,26,0.13564148,40,0.95320028,22.23278384,14.61618185,0.26664953,12,0,0,0.00000000,0.53636406,0.156270,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,R-NSGA-II,baseline,27,0.11707325,40,0.95490582,18.18080069,14.92727194,0.23529969,12,0,0,0.00000000,0.53861130,0.158069,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,R-NSGA-II,baseline,28,0.13434821,40,0.95320028,22.23278384,14.61618185,0.26664953,12,0,0,0.00000000,0.53636406,0.153695,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,R-NSGA-II,baseline,29,0.13433965,40,0.95320028,22.23278384,14.61618185,0.26664953,12,0,0,0.00000000,0.53636406,0.155931,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,MOEA/D,baseline,0,0.00047204,1,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0.00000000,1.23512639,0.342553,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,MOEA/D,baseline,1,0.00047204,1,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0.00000000,1.23512639,0.346155,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,MOEA/D,baseline,2,0.00047204,1,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0.00000000,1.23512639,0.346754,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,MOEA/D,baseline,3,0.00047204,1,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0.00000000,1.23512639,0.348402,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,MOEA/D,baseline,4,0.00047204,1,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0.00000000,1.23512639,0.347608,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,MOEA/D,baseline,5,0.00047204,1,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0.00000000,1.23512639,0.340496,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,MOEA/D,baseline,6,0.00047204,1,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0.00000000,1.23512639,0.348570,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,MOEA/D,baseline,7,0.00047204,1,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0.00000000,1.23512639,0.349282,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,MOEA/D,baseline,8,0.00047204,1,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0.00000000,1.23512639,0.363133,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,MOEA/D,baseline,9,0.00047204,1,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0.00000000,1.23512639,0.350220,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,MOEA/D,baseline,10,0.00047204,1,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0.00000000,1.23512639,0.349304,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,MOEA/D,baseline,11,0.00047204,1,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0.00000000,1.23512639,0.346386,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,MOEA/D,baseline,12,0.00047204,1,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0.00000000,1.23512639,0.350687,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,MOEA/D,baseline,13,0.00047204,1,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0.00000000,1.23512639,0.348745,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,MOEA/D,baseline,14,0.00047204,1,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0.00000000,1.23512639,0.349049,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,MOEA/D,baseline,15,0.00047204,1,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0.00000000,1.23512639,0.353421,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,MOEA/D,baseline,16,0.00047204,1,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0.00000000,1.23512639,0.350632,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,MOEA/D,baseline,17,0.00047204,1,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0.00000000,1.23512639,0.351435,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,MOEA/D,baseline,18,0.00047204,1,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0.00000000,1.23512639,0.348982,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,MOEA/D,baseline,19,0.00047204,1,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0.00000000,1.23512639,0.350826,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,MOEA/D,baseline,20,0.00047204,1,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0.00000000,1.23512639,0.347597,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,MOEA/D,baseline,21,0.00047204,1,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0.00000000,1.23512639,0.350057,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,MOEA/D,baseline,22,0.00047204,1,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0.00000000,1.23512639,0.352797,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,MOEA/D,baseline,23,0.00047204,1,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0.00000000,1.23512639,0.346120,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,MOEA/D,baseline,24,0.00047204,1,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0.00000000,1.23512639,0.353098,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,MOEA/D,baseline,25,0.00047204,1,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0.00000000,1.23512639,0.352078,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,MOEA/D,baseline,26,0.00047204,1,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0.00000000,1.23512639,0.354929,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,MOEA/D,baseline,27,0.00047204,1,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0.00000000,1.23512639,0.347098,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,MOEA/D,baseline,28,0.00047204,1,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0.00000000,1.23512639,0.348564,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,MOEA/D,baseline,29,0.00047204,1,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0.00000000,1.23512639,0.351600,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,AHP-TOPSIS,baseline,0,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.53838249,0.044204,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,AHP-TOPSIS,baseline,1,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.53838249,0.045003,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,AHP-TOPSIS,baseline,2,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.53838249,0.044805,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,AHP-TOPSIS,baseline,3,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.53838249,0.043831,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,AHP-TOPSIS,baseline,4,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.53838249,0.044592,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,AHP-TOPSIS,baseline,5,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.53838249,0.043974,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,AHP-TOPSIS,baseline,6,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.53838249,0.043617,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,AHP-TOPSIS,baseline,7,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.53838249,0.043852,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,AHP-TOPSIS,baseline,8,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.53838249,0.044106,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,AHP-TOPSIS,baseline,9,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.53838249,0.044063,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,AHP-TOPSIS,baseline,10,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.53838249,0.043967,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,AHP-TOPSIS,baseline,11,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.53838249,0.043922,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,AHP-TOPSIS,baseline,12,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.53838249,0.045417,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,AHP-TOPSIS,baseline,13,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.53838249,0.044582,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,AHP-TOPSIS,baseline,14,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.53838249,0.043492,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,AHP-TOPSIS,baseline,15,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.53838249,0.044601,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,AHP-TOPSIS,baseline,16,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.53838249,0.043776,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,AHP-TOPSIS,baseline,17,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.53838249,0.042882,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,AHP-TOPSIS,baseline,18,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.53838249,0.044298,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,AHP-TOPSIS,baseline,19,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.53838249,0.044123,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,AHP-TOPSIS,baseline,20,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.53838249,0.044311,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,AHP-TOPSIS,baseline,21,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.53838249,0.044649,public_rts_simbench_nerc_project_review_v3_direct_family_controls
p5,distribution_project_review,AHP-TOPSIS,baseline,22,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.53838249,0.044317,public_rts_simbench_nerc_project_review_v3_direct_family_controls
